Amillepora13120	D
Amillepora13123	O
Amillepora13122	K
Amillepora13127	T
Amillepora13118	U
Amillepora13117	D
Amillepora13130	G
Amillepora13132	P
Amillepora13135	E
Amillepora13146	P
Amillepora13149	T
Amillepora13159	O
Amillepora13158	I
Amillepora13166	T
Amillepora13163	T
Amillepora13164	T
Amillepora13171	U
Amillepora13168	G
Amillepora13161	K
Amillepora13170	T
Amillepora13173	P
Amillepora13175	K
Amillepora13179	O
Amillepora13177	I
Amillepora13172	T
Amillepora13174	P
Amillepora13181	U
Amillepora13180	U
Amillepora13183	L
Amillepora13187	K
Amillepora13184	U
Amillepora13185	U
Amillepora13191	P
Amillepora13190	A
Amillepora13198	T
Amillepora13193	T
Amillepora13196	T
Amillepora13201	T
Amillepora13199	C
Amillepora13215	P
Amillepora13212	Z
Amillepora13216	O
Amillepora13227	T
Amillepora13225	J
Amillepora13223	K
Amillepora13217	A
Amillepora13221	J
Amillepora13228	K
Amillepora13234	B
Amillepora13229	T
Amillepora13232	A
Amillepora13230	T
Amillepora13231	O
Amillepora13238	C
Amillepora13240	E
Amillepora13242	E
Amillepora13244	T
Amillepora13237	K
Amillepora13250	T
Amillepora13255	T
Amillepora13251	T
Amillepora13263	I
Amillepora13259	K
Amillepora13257	T
Amillepora13261	D
Amillepora13278	B
Amillepora13277	B
Amillepora13276	Z
Amillepora13287	K
Amillepora13284	Z
Amillepora13288	E
Amillepora13289	O
Amillepora13293	T
Amillepora13295	T
Amillepora13296	T
Amillepora13298	K
Amillepora13300	T
Amillepora13316	T
Amillepora13326	F
Amillepora13322	U
Amillepora13324	Q
Amillepora13334	C
Amillepora13339	T
Amillepora13335	B
Amillepora13340	I
Amillepora13344	T
Amillepora13346	T
Amillepora13355	T
Amillepora13365	C
Amillepora13371	G
Amillepora13369	J
Amillepora13373	T
Amillepora13441	P
Amillepora13374	T
Amillepora13375	P
Amillepora13449	O
Amillepora13445	T
Amillepora13451	T
Amillepora13455	K
Amillepora13453	A
Amillepora13461	L
Amillepora13468	T
Amillepora13471	E
Amillepora13479	O
Amillepora13482	G
Amillepora13481	A
Amillepora13470	J
Amillepora13472	I
Amillepora13484	G
Amillepora13485	O
Amillepora13493	O
Amillepora13502	O
Amillepora13497	O
Amillepora13511	L
Amillepora13519	G
Amillepora13525	P
Amillepora13527	P
Amillepora13526	J
Amillepora13524	O
Amillepora13530	G
Amillepora13533	C
Amillepora13542	U
Amillepora13547	I
Amillepora13549	I
Amillepora13548	I
Amillepora13546	I
Amillepora13551	I
Amillepora13554	K
Amillepora13559	U
Amillepora13564	L
Amillepora13562	L
Amillepora13569	J
Amillepora13570	B
Amillepora13598	L
Amillepora13616	L
Amillepora13629	O
Amillepora13626	J
Amillepora13624	K
Amillepora13622	K
Amillepora13633	C
Amillepora13640	T
Amillepora13631	K
Amillepora13642	G
Amillepora13651	L
Amillepora13665	L
Amillepora13679	K
Amillepora13676	G
Amillepora13678	K
Amillepora13675	G
Amillepora13670	L
Amillepora13677	G
Amillepora13693	L
Amillepora13694	L
Amillepora13685	L
Amillepora13688	L
Amillepora13700	G
Amillepora13696	L
Amillepora13708	L
Amillepora13709	B
Amillepora13712	T
Amillepora13713	O
Amillepora13721	P
Amillepora13722	U
Amillepora13719	P
Amillepora13717	I
Amillepora13733	L
Amillepora13732	M
Amillepora13735	E
Amillepora13738	Q
Amillepora13736	Q
Amillepora13747	Q
Amillepora13741	Q
Amillepora13749	T
Amillepora13754	L
Amillepora13753	B
Amillepora13751	K
Amillepora13750	K
Amillepora13755	K
Amillepora13759	G
Amillepora13757	K
Amillepora13765	G
Amillepora13764	G
Amillepora13762	G
Amillepora13763	G
Amillepora13768	E
Amillepora13767	T
Amillepora13776	B
Amillepora13772	T
Amillepora13774	U
Amillepora13775	U
Amillepora13773	B
Amillepora13777	T
Amillepora13782	E
Amillepora13787	G
Amillepora13788	G
Amillepora13783	T
Amillepora13785	G
Amillepora13795	K
Amillepora13791	K
Amillepora13796	K
Amillepora13797	T
Amillepora13793	B
Amillepora13806	G
Amillepora13799	Q
Amillepora13809	L
Amillepora13801	Q
Amillepora13802	Q
Amillepora13819	T
Amillepora13835	I
Amillepora13845	L
Amillepora13839	L
Amillepora13844	T
Amillepora13862	G
Amillepora13851	G
Amillepora13858	T
Amillepora13880	L
Amillepora13871	L
Amillepora13902	L
Amillepora13912	L
Amillepora13910	L
Amillepora13925	L
Amillepora13938	B
Amillepora13941	T
Amillepora13940	O
Amillepora13946	L
Amillepora13943	O
Amillepora13953	T
Amillepora13959	J
Amillepora13956	I
Amillepora13955	T
Amillepora13987	L
Amillepora13986	U
Amillepora13990	L
Amillepora13989	L
Amillepora13995	O
Amillepora14000	Q
Amillepora13996	Q
Amillepora14007	O
Amillepora14001	Q
Amillepora14002	Q
Amillepora14004	Q
Amillepora14003	Q
Amillepora14015	T
Amillepora14016	O
Amillepora14009	O
Amillepora14028	A
Amillepora14026	V
Amillepora14018	L
Amillepora14027	H
Amillepora14025	U
Amillepora14031	O
Amillepora14036	K
Amillepora14037	K
Amillepora14039	F
Amillepora14032	K
Amillepora14042	T
Amillepora14040	T
Amillepora14062	J
Amillepora14058	A
Amillepora14053	P
Amillepora14054	P
Amillepora14057	P
Amillepora14056	P
Amillepora14055	P
Amillepora14065	C
Amillepora14078	G
Amillepora14089	P
Amillepora14083	T
Amillepora14085	Z
Amillepora14094	K
Amillepora14092	O
Amillepora14095	L
Amillepora14101	O
Amillepora14099	P
Amillepora14097	G
Amillepora14105	T
Amillepora14104	U
Amillepora14102	Z
Amillepora14109	T
Amillepora14108	T
Amillepora14107	T
Amillepora14112	T
Amillepora14110	O
Amillepora14114	T
Amillepora14118	L
Amillepora14115	E
Amillepora14116	L
Amillepora14126	U
Amillepora14125	U
Amillepora14128	U
Amillepora14120	T
Amillepora14127	U
Amillepora14122	C
Amillepora14133	P
Amillepora14131	L
Amillepora14136	I
Amillepora14139	P
Amillepora14140	Z
Amillepora14134	P
Amillepora14135	P
Amillepora14150	E
Amillepora14148	C
Amillepora14157	U
Amillepora14155	L
Amillepora14162	M
Amillepora14161	U
Amillepora14167	M
Amillepora14179	O
Amillepora14170	U
Amillepora14178	K
Amillepora14165	T
Amillepora14164	T
Amillepora14174	A
Amillepora14177	J
Amillepora14168	Q
Amillepora14200	I
Amillepora14197	M
Amillepora14198	O
Amillepora14201	I
Amillepora14202	U
Amillepora14203	A
Amillepora14238	H
Amillepora14240	H
Amillepora14237	H
Amillepora14242	A
Amillepora14245	W
Amillepora14246	T
Amillepora14247	T
Amillepora14248	T
Amillepora14249	T
Amillepora14255	W
Amillepora14254	T
Amillepora14252	T
Amillepora14256	O
Amillepora14263	C
Amillepora14258	A
Amillepora14264	A
Amillepora14259	T
Amillepora14260	T
Amillepora14262	T
Amillepora14276	L
Amillepora14272	L
Amillepora14271	L
Amillepora14298	O
Amillepora14297	T
Amillepora14296	T
Amillepora14299	T
Amillepora14291	A
Amillepora14310	T
Amillepora14302	T
Amillepora14307	E
Amillepora14306	A
Amillepora14300	T
Amillepora14304	L
Amillepora14311	T
Amillepora14312	T
Amillepora14318	L
Amillepora14313	T
Amillepora14315	C
Amillepora14322	P
Amillepora14323	P
Amillepora14328	M
Amillepora14341	T
Amillepora14333	Z
Amillepora14334	O
Amillepora14336	O
Amillepora14340	T
Amillepora14339	A
Amillepora14349	K
Amillepora14345	K
Amillepora14343	O
Amillepora14351	K
Amillepora14352	K
Amillepora14342	L
Amillepora14358	L
Amillepora14359	T
Amillepora14357	O
Amillepora14355	K
Amillepora14361	A
Amillepora14360	T
Amillepora14368	Z
Amillepora14367	O
Amillepora14364	O
Amillepora14376	T
Amillepora14374	V
Amillepora14378	L
Amillepora14391	T
Amillepora14392	V
Amillepora14388	L
Amillepora14399	T
Amillepora14404	O
Amillepora14401	U
Amillepora14400	Z
Amillepora14408	K
Amillepora14405	A
Amillepora14407	T
Amillepora14406	Z
Amillepora14409	D
Amillepora14412	O
Amillepora14413	T
Amillepora14417	F
Amillepora14411	K
Amillepora14418	O
Amillepora14429	B
Amillepora14428	T
Amillepora14456	T
Amillepora14452	C
Amillepora14449	G
Amillepora14462	E
Amillepora14467	L
Amillepora14454	T
Amillepora14460	Z
Amillepora14479	O
Amillepora14475	T
Amillepora14478	V
Amillepora14482	J
Amillepora14485	J
Amillepora14481	P
Amillepora14488	Z
Amillepora14493	T
Amillepora14487	U
