delta.rank	pval	level	nseqs	term	name	p.adj
0	6.44426638379138e-6	2	60	GO:0030016;GO:0030017	myofibril	0.0017979503210778
0	2.62476701549199e-5	3	85	GO:0043292;GO:0044449	contractile fiber	0.00366154998661133
