Run	Bioproject	LibraryLayout	rawCounts	trimmedCounts	predupMapped	dedupMapped	geneCounted
SRR401860	PRJNA149513	SINGLE	28412758	27497784	23559175	10620621	8273464
SRR401861	PRJNA149513	SINGLE	30042580	28906261	24396049	10863221	8129844
SRR4029951	PRJNA338455	SINGLE	13126076	13120627	8628466	5143702	3193951
SRR4029952	PRJNA338455	SINGLE	9338409	9334340	6068378	4014773	2497635
SRR4029953	PRJNA338455	SINGLE	9732684	9728417	6521509	4284262	2677898
SRR4029954	PRJNA338455	SINGLE	10225778	10221363	6665135	4308034	2667616
SRR4029955	PRJNA338455	SINGLE	14181496	14175308	10061325	6116613	3795971
SRR4029956	PRJNA338455	SINGLE	5296466	5294032	3496741	2534672	1565544
SRR4029957	PRJNA338455	SINGLE	10694966	10690387	8097514	4929287	3025907
SRR4029958	PRJNA338455	SINGLE	11558640	11553523	8157921	5052131	3101012
SRR4029959	PRJNA338455	SINGLE	10456264	10451391	6734151	4555433	2927251
SRR4029960	PRJNA338455	SINGLE	9749920	9745516	5518204	3735426	2313716
SRR4029961	PRJNA338455	SINGLE	8268562	8264529	3659422	2739425	1734919
SRR4029962	PRJNA338455	SINGLE	9184161	9179868	6038917	4133048	2618088
SRR4029963	PRJNA338455	SINGLE	8330820	8326937	5716799	3977217	2563711
SRR4029964	PRJNA338455	SINGLE	12852344	12846575	8239917	5438313	3458395
SRR4029965	PRJNA338455	SINGLE	11223453	11218346	6915184	4605225	2908339
SRR4029966	PRJNA338455	SINGLE	10091992	10087528	7276958	4878839	3128807
SRR4029967	PRJNA338455	SINGLE	11800172	11794457	6215903	4273402	2728644
SRR4029968	PRJNA338455	SINGLE	11696646	11691188	6698715	4517578	2839098
SRR4029969	PRJNA338455	SINGLE	11133750	11128766	6822177	4669660	3005046
SRR4029970	PRJNA338455	SINGLE	9690375	9685983	6118160	4269803	2722302
SRR4029971	PRJNA338455	SINGLE	12910014	12904119	7721873	5014362	3163299
SRR4029972	PRJNA338455	SINGLE	11659544	11654078	6220390	4319485	2733350
SRR4029973	PRJNA338455	SINGLE	11509070	11503697	6648868	4542192	2900465
SRR4029974	PRJNA338455	SINGLE	7483857	7480332	4000263	2815616	1797861
SRR4029975	PRJNA338455	SINGLE	14855831	14848589	8762598	5250120	3304025
SRR4029976	PRJNA338455	SINGLE	13861221	13855085	9132185	5745451	3718729
SRR4029977	PRJNA338455	SINGLE	10973268	10968418	6845751	4595398	2871994
SRR4029978	PRJNA338455	SINGLE	15745292	15737768	8838544	5487235	3473139
SRR4029979	PRJNA338455	SINGLE	10992469	10987352	4993274	3447299	2181397
SRR4029980	PRJNA338455	SINGLE	9871028	9866566	5138623	3588990	2298510
SRR4029981	PRJNA338455	SINGLE	11430244	11424775	7577185	4696944	3027607
SRR4029982	PRJNA338455	SINGLE	9554245	9550002	5842257	4091214	2625319
SRR4029983	PRJNA338455	SINGLE	9819601	9815117	5129301	3519194	2279321
SRR4029984	PRJNA338455	SINGLE	9522495	9518035	5042581	3599610	2349510
SRR4029985	PRJNA338455	SINGLE	13341121	13335212	8368295	5102521	3149310
SRR4029986	PRJNA338455	SINGLE	10425654	10420818	5482084	3597878	2312272
SRR4029987	PRJNA338455	SINGLE	10300750	10296427	6780710	4497210	2813132
SRR4029988	PRJNA338455	SINGLE	10219207	10214854	6775623	4374430	2726638
SRR4029989	PRJNA338455	SINGLE	11028183	11023304	6357927	4136600	2584004
SRR4029990	PRJNA338455	SINGLE	11822979	11817808	6475692	4096391	2563716
SRR4029991	PRJNA338455	SINGLE	11653533	11648559	6960596	4486022	2755795
SRR4029992	PRJNA338455	SINGLE	9384698	9380586	6127820	4048031	2513062
SRR4029993	PRJNA338455	SINGLE	9251507	9247744	6204823	3809523	2230732
SRR4029994	PRJNA338455	SINGLE	9577656	9573586	6175783	4062540	2512563
SRR4029995	PRJNA338455	SINGLE	9631784	9627353	5790758	3758890	2336942
SRR4029996	PRJNA338455	SINGLE	9006152	9002215	6521033	4328588	2711733
SRR4029997	PRJNA338455	SINGLE	8963392	8958774	3446656	2552601	1668960
SRR4029998	PRJNA338455	SINGLE	8918793	8915488	6571017	3887499	2278096
SRR4029999	PRJNA338455	SINGLE	9206749	9202501	5834050	3756038	2336669
SRR4030000	PRJNA338455	SINGLE	13188821	13183494	9391805	5461133	3331017
SRR4030001	PRJNA338455	SINGLE	11158934	11154083	7848030	5096962	3216200
SRR5190737	PRJNA362652	SINGLE	6853451	6816044	3979899	1667699	999849
SRR5190738	PRJNA362652	SINGLE	9139400	9090258	5411630	1948421	1138985
SRR5190739	PRJNA362652	SINGLE	4444051	4417606	2667262	1240566	745546
SRR5190740	PRJNA362652	SINGLE	4280645	4261480	2373236	1065308	642576
SRR5190741	PRJNA362652	SINGLE	7351955	7318665	3694138	1426631	843274
SRR5190742	PRJNA362652	SINGLE	4635358	4615570	2539478	1207687	671610
SRR5190743	PRJNA362652	SINGLE	4608835	4588242	2624724	1185616	705908
SRR5190744	PRJNA362652	SINGLE	4264547	4245654	2369970	1088329	643837
SRR5190745	PRJNA362652	SINGLE	4558623	4534952	2612180	1182871	670634
SRR5190746	PRJNA362652	SINGLE	5251870	5229455	2958862	1251189	739224
SRR5190747	PRJNA362652	SINGLE	5197700	5175140	3074535	1351207	808073
SRR5190748	PRJNA362652	SINGLE	4823582	4802310	2911121	1267556	751419
SRR5190749	PRJNA362652	SINGLE	3071076	3057482	1719517	841780	496907
SRR5190750	PRJNA362652	SINGLE	3930604	3909434	2278640	1038652	610214
SRR5190751	PRJNA362652	SINGLE	10502877	10444030	6342927	2430726	1457037
SRR5190752	PRJNA362652	SINGLE	3384028	3368386	1982177	884362	524996
SRR5190753	PRJNA362652	SINGLE	3620171	3604261	1964056	879980	523640
SRR5190754	PRJNA362652	SINGLE	3129897	3116453	1734954	799037	473177
SRR5190755	PRJNA362652	SINGLE	6936311	6897407	4017945	1676203	999917
SRR5190756	PRJNA362652	SINGLE	3374188	3356718	2020101	980946	539352
SRR5190757	PRJNA362652	SINGLE	4559258	4534046	2709574	1160780	696963
SRR5190758	PRJNA362652	SINGLE	4048456	4027299	2522231	1038525	612220
SRR5190759	PRJNA362652	SINGLE	3407707	3388220	1940174	912022	552450
SRR5190760	PRJNA362652	SINGLE	5681274	5656047	3219083	1349297	802706
SRR5190761	PRJNA362652	SINGLE	8289665	8242927	5406120	2176797	1311768
SRR5190762	PRJNA362652	SINGLE	6221652	6187714	3684866	1539336	923551
SRR5190763	PRJNA362652	SINGLE	6513859	6478743	3865904	1440355	858973
SRR5190764	PRJNA362652	SINGLE	4810125	4782524	2866366	1224388	739391
SRR5190765	PRJNA362652	SINGLE	4854789	4831794	2863621	1339034	814584
SRR5190766	PRJNA362652	SINGLE	2505197	2494484	1408592	710490	417882
SRR5190767	PRJNA362652	SINGLE	4883136	4855747	2934786	1240614	744970
SRR5190768	PRJNA362652	SINGLE	9788227	9734624	5787865	1982694	1160225
SRR5190769	PRJNA362652	SINGLE	6482897	6445935	3909690	1519606	905459
SRR5190770	PRJNA362652	SINGLE	2795982	2783111	1607778	809236	488845
SRR5190771	PRJNA362652	SINGLE	6074545	6047268	3620912	1580179	952275
SRR5190772	PRJNA362652	SINGLE	3701039	3684496	2268341	1027060	618109
SRR5190773	PRJNA362652	SINGLE	6117290	6089354	3285812	1274344	756632
SRR5190774	PRJNA362652	SINGLE	4020177	4003291	2490451	1190965	648903
SRR5190775	PRJNA362652	SINGLE	5967706	5936314	3810470	1689456	956466
SRR5190776	PRJNA362652	SINGLE	3607973	3592405	2260687	1060339	631655
SRR5190777	PRJNA362652	SINGLE	3432198	3416638	2077856	937884	555412
SRR5190778	PRJNA362652	SINGLE	4253612	4234672	2372642	1030412	612426
SRR5190779	PRJNA362652	SINGLE	4446912	4427879	2752493	1163456	691167
SRR5190780	PRJNA362652	SINGLE	4590760	4566124	2748366	1200677	713829
SRR5190781	PRJNA362652	SINGLE	5690904	5659327	3222513	1385643	828750
SRR5190782	PRJNA362652	SINGLE	6771094	6740603	3954591	1609839	965331
SRR5190783	PRJNA362652	SINGLE	4625941	4604436	2514541	1081168	634644
SRR5190784	PRJNA362652	SINGLE	3861974	3845628	2321101	1086039	643923
SRR5190785	PRJNA362652	SINGLE	4587096	4563366	2526855	1084622	641766
SRR5190786	PRJNA362652	SINGLE	5736572	5705743	3198128	1327404	792789
SRR5190787	PRJNA362652	SINGLE	10534000	10477506	5533741	1878895	1110930
SRR5190788	PRJNA362652	SINGLE	2937352	2919537	1709285	875641	528593
SRR5190789	PRJNA362652	SINGLE	7001299	6962976	3781671	1526938	913267
SRR5190790	PRJNA362652	SINGLE	4297677	4274228	2538413	1078882	650920
SRR5190791	PRJNA362652	SINGLE	16375413	16287184	9681312	2830914	1642294
SRR5190792	PRJNA362652	SINGLE	5753057	5721333	3089784	1192162	706928
SRR5190793	PRJNA362652	SINGLE	5082160	5053130	2661695	1118918	668413
SRR5190794	PRJNA362652	SINGLE	5761671	5736332	2957925	1271627	753965
SRR5190795	PRJNA362652	SINGLE	3423192	3408441	2123838	1009302	596876
SRR5236067	PRJNA298496	PAIRED	20088208	20081845	15178086	13675639.5	10431818
SRR5236068	PRJNA298496	PAIRED	26479506	26473439	19812369	17587289	13562607
SRR5236069	PRJNA298496	PAIRED	22547214	22545644	16245490	15028828.5	11595867
SRR5236070	PRJNA298496	PAIRED	16381803	16380615	11367090.5	10541569	8156240
SRR5343281	PRJNA379147	SINGLE	739452	738844	622654	342270	208375
SRR5343282	PRJNA379147	SINGLE	1841672	1840180	1558484	752091	451385
SRR5343283	PRJNA379147	SINGLE	1122164	1121222	948492	503817	312769
SRR5343284	PRJNA379147	SINGLE	1171529	1170611	998343	496020	301051
SRR5343285	PRJNA379147	SINGLE	1655369	1653987	1398811	667781	418009
SRR5343286	PRJNA379147	SINGLE	1764004	1762515	1492681	700037	442728
SRR5343287	PRJNA379147	SINGLE	1025456	1024566	863035	444521	285819
SRR5343288	PRJNA379147	SINGLE	1789238	1787789	1519272	685298	430940
SRR5343289	PRJNA379147	SINGLE	2411320	2409302	2049837	840865	522010
SRR5343290	PRJNA379147	SINGLE	1051661	1050694	879310	504435	310000
SRR5343291	PRJNA379147	SINGLE	1069457	1068542	897334	504815	310220
SRR5343292	PRJNA379147	SINGLE	1106564	1105397	884915	443682	309508
SRR5343293	PRJNA379147	SINGLE	1009022	1008192	843863	471076	284166
SRR5343294	PRJNA379147	SINGLE	1413859	1412732	1208320	615787	367124
SRR5343295	PRJNA379147	SINGLE	870438	869646	736343	409584	255909
SRR5343296	PRJNA379147	SINGLE	1186770	1185961	1011008	509588	308959
SRR5343297	PRJNA379147	SINGLE	1777158	1775697	1502290	751855	474390
SRR5343298	PRJNA379147	SINGLE	1228672	1227664	1036864	535736	339230
SRR5343299	PRJNA379147	SINGLE	1964514	1962836	1671998	737513	457226
SRR5343300	PRJNA379147	SINGLE	2169571	2167826	1848924	784800	486175
SRR5343301	PRJNA379147	SINGLE	1952420	1950758	1659439	735456	476536
SRR5343302	PRJNA379147	SINGLE	740739	740080	618910	367769	227283
SRR5343303	PRJNA379147	SINGLE	869851	869184	733412	422685	254462
SRR5343304	PRJNA379147	SINGLE	1192910	1191673	951795	483159	337400
SRR5343305	PRJNA379147	SINGLE	1273054	1271956	1082390	549571	326707
SRR5343306	PRJNA379147	SINGLE	1792833	1791289	1512707	756088	460788
SRR5343307	PRJNA379147	SINGLE	1232502	1231463	1046893	503259	310908
SRR5343308	PRJNA379147	SINGLE	1751024	1749639	1491446	682556	408272
SRR5343309	PRJNA379147	SINGLE	1510865	1509659	1284157	612532	380883
SRR5343310	PRJNA379147	SINGLE	2168985	2167145	1832954	846912	529152
SRR5343311	PRJNA379147	SINGLE	1519987	1518670	1286872	592435	373838
SRR5343312	PRJNA379147	SINGLE	2044683	2043026	1740204	765777	483252
SRR5343313	PRJNA379147	SINGLE	1898815	1897167	1609881	716781	464989
SRR5343314	PRJNA379147	SINGLE	1564350	1562955	1304424	658548	402845
SRR5343315	PRJNA379147	SINGLE	1739493	1738005	1473592	744218	444666
SRR5343316	PRJNA379147	SINGLE	1197922	1196593	949809	484079	337903
SRR5343317	PRJNA379147	SINGLE	816690	815936	686650	411411	254605
SRR5343318	PRJNA379147	SINGLE	1376076	1374883	1159684	589815	357065
SRR5343319	PRJNA379147	SINGLE	1431285	1430032	1209950	619657	380085
SRR5343320	PRJNA379147	SINGLE	1049465	1048589	885340	434223	266085
SRR5343321	PRJNA379147	SINGLE	1897267	1895716	1622578	719955	433597
SRR5343322	PRJNA379147	SINGLE	1881977	1880423	1595140	720139	448879
SRR5343323	PRJNA379147	SINGLE	2035347	2033668	1729496	755154	476455
SRR5343324	PRJNA379147	SINGLE	2377987	2375992	2020314	861427	553265
SRR5343325	PRJNA379147	SINGLE	2235940	2233852	1879720	928071	567274
SRR5343326	PRJNA379147	SINGLE	1508290	1507004	1262884	646018	399605
SRR5343327	PRJNA379147	SINGLE	1290232	1289137	1092265	570573	341452
SRR5343328	PRJNA379147	SINGLE	1576362	1574606	1266298	590760	404868
SRR5362791	PRJNA379450	SINGLE	17824541	17824296	12186710	5988642	3538878
SRR5362792	PRJNA379450	SINGLE	6384592	6384460	3821418	2595960	1548322
SRR5362793	PRJNA379450	SINGLE	4716685	4716583	2985154	2019320	1210156
SRR5362794	PRJNA379450	SINGLE	9091056	9090960	5348449	3030866	1826126
SRR5362795	PRJNA379450	SINGLE	9137416	9137298	5245237	3166219	1888253
SRR5362796	PRJNA379450	SINGLE	13468746	13468516	7128666	4208994	2616450
SRR5362797	PRJNA379450	SINGLE	6751980	6751951	4241032	2750433	1705870
SRR5362798	PRJNA379450	SINGLE	14268951	14268767	9333670	4784583	2902886
SRR5362799	PRJNA379450	SINGLE	8916341	8916090	6456398	3619963	2160378
SRR5362800	PRJNA379450	SINGLE	13403567	13403236	8511852	4495066	2729500
SRR5362801	PRJNA379450	SINGLE	25313317	25313028	16975118	8009357	5049166
SRR5362802	PRJNA379450	SINGLE	12664626	12664535	8131665	4669205	2832299
SRR5362803	PRJNA379450	SINGLE	4903565	4903469	3538710	2310181	1380282
SRR5362804	PRJNA379450	SINGLE	23036531	23036257	16425118	7745695	4687030
SRR5362805	PRJNA379450	SINGLE	10101215	10101119	6942566	3916217	2361677
SRR5362806	PRJNA379450	SINGLE	10113996	10113857	7246783	3339558	1970239
SRR5362807	PRJNA379450	SINGLE	10941137	10941055	6274507	3731732	2279882
SRR5362808	PRJNA379450	SINGLE	16203249	16203131	12905010	4636817	2860637
SRR5362809	PRJNA379450	SINGLE	9318178	9318106	6534667	4043624	2516825
SRR5362810	PRJNA379450	SINGLE	18319851	18319695	12719517	6261884	3894635
SRR5362811	PRJNA379450	SINGLE	12219255	12219105	7827573	4529733	2763199
SRR5362812	PRJNA379450	SINGLE	7463256	7463034	5878489	3336376	2014752
SRR5362813	PRJNA379450	SINGLE	7187296	7187195	5001252	3062786	1843786
SRR5362814	PRJNA379450	SINGLE	11679537	11679458	8087914	4404550	2679055
SRR5362815	PRJNA379450	SINGLE	6495372	6495292	4399032	2459861	1503137
SRR5362816	PRJNA379450	SINGLE	7466350	7466270	5333420	2725226	1646776
SRR5362817	PRJNA379450	SINGLE	11658266	11658111	8324061	4421736	2629566
SRR5362818	PRJNA379450	SINGLE	6731516	6731421	5197913	3037544	1835119
SRR5362819	PRJNA379450	SINGLE	9959916	9959795	8371229	4088993	2430184
SRR5362820	PRJNA379450	SINGLE	4346500	4346263	2590424	1636893	1022840
SRR5362821	PRJNA379450	SINGLE	8606947	8606798	6839909	3800952	2313188
SRR5362822	PRJNA379450	SINGLE	12591686	12591325	9397829	4500363	2690693
SRR5362823	PRJNA379450	SINGLE	5815393	5815308	4929202	2712158	1622655
SRR5362824	PRJNA379450	SINGLE	14514699	14514496	9234841	5257721	3218505
SRR5362825	PRJNA379450	SINGLE	12633919	12633833	8130747	4345926	2678761
SRR5362826	PRJNA379450	SINGLE	9325041	9324946	6076982	3545774	2166077
SRR5362827	PRJNA379450	SINGLE	8280359	8280170	5641003	3438221	2083396
SRR5362828	PRJNA379450	SINGLE	24892294	24892072	16206045	7285209	4364291
SRR5367050	PRJNA380146	SINGLE	12367906	12366351	7716742	4530596	3428017
SRR5367051	PRJNA380146	SINGLE	11904632	11903618	7327796	4219313	3220485
SRR5367052	PRJNA380146	SINGLE	11782573	11781532	6558617	3896650	2944220
SRR5367053	PRJNA380146	SINGLE	12241461	12240120	5502956	3722283	2747729
SRR5367054	PRJNA380146	SINGLE	12254767	12253094	6763706	4302515	3113326
SRR5367055	PRJNA380146	SINGLE	12270456	12269098	7341164	4638987	3344248
SRR5367056	PRJNA380146	SINGLE	11789649	11787389	6715912	3676648	2697306
SRR5367057	PRJNA380146	SINGLE	11722947	11720653	7203719	3643106	2667734
SRR5367058	PRJNA380146	SINGLE	12493366	12491556	7721537	3971867	2941151
SRR5367059	PRJNA380146	SINGLE	11970508	11969071	7544436	4647020	3347060
SRR5367060	PRJNA380146	SINGLE	11658887	11657742	7320311	4567755	3300158
SRR5367061	PRJNA380146	SINGLE	12388176	12386957	7535964	4441013	3153778
SRR5367062	PRJNA380146	SINGLE	10926596	10925289	7053317	4101442	3119116
SRR5367063	PRJNA380146	SINGLE	11857241	11855542	7498704	4242375	3225780
SRR5367064	PRJNA380146	SINGLE	12406185	12404831	7773108	4498757	3424049
SRR5367065	PRJNA380146	SINGLE	11666138	11664648	7209224	4454125	3194018
SRR5367066	PRJNA380146	SINGLE	12338622	12336949	7123742	4504918	3249147
SRR5367067	PRJNA380146	SINGLE	11860063	11859149	7106378	4373116	3110341
SRR5374529	PRJNA380267	PAIRED	10420113	10293494	5686426	5385685	4210263
SRR5374530	PRJNA380267	PAIRED	11835085	11595527	6808198	6459524	4956832
SRR5374531	PRJNA380267	PAIRED	10980232	10757366	6285657	5921087.5	4656468
SRR5374532	PRJNA380267	PAIRED	13312548	12996373	7157178.5	6735931	5215106
SRR5374533	PRJNA380267	PAIRED	7826298	7647825	4185398.5	3978218	2984155
SRR5374534	PRJNA380267	PAIRED	10383429	9314696	4917423	4738423.5	3710197
SRR5374535	PRJNA380267	PAIRED	7350003	6823090	3667351.5	3545185.5	2756994
SRR5374536	PRJNA380267	PAIRED	9458133	9277109	5453216	5174293.5	3992944
SRR5374537	PRJNA380267	PAIRED	13424934	13072558	7410250	6980537.5	5372543
SRR5374538	PRJNA380267	PAIRED	10508521	9671890	5405650.5	5177738.5	4017824
SRR5374539	PRJNA380267	PAIRED	10098221	9068575	5781767	5503394.5	4255959
SRR5374540	PRJNA380267	PAIRED	8128730	7343719	4769850	4562686	3565116
SRR5374541	PRJNA380267	PAIRED	8560092	7761519	4825634	4626353	3544059
SRR5374542	PRJNA380267	PAIRED	7186447	6841045	3572794.5	3460825	2705268
SRR5374543	PRJNA380267	PAIRED	11844216	11328990	5818491	5564375	4326756
SRR5374544	PRJNA380267	PAIRED	12096922	11470921	6485341	6176512	4833216
SRR5374545	PRJNA380267	PAIRED	7876713	7242498	4109006	3965122.5	3078958
SRR5374546	PRJNA380267	PAIRED	10079608	9154316	4461175.5	4282133	3345183
SRR5374547	PRJNA380267	PAIRED	7701033	7584960	7344766.5	6741640.5	5250586
SRR5374548	PRJNA380267	PAIRED	6229651	6163930	5971517.5	5245667.5	4096554
SRR5374549	PRJNA380267	PAIRED	9900736	9695958	9389374.5	8545654.5	6590390
SRR5374550	PRJNA380267	PAIRED	11079939	10565308	10241939.5	9013143.5	6633471
SRR5374551	PRJNA380267	PAIRED	9812732	9075134	8781831.5	8042716.5	6214445
SRR5374552	PRJNA380267	PAIRED	7962223	7525819	7288192.5	6722684.5	5203283
SRR5374553	PRJNA380267	PAIRED	10763465	10586483	10245494	9323731	7187520
SRR5374554	PRJNA380267	PAIRED	7960382	7826845	7572139	6969664	5418761
SRR5374555	PRJNA380267	PAIRED	9528406	9304626	9009142.5	8215831	6377037
SRR5374556	PRJNA380267	PAIRED	8245512	7806408	7552799	6907030.5	5335965
SRR5374557	PRJNA380267	PAIRED	6042591	5684427	5498897.5	5132702	3979566
SRR5374558	PRJNA380267	PAIRED	8262098	8060294	7800360.5	7141342	5502319
SRR5374559	PRJNA380267	PAIRED	8436866	8293131	7991213.5	7349632.5	5754353
SRR5374560	PRJNA380267	PAIRED	6609828	6396356	6176025.5	5657096	4334612
SRR5374561	PRJNA380267	PAIRED	6660444	6479926	6263617	5703705.5	4361289
SRR5374562	PRJNA380267	PAIRED	9944146	9728181	9406312	8550399	6514310
SRR5374563	PRJNA380267	PAIRED	9476438	9253270	8948433.5	8136371	6317126
SRR5374564	PRJNA380267	PAIRED	9441121	9274323	8975041	8191156	6384649
SRR5374565	PRJNA380267	PAIRED	8312066	8095695	7828131.5	7212311	5593887
SRR5374566	PRJNA380267	PAIRED	4851716	4762560	4606135	4290920	3291204
SRR5374567	PRJNA380267	PAIRED	7758165	7610422	7358120.5	6647613	5094969
SRR5374568	PRJNA380267	PAIRED	5584392	5495465	5314776.5	4881678	3748315
SRR5374569	PRJNA380267	PAIRED	4361404	4277698	4134340.5	3789103.5	2891098
SRR5378429	PRJNA380267	PAIRED	10958039	10531830	5810603.5	5539541	4310432
SRR5378430	PRJNA380267	PAIRED	12449487	11932121	6214924.5	5924888	4637841
SRR5378431	PRJNA380267	PAIRED	13721967	13215443	8076984.5	7628399	5923573
SRR5378432	PRJNA380267	PAIRED	12378721	11838299	6032615	5744847.5	4495009
SRR5569435	PRJNA386795	PAIRED	33621442	33571995	23362388	15957319	10421657
SRR5569436	PRJNA386795	PAIRED	33830986	33785675	27654513.5	20339809	13624546
SRR5569437	PRJNA386795	PAIRED	28369784	28328830	21185796.5	16586358.5	10962356
SRR5569438	PRJNA386795	PAIRED	29384994	29294901	21816027.5	17783101.5	11808898
SRR5569439	PRJNA386795	PAIRED	17555522	17489509	13369991	11159894	7146991
SRR5569440	PRJNA386795	PAIRED	26693556	26605922	22286868	18016502	11835942
SRR5569441	PRJNA386795	PAIRED	30845136	30784198	22917191.5	17593436.5	11273854
SRR5569442	PRJNA386795	PAIRED	39316516	39261249	31391452.5	24154276	16037157
SRR5569443	PRJNA386795	PAIRED	31266606	31218217	23488937	17468330	11626431
SRR5569444	PRJNA386795	PAIRED	36235395	36168908	28866481	19645359.5	12301627
SRR5569445	PRJNA386795	PAIRED	31955534	31886495	21719013	16103912.5	10406768
SRR5569446	PRJNA386795	PAIRED	36510881	36442140	22589143.5	17074908.5	10958619
SRR5569447	PRJNA386795	PAIRED	18296211	18249361	14468192	11168614.5	6400240
SRR5569448	PRJNA386795	PAIRED	33904223	33849061	24326582.5	18211218	11971510
SRR5569449	PRJNA386795	PAIRED	46947071	46864052	36756859	27378583.5	17636938
SRR5569450	PRJNA386795	PAIRED	39783541	39717369	25124774.5	19130738.5	12658779
SRR5934175	PRJNA398338	PAIRED	22430563	21896746	20982742	15470568.5	11025357
SRR5934176	PRJNA398338	PAIRED	19542091	19260746	18478598	13519783	9803543
SRR5934177	PRJNA398338	PAIRED	20912751	20644607	19841752.5	14447593	10446844
SRR5934178	PRJNA398338	PAIRED	26204349	25794731	24761573	15044401	10782426
SRR5934179	PRJNA398338	PAIRED	25721449	25297595	24177452.5	15532507.5	11014453
SRR5934180	PRJNA398338	PAIRED	31698401	31476561	30241900.5	19889694	14039158
SRR5934181	PRJNA398338	PAIRED	24035359	23680759	22812900	17359250.5	13411382
SRR5934182	PRJNA398338	PAIRED	25197830	24797073	23856298.5	17630293	12980884
SRR5934183	PRJNA398338	PAIRED	25557352	25374666	24387747.5	16110266.5	11828495
SRR5934184	PRJNA398338	PAIRED	26639362	26443293	25586264.5	17513155.5	13546263
SRR5934185	PRJNA398338	PAIRED	23800967	23445355	22378266.5	15199517.5	10773223
SRR5934186	PRJNA398338	PAIRED	21477166	21126894	20277912.5	14841585.5	11024267
SRR5934187	PRJNA398338	PAIRED	15729866	15222367	14544959.5	10672581.5	7726561
SRR5934188	PRJNA398338	PAIRED	24849108	24341398	23433416	17604744	13153295
SRR5934189	PRJNA398338	PAIRED	26530067	26339425	25310125	16103819.5	11505889
SRR5934190	PRJNA398338	PAIRED	24465990	24119847	23063667.5	13289087	9081937
SRR5934191	PRJNA398338	PAIRED	27855959	27614512	26392383	14538795	9908104
SRR6064903	PRJNA411943	SINGLE	22647558	22601617	16247508	7602544	5056115
SRR6064904	PRJNA411943	SINGLE	13194927	13164602	8607713	5053068	3510011
SRR6064905	PRJNA411943	SINGLE	16531935	16514901	13888150	5034064	3416178
SRR6064906	PRJNA411943	SINGLE	17682164	17654712	14438859	4980798	3364663
SRR6064907	PRJNA411943	SINGLE	16371712	16176200	8517710	3737010	2420873
SRR6064908	PRJNA411943	SINGLE	18708113	18434404	14940977	4330521	2876501
SRR6064909	PRJNA411943	SINGLE	18093725	17786470	2056014	1161714	757080
SRR6064910	PRJNA411943	SINGLE	19717550	19241906	13685947	4709554	3063687
SRR6064911	PRJNA411943	SINGLE	20471246	20447531	15498778	6846155	4486968
SRR6064912	PRJNA411943	SINGLE	14638285	14620831	11972778	5524428	3720333
SRR6064913	PRJNA411943	SINGLE	20097460	18100246	1630347	906196	543045
SRR6064914	PRJNA411943	SINGLE	17112779	16822441	12712585	5679788	3797434
SRR6064915	PRJNA411943	SINGLE	15820717	15750686	13613194	5578785	3567444
SRR6064916	PRJNA411943	SINGLE	16294492	16280911	13630179	6109564	4084462
SRR6064917	PRJNA411943	SINGLE	12793085	12777381	9173019	5248255	3598315
SRR6064918	PRJNA411943	SINGLE	15389413	15377906	11377318	6108561	4121361
SRR6064919	PRJNA411943	SINGLE	19346657	18686410	15629661	6930034	4502621
SRR6064920	PRJNA411943	SINGLE	17928116	17642000	14938201	6810005	4563759
SRR6064921	PRJNA411943	SINGLE	19429512	19404983	14444657	7246004	4863652
SRR6064922	PRJNA411943	SINGLE	19248949	19200350	15795808	7130476	4740429
SRR6064923	PRJNA411943	SINGLE	13289940	13271294	11577042	5223398	3463319
SRR6064924	PRJNA411943	SINGLE	18199923	18159011	14090547	6646890	4282485
SRR6064925	PRJNA411943	SINGLE	18562899	18307632	812898	319118	183915
SRR6064926	PRJNA411943	SINGLE	18789893	18712281	16060299	6867886	4412461
SRR6064927	PRJNA411943	SINGLE	22895702	22877322	19177735	7760824	5001007
SRR6064928	PRJNA411943	SINGLE	17494313	17484127	14680528	6484403	4196718
SRR6064929	PRJNA411943	SINGLE	14619983	14607266	11363852	5668981	3708531
SRR6064930	PRJNA411943	SINGLE	21422102	21404147	16673847	6611096	4398883
SRR6064931	PRJNA411943	SINGLE	16696438	16669007	13239370	6305863	4051531
SRR6064932	PRJNA411943	SINGLE	17744251	17623490	13342306	6396200	4031301
SRR629089	PRJNA177515	SINGLE	18753443	16803639	12707867	486217	303262
SRR629090	PRJNA177515	SINGLE	19577661	16730617	12144088	1026317	763126
SRR629091	PRJNA177515	SINGLE	18872907	18450018	8559536	2108465	1637079
SRR629092	PRJNA177515	SINGLE	9457678	9376295	5352743	1345463	1074790
SRR629093	PRJNA177515	SINGLE	13328694	11572759	6664516	961203	734261
SRR629094	PRJNA177515	SINGLE	9146242	9058135	4118440	1275095	993593
SRR629095	PRJNA177515	SINGLE	8011684	7924358	3196699	930482	735115
SRR629096	PRJNA177515	SINGLE	10464369	10260183	4933869	1454106	1145901
SRR629126	PRJNA177515	SINGLE	26399718	22747766	15972874	898920	622661
SRR629127	PRJNA177515	SINGLE	6256079	6142437	2978117	733210	579219
SRR629128	PRJNA177515	SINGLE	2440360	2394114	778642	294058	218116
SRR629129	PRJNA177515	SINGLE	15613291	15437524	11741273	4112627	1973269
SRR629130	PRJNA177515	SINGLE	13561442	13354945	11186280	1506702	757801
