Run	Bioproject	LibraryLayout	rawCounts	trimmedCounts	predupMapped	dedupMapped	geneCounted
SRR1812266	PRJNA274410	SINGLE	14764950	14560604	10289525	4713517	2809460
SRR1812267	PRJNA274410	SINGLE	10798191	10770176	6571106	3155781	1887735
SRR1812268	PRJNA274410	SINGLE	20314962	20161987	13920549	6087981	3693800
SRR1812269	PRJNA274410	SINGLE	14841100	14759226	10317740	4752572	2851818
SRR1812270	PRJNA274410	SINGLE	15471461	15353376	7684462	3566701	2118791
SRR1812271	PRJNA274410	SINGLE	15679314	15653874	9973595	4115859	2488547
SRR1812272	PRJNA274410	SINGLE	11870402	11799121	8948002	3737670	2295079
SRR1812273	PRJNA274410	SINGLE	12773093	12728768	8834811	3940003	2324281
SRR1812274	PRJNA274410	SINGLE	11528773	11515141	9517791	3820758	2223288
SRR1812275	PRJNA274410	SINGLE	14967733	14558740	10305847	4975446	2943416
SRR1812276	PRJNA274410	SINGLE	17358612	17210620	9563167	4079915	2527910
SRR1812277	PRJNA274410	SINGLE	13295235	13176947	9227756	4575591	2677893
SRR1812278	PRJNA274410	SINGLE	12577578	12527530	8524744	3792253	2305092
SRR1812279	PRJNA274410	SINGLE	15437462	15140466	10834593	4563424	2701963
SRR1812280	PRJNA274410	SINGLE	12438871	12423923	8767714	4065872	2555935
SRR1812281	PRJNA274410	SINGLE	12553038	12511060	7282947	3597531	2196343
SRR1812282	PRJNA274410	SINGLE	12898207	12879661	9339297	4265784	2492051
SRR1812283	PRJNA274410	SINGLE	19350737	19296941	15257265	5505351	3061136
SRR1812284	PRJNA274410	SINGLE	11299940	11233150	8621552	3594949	2226316
SRR1812285	PRJNA274410	SINGLE	15469702	15454189	10320509	4524872	2650698
SRR1812286	PRJNA274410	SINGLE	13559618	13441429	8860391	4524050	2633537
SRR1812287	PRJNA274410	SINGLE	11188156	11070674	7393335	3892447	2332327
SRR1812288	PRJNA274410	SINGLE	10846985	10725586	6903273	3825109	2024506
SRR1812289	PRJNA274410	SINGLE	11279205	11258372	7760345	4325244	2294104
SRR1812290	PRJNA274410	SINGLE	3301151	3260285	1913552	1184945	735416
SRR1812291	PRJNA274410	SINGLE	12882348	12853725	8514045	3746427	2276744
SRR1812292	PRJNA274410	SINGLE	16705168	16663979	12094432	4421226	2568008
SRR1812293	PRJNA274410	SINGLE	12286132	12271727	9628034	3782572	2238332
SRR1812294	PRJNA274410	SINGLE	11405492	11354235	5582436	2897909	1779213
SRR1812295	PRJNA274410	SINGLE	10169343	10154524	7437229	3062822	1854085
SRR1812296	PRJNA274410	SINGLE	15059759	14993754	8949271	4206197	2598874
SRR1812297	PRJNA274410	SINGLE	16276746	16143978	10535894	4850914	2961936
SRR1812298	PRJNA274410	SINGLE	12705075	12495233	7517437	3744323	2277417
SRR1812299	PRJNA274410	SINGLE	16566768	16451408	11537126	4910184	2989617
SRR1812300	PRJNA274410	SINGLE	13598774	13575213	10952558	3207839	1887900
SRR1812301	PRJNA274410	SINGLE	11176275	11161988	7455443	3569670	2117078
SRR1812302	PRJNA274410	SINGLE	13130481	13096674	8974430	4172182	2472825
SRR1812303	PRJNA274410	SINGLE	11886237	11825551	7466379	3355927	1958582
SRR1812304	PRJNA274410	SINGLE	14459379	14288011	9013414	4510677	2519125
SRR1812305	PRJNA274410	SINGLE	13086161	13017227	8607937	3743603	2158328
SRR1812306	PRJNA274410	SINGLE	12006720	11655297	8589011	3709493	1976851
SRR1812307	PRJNA274410	SINGLE	15505953	15379115	10311869	4560403	2766770
SRR1812308	PRJNA274410	SINGLE	11317404	11266170	7499340	3595897	2210811
SRR1812309	PRJNA274410	SINGLE	14333508	14315128	10814154	4679659	2829541
SRR1812310	PRJNA274410	SINGLE	11262780	11169312	7578406	3454954	2098922
SRR1812311	PRJNA274410	SINGLE	16110504	16042871	11151084	4887550	2784828
SRR1812312	PRJNA274410	SINGLE	15469094	15405709	8191529	3885691	1778661
SRR1812313	PRJNA274410	SINGLE	13966652	13749419	9766255	4276321	2434348
SRR1812314	PRJNA274410	SINGLE	11549312	11503133	7046539	3208227	1915542
SRR1812315	PRJNA274410	SINGLE	11034491	10858427	7026186	3063901	1702798
SRR1812316	PRJNA274410	SINGLE	12818694	12596836	8806551	3714393	2179072
SRR1812317	PRJNA274410	SINGLE	15251660	15168791	8137027	3360571	1910489
SRR1842722	PRJNA276913	SINGLE	29550734	29549653	28867107	13307770	10402128
SRR1842771	PRJNA276913	SINGLE	27369348	27368460	26721678	13287331	10441655
SRR1842773	PRJNA276913	SINGLE	28559116	28558140	27898569	13804768	10817918
SRR1842776	PRJNA276913	SINGLE	27134624	27133782	26467250	12118206	9257548
SRR1842777	PRJNA276913	SINGLE	25268154	25267301	24671591	12557462	9756561
SRR1842828	PRJNA276913	SINGLE	23570631	23569857	22995240	11847428	9140975
SRR1843797	PRJNA276913	PAIRED	13749804	13640889	13297303	10435222	6904209
SRR1853176	PRJNA276913	PAIRED	16170210	16017130	12996103	11634599	7921247
SRR1853185	PRJNA276913	PAIRED	15958231	15846072	12839203	12261542	9290821
SRR1853188	PRJNA276913	PAIRED	16556895	16453448	12833248	12281793	9321993
SRR1853192	PRJNA276913	PAIRED	16721174	16618656	13293048	12623671.5	9570065
SRR1853195	PRJNA276913	PAIRED	17701071	17566051	14219076	13577824.5	10264038
SRR1853198	PRJNA276913	PAIRED	17848327	17718783	14248416.5	13642097	10441428
SRR1853201	PRJNA276913	PAIRED	16978345	16873883	13536729	12941378	9872649
SRR1853204	PRJNA276913	PAIRED	17386867	17267655	13612534.5	12926309	9907187
SRR1853208	PRJNA276913	PAIRED	17967712	17860479	14323938.5	13531352.5	10181276
SRR1853209	PRJNA276913	PAIRED	17178450	17064787	13405931	12757354	9687246
SRR1853210	PRJNA276913	PAIRED	16019652	15888024	11990670	11397364.5	8506030
SRR1853211	PRJNA276913	PAIRED	14598256	14517016	11686968.5	11197789	8492020
SRR1853246	PRJNA276913	PAIRED	13854134	13737266	10127401.5	9581214	6954512
SRR1853247	PRJNA276913	PAIRED	16204811	16070671	13244234.5	12241367	8662898
SRR1853248	PRJNA276913	PAIRED	16226384	16077758	12955072.5	12423054.5	9433306
SRR1853249	PRJNA276913	PAIRED	15513104	15387590	12285132	11617420.5	8609047
SRR1853250	PRJNA276913	PAIRED	16491943	16357535	13135440	12424949	9110111
SRR1853251	PRJNA276913	PAIRED	14254737	14143664	11549444	11087002.5	8349158
SRR1853252	PRJNA276913	PAIRED	16303243	16163237	13043821.5	12384082.5	9281920
SRR1853253	PRJNA276913	PAIRED	14122402	14003954	10996401	10203554.5	7356542
SRR1853254	PRJNA276913	PAIRED	13434342	13323381	10818932.5	10276582	7682903
SRR1929581	PRJNA279192	SINGLE	2038561	2036634	1560546	670314	415855
SRR1929582	PRJNA279192	SINGLE	1864423	1862694	1490400	651279	398244
SRR1929583	PRJNA279192	SINGLE	1159557	1158472	949598	431311	268440
SRR1929584	PRJNA279192	SINGLE	2563260	2560443	1876044	881159	530576
SRR1929585	PRJNA279192	SINGLE	1289228	1287904	967850	482784	298910
SRR1929586	PRJNA279192	SINGLE	1322024	1320665	958522	495543	305780
SRR1929587	PRJNA279192	SINGLE	928225	927405	702229	354714	221389
SRR1929588	PRJNA279192	SINGLE	1004381	1003495	788160	379663	228299
SRR1929589	PRJNA279192	SINGLE	769398	768720	569969	325306	198728
SRR1929590	PRJNA279192	SINGLE	1943516	1941561	1271573	613192	365590
SRR1929591	PRJNA279192	SINGLE	1889177	1887238	1260944	631078	384677
SRR1929592	PRJNA279192	SINGLE	2629535	2626720	1836480	826789	498012
SRR1929593	PRJNA279192	SINGLE	1002815	1001774	592003	315633	188147
SRR1929594	PRJNA279192	SINGLE	846136	845329	571759	303611	182147
SRR1929595	PRJNA279192	SINGLE	709210	708566	463676	267071	155113
SRR1929596	PRJNA279192	SINGLE	2345666	2343094	1490000	730364	442328
SRR1929597	PRJNA279192	SINGLE	3250603	3246977	2042638	904490	540032
SRR1929598	PRJNA279192	SINGLE	3986837	3982075	2624906	1204215	702216
SRR1929599	PRJNA279192	SINGLE	1152664	1151767	786645	397105	238609
SRR1929600	PRJNA279192	SINGLE	1291306	1290315	933449	452579	279449
SRR1929601	PRJNA279192	SINGLE	1344078	1342993	949255	443879	265368
SRR1929602	PRJNA279192	SINGLE	3214906	3211265	2207415	983012	577989
SRR1929603	PRJNA279192	SINGLE	2994295	2991525	2021189	849200	501019
SRR1929604	PRJNA279192	SINGLE	2436256	2433558	1608163	829712	487614
SRR1929605	PRJNA279192	SINGLE	2438844	2436172	2042755	976020	617320
SRR1929606	PRJNA279192	SINGLE	2406637	2404092	2040577	898230	556832
SRR1929607	PRJNA279192	SINGLE	1008642	1007615	854365	440869	283341
SRR1929608	PRJNA279192	SINGLE	950353	949212	782824	457338	302750
SRR1929609	PRJNA279192	SINGLE	1041713	1040442	868968	474409	305904
SRR1929610	PRJNA279192	SINGLE	629985	629228	522200	315349	208832
SRR1929611	PRJNA279192	SINGLE	1200231	1199044	1010857	530155	343547
SRR1929612	PRJNA279192	SINGLE	1764752	1762961	1488338	732087	466732
SRR1929613	PRJNA279192	SINGLE	932743	931919	796125	385080	243934
SRR1929614	PRJNA279192	SINGLE	1022798	1021863	860500	456571	288597
SRR1929615	PRJNA279192	SINGLE	1065084	1064010	894028	462778	297879
SRR1929616	PRJNA279192	SINGLE	1066885	1065686	884752	489059	315817
SRR1929617	PRJNA279192	SINGLE	1192463	1191269	995449	521475	333647
SRR1929618	PRJNA279192	SINGLE	709694	708998	590255	308428	192932
SRR1929619	PRJNA279192	SINGLE	631905	631296	526115	296429	194497
SRR1929620	PRJNA279192	SINGLE	640446	639918	523254	271040	171120
SRR1929621	PRJNA279192	SINGLE	1389559	1388177	1169039	592913	375946
SRR1929622	PRJNA279192	SINGLE	1414183	1412733	1182716	600271	383384
SRR1929623	PRJNA279192	SINGLE	599093	598505	500464	292996	187750
SRR1929624	PRJNA279192	SINGLE	524399	523715	432301	268151	176318
SRR1929625	PRJNA279192	SINGLE	587276	586591	484624	298491	192345
SRR1929626	PRJNA279192	SINGLE	1380271	1379018	1159120	582125	357915
SRR1929627	PRJNA279192	SINGLE	1401108	1399792	1168306	611441	387466
SRR1929628	PRJNA279192	SINGLE	1092661	1091681	916997	476906	299639
SRR1929629	PRJNA279192	SINGLE	1348253	1346961	1141749	566336	353998
SRR1929630	PRJNA279192	SINGLE	944530	943580	791190	439100	280063
SRR1929631	PRJNA279192	SINGLE	1221235	1220072	1027084	521909	329021
SRR1929632	PRJNA279192	SINGLE	933287	932353	780479	412778	262087
SRR1929633	PRJNA279192	SINGLE	1549043	1547367	1314267	658604	418834
SRR1929634	PRJNA279192	SINGLE	644054	643478	542905	296052	187361
SRR2086157	PRJNA288809	SINGLE	64182676	64134036	49920805	21353429	15400883
SRR2086158	PRJNA288809	SINGLE	62346667	62300547	46090880	19883633	14563887
SRR2086159	PRJNA288809	SINGLE	66891825	66860743	44716039	17326491	12485484
SRR2086160	PRJNA288809	SINGLE	75958303	75900432	50175914	19058330	13374279
SRR2086161	PRJNA288809	SINGLE	78237032	78166279	56081407	22523840	15816248
SRR2086162	PRJNA288809	SINGLE	74282623	74218047	54765024	19249436	13593158
SRR2912590	PRJNA292574	SINGLE	481860	481496	429434	212368	142198
SRR2912591	PRJNA292574	SINGLE	587123	586584	532934	248463	165033
SRR2912592	PRJNA292574	SINGLE	588019	587590	530822	237028	154621
SRR2912593	PRJNA292574	SINGLE	594818	594318	530103	261300	175085
SRR2912594	PRJNA292574	SINGLE	980	978	653	521	368
SRR2912595	PRJNA292574	SINGLE	453974	453618	407871	196461	130245
SRR2912596	PRJNA292574	SINGLE	582016	581473	521852	258943	173911
SRR2912597	PRJNA292574	SINGLE	528451	527951	480083	224668	148338
SRR2912598	PRJNA292574	SINGLE	817256	816585	738217	345652	228097
SRR2912599	PRJNA292574	SINGLE	304686	304416	275550	137601	91364
SRR2912600	PRJNA292574	SINGLE	680006	679390	605502	298307	199006
SRR2912601	PRJNA292574	SINGLE	609135	608697	556888	257815	170826
SRR2912602	PRJNA292574	SINGLE	313262	313009	284809	134952	86306
SRR2912603	PRJNA292574	SINGLE	469149	468792	427323	193423	124058
SRR2912604	PRJNA292574	SINGLE	372951	372589	334512	156070	100743
SRR2912605	PRJNA292574	SINGLE	521997	521585	474340	208652	134455
SRR2912606	PRJNA292574	SINGLE	605259	604783	552934	261971	170055
SRR2912607	PRJNA292574	SINGLE	565187	564689	514507	247634	162149
SRR3095777	PRJNA308355	PAIRED	30435303	30432131	16563632.5	14335768.5	11041872
SRR3095778	PRJNA308355	PAIRED	29084044	29081185	16602614	14589811	11301549
SRR3095779	PRJNA308355	PAIRED	30648486	30645188	17490693	15453286	11508072
SRR3095780	PRJNA308355	PAIRED	30151918	30148570	15782228.5	13577768	10359256
SRR3106384	PRJNA309168	PAIRED	22430563	21896746	20982742.5	15470567	11025349
SRR3106385	PRJNA309168	PAIRED	19542091	19260746	18478599	13519788	9803535
SRR3106386	PRJNA309168	PAIRED	20912751	20644607	19841752.5	14447592	10446839
SRR3106387	PRJNA309168	PAIRED	26154672	25835191	24902791	19043267.5	14050670
SRR3106388	PRJNA309168	PAIRED	22040532	21745706	20945217	16947649.5	12830094
SRR3106389	PRJNA309168	PAIRED	20333953	20054537	19294836	14864593	10839707
SRR3106390	PRJNA309168	PAIRED	24035359	23680759	22812900	17359246.5	13411384
SRR3106391	PRJNA309168	PAIRED	25197830	24797073	23856298.5	17630297.5	12980877
SRR3106392	PRJNA309168	PAIRED	22705829	22395561	21631087	16968414	13279881
SRR3106393	PRJNA309168	PAIRED	23520684	23279552	22344437	16060651	11690716
SRR3106394	PRJNA309168	PAIRED	21477166	21126894	20277912	14841590.5	11024258
SRR3106395	PRJNA309168	PAIRED	15729866	15222367	14544959	10672586	7726564
SRR3106396	PRJNA309168	PAIRED	24849108	24341398	23433417.5	17604749.5	13153286
SRR3106397	PRJNA309168	PAIRED	18805803	18517470	17510372	11339678.5	8063173
SRR3106398	PRJNA309168	PAIRED	20055461	19430643	18696160.5	13574965	9624529
SRR3106399	PRJNA309168	PAIRED	24533716	24165899	23273015	16552879	12439792
SRR3169421	PRJNA293100	SINGLE	5957248	5939195	3045774	889962	568629
SRR3169422	PRJNA293100	SINGLE	7695125	7665913	5321519	1954054	1076200
SRR3169423	PRJNA293100	SINGLE	6374620	6350154	3763470	1383307	855048
SRR3169425	PRJNA293100	SINGLE	13378891	13334969	7879970	2527642	1552968
SRR3169426	PRJNA293100	SINGLE	11417796	11380424	7017291	2061620	1266294
SRR3169518	PRJNA293100	SINGLE	9614658	9582084	5746524	1968661	1222895
SRR3169527	PRJNA293100	SINGLE	8050468	8023539	4468354	1630954	1049829
SRR3169528	PRJNA293100	SINGLE	11530812	11497713	6818191	2194210	1357364
SRR3169529	PRJNA293100	SINGLE	4827662	4811088	3245510	966341	578988
SRR3169530	PRJNA293100	SINGLE	8373673	8345287	4988515	1636294	1014176
SRR3169531	PRJNA293100	SINGLE	7972791	7947481	4502223	1492539	953895
SRR3169532	PRJNA293100	SINGLE	8300636	8276187	5035801	1518041	918525
SRR3169533	PRJNA293100	SINGLE	7551107	7526917	4429945	1484398	935971
SRR3169534	PRJNA293100	SINGLE	7708320	7684543	4421126	1705943	1111496
SRR3169535	PRJNA293100	SINGLE	7805419	7781856	4808205	1356148	828532
SRR3169536	PRJNA293100	SINGLE	5247080	5223136	4979567	211768	111278
SRR3169537	PRJNA293100	SINGLE	8893168	8861890	5397833	1599925	998181
SRR3169538	PRJNA293100	SINGLE	5443026	5426202	3210299	1069441	683818
SRR3169539	PRJNA293100	SINGLE	6395105	6376393	3795528	962117	611870
SRR3169540	PRJNA293100	SINGLE	5858257	5839230	3708775	1150245	746132
SRR3169541	PRJNA293100	SINGLE	4886830	4871433	2674701	998494	655998
SRR3182410	PRJNA293100	SINGLE	8248214	8221144	4570602	1107646	697879
SRR3182448	PRJNA293100	SINGLE	6135657	6117636	3328543	1328927	842156
SRR3182557	PRJNA293100	SINGLE	9125561	9097576	5029646	1091335	674937
SRR3182684	PRJNA293100	SINGLE	9995101	9963827	5815132	1777659	1111198
SRR3182685	PRJNA293100	SINGLE	1232300	1228612	739215	380399	236348
SRR3182686	PRJNA293100	SINGLE	10457274	10426235	5807364	1445175	902920
SRR3182775	PRJNA293100	SINGLE	15985544	15942777	9093341	2116891	1246952
SRR3182776	PRJNA293100	SINGLE	8287929	8269781	4699647	601620	358072
SRR3182777	PRJNA293100	SINGLE	33920441	33868729	25182768	467050	236797
SRR3182778	PRJNA293100	SINGLE	9737226	9710891	5653863	981986	602881
SRR3182779	PRJNA293100	SINGLE	5345938	5330408	3052741	1095245	695404
SRR3182780	PRJNA293100	SINGLE	6206720	6192034	3661235	623504	358450
SRR3182781	PRJNA293100	SINGLE	7255412	7233728	3930499	797677	488086
SRR3182784	PRJNA293100	SINGLE	11211400	11176444	5715882	981609	626760
SRR3182785	PRJNA293100	SINGLE	11461998	11431160	6083136	1261274	756298
SRR3182786	PRJNA293100	SINGLE	4030938	4026018	2721348	301371	171484
SRR3182787	PRJNA293100	SINGLE	10121565	10091603	6138036	1647280	1017060
SRR3182788	PRJNA293100	SINGLE	13592383	13549684	8931583	2228440	1434085
SRR3182789	PRJNA293100	SINGLE	3363995	3359841	2078313	1114774	699835
SRR3182790	PRJNA293100	SINGLE	5309832	5297246	3420366	804954	484259
SRR3182791	PRJNA293100	SINGLE	14688850	14646570	8962408	2151226	1356365
SRR3182792	PRJNA293100	SINGLE	9822337	9791239	5670419	1662072	1050818
SRR3182793	PRJNA293100	SINGLE	13125154	13088852	7390351	1751883	1102087
SRR3182794	PRJNA293100	SINGLE	9708428	9683978	5463573	972223	599416
SRR3316332	PRJNA316795	PAIRED	17124578	16996088	12167632.5	11140163.5	8459442
SRR3316333	PRJNA316795	PAIRED	19381094	19171799	13314990	12128687.5	9415556
SRR3316334	PRJNA316795	PAIRED	17944465	17844656	12508350	11592804	9051636
SRR3316335	PRJNA316795	PAIRED	19746230	19609376	13402654.5	12426583.5	9628812
SRR3316336	PRJNA316795	PAIRED	20842714	20693336	14740744.5	13612287	10473276
SRR3316337	PRJNA316795	PAIRED	22435750	22227325	16575348	15244764.5	11989983
SRR3316338	PRJNA316795	PAIRED	15930577	15710543	15278178.5	13247158	10792163
SRR3316339	PRJNA316795	PAIRED	20232871	20105364	14614602	13468286	10395737
SRR3316340	PRJNA316795	PAIRED	21260799	21128424	15694730.5	14493404	11287329
SRR3316341	PRJNA316795	PAIRED	19745912	19614438	14538326.5	13402883.5	10525492
SRR3316342	PRJNA316795	PAIRED	19948352	19807779	14145287.5	13197099	10188007
SRR3316343	PRJNA316795	PAIRED	19598949	19449455	13953560.5	12808521.5	9854776
SRR3622488	PRJNA319662	SINGLE	247228	247163	165817	105967	64836
SRR3622490	PRJNA319662	SINGLE	385341	385186	267539	172615	104724
SRR3622491	PRJNA319662	SINGLE	522502	522280	212966	41761	20120
SRR3622493	PRJNA319662	SINGLE	530609	530278	382446	198538	115557
SRR3622496	PRJNA319662	SINGLE	1347483	1346998	523971	44190	17782
SRR3622499	PRJNA319662	SINGLE	262250	262185	185438	122383	75681
SRR3622503	PRJNA319662	SINGLE	262612	262538	182199	122617	75440
SRR3622506	PRJNA319662	SINGLE	367955	367833	264106	171651	104131
SRR3622509	PRJNA319662	SINGLE	510419	510278	351176	202776	121623
SRR3622512	PRJNA319662	SINGLE	699399	699202	475042	278278	171086
SRR3622513	PRJNA319662	SINGLE	473595	473353	336482	196712	117430
SRR3622516	PRJNA319662	SINGLE	770792	770428	498881	271246	162282
SRR3622519	PRJNA319662	SINGLE	820147	819913	570031	315942	187856
SRR3622522	PRJNA319662	SINGLE	719120	718934	435221	236792	141283
SRR3622526	PRJNA319662	SINGLE	228095	228046	163564	110710	68641
SRR3622529	PRJNA319662	SINGLE	506120	505987	359582	216150	133668
SRR3622532	PRJNA319662	SINGLE	301869	301740	194181	117644	70500
SRR3622536	PRJNA319662	SINGLE	657922	657665	475205	268602	163669
SRR3622539	PRJNA319662	SINGLE	600871	600681	422521	250314	152668
SRR3622542	PRJNA319662	SINGLE	212925	212833	133037	86193	51326
SRR3622545	PRJNA319662	SINGLE	390063	389919	254307	166615	99740
SRR3622546	PRJNA319662	SINGLE	448075	447917	309557	190511	117121
SRR3622549	PRJNA319662	SINGLE	610706	609441	421893	225107	132461
SRR3622553	PRJNA319662	SINGLE	230686	230626	158855	106028	64937
SRR3622555	PRJNA319662	SINGLE	168383	168334	60732	29515	16029
SRR3622559	PRJNA319662	SINGLE	442299	442147	233465	26288	10964
SRR3622578	PRJNA319662	SINGLE	768531	768170	518459	293880	175927
SRR3622588	PRJNA319662	SINGLE	344541	344349	243626	158031	94691
SRR3622592	PRJNA319662	SINGLE	417044	416793	295086	177110	103845
SRR3622595	PRJNA319662	SINGLE	478894	478716	339628	207259	124901
SRR3622598	PRJNA319662	SINGLE	782597	782250	519235	291449	172692
SRR3622603	PRJNA319662	SINGLE	804944	804604	537202	309146	185478
SRR3622606	PRJNA319662	SINGLE	876498	876216	558231	310683	185461
SRR3622609	PRJNA319662	SINGLE	535132	535034	388443	236668	141042
SRR3622612	PRJNA319662	SINGLE	807518	807233	543167	318302	192081
SRR3622613	PRJNA319662	SINGLE	473868	473717	336523	211657	126257
SRR3622616	PRJNA319662	SINGLE	514598	514480	376958	237540	142857
SRR3622619	PRJNA319662	SINGLE	1075468	1075149	671814	355353	212596
SRR3622622	PRJNA319662	SINGLE	623262	623111	415812	241872	144698
SRR3622626	PRJNA319662	SINGLE	1231831	1231468	805532	415229	248724
SRR3622629	PRJNA319662	SINGLE	832307	832063	566741	316417	192887
SRR3622632	PRJNA319662	SINGLE	1027344	1027163	700380	395325	243523
SRR3622636	PRJNA319662	SINGLE	491336	491208	342891	213145	131647
SRR3622639	PRJNA319662	SINGLE	913039	912772	596944	334530	200165
SRR3622642	PRJNA319662	SINGLE	750856	750638	499181	288145	173850
SRR3622645	PRJNA319662	SINGLE	504899	504777	327443	196678	119022
SRR3622646	PRJNA319662	SINGLE	808700	808411	532978	290824	175361
SRR3622649	PRJNA319662	SINGLE	422842	422717	283601	174614	105545
SRR3622652	PRJNA319662	SINGLE	1387808	1387276	910761	464624	277557
SRR3622655	PRJNA319662	SINGLE	1209847	1209499	822132	437156	265687
SRR3622659	PRJNA319662	SINGLE	870980	870698	560947	325375	197678
SRR3622662	PRJNA319662	SINGLE	467984	467879	324023	203841	124767
SRR3622666	PRJNA319662	SINGLE	740275	740062	504537	288192	177626
SRR3622669	PRJNA319662	SINGLE	528676	528541	357865	217616	131129
SRR3622672	PRJNA319662	SINGLE	1002646	1002384	226337	35912	14726
SRR3622676	PRJNA319662	SINGLE	731778	731573	404473	196948	117384
SRR3622678	PRJNA319662	SINGLE	469706	469558	317176	197517	118796
SRR3622680	PRJNA319662	SINGLE	427968	427849	299390	187230	113371
SRR3622682	PRJNA319662	SINGLE	662554	662401	437324	254200	155703
SRR3622685	PRJNA319662	SINGLE	728902	728735	488021	283212	175857
SRR3622688	PRJNA319662	SINGLE	773298	773149	546841	322199	197236
SRR3622692	PRJNA319662	SINGLE	848619	848454	597067	305988	189340
SRR3622695	PRJNA319662	SINGLE	250611	250541	85053	21337	9688
SRR3622698	PRJNA319662	SINGLE	232926	232823	83009	52133	30625
SRR3622702	PRJNA319662	SINGLE	430878	430739	293231	182812	111138
SRR3622705	PRJNA319662	SINGLE	521044	520783	339356	198767	119026
SRR3622708	PRJNA319662	SINGLE	423884	423761	295860	182769	110936
SRR3622711	PRJNA319662	SINGLE	516953	516835	366146	228827	139113
SRR3622712	PRJNA319662	SINGLE	673403	673191	462216	269439	163270
SRR3622713	PRJNA319662	SINGLE	841540	841317	532089	297001	180752
SRR3622717	PRJNA319662	SINGLE	619668	619506	374160	202935	124369
SRR3622719	PRJNA319662	SINGLE	280972	280864	51572	31725	18071
SRR3622722	PRJNA319662	SINGLE	596453	596352	429004	248648	156230
SRR3622726	PRJNA319662	SINGLE	352126	352030	244574	156038	97056
SRR3622729	PRJNA319662	SINGLE	1224531	1224267	872625	464152	279996
SRR3622732	PRJNA319662	SINGLE	559289	559113	404405	248026	153182
SRR3622736	PRJNA319662	SINGLE	164109	164043	111898	78323	47918
SRR3622739	PRJNA319662	SINGLE	586347	586111	390166	226010	134090
SRR3622742	PRJNA319662	SINGLE	1474061	1473692	1084259	550881	327875
SRR3622745	PRJNA319662	SINGLE	1161396	1160954	790475	415306	251440
SRR3622746	PRJNA319662	SINGLE	1015003	1014810	707946	392115	240890
SRR3622749	PRJNA319662	SINGLE	531856	531744	334909	205080	122834
SRR3622752	PRJNA319662	SINGLE	530226	530110	339960	216275	132383
SRR3622755	PRJNA319662	SINGLE	745414	745126	515623	292085	176108
SRR3622771	PRJNA319662	SINGLE	1383393	1383030	910901	444310	270095
SRR3622774	PRJNA319662	SINGLE	490844	490729	337514	203728	124704
SRR3622777	PRJNA319662	SINGLE	1226868	1226581	868711	440509	266078
SRR3622781	PRJNA319662	SINGLE	1105572	1104777	697505	332429	199145
SRR3622784	PRJNA319662	SINGLE	1241282	1240846	854125	430255	257265
SRR3622787	PRJNA319662	SINGLE	1037666	1037342	414507	41247	18051
SRR3622790	PRJNA319662	SINGLE	765319	765140	521831	296773	180035
SRR3622791	PRJNA319662	SINGLE	509692	509609	366263	231038	142939
SRR3622794	PRJNA319662	SINGLE	633740	633593	424167	237246	146089
SRR3622797	PRJNA319662	SINGLE	1157137	1156684	818704	385825	232215
SRR3622800	PRJNA319662	SINGLE	223300	223218	77258	43977	24203
SRR3622841	PRJNA319662	SINGLE	1060783	1060526	740613	384474	232810
SRR3622851	PRJNA319662	SINGLE	1130828	1130424	794188	417768	249168
SRR3622854	PRJNA319662	SINGLE	1517731	1516934	1052136	536755	324244
SRR3622857	PRJNA319662	SINGLE	358719	358651	239950	153489	94016
SRR3622861	PRJNA319662	SINGLE	252943	252873	163033	108286	67483
SRR3622864	PRJNA319662	SINGLE	706008	705857	120060	24664	10436
SRR3622867	PRJNA319662	SINGLE	1184492	1184284	215452	35295	15405
SRR3622870	PRJNA319662	SINGLE	528157	527964	378332	231352	141394
SRR3622872	PRJNA319662	SINGLE	480387	480126	356756	183732	110100
SRR3622874	PRJNA319662	SINGLE	435951	435688	323193	168490	98225
SRR3622877	PRJNA319662	SINGLE	381213	381075	282427	159757	95717
SRR3622880	PRJNA319662	SINGLE	579946	579799	407807	238130	143625
SRR3622884	PRJNA319662	SINGLE	460544	460197	348649	118368	67399
SRR3622887	PRJNA319662	SINGLE	672800	672417	468732	238760	141460
SRR3622890	PRJNA319662	SINGLE	130956	130923	83807	60055	36477
SRR3622894	PRJNA319662	SINGLE	496714	496522	331001	194338	115913
SRR3622897	PRJNA319662	SINGLE	369494	369384	240451	143854	84860
SRR3622900	PRJNA319662	SINGLE	487393	487231	352984	207078	124136
SRR3622904	PRJNA319662	SINGLE	194294	194161	140128	93211	55227
SRR3622907	PRJNA319662	SINGLE	328784	328644	233995	131149	77919
SRR3622910	PRJNA319662	SINGLE	702180	701917	275191	36042	15104
SRR401853	PRJNA149513	SINGLE	28328761	27378583	23442653	9552426	7343169
SRR401854	PRJNA149513	SINGLE	28571952	27605093	23600359	10037213	7917594
SRR401855	PRJNA149513	SINGLE	27641029	26858034	23127806	10964386	8522023
SRR401856	PRJNA149513	SINGLE	28807288	27913813	24163575	9993875	7677487
SRR401857	PRJNA149513	SINGLE	27735360	26884869	23263144	10988581	8442056
SRR401858	PRJNA149513	SINGLE	28899079	27709063	23796360	10508934	8132771
SRR401859	PRJNA149513	SINGLE	29115000	28178325	24480076	10241122	7379928
