gene,logp
Amillepora16774,22.220895002324124
Amillepora16773,1.7451972462585188
Amillepora16778,1.1273236312493473
Amillepora16784,12.021109540600769
Amillepora16791,11.463053374023302
Amillepora16788,0.004924756002348228
Amillepora16785,0.10279612671118099
Amillepora16800,5.359528602646466
Amillepora16801,2.215820830190071
Amillepora16804,39.711302185818674
Amillepora16808,20.49207934522617
Amillepora16807,18.956815379122773
Amillepora16802,27.856985811708984
Amillepora16803,28.74974793524485
Amillepora16817,19.374229877804186
Amillepora16824,0.1723353666877355
Amillepora16823,0.28625497397683053
Amillepora16822,2.768273596960014
Amillepora16821,12.970538339345808
Amillepora16819,0.06568006516011489
Amillepora16830,20.7689095519249
Amillepora16831,0.976316061160478
Amillepora16829,1.034308545051241
Amillepora16833,14.328613275332536
Amillepora16841,10.818282285813508
Amillepora16840,9.129467415035466
Amillepora16844,0.29720054130056406
Amillepora16836,0.4339821538214804
Amillepora16834,2.881081578263246
Amillepora16839,1.71898654665183
Amillepora16837,2.5789428572334385
Amillepora16849,6.228752626967333
Amillepora16848,8.648083472366212
Amillepora16855,1.5641363961017392
Amillepora16858,3.0093696095234557
Amillepora16859,4.015241788592558
Amillepora16860,27.25805676699113
Amillepora16872,20.12596785877545
Amillepora16861,2.052054960352739
Amillepora16863,15.768467448040088
Amillepora16867,0.04504693152478837
Amillepora16868,0.00812334917438511
Amillepora16874,12.123356964843905
Amillepora16891,7.268868967788678
Amillepora16888,6.883334526895837
Amillepora16889,2.2363458385027597
Amillepora16878,7.341454570700176
Amillepora16884,0.17940250300624141
Amillepora16885,0.9979413811087829
Amillepora16898,29.388796867726118
Amillepora16892,0.27737242834462855
Amillepora16893,0.794952967772785
Amillepora16899,81.94411412306684
Amillepora16897,5.276036951356518
Amillepora16894,0.2244204452546553
Amillepora16896,30.14788505639405
Amillepora16900,37.716592632703346
Amillepora16906,0.29908994903465524
Amillepora16913,2.16234443937183
Amillepora16915,0.25075228344567496
Amillepora16917,0.22449021270634598
Amillepora16918,7.5039822130634475
Amillepora16922,11.26757628597929
Amillepora16925,0.9470252561662034
Amillepora16923,16.850483048738806
Amillepora16931,13.586254903967411
Amillepora16932,4.177500331205141
Amillepora16933,5.753166161882174
Amillepora16934,4.951070589105657
Amillepora16937,5.048520759496861
Amillepora16947,10.264439257293562
Amillepora16939,33.37276468480642
Amillepora16936,2.478464707918882
Amillepora16944,17.126437716812084
Amillepora16940,9.215773161806952
Amillepora16945,0.029012880782433064
Amillepora16948,0.10825743203094197
Amillepora16958,0.7289491535946836
Amillepora16949,18.003633821419736
Amillepora16956,4.662527848898434
Amillepora16950,4.808770564205962
Amillepora16951,13.620278978395786
Amillepora16953,59.13440740675958
Amillepora16957,94.58988540369276
Amillepora16968,2.4279123273644028
Amillepora16964,3.221328934283687
Amillepora16961,27.271311582847666
Amillepora16959,11.460386984873816
Amillepora16965,1.2937189962448183
Amillepora16962,2.0360800393444953
Amillepora16972,0.12205606918999651
Amillepora16975,7.216523804783132
Amillepora16980,0.32990466238954097
Amillepora16976,10.649690853788712
Amillepora16985,11.180971386125561
Amillepora16988,2.1190382209359786
Amillepora16982,4.9195354623154115
Amillepora16991,1.0795049186361165
Amillepora16987,47.4838031328664
Amillepora16986,0.08634405612356459
Amillepora16981,16.21355001859889
Amillepora16990,1.552590644429958
Amillepora16993,1.068379609985596
Amillepora16999,25.79725631101216
Amillepora16997,3.1355785170981396
Amillepora16994,1.8782845125294858
Amillepora16995,0.3518220558850655
Amillepora17002,16.293963414331653
Amillepora17007,72.79578895403905
Amillepora17009,9.928606215053257
Amillepora17010,46.40274649286848
Amillepora17001,5.125061951687063
Amillepora17008,20.74141360491454
Amillepora17013,14.069335608734942
Amillepora17014,1.5643999219106568
Amillepora17012,9.677649790742922
Amillepora17025,6.929061229772612
Amillepora17023,3.2641054814705788
Amillepora17026,8.29479270819232
Amillepora17029,1.057000790546745
Amillepora17036,0.07293216581977437
Amillepora17041,13.250523342905584
Amillepora17042,5.681792138406882
Amillepora17039,1.2988917781459826
Amillepora17043,40.98040210820933
Amillepora17049,0.08728071333517727
Amillepora17058,10.954857566652953
Amillepora17054,4.788815941363165
Amillepora17055,11.402464818904113
Amillepora17050,0.7080705646794961
Amillepora17051,11.972026018855788
Amillepora17053,1.7753798480416372
Amillepora17060,6.257003964784315
Amillepora17064,14.492514073739358
Amillepora17066,1.56866655641214
Amillepora17061,9.686412107843132
Amillepora17065,0.32267388069873476
Amillepora17067,5.323250173058603
Amillepora17062,1.0538966507553382
Amillepora17072,2.1396980783184145
Amillepora17070,10.804843398135402
Amillepora17080,0.5993896196023533
Amillepora17079,0.13498295284661319
Amillepora17076,20.948264079425705
Amillepora17073,10.2772624151525
Amillepora17087,4.459859155273586
Amillepora17086,10.03922978492534
Amillepora17091,1.450526405610836
Amillepora17083,0.014396305401449198
Amillepora17081,3.865591012506403
Amillepora17089,7.526783170323176
Amillepora17085,0.08284161872556293
Amillepora17096,3.286229679454753
Amillepora17097,16.035958483573392
Amillepora17106,12.897255633836641
Amillepora17110,9.750202997062297
Amillepora17107,11.649234193149914
Amillepora17109,1.3521777227361
Amillepora17115,0.3465267347317212
Amillepora17116,16.137669875118792
Amillepora17114,0.5281551214066315
Amillepora17113,7.002321894669403
Amillepora17112,8.200923640718488
Amillepora17129,1.2955588803564175
Amillepora17131,1.0514318210118931
Amillepora17127,11.694843175544097
Amillepora17124,7.045582334669962
Amillepora17122,0.009352098060015083
Amillepora17136,10.545836384148386
Amillepora17146,11.0400143268193
Amillepora17144,0.22048770150267527
Amillepora17143,5.469029202312062
Amillepora17141,26.850185957230728
Amillepora17142,0.4013069772940102
Amillepora17156,0.013385027420086692
Amillepora17150,46.32271937176317
Amillepora17161,1.019363138143589
Amillepora17158,1.3446865542656714
Amillepora17187,0.8265219008980913
Amillepora17162,0.06724573668222553
Amillepora17200,0.008583226205154983
Amillepora17203,1.990747993745737
Amillepora17204,0.4647579425091226
Amillepora17208,0.6790813549246166
Amillepora17218,1.6428235817089907
Amillepora17269,2.2759308582795774
Amillepora17270,8.197844925898638
Amillepora17273,0.49931198894079276
Amillepora17287,1.0363255192224439
Amillepora17315,9.309885167702847
Amillepora17319,0.20445500695724567
Amillepora17314,0.4880606327469705
Amillepora17327,3.027851717748412
Amillepora17331,1.4191452429669411
Amillepora17340,2.1756690837431694
Amillepora17362,0.06125115619337165
Amillepora17373,5.659538472679099
Amillepora17376,0.7841668135651986
Amillepora17374,1.2048354220827013
Amillepora17380,0.2588668072716786
Amillepora17387,3.5497618030530322
Amillepora17392,0.1114416056906498
Amillepora17396,2.2725286872503405
Amillepora17403,0.2316761069099967
Amillepora17405,0.3966610010323997
Amillepora17472,0.023921910434123044
Amillepora17492,2.7085208383096773
Amillepora17493,3.314481973921414
Amillepora17506,5.286864915744327
Amillepora17507,27.689805909178673
Amillepora17500,6.674094467765637
Amillepora17590,3.865785489657462
Amillepora17690,1.2715684027849194
Amillepora17715,1.0876478620534975
Amillepora17726,3.189871058926783
Amillepora17728,32.96407990071979
Amillepora17727,34.21297876840367
Amillepora17749,0.18605213172072554
Amillepora17756,0.863905876579082
Amillepora17755,3.2260559290130746
Amillepora17759,46.71693913899138
Amillepora17771,0.6875996758254977
Amillepora17767,6.4778647455895175
Amillepora17783,14.735469888869071
Amillepora17795,3.1668143543044254
Amillepora17796,3.767374385217286
Amillepora17784,1.5217268976710545
Amillepora17794,1.9221873682460167
Amillepora17798,2.7073900764153587
Amillepora17814,5.789517723075472
Amillepora17824,2.2101681902098673
Amillepora17817,19.99152945462059
Amillepora17825,4.604486018527125
Amillepora17827,1.0649108499873077
Amillepora17828,67.9857645225237
Amillepora17833,25.30332485213209
Amillepora17835,8.4063334306545
Amillepora17832,43.84287915148776
Amillepora17840,48.49026207750425
Amillepora17845,1.5460701500103944
Amillepora17843,29.437774204626862
Amillepora17856,2.2562637296900814
Amillepora17857,3.9713319908853495
Amillepora17848,0.19115576368547235
Amillepora17860,0.3475813330526958
Amillepora17864,0.01514790812603666
Amillepora17867,0.2035485841595116
Amillepora17868,5.727534055915833
Amillepora17878,4.999297989644454
Amillepora17877,13.444729515932078
Amillepora17879,3.4111715242852427
Amillepora17880,0.3059781695764035
Amillepora17892,0.573560980094328
Amillepora17919,20.022430526528257
Amillepora17918,2.826078571401633
Amillepora17904,8.859278081604543
Amillepora17920,17.398851915699353
Amillepora17911,0.0046180744246180445
Amillepora17921,0.08967991271366421
Amillepora17928,30.506717227062495
Amillepora17926,5.966813666721815
Amillepora17932,47.88311797324376
Amillepora17930,39.57188807877833
Amillepora17933,52.55984814854391
Amillepora17929,0.6000334989795729
Amillepora17939,3.6333522901173474
Amillepora17936,48.85594821611413
Amillepora17937,56.23767386163866
Amillepora17938,37.872522979505504
Amillepora17946,68.68216222440752
Amillepora17945,7.951169880669264
Amillepora17950,26.495749895414633
Amillepora17952,15.95391944102946
Amillepora17951,0.028356589132295936
Amillepora17947,29.18952181969991
Amillepora17957,3.1848820133620985
Amillepora17961,0.7453968847029215
Amillepora17966,2.4035579355749492
Amillepora17965,0.41430289606810267
Amillepora17979,0.9999101980622778
Amillepora17978,1.1128651486140109
Amillepora17972,56.52911425760586
Amillepora17970,6.820358582244504
Amillepora17981,0.7615027432786516
Amillepora17982,0.6497248184092014
Amillepora17980,1.0248130960982436
Amillepora17990,0.5283603267054096
Amillepora17985,3.00681268970878
Amillepora17994,9.493172395013621
Amillepora17998,4.039649347259514
Amillepora17999,10.426573944819692
Amillepora18004,11.978956028817244
Amillepora18007,0.0756113753987264
Amillepora18006,2.772739793129309
Amillepora18011,4.383948389775075
Amillepora18012,1.6396373502436583
Amillepora18017,0.5590752371785126
Amillepora18018,8.957495442188367
Amillepora18016,1.9475250197390919
Amillepora18023,11.908384918057214
Amillepora18022,3.9917194147685016
Amillepora18020,12.814250546497426
Amillepora18021,7.8293552659628896
Amillepora18019,3.9046911173071477
Amillepora18030,0.011240486892773918
Amillepora18024,15.26671008465745
Amillepora18029,6.402296934610098
Amillepora18027,17.256777730591867
Amillepora18034,0.05585407122081001
Amillepora18042,1.3809929761647923
Amillepora18043,1.4637598552752427
Amillepora18054,22.044666328503354
Amillepora18067,0.3189428206392791
Amillepora18065,16.98845943537809
Amillepora18068,3.405487980251818
Amillepora18074,1.7061117561455166
Amillepora18081,1.084115410461654
Amillepora18079,0.3000659568856658
Amillepora18082,1.7950084816736582
Amillepora18077,21.99718949994774
Amillepora18071,64.29833947417428
Amillepora18085,11.511590163991489
Amillepora18098,5.506728288672366
Amillepora18110,0.007836163950205996
