gene,redMembership
Amillepora32748,-0.12835671440384708
Amillepora23389,-0.032531812194874825
Amillepora17064,-0.16718763188429286
Amillepora00723,0.716502250542791
Amillepora37941,0.6929246910781123
Amillepora36403,0.1802631591877967
Amillepora32119,0.7456886735437213
Amillepora08078,0.1537777093339744
Amillepora27299,0.001470314105018019
Amillepora09831,0.00698297892855583
Amillepora29189,0.23320946496424774
Amillepora15474,-0.6267486748661906
Amillepora06695,0.2965942048139687
Amillepora19313,-0.40488033617979696
Amillepora24851,0.03688512339874225
Amillepora22339,-0.281314726702837
Amillepora19701,0.6081368073779078
Amillepora03728,-0.5055474827754991
Amillepora33123,0.5651002363338488
Amillepora25829,0.1406862810265983
Amillepora19494,-0.3812625006952014
Amillepora18761,0.024369982544807184
Amillepora14184,-0.026957690064893576
Amillepora21890,-0.21208599002015455
Amillepora10467,0.16040625101264175
Amillepora11267,0.46789648791767835
Amillepora04585,-0.3303637484588916
Amillepora26653,-0.13467486538043758
Amillepora37317,-0.08505235168088733
Amillepora20058,-0.06498605022643583
Amillepora28542,-0.26421742189736813
Amillepora19424,-0.19624097682705027
Amillepora33913,-0.5108905918929829
Amillepora08799,0.03818977666699308
Amillepora36060,-0.0431355903534487
Amillepora03482,0.17741608722675456
Amillepora10092,0.055175031372652845
Amillepora25830,0.212025803871325
Amillepora02982,0.117625041174098
Amillepora32745,-0.13128852841720037
Amillepora21014,0.4415820667675626
Amillepora11328,0.4454717346070821
Amillepora12222,0.03337872751841509
Amillepora19206,0.01999629700936615
Amillepora26915,-0.18774979198963335
Amillepora34298,-0.06708690667797396
Amillepora21799,0.011892334834059987
Amillepora08340,0.11989749574049569
Amillepora24489,-0.3944389909341531
Amillepora04871,-0.39069915702078356
Amillepora12992,-0.18790705671432603
Amillepora37836,-0.20960761427681532
Amillepora32742,-0.1284530151240968
Amillepora01492,-0.17019628436674133
Amillepora27634,-0.01279919282446978
Amillepora16645,0.1980566733547715
Amillepora01490,-0.17152005260357345
Amillepora13991,0.6792334551271318
Amillepora32148,0.7352728220752978
Amillepora03351,-0.03668939554343416
Amillepora27311,0.7340899773265771
Amillepora19776,-0.09304428890911579
Amillepora02304,0.2353643496611776
Amillepora24114,-0.00409226768297496
Amillepora16819,0.24848872095457972
Amillepora27564,0.2565523759040983
Amillepora05952,-0.3407415884562548
Amillepora08299,-0.08343682904254784
Amillepora22194,0.4434272190760816
Amillepora05976,-0.22517852618218018
Amillepora01014,-0.15868804052973534
Amillepora13178,0.40319066118497443
Amillepora19990,-0.11391848153015006
Amillepora24488,-0.33106723899447843
Amillepora26871,0.6512776150850446
Amillepora22361,-0.4115138190046731
Amillepora25035,0.036117528266553116
Amillepora17874,0.20881075041755315
Amillepora34399,-0.15071643158640963
Amillepora32751,-0.09162195141753089
Amillepora24448,0.17712607172913397
Amillepora33941,0.03274707721021314
Amillepora06747,0.2116867238015022
Amillepora19983,-0.2581902404390912
Amillepora04870,-0.32567979012754655
Amillepora10727,-0.2172029961543327
Amillepora17881,0.1927799290187518
Amillepora26526,0.03207320270824714
Amillepora08356,-0.06982472654312447
Amillepora32142,0.3091214339572659
Amillepora26652,-0.09930307119034366
Amillepora08763,0.021450218744192645
Amillepora13846,0.06853243708205906
Amillepora19113,0.25539977513089984
Amillepora26643,-0.11465446385370909
Amillepora24051,-0.020320881612867606
Amillepora23014,0.04304016581197862
Amillepora33902,-0.5141877225784585
Amillepora31029,0.7772852396714511
Amillepora26607,0.6382512255744983
Amillepora08173,-0.011878217910640473
Amillepora25036,-0.045273523217660504
Amillepora21383,0.0961323343541115
Amillepora01078,-0.45403428542036484
Amillepora06721,0.7264077499083588
Amillepora01745,0.08720586309302986
Amillepora07144,-0.4913789091939894
Amillepora05613,0.1201495851067218
Amillepora05953,-0.18291102640425436
Amillepora28060,-0.006610691229872956
Amillepora12229,-0.5093933098840785
Amillepora35754,0.05327096117938829
Amillepora25026,-0.4885917837886745
Amillepora14130,-0.09294335133943409
Amillepora26562,-0.01662655707911417
Amillepora14158,0.06944183247331218
Amillepora04591,0.20824194000084081
Amillepora13086,-0.15363720772757516
Amillepora21015,-0.24887566552389728
Amillepora25968,0.513545301496106
Amillepora24153,0.7651013085844924
Amillepora28303,0.6506746259358731
Amillepora06280,0.0028484971197890174
Amillepora19775,-0.299246675252053
Amillepora19900,-0.18320128808846284
Amillepora16129,-0.11383607418308732
Amillepora15360,-0.08449928424669118
Amillepora07727,0.6614255251705043
Amillepora05747,0.3413174253227308
Amillepora09450,0.7506148246065302
Amillepora36949,-0.20115195135554895
Amillepora04961,-0.32617042262172363
Amillepora36587,-0.3141500728935082
Amillepora27724,-0.17987598004192448
Amillepora24283,-0.18559870338947893
Amillepora29524,-0.03919681388493959
Amillepora32765,0.4903806702276492
Amillepora08800,0.10112499078010917
Amillepora02934,0.33591269901475296
Amillepora04584,-0.22284843903215953
Amillepora09464,0.748117784967717
Amillepora08578,0.7948000963942139
Amillepora16791,-0.2875066938737756
Amillepora29026,-0.09042051418942221
Amillepora19085,-0.04060961797507215
Amillepora13084,0.1458369859176158
Amillepora14687,-0.23614355551079214
Amillepora16173,0.713939634408326
Amillepora24750,-0.34961615877395064
Amillepora33362,-0.013607368991023862
Amillepora29211,-0.24830642405930048
Amillepora26854,0.5008673808991316
Amillepora27312,0.7011358307757829
Amillepora34731,-0.0021399068763546317
Amillepora14172,0.7712738288715988
Amillepora05305,-0.26554834891540535
Amillepora07761,0.7982616781197567
Amillepora20939,-0.07504583660345271
Amillepora26930,-0.24034695062888956
Amillepora00029,-0.022369348642473204
Amillepora00180,-0.1026752777122518
Amillepora33440,-0.4505813465386737
Amillepora03081,0.6604643087748799
Amillepora23548,-0.5816395854184817
Amillepora06386,-0.15800037011495013
Amillepora08786,-0.34126217075481835
Amillepora03228,-0.09635647923171044
Amillepora11033,-0.31797521514977234
Amillepora21573,0.6619965685147495
Amillepora12508,0.6981216852133834
Amillepora10706,0.4664588672434814
Amillepora15098,-0.1540920189937104
Amillepora21745,0.29622141712494415
Amillepora08722,0.07602355877135833
Amillepora04217,-0.16531711372093666
Amillepora16513,0.7328462788816547
Amillepora37400,-0.2111897394963492
Amillepora08771,-0.1295386826687824
Amillepora01102,-0.21130322319156672
Amillepora15760,-0.38936897019745587
Amillepora16208,0.2973997108624305
Amillepora17857,0.017638623602196847
Amillepora20298,-0.37424803403205004
Amillepora08798,0.09335773641914995
Amillepora01735,-0.04804198213133539
Amillepora24113,-0.017037880994107253
Amillepora20332,-0.41915535017337857
Amillepora09062,-0.2575312740953895
Amillepora30872,-0.16484408773830492
Amillepora20964,-0.32705327918757576
Amillepora17856,0.04135884584463784
Amillepora23205,-0.12085179793492781
Amillepora25941,0.24533409214225882
Amillepora32572,-0.0486930168372271
Amillepora21929,-0.10583985399539579
Amillepora15383,0.18794684417220092
Amillepora26855,0.57364780929906
Amillepora13533,-0.2207762747651998
Amillepora19923,-0.12132649445083223
Amillepora12320,-0.4391749135233092
Amillepora32594,0.13021374555757487
Amillepora01105,-0.2512342097674743
Amillepora26175,-0.5504370796292735
Amillepora35516,-0.07182884145958186
Amillepora32126,0.2795376395248662
Amillepora37779,0.3505284471152671
Amillepora03660,0.5066904233940036
Amillepora29292,-0.001113135120394123
Amillepora11526,-0.002869106779665561
Amillepora09525,-0.15632804015966584
Amillepora26258,-0.3291953362360778
Amillepora24807,-0.30458730131027023
Amillepora29046,0.04235996227893448
Amillepora35366,-0.037819426451489155
Amillepora10020,-0.019683344049868785
Amillepora30937,0.02029444027418812
Amillepora11366,-0.13438472968325724
Amillepora04070,0.15354899676673875
Amillepora06740,-0.008058155570800906
Amillepora30936,-0.3516881994042452
Amillepora18727,-0.016729822235389154
Amillepora05398,-0.07619271986814787
Amillepora33314,-0.17924076653722376
Amillepora07821,-0.03612818500974332
Amillepora15595,0.7607014650031809
Amillepora21108,-0.019323700469621254
Amillepora17880,0.01696378039857148
Amillepora16455,-0.1563011443754582
Amillepora22686,0.08415413347298337
Amillepora26761,0.6093305155225406
Amillepora19316,-0.21963448152238116
Amillepora19050,0.0452383219933843
Amillepora26557,0.02790439575131782
Amillepora15334,0.6191672879095289
Amillepora20315,0.20070893366586534
Amillepora30897,-0.12321784003602927
Amillepora09401,-0.17530794175059566
Amillepora17882,0.27494051086078614
Amillepora27575,-0.07075029449485679
Amillepora12183,0.32983173888498285
Amillepora09681,-0.5064677754886672
Amillepora24284,-0.17279958464565953
Amillepora13085,0.20114901454212114
Amillepora02570,-0.481128834338863
Amillepora08341,0.004041899826519868
Amillepora14146,-0.1150299048788113
Amillepora27314,0.3286199622246779
Amillepora24631,0.8310935144873701
Amillepora36863,-0.13867885390229828
Amillepora30896,-0.19263548702473451
Amillepora12206,-0.03606181591706452
Amillepora04927,0.37581924946481116
Amillepora08383,0.053936598086957124
Amillepora19921,-0.07499261275873183
Amillepora04630,-0.20547608742992451
Amillepora24282,-0.1263871157951213
Amillepora05799,-0.22060099966191635
Amillepora06959,-0.1080618503798024
Amillepora29212,-0.24898146176114602
Amillepora13448,0.8315045080347556
Amillepora04929,0.042649049257603835
Amillepora34779,-0.18238964893090992
Amillepora14070,-0.06664255619046375
Amillepora24682,0.038643039098241135
Amillepora22180,-0.41348451220093624
Amillepora29480,0.12077805104370923
Amillepora22683,0.017884590458391695
Amillepora00394,-0.14345593026323375
Amillepora19122,0.33091730354993526
Amillepora25298,0.7238082033581947
Amillepora10725,0.20083363674523458
Amillepora16899,-0.3376134362427755
Amillepora18805,0.029016414617640165
Amillepora03135,-0.19117939562270939
Amillepora18760,0.05001295321508929
Amillepora08899,-0.09019939357587957
Amillepora15115,-0.45546611101218804
Amillepora08083,0.6225446721934313
Amillepora09085,-0.43443563129859325
Amillepora11333,0.15136353135519987
Amillepora36372,0.07015537861370298
Amillepora29526,0.022948869046982585
Amillepora20117,-0.2217387063911579
Amillepora07667,0.7186019558276032
Amillepora06686,-0.06988322209768472
Amillepora33070,-0.1529492571246299
Amillepora29626,0.044978945891221714
Amillepora33401,-0.3946388900144717
Amillepora06696,0.0934360233979476
Amillepora33473,0.03852456798700579
Amillepora00728,0.055100716051518256
Amillepora26870,0.7206024969452248
Amillepora19193,0.044192697057232944
Amillepora19570,0.5327738623232915
Amillepora36376,4.3879817453824476e-4
Amillepora05916,-0.14935131260100498
Amillepora10018,-0.07192167212061402
Amillepora18820,-0.5898065853189834
Amillepora20864,0.3559605437708521
Amillepora09593,0.6670966223857088
Amillepora19980,-0.3370002714426908
Amillepora17715,-0.10108344255809655
Amillepora18546,0.38874412708382133
Amillepora01582,0.45189416616648487
Amillepora13164,0.3006084047807349
Amillepora26237,-0.4139821174447642
Amillepora01478,0.7120506668427026
Amillepora27953,0.1047363854262501
Amillepora08190,-0.1284663995310773
Amillepora26654,-0.12013949639717578
Amillepora26802,-0.4895501068548801
Amillepora00083,-0.4536101223043625
Amillepora20305,-0.46433982909483307
Amillepora08014,-0.23334656942856863
Amillepora32575,-0.026156488709669773
Amillepora26853,0.6925289998090861
Amillepora02016,0.21868826399169478
Amillepora25795,-0.02693188758543874
Amillepora23315,-0.5856329440394221
Amillepora33595,0.027930788560454042
Amillepora36083,-0.046549568852975703
Amillepora22182,-0.09113162778708173
Amillepora00243,-0.13061749853301433
Amillepora20125,0.7243242407390907
Amillepora29180,0.11513710032011319
Amillepora10760,-0.16346975485289475
Amillepora15395,-0.059332378438207746
Amillepora15381,0.11352405567530963
Amillepora04321,0.2649568381875144
Amillepora06242,0.08235742102238644
Amillepora25072,-0.36421672605703254
Amillepora28371,-0.18763141181087575
Amillepora26819,0.05882981489668435
Amillepora02027,-0.10028534287733011
Amillepora26868,0.677178573344412
Amillepora26728,0.6247789724858809
Amillepora12614,-0.26804840810947794
Amillepora05971,0.6984821884694823
Amillepora12306,0.8239716818217738
Amillepora25094,0.7444604133050132
Amillepora30722,0.5255482406713786
Amillepora21263,0.09755444557450901
Amillepora03881,-0.7066215388855055
Amillepora18408,0.386505271141726
Amillepora32297,-0.16438578065584683
Amillepora08238,-0.11081548371083566
Amillepora25608,0.13071680808147276
Amillepora04881,-0.09254698503444368
Amillepora05786,-0.3424934100610931
Amillepora12585,0.0029419958573571837
Amillepora24311,0.046622354977001526
Amillepora16205,-0.10057275603354165
Amillepora06025,0.16987790814964154
Amillepora12848,-0.00110222604892464
Amillepora12845,0.5543553153714852
Amillepora24158,0.03235782703451867
Amillepora01103,-0.12830263031667724
Amillepora12232,-0.07903162893131685
Amillepora22466,0.680043302184675
Amillepora07476,-0.08939675771188683
Amillepora22400,0.5987425107784289
Amillepora08723,0.03847686918628471
Amillepora18922,0.08890054830797205
Amillepora08012,-0.24801177819158784
Amillepora08592,-0.13702833112503635
Amillepora33772,-0.08708644360278288
Amillepora12044,-0.041847303924643135
Amillepora05813,-0.4831812373287201
Amillepora02879,-0.11764852984021514
Amillepora30976,0.00405837730041347
Amillepora00722,0.5650520953242322
Amillepora02660,-0.02330178513545017
Amillepora15339,0.5692596019591954
Amillepora22529,-0.24778641164793536
Amillepora14877,-0.4138792532721009
Amillepora34780,-0.1969718382710373
Amillepora24763,-0.012954179048727407
Amillepora34142,0.08041128625005674
Amillepora01741,0.053757047387097495
Amillepora18326,-0.054950760760626285
Amillepora15499,-0.38791897062811237
Amillepora10500,0.38144608472087593
Amillepora16184,0.49603132693277785
Amillepora27206,0.29284517607926214
Amillepora20118,-0.21231425920618896
Amillepora03652,-0.27620432036382225
Amillepora13091,-0.09488056696675501
Amillepora18952,-0.45805369647156224
Amillepora19488,-0.23917521859254554
Amillepora25892,-0.0040672105693746255
Amillepora19297,-0.0030159317907589942
Amillepora36371,-0.07480042043568001
Amillepora03173,-0.0928047531348718
Amillepora12535,-0.0626402874427476
Amillepora21371,0.23655309333158517
Amillepora13357,-0.007398393062258635
Amillepora36979,-0.26090700985937243
Amillepora10160,0.055717542400417715
Amillepora01310,0.48797306288987163
Amillepora26608,0.3965550964866219
Amillepora20147,-0.33267014005594087
Amillepora09814,-0.007284537351436555
Amillepora31209,0.016341951526552833
Amillepora01744,0.03901850687010817
Amillepora36373,-0.14883509267205552
Amillepora29995,0.6244615630884885
Amillepora26642,-0.11351241939655027
Amillepora22049,-0.1587167846005897
Amillepora03082,0.5310165682684046
Amillepora33773,-0.177160073647569
Amillepora16103,0.09367565412312598
Amillepora05015,-0.0957989356237304
Amillepora36398,-0.007999728749820578
Amillepora36937,-0.30509059993679455
Amillepora20126,0.706742931690498
Amillepora04273,-0.14898640342213854
Amillepora05426,-0.18827518247810535
Amillepora13018,-0.18189841013591035
Amillepora12034,0.38395464441650584
Amillepora34392,-0.17055213102839548
Amillepora04721,-0.530454087627015
Amillepora33628,-0.07299703931640955
Amillepora09943,-0.2846447018727301
Amillepora10452,0.43769017035051716
Amillepora26869,0.5197660821345219
Amillepora27623,0.07958968852363027
Amillepora18845,0.05327441287617497
Amillepora04172,0.5752765330459797
Amillepora28041,-0.07562195173093327
Amillepora10633,0.03107390151702477
Amillepora23547,0.6000968564090796
Amillepora35719,0.011375028924274245
Amillepora27625,0.00982997388035818
Amillepora15772,-0.14251114606239854
Amillepora20525,-0.039645534415452294
Amillepora15448,-0.10086308055347817
Amillepora16207,0.19706705610583763
Amillepora01550,-0.06973465158303205
Amillepora06192,-0.25607354694367623
Amillepora10946,-0.5916814840306333
Amillepora02641,-0.0624726719952006
Amillepora23439,0.07800612685587628
Amillepora16646,0.05619387982454929
Amillepora22554,-0.11697641324517419
Amillepora19099,0.1391084130128262
Amillepora06681,0.02263511752818203
Amillepora29188,0.2108965266203028
Amillepora12886,0.5887636262701336
Amillepora10189,-0.403458624878825
Amillepora04445,0.0038749704698372604
Amillepora21204,-0.10800783555928103
Amillepora19283,-0.2197980626569248
Amillepora11720,-0.43125105162563715
Amillepora04166,0.5111321214945664
Amillepora23660,0.6645954579064639
Amillepora03520,0.05714461034561467
Amillepora28858,0.17426629383216483
Amillepora15342,0.5936781553167504
Amillepora23659,0.7427336774584541
Amillepora21110,-0.02257545246938048
Amillepora18782,-0.21546554851546115
Amillepora05887,-0.024104399885577842
Amillepora25288,-0.02734537877560493
Amillepora31647,0.6344021424700971
Amillepora15102,-0.2747462008074404
Amillepora23403,0.33685899472976144
Amillepora29804,-0.046671544802594556
Amillepora05890,-0.08171623738665483
Amillepora35350,0.5667935488182874
Amillepora07477,-0.20621010797622116
Amillepora23102,-0.00629746202577292
Amillepora19289,0.11561766473843882
Amillepora11129,0.6884890080508803
Amillepora02569,-0.2345591175903577
Amillepora03058,-0.4221221126492988
Amillepora00475,-0.15798702601256392
Amillepora10851,-0.03211283426077996
Amillepora18319,0.5045029798048923
Amillepora26932,-0.2160868264362015
Amillepora02729,-0.19779065266440676
Amillepora10188,-0.1279943361717531
Amillepora29822,-0.023125056366920235
Amillepora13087,-0.09296567392853519
Amillepora09142,-0.11191053861935724
Amillepora23531,0.014328860122640123
Amillepora05023,-0.1018716649822449
Amillepora06957,-0.15420001634680913
Amillepora29570,-0.10499492751067573
Amillepora36517,-0.02189013870167869
Amillepora06577,0.47942403688235147
Amillepora13786,-0.0044557485861211055
Amillepora08200,-0.03275071487875094
Amillepora14840,-0.3026831222212689
Amillepora00652,-0.004470365435162937
Amillepora16893,-0.050987862014604576
Amillepora29112,0.025747868492192603
Amillepora02356,0.019552025806984043
Amillepora22668,-0.38343691881367703
Amillepora09063,0.08492987099035079
Amillepora09624,-0.3620861555249936
Amillepora15382,0.09780932276636298
Amillepora21884,-0.5647658661037269
Amillepora25725,-0.038550112920976876
Amillepora21018,0.0021699939517338023
Amillepora06737,0.7471533121660675
Amillepora24681,-0.23741439073793574
Amillepora01227,-0.4279792440317525
Amillepora12645,-0.3055590379958533
Amillepora03080,0.5510058030572604
Amillepora12491,0.5816051675833626
Amillepora16647,0.12488646075074944
Amillepora15439,-0.0313755289338746
Amillepora05751,0.24217895068123577
Amillepora16307,0.43402311419790385
Amillepora04594,-0.21193754514691182
Amillepora36551,-0.00321647332645514
Amillepora30186,0.4602845347533257
Amillepora10759,-0.18276889675425634
Amillepora38079,0.03428012015187193
Amillepora21375,0.10214452102864958
Amillepora06910,-0.004098237017693601
Amillepora12565,-0.4996778602975348
Amillepora03924,0.6127593398373421
Amillepora32571,0.23714799774993417
Amillepora13473,-0.10672489298150832
Amillepora08627,0.37163440733735265
Amillepora18871,-0.24872172050902774
Amillepora20961,-0.23461804658825713
Amillepora23729,-0.02229300549463046
Amillepora05805,0.0296855220592546
Amillepora23564,0.02392821661175805
Amillepora11723,-0.10185255913401774
Amillepora34868,-0.3553101989467129
Amillepora08260,-0.17989829850540007
Amillepora26674,-0.06234987403734474
Amillepora24787,-0.40855510838037457
Amillepora05949,0.045353931830810455
Amillepora24610,-0.2729610078933003
Amillepora37827,0.04809813275650762
Amillepora06390,-0.045169679112070676
Amillepora17950,-0.5763622621763106
Amillepora15259,-0.007677503165232158
Amillepora12459,0.06891452899416378
Amillepora29190,0.4284591196110444
Amillepora13354,-0.18759913261429795
Amillepora13489,-0.1111142507366299
Amillepora14117,-0.342351073443119
Amillepora26987,-0.2635048706192917
Amillepora16102,0.043544636445792324
Amillepora31270,0.2696971011635083
Amillepora06936,-0.047352095662169046
Amillepora00844,-0.07737896852396803
Amillepora10019,-0.05927603343336585
Amillepora25304,0.24485487639059414
Amillepora17933,-0.36387381391546786
Amillepora15326,-0.45950665872699326
Amillepora33761,0.03539609769799863
Amillepora16066,-0.08685405657944412
Amillepora06389,0.4561675315480364
Amillepora24504,0.2508645954336242
Amillepora08407,0.7223392502080042
Amillepora34660,0.06862478977781443
Amillepora19307,0.10055502809188085
Amillepora13331,-0.15614466220343437
Amillepora06331,0.5621924972176844
Amillepora23096,0.7143146679664709
Amillepora09213,0.013909229993908699
Amillepora17088,0.37047677456962136
Amillepora11970,0.02120786384576031
Amillepora25576,-0.19361304929658063
Amillepora07698,-0.22231382899571714
Amillepora00008,0.02292243642272558
Amillepora04555,0.25568729380615524
Amillepora03147,-0.06430787738608845
Amillepora03047,-0.43947720629977727
Amillepora23968,-1.310209987303787e-5
Amillepora33313,-0.19303533181300703
Amillepora01747,-0.04175509539672766
Amillepora16514,0.7165348639575793
Amillepora07628,-0.16451821159745805
Amillepora33495,0.06728575375825915
Amillepora18418,0.3434568010478868
Amillepora08188,-0.11438306619230525
Amillepora37139,0.11401775583908773
Amillepora26174,-0.5091203493914913
Amillepora01446,-0.609877013285756
Amillepora34290,-0.1761032811463827
Amillepora35669,0.021378395160632932
Amillepora36588,0.1228419224816013
Amillepora10448,-0.34693004277560896
Amillepora03084,0.3664997967987399
Amillepora19779,0.0212181592540882
Amillepora06296,0.12700573309072652
Amillepora01772,0.2567638485680562
Amillepora06380,-0.023101717248861495
Amillepora00726,0.08952467619129259
Amillepora26077,-0.32825242808144134
Amillepora02567,-0.3887154540194662
Amillepora17781,0.6030056664472522
Amillepora27226,0.01503734703105074
Amillepora04595,-0.21500227327726032
Amillepora32825,0.041788660361247884
Amillepora05454,0.6609671915682078
Amillepora35533,-0.4672570664441602
Amillepora10465,0.41917092861941824
Amillepora14752,0.44456776387978125
Amillepora23016,-0.009933909873213336
Amillepora19738,0.10447032053043456
Amillepora12296,-0.2083811014108916
Amillepora06071,-0.2654699160030173
Amillepora05673,-0.17896712571969342
Amillepora17937,-0.4053112132980811
Amillepora14540,0.15516456364253683
Amillepora03094,0.19719747969356521
Amillepora06248,-0.2288019856920352
Amillepora31179,0.0924060202774209
Amillepora32573,-0.08961841573905888
Amillepora30328,-0.10049187204138463
Amillepora04470,0.002677341485778327
Amillepora20691,0.05578682858622625
Amillepora29490,0.3690931658073063
Amillepora25245,-0.016529228785268524
Amillepora09001,-0.3325570045617636
Amillepora28533,-0.08363445561710273
Amillepora29050,0.08277794974099631
Amillepora14061,0.4776927726014298
Amillepora16427,-0.047412520907494524
Amillepora09951,0.3313427391877981
Amillepora06683,0.04789103173425943
Amillepora32622,0.13404921482218882
Amillepora33069,0.002348633675384333
Amillepora05096,0.08191979773807417
Amillepora16036,-0.22995622326257184
Amillepora20865,0.4153947664810027
Amillepora22401,0.38964821209485806
Amillepora35718,0.021084112952812196
Amillepora37029,0.061295884084120296
Amillepora01079,-0.4599254013656462
Amillepora03541,0.23099016040074005
Amillepora12755,-0.09511013004076892
Amillepora30486,-0.04307398789560519
Amillepora26941,0.4697223345011388
Amillepora01317,0.08986595286688087
Amillepora08909,0.6859452741613686
Amillepora29323,-0.05823252170099072
Amillepora22669,0.30989867791210424
Amillepora11963,-0.0857674195951913
Amillepora25522,-0.06825581948148624
Amillepora25299,0.636846116998354
Amillepora00109,0.08865820549291359
Amillepora07137,-0.07003262455002496
Amillepora19344,-0.001977991975303642
Amillepora31857,-0.14569718577010096
Amillepora06911,0.5809418557917516
Amillepora08230,-0.07117998648714935
Amillepora19982,-0.31046233256836225
Amillepora04018,0.11294348658325648
Amillepora37704,0.12432643889386369
Amillepora09923,0.7069699983499611
Amillepora29554,-0.13735167136063176
Amillepora02878,-0.21624351020698906
Amillepora14417,-0.04114383273589323
Amillepora34975,-0.09356157055540457
Amillepora04422,-0.5395274521964274
Amillepora16974,0.3865563977389751
Amillepora29477,0.3884458705843496
Amillepora25741,-0.37751313603499254
Amillepora02524,-0.387340800912694
Amillepora27725,0.43079398116195455
Amillepora27728,0.02350567148409793
Amillepora05932,-0.3689679248355368
Amillepora16666,-0.09654797962110548
Amillepora26777,-0.5060641106665451
Amillepora02987,-0.3870305781340876
Amillepora05667,-0.027905215340875353
Amillepora29192,0.22534258010165217
Amillepora29213,-0.23635267823181016
Amillepora25386,-0.21890256924458948
Amillepora22092,-0.08974336142576175
Amillepora12986,-0.2917210975658957
Amillepora12421,0.11317864811087534
Amillepora24163,0.07499482900373639
Amillepora35670,0.04485110659143867
Amillepora23404,0.32336795622647885
Amillepora35621,-0.08668838467900337
Amillepora37572,0.005457338677348649
Amillepora16654,-0.21765546288023657
Amillepora05665,-0.026619928926198994
Amillepora23556,-0.08091589255459009
Amillepora23231,-0.4910528668562519
Amillepora20960,-0.20832653821171715
Amillepora22688,0.01026698155092965
Amillepora18146,0.4960458996127212
Amillepora08042,0.07349711384137828
Amillepora06598,0.007451993018478768
Amillepora10747,-0.0014722222021826426
Amillepora03112,-0.04843322448213942
Amillepora06392,-0.03846213008318758
Amillepora03745,-0.0576789442246233
Amillepora19252,-0.35246447308168294
Amillepora01480,0.612623037873241
Amillepora00971,0.054494755473213745
Amillepora15446,-0.02263671743340507
Amillepora01318,-0.04339701270730128
Amillepora08721,-0.08206638707964742
Amillepora21372,0.015042274937703388
Amillepora26172,-0.48458819541505094
Amillepora10593,0.028966874913721793
Amillepora18142,0.2830674785911198
Amillepora25046,0.040031770646459755
Amillepora06888,-0.019287621680884534
Amillepora03132,-0.06105367374763093
Amillepora34304,0.13512721920698062
Amillepora24864,0.38934595883117984
Amillepora11907,0.03688781363724623
Amillepora09952,0.7502268551317882
Amillepora12641,-0.1308247846892543
Amillepora10666,-0.2127273338852795
Amillepora37213,-0.018762945362272115
Amillepora17911,0.14973067331779352
Amillepora11113,-0.10636285653154663
Amillepora05759,0.22393742544317466
Amillepora08189,-0.14579915137052496
Amillepora12533,-0.006060294919810445
