gene,contribution
Amillepora00033,7.539682673287815e-5
Amillepora00043,4.3023480093469216e-5
Amillepora00037,2.6874439374438807e-5
Amillepora00044,2.2950178080511507e-5
Amillepora00038,1.1287051286797023e-5
Amillepora00039,7.861739950118876e-6
Amillepora00046,8.121798156713447e-7
Amillepora00045,8.34560340253587e-5
Amillepora00048,2.5903768680996268e-5
Amillepora00047,3.550842597772455e-5
Amillepora00052,1.3794104426552773e-5
Amillepora00055,2.723330037976524e-7
Amillepora00049,1.3420098426506102e-6
Amillepora00051,8.446892079500996e-6
Amillepora00066,2.0678935414394012e-5
Amillepora00059,1.4466968091808336e-7
Amillepora00056,1.3964745068833958e-6
Amillepora00067,4.39602131110127e-5
Amillepora00060,1.310151018360935e-7
Amillepora00057,2.3250397262404805e-5
Amillepora00064,4.62223991777345e-7
Amillepora00065,7.532596502204376e-7
Amillepora00058,7.999496371175897e-5
Amillepora00063,1.2256642937176113e-5
Amillepora00076,2.282617374370015e-5
Amillepora00074,1.9249621899480137e-5
Amillepora00069,7.678122745647771e-5
Amillepora00071,7.368394832577616e-5
Amillepora00070,1.167255016468337e-4
Amillepora00075,8.490652592467977e-7
Amillepora00072,3.5185189893234218e-6
Amillepora00087,2.2403126424741727e-5
Amillepora00079,2.481656656844456e-5
Amillepora00086,1.1952581635257556e-5
Amillepora00077,2.5213375222872962e-5
Amillepora00083,3.0819306692325075e-4
Amillepora00090,1.8799087532113764e-4
Amillepora00092,1.242483900737524e-6
Amillepora00088,3.297102232264596e-5
Amillepora00098,1.7972802755903323e-5
Amillepora00094,5.426095261015738e-5
Amillepora00096,6.44754915918414e-5
Amillepora00091,2.897363266231766e-5
Amillepora00095,7.38052373805106e-5
Amillepora00097,1.945521902257486e-6
Amillepora00093,2.472576287391971e-7
Amillepora00099,1.5558638964923365e-4
Amillepora00100,1.3215127436759144e-6
Amillepora00109,1.6629098694367943e-6
Amillepora00110,8.214394227076348e-5
Amillepora00104,4.234547677531507e-5
Amillepora00105,4.2366145296204613e-5
Amillepora00108,2.7078503890030467e-5
Amillepora00111,3.231811322769304e-5
Amillepora00119,7.8515916519718e-5
Amillepora00116,1.8459799679811496e-5
Amillepora00114,9.822864065439859e-7
Amillepora00113,6.512632816459467e-5
Amillepora00118,1.8977860741983657e-5
Amillepora00115,4.834636312734734e-5
Amillepora00120,1.3710751411244066e-7
Amillepora00124,3.31330257385544e-5
Amillepora00126,8.274970152553682e-6
Amillepora00122,5.64747442604765e-5
Amillepora00129,2.488511810959262e-6
Amillepora00128,3.2411065117080245e-5
Amillepora00127,2.0935716511675013e-5
Amillepora00136,4.4280619696025766e-5
Amillepora00138,2.4502462345522992e-5
Amillepora00135,3.9016359633395537e-4
Amillepora00132,4.467146813975602e-8
Amillepora00131,9.940790681039592e-5
Amillepora00134,1.724302861767686e-5
Amillepora00137,4.197957431437514e-5
Amillepora00146,2.6245445723262668e-5
Amillepora00144,6.9256952602793385e-6
Amillepora00141,3.8567326561713176e-5
Amillepora00140,7.216186273621065e-6
Amillepora00145,1.4636499588995368e-5
Amillepora00143,2.7087858906657247e-5
Amillepora00148,3.560442004703833e-5
Amillepora00155,4.276112010985331e-5
Amillepora00150,9.348844482464501e-6
Amillepora00160,4.730981879916735e-7
Amillepora00154,1.1048104224987962e-6
Amillepora00151,1.811874232681995e-4
Amillepora00147,7.47946626347366e-7
Amillepora00153,2.9682882302799384e-6
Amillepora00156,1.6376620384890147e-4
Amillepora00152,7.251989010643867e-5
Amillepora00165,9.099058293876849e-7
Amillepora00164,1.3832045489081449e-5
Amillepora00161,2.3225863136442787e-5
Amillepora00162,2.1424689337368396e-5
Amillepora00166,7.135240559167386e-5
Amillepora00163,6.293224519680143e-6
Amillepora00173,1.0486496559318125e-5
Amillepora00169,8.706438393136481e-5
Amillepora00167,2.682279713883692e-5
Amillepora00172,3.031969843953343e-4
Amillepora00168,4.35944853776274e-5
Amillepora00171,7.920744324998713e-6
Amillepora00170,4.7365833229444646e-6
Amillepora00177,1.1223849851409683e-5
Amillepora00176,1.6741085531877243e-6
Amillepora00179,6.051985883041259e-6
Amillepora00174,5.43687059525551e-6
Amillepora00178,5.030399408237282e-7
Amillepora00175,2.373606796422108e-7
Amillepora00184,8.462560364189732e-7
Amillepora00180,9.457742827492498e-7
Amillepora00189,1.917640448459342e-4
Amillepora00192,6.010575736408871e-5
Amillepora00190,8.181935623064269e-5
Amillepora00193,1.3783250238267908e-4
Amillepora00196,4.577690644995383e-5
Amillepora00226,3.1266837172436275e-5
Amillepora00224,3.366501676829144e-6
Amillepora00197,3.5420268326972316e-7
Amillepora00225,1.7494676231836626e-5
Amillepora00198,4.242290366707628e-6
Amillepora00199,1.6694858489766526e-5
Amillepora00230,2.883764562776637e-4
Amillepora00231,1.1080575372969976e-5
Amillepora00227,3.1991018573224704e-4
Amillepora00232,1.6092407411996427e-5
Amillepora00237,1.9406006531910822e-4
Amillepora00235,4.7148407639155636e-5
Amillepora00243,1.926634442473665e-4
Amillepora00247,1.415284609777442e-5
Amillepora00263,6.00800099950973e-6
Amillepora00256,1.0561664958140395e-4
Amillepora00271,6.38253538932067e-5
Amillepora00269,2.9839423052010615e-5
Amillepora00266,1.6204995733985974e-6
Amillepora00273,1.5868569317490117e-6
Amillepora00265,5.783083643557413e-6
Amillepora00264,2.653799764731084e-4
Amillepora00262,4.701106495518691e-5
Amillepora00272,1.982550676594114e-5
Amillepora00270,6.202745995297929e-6
Amillepora00260,1.3449909146003177e-5
Amillepora00258,4.0447291513759334e-5
Amillepora00274,2.9816214478150087e-6
Amillepora00275,2.809899378549368e-5
Amillepora00276,3.594722479698739e-7
Amillepora00259,1.297919692428118e-4
Amillepora00282,9.308517577181554e-5
Amillepora00284,1.829861386166734e-6
Amillepora00283,3.510485598504088e-4
Amillepora00277,4.542280052295175e-6
Amillepora00278,1.3709998622645041e-5
Amillepora00286,2.2559771158896687e-5
Amillepora00290,7.004165223353491e-5
Amillepora00288,7.5695128548097435e-6
Amillepora00285,5.611913710643242e-7
Amillepora00289,2.0077712499600312e-6
Amillepora00294,1.623782520677764e-4
Amillepora00297,1.281550715304782e-6
Amillepora00292,4.973776567194434e-5
Amillepora00296,1.2729719166726992e-5
Amillepora00300,1.1163120151338103e-7
Amillepora00299,6.996639738353984e-6
Amillepora00291,6.517725917131424e-5
Amillepora00302,5.031321300069634e-7
Amillepora00301,3.648944064663338e-6
Amillepora00308,6.007026798981839e-7
Amillepora00307,1.590861645603965e-5
Amillepora00305,1.2696332632333456e-5
Amillepora00306,6.395059509485555e-5
Amillepora00311,4.651528354697724e-5
Amillepora00309,2.985643176208675e-5
Amillepora00312,5.4305707529684224e-5
Amillepora00321,7.32663007068442e-5
Amillepora00323,2.905851234550507e-5
Amillepora00313,3.0434992698710408e-5
Amillepora00318,5.133986570743284e-5
Amillepora00315,7.653783494762176e-6
Amillepora00316,1.1000816215753619e-4
Amillepora00314,3.118520481479643e-9
Amillepora00320,1.9972126774651188e-6
Amillepora00317,2.137057987997496e-5
Amillepora00327,1.2475405866400915e-4
Amillepora00329,2.6099161581035406e-6
Amillepora00324,1.1385846998624518e-6
Amillepora00330,9.867574900819694e-9
Amillepora00334,3.2549804458105324e-5
Amillepora00338,1.2405047711985887e-4
Amillepora00332,6.281227762275564e-7
Amillepora00331,6.119571554994513e-6
Amillepora00337,5.5792736351134077e-5
Amillepora00340,2.2169186724674373e-7
Amillepora00339,8.270166539191983e-6
Amillepora00341,2.101004874936582e-5
Amillepora00362,8.457022074204981e-5
Amillepora00356,2.949178363778593e-8
Amillepora00355,1.6870283430888926e-6
Amillepora00364,6.9920262378141e-5
Amillepora00383,1.6860067254263983e-8
Amillepora00394,7.413467292927473e-5
Amillepora00391,5.9576385083033596e-5
Amillepora00395,4.096282418758728e-5
Amillepora00399,8.33587781413879e-5
Amillepora00402,4.8072435023370854e-4
Amillepora00411,5.6192067432779445e-6
Amillepora00406,5.2636706622106486e-5
Amillepora00419,1.3803123106161583e-5
Amillepora00426,1.256830446526756e-5
Amillepora00422,3.13165005402916e-6
Amillepora00427,5.418758933859814e-6
Amillepora00421,4.405334729861189e-6
Amillepora00425,4.652983250226884e-6
Amillepora00431,5.8646965118895105e-6
Amillepora00428,3.802126724293288e-6
Amillepora00434,1.01843536392321e-4
Amillepora00444,1.3912048378126197e-5
Amillepora00433,1.3982410351956629e-5
Amillepora00436,7.944099755170922e-5
Amillepora00435,2.1380530081244837e-5
Amillepora00438,6.635722319578193e-5
Amillepora00445,2.3221339393179227e-5
Amillepora00441,3.4659760635072764e-7
Amillepora00443,8.979570311272632e-6
Amillepora00440,1.2299603646504424e-5
Amillepora00450,3.598961050248272e-6
Amillepora00452,3.853476460241741e-6
Amillepora00446,1.6747921777177257e-4
Amillepora00447,3.343864814824695e-6
Amillepora00451,9.115702751856926e-6
Amillepora00457,7.05597499036188e-6
Amillepora00459,5.647318486568038e-5
Amillepora00458,4.7654608007007156e-5
Amillepora00454,2.2267408215293927e-5
Amillepora00461,2.5778516984403546e-5
Amillepora00466,8.274370160060338e-5
Amillepora00468,8.101661062893945e-5
Amillepora00471,3.7077694352684607e-5
Amillepora00469,5.562935583595293e-6
Amillepora00472,2.6933417007662845e-5
Amillepora00490,6.428038587432623e-6
Amillepora00478,2.011824029809876e-4
Amillepora00480,3.9299262665323003e-7
Amillepora00475,1.1210903639194251e-4
Amillepora00491,2.1444741392086324e-5
Amillepora00496,7.349645724318918e-8
Amillepora00498,6.200895322248302e-5
Amillepora00492,1.1589540226545908e-5
Amillepora00499,3.381691906902452e-5
Amillepora00502,1.0362839636887088e-6
Amillepora00501,3.4697317927031345e-6
Amillepora00510,2.7137898493739135e-5
Amillepora00512,8.586493777437645e-5
Amillepora00508,5.030447007127869e-5
Amillepora00511,2.6158655069987115e-5
Amillepora00509,7.996497282867945e-5
Amillepora00507,3.271997922521945e-6
Amillepora00515,1.1542069821047681e-4
Amillepora00518,2.938287177468964e-5
Amillepora00521,5.320254037047785e-7
Amillepora00519,1.528332895666044e-6
Amillepora00516,2.5831171581317026e-5
Amillepora00524,5.678763318336275e-9
Amillepora00514,2.851259660648898e-6
Amillepora00527,1.7974590498434263e-5
Amillepora00529,2.985129670032962e-7
Amillepora00528,6.241935755135218e-6
Amillepora00526,2.209528347739555e-4
Amillepora00535,4.371584560673265e-7
Amillepora00533,1.4447381388587118e-5
Amillepora00537,1.760406254778781e-5
Amillepora00551,3.730864413441081e-5
Amillepora00549,4.290057243087608e-5
Amillepora00546,3.595607777833908e-7
Amillepora00540,9.912301360650375e-5
Amillepora00542,4.086928204509851e-5
Amillepora00553,5.8002117839496534e-5
Amillepora00541,9.209252931268891e-7
Amillepora00544,2.5007390018318985e-5
Amillepora00545,2.6014527128914427e-5
Amillepora00555,3.47316537073801e-4
Amillepora00554,3.0668263859687613e-4
Amillepora00556,1.3252951885853406e-6
Amillepora00561,6.332257827098288e-5
Amillepora00560,1.9837188264212804e-4
Amillepora00562,2.500391637487995e-6
Amillepora00570,8.154053256734737e-7
Amillepora00564,2.0884368750232723e-5
Amillepora00576,1.8041202936555233e-4
Amillepora00566,7.355804185187922e-7
Amillepora00571,4.382375741209284e-6
Amillepora00569,4.078486349353447e-5
Amillepora00572,6.652104102147454e-5
Amillepora00568,2.474009999113257e-5
Amillepora00580,1.381277606909993e-4
Amillepora00579,1.136531468668219e-4
Amillepora00582,1.6115315175166108e-5
Amillepora00594,1.2931032843870556e-5
Amillepora00599,3.40024313514733e-5
Amillepora00609,6.75115484759013e-5
Amillepora00610,5.3637647412366535e-6
Amillepora00611,1.7923870174932477e-5
Amillepora00612,6.354308409414868e-6
Amillepora00613,9.198487893658216e-5
Amillepora00614,8.477467460663371e-5
Amillepora00615,1.6493454430376023e-4
Amillepora00633,4.222035883610231e-6
Amillepora00627,7.145577691974669e-5
Amillepora00617,7.680820428179001e-6
Amillepora00632,3.1041722418833874e-4
Amillepora00626,7.739117331847069e-5
Amillepora00618,1.677470648278467e-6
Amillepora00645,1.4040906890127458e-4
Amillepora00646,3.502324364836619e-5
Amillepora00644,1.2475523818944763e-8
Amillepora00647,1.8411505464403247e-5
Amillepora00635,2.375398202889139e-6
Amillepora00638,1.351042078960935e-7
Amillepora00642,2.1648654403224643e-5
Amillepora00649,2.2852973764536308e-5
Amillepora00648,8.102522121048216e-6
Amillepora00650,4.276987824349643e-6
Amillepora00651,5.5662474905200785e-6
Amillepora00652,3.398783498868313e-5
Amillepora00658,2.7486699575328174e-6
Amillepora00660,1.6763422169072678e-6
Amillepora00655,2.1153410647625357e-6
Amillepora00659,2.287680497480173e-9
Amillepora00657,1.6745834179808164e-8
Amillepora00665,2.633487797974623e-5
Amillepora00664,9.265637640431114e-6
Amillepora00662,1.9056401565410484e-8
Amillepora00663,5.328449833945693e-6
Amillepora00669,8.885492341553776e-6
Amillepora00671,2.291659806491506e-6
Amillepora00667,3.0942505839199015e-5
Amillepora00672,4.30933543619247e-6
Amillepora00670,8.179780781787034e-6
Amillepora00666,8.032523530647304e-6
Amillepora00668,9.706093799695597e-5
Amillepora00673,1.4817982918972339e-4
Amillepora00675,2.671735121477644e-4
Amillepora00676,1.0491241990766872e-5
Amillepora00680,2.599485723016038e-6
Amillepora00684,7.285513156467459e-7
Amillepora00681,5.6387304369138956e-5
Amillepora00689,1.4667450728622703e-5
Amillepora00688,1.3900126315760705e-5
Amillepora00691,2.250923145074908e-6
Amillepora00704,4.997205768987817e-5
Amillepora00700,1.3879820887584504e-6
Amillepora00705,1.6266088858409067e-6
Amillepora00710,2.8301896318639558e-5
Amillepora00711,1.6620987946280807e-7
Amillepora00721,1.419157663897292e-6
Amillepora00722,1.6638835328514445e-4
Amillepora00712,9.073987071560827e-5
Amillepora00723,4.448705974631821e-4
Amillepora00713,2.0951328192332468e-8
Amillepora00715,1.8298008583353302e-6
Amillepora00714,1.5859984699119843e-5
Amillepora00716,5.483663118422087e-6
Amillepora00725,9.489608945456285e-5
Amillepora00724,5.963117532360464e-7
Amillepora00726,1.5985505013381372e-4
Amillepora00729,1.2490825340311143e-6
Amillepora00728,5.912360779349609e-5
Amillepora00727,7.005130841521613e-6
Amillepora00731,9.289144197304749e-6
Amillepora00732,6.411562845101062e-5
Amillepora00734,5.876613852184713e-7
Amillepora00735,8.978515377847057e-6
Amillepora00736,2.3348168398443223e-6
Amillepora00740,2.1404302934534226e-6
Amillepora00737,1.442689254092932e-5
Amillepora00738,9.76546414798308e-6
Amillepora00753,1.8002223544742645e-6
Amillepora00743,5.882980077267986e-6
Amillepora00751,8.761750789090628e-6
Amillepora00748,3.304034275618455e-6
Amillepora00749,1.255016113099876e-5
Amillepora00752,2.1658799368020214e-5
Amillepora00750,4.7793814565357016e-8
Amillepora00747,3.2632350735147237e-9
Amillepora00755,2.5980213223589463e-6
Amillepora00758,3.6820119456095314e-6
Amillepora00754,3.2796293819262773e-7
Amillepora00757,6.850965396685138e-5
Amillepora00759,1.5159951054354692e-5
Amillepora00767,2.95234454952256e-4
Amillepora00762,2.8699516852749697e-5
Amillepora00768,9.41059615718801e-6
Amillepora00761,1.0190647364424959e-4
Amillepora00763,2.2395271302219793e-5
Amillepora00766,1.1553162535585154e-4
Amillepora00765,1.9670264706285147e-5
Amillepora00760,4.64975609602835e-7
Amillepora00773,5.175433622854884e-7
Amillepora00774,2.7886564600741472e-5
Amillepora00770,9.386977499421513e-5
Amillepora00769,8.142901849891786e-5
Amillepora00777,6.431915977342931e-6
Amillepora00779,2.7456107814756823e-5
Amillepora00780,8.010707184280088e-5
Amillepora00775,1.1835513223175934e-5
Amillepora00782,3.4435924012913315e-8
Amillepora00781,1.4478495926320721e-6
Amillepora00791,5.605215354223884e-6
Amillepora00789,7.492734162679113e-5
Amillepora00788,1.7549135150311407e-5
Amillepora00786,3.4900175328510272e-6
Amillepora00787,5.712770499159534e-6
Amillepora00790,1.0456306884239823e-6
Amillepora00784,3.919483538843278e-5
Amillepora00801,3.575439201324105e-5
Amillepora00794,6.437337071651696e-6
Amillepora00798,2.620386158589383e-4
Amillepora00805,9.481340189063163e-11
Amillepora00802,6.883412959584746e-6
Amillepora00803,1.9425242007918176e-5
Amillepora00827,2.4105287820857372e-4
Amillepora00828,2.4510502890660003e-7
Amillepora00831,2.8855256068229857e-5
Amillepora00829,1.7457263852277646e-8
Amillepora00825,1.1110465203045685e-7
Amillepora00837,2.4008811453015074e-7
Amillepora00834,1.846823920937231e-5
Amillepora00839,5.988315361025561e-6
Amillepora00840,1.8302996149701597e-6
Amillepora00833,1.2476322910584557e-6
Amillepora00841,1.462038012165879e-4
Amillepora00838,4.185533280198477e-8
Amillepora00836,3.691725599611367e-5
Amillepora00845,2.106229706275227e-5
Amillepora00846,1.8779963642895363e-5
Amillepora00844,1.5495195597578686e-6
Amillepora00854,7.592600354431234e-6
Amillepora00857,1.7431206953512841e-6
Amillepora00858,5.698426028965019e-5
Amillepora00850,8.043669815545211e-7
Amillepora00849,7.457942491461759e-5
Amillepora00852,1.86842189411419e-5
Amillepora00856,6.142007046339021e-7
Amillepora00853,1.268677339589474e-5
Amillepora00851,1.2855238560026764e-5
Amillepora00861,2.2371290320067593e-9
Amillepora00865,2.080847543838641e-5
Amillepora00867,5.121341153112375e-4
Amillepora00864,3.3980883411968845e-5
Amillepora00862,1.2332308202980634e-4
Amillepora00863,9.456971940400927e-6
Amillepora00859,2.693510700456269e-7
Amillepora00866,1.3340899500931794e-5
Amillepora00912,4.137329267781817e-6
Amillepora00915,8.998978656029489e-5
Amillepora00916,1.1361478069810864e-5
Amillepora00914,4.45779602744664e-5
Amillepora00911,1.8940425508397349e-6
Amillepora00917,6.4186300537270465e-9
Amillepora00919,1.3438899593227051e-5
Amillepora00921,2.6643916311862316e-5
Amillepora00926,4.215922330118111e-5
Amillepora00922,2.1548016643828384e-6
Amillepora00923,8.33043207870461e-5
Amillepora00924,1.1372725951176336e-4
Amillepora00925,3.0985247359195624e-7
Amillepora00938,3.2772081500232375e-5
Amillepora00935,2.1527587997391224e-5
Amillepora00930,2.9794440096832393e-6
Amillepora00929,2.5067233297864687e-6
Amillepora00937,2.4604968043855132e-5
Amillepora00932,2.8149405231401136e-5
Amillepora00936,1.3686019205005293e-4
Amillepora00931,1.3173628262990857e-5
Amillepora00934,3.6524849055809985e-6
Amillepora00940,4.202850441975669e-5
Amillepora00939,2.3040552873342763e-5
Amillepora00946,4.981966760572951e-7
Amillepora00947,2.503099000784368e-7
Amillepora00943,9.343074206513552e-6
Amillepora00944,2.127151581202834e-6
Amillepora00941,4.744240072456306e-5
Amillepora00951,3.250813783338409e-6
Amillepora00954,8.063400627238686e-10
Amillepora00952,2.374173575396302e-5
Amillepora00953,6.693845140526283e-6
Amillepora00948,2.7238493251993082e-5
Amillepora00950,8.549519215231259e-6
Amillepora00956,3.2651361215202595e-5
Amillepora00958,4.184701089953785e-6
Amillepora00955,8.216281162819161e-6
Amillepora00957,4.338101162444417e-6
Amillepora00964,2.118291141250336e-5
Amillepora00972,1.7508300328037107e-5
Amillepora00968,4.319774199944999e-5
Amillepora00969,1.3135036071738637e-4
Amillepora00965,1.3334398775465092e-5
Amillepora00970,3.481473791395144e-4
Amillepora00971,3.7304327529121196e-4
Amillepora00967,1.164132399419725e-5
Amillepora00966,8.573956458795601e-8
Amillepora00977,3.647701326970377e-5
Amillepora00974,1.2839497021764227e-5
Amillepora00979,7.548947550311015e-6
Amillepora00983,1.2617961319138993e-7
Amillepora00984,3.913704772467065e-6
Amillepora00981,2.5660700513635676e-5
Amillepora00973,3.041570223629528e-10
Amillepora00980,1.1852591290351562e-5
Amillepora00975,4.324735266384775e-5
Amillepora00976,5.908577826392358e-6
Amillepora00989,2.23453840108999e-6
Amillepora00987,2.5699802521218168e-6
Amillepora00996,2.7726964690203575e-7
Amillepora00993,2.602158972348673e-7
Amillepora00991,7.2077241341437e-5
Amillepora00990,3.899957762298544e-5
Amillepora00994,9.424817824719035e-6
Amillepora00985,8.249180000996984e-9
Amillepora00988,4.774014555264607e-4
Amillepora01006,3.8154521221046664e-5
Amillepora01000,6.229357732832622e-6
Amillepora00998,1.0321919519838747e-6
Amillepora01007,4.397236063441064e-7
Amillepora01003,9.746043856073659e-5
Amillepora01002,4.145604324948639e-6
Amillepora01011,9.143424524206006e-6
Amillepora01009,2.5680542913793513e-8
Amillepora01012,3.1332559039145766e-7
Amillepora01010,8.350517922593849e-5
Amillepora01018,4.970657573631496e-5
Amillepora01014,9.14136632127184e-5
Amillepora01013,2.492566261449613e-7
Amillepora01017,2.547923239013428e-5
Amillepora01015,6.098679483358979e-7
Amillepora01020,1.2771641800439425e-5
Amillepora01019,1.299194005894908e-4
Amillepora01021,1.316214944591296e-4
Amillepora01022,3.0800085519257464e-5
Amillepora01016,4.506679239678322e-5
Amillepora01024,4.006503462490504e-5
Amillepora01025,6.381075341883763e-6
Amillepora01031,5.209749190697538e-6
Amillepora01030,1.0824170264804497e-4
Amillepora01026,1.6758864024061124e-5
Amillepora01027,1.2075284876692105e-5
Amillepora01039,6.31354634505712e-6
Amillepora01040,9.808923129094353e-6
Amillepora01041,4.0741529532681425e-5
Amillepora01032,1.1218908073074934e-4
Amillepora01037,1.4247179342345793e-4
Amillepora01038,3.564734456398946e-4
Amillepora01048,2.522858105070534e-5
Amillepora01047,4.96949668095366e-5
Amillepora01050,2.00278694653586e-5
Amillepora01043,6.044675936393009e-5
Amillepora01044,1.1527258314144555e-5
Amillepora01049,2.28232054031728e-6
Amillepora01052,3.648076564966623e-5
Amillepora01054,4.484811667933283e-5
Amillepora01059,2.0194956189582513e-8
Amillepora01057,8.69998003108619e-6
Amillepora01061,4.41820945796713e-5
Amillepora01063,1.480161573192473e-6
Amillepora01062,3.2094695260786264e-11
Amillepora01066,4.909679429510471e-6
Amillepora01064,3.0163060314959253e-7
Amillepora01065,1.211396096321943e-5
Amillepora01067,1.6938916415463317e-5
Amillepora01068,3.5753932707862416e-5
Amillepora01075,1.5846577160257117e-4
Amillepora01077,6.007873507905833e-8
Amillepora01070,4.251293966319189e-6
Amillepora01071,6.257508862228033e-5
Amillepora01072,7.704727280307215e-5
Amillepora01084,5.6542049723283776e-6
Amillepora01081,3.829180769979381e-6
Amillepora01079,2.2289916081985085e-4
Amillepora01078,3.126886217328171e-4
Amillepora01082,1.4905728894504873e-4
Amillepora01091,1.0516249000000453e-4
Amillepora01093,5.03978625936518e-5
Amillepora01089,2.986488250608508e-6
Amillepora01087,8.306847489258531e-6
Amillepora01086,4.0964950420089964e-6
Amillepora01090,2.4961924037122755e-5
Amillepora01092,1.930776973123073e-8
Amillepora01094,5.148938192821768e-6
Amillepora01098,3.18372087638446e-5
Amillepora01095,1.6453198809211162e-5
Amillepora01103,6.933790294667493e-4
Amillepora01099,3.330603523434647e-6
Amillepora01102,4.212347263849077e-6
Amillepora01096,2.4530000387630287e-4
Amillepora01097,3.432308557459428e-6
Amillepora01100,1.397585371855599e-4
Amillepora01101,5.199882764970601e-6
Amillepora01107,3.109566076779077e-5
Amillepora01106,3.81643582372561e-6
Amillepora01108,1.1188562390726459e-5
Amillepora01109,1.6198165105169384e-5
Amillepora01105,2.9795728569274775e-9
Amillepora01120,4.833938157189598e-5
Amillepora01116,5.857927720356094e-6
Amillepora01122,1.46546642540377e-6
Amillepora01121,2.2040636446361912e-6
Amillepora01115,6.745228922030826e-9
Amillepora01118,1.2671757930152577e-5
Amillepora01119,2.1801761637646716e-4
Amillepora01111,6.166859732969324e-6
Amillepora01131,2.070304300740789e-6
Amillepora01133,8.342827331786676e-6
Amillepora01125,3.2998072148268984e-6
Amillepora01134,2.2937203428986497e-5
Amillepora01129,1.270724635164953e-4
Amillepora01132,5.559808577027596e-6
Amillepora01130,1.1105686718576257e-6
Amillepora01127,4.429191812628933e-5
Amillepora01128,4.31965745475757e-5
Amillepora01123,7.38994989202487e-5
Amillepora01124,1.299653607679358e-5
Amillepora01141,9.648051021175277e-5
Amillepora01143,4.729239684668103e-7
Amillepora01138,2.602524993671043e-5
Amillepora01140,2.4361206169877333e-5
Amillepora01137,2.1356626854661774e-7
Amillepora01136,3.5324567902359705e-6
Amillepora01135,3.089086729857635e-6
Amillepora01153,1.1112313468139475e-4
Amillepora01149,9.52120087831499e-5
Amillepora01152,3.0999497094254007e-6
Amillepora01150,5.062515794625109e-10
Amillepora01142,1.1618533287658317e-7
Amillepora01154,2.0310130529271562e-5
Amillepora01144,1.1634427748977548e-4
Amillepora01145,4.12907097675443e-6
Amillepora01146,1.2049219937010137e-8
Amillepora01147,7.02482891233324e-5
Amillepora01155,2.2929979029257868e-5
Amillepora01157,5.6675617606915054e-5
Amillepora01165,1.6234034234723686e-5
Amillepora01169,1.0538116335391331e-4
Amillepora01164,1.5375989108704487e-4
Amillepora01167,6.026441338812044e-5
Amillepora01158,1.9253793948947937e-5
Amillepora01162,1.2142894531827055e-5
Amillepora01160,4.121289184798776e-5
Amillepora01163,1.3646290710143294e-7
Amillepora01161,1.570902661053012e-5
Amillepora01177,1.4521099652462058e-4
Amillepora01174,5.67458189989195e-7
Amillepora01173,1.9895375278653847e-5
Amillepora01172,2.394679261468901e-5
Amillepora01171,7.00335353113553e-5
Amillepora01175,7.671311071133074e-6
Amillepora01176,1.6828612543614234e-4
Amillepora01180,1.1441084971733134e-5
Amillepora01182,3.470443676537436e-5
Amillepora01181,9.306021201368334e-6
Amillepora01185,7.882860032133694e-5
Amillepora01183,1.4677250076360624e-4
Amillepora01197,7.933238990797588e-5
Amillepora01188,1.0687096810765973e-5
Amillepora01191,8.717505392938033e-5
Amillepora01196,7.920713368052111e-5
Amillepora01192,6.616084361051671e-6
Amillepora01194,6.61441711547258e-6
Amillepora01201,1.3598046918421884e-6
Amillepora01199,1.36275722154697e-4
Amillepora01202,1.1439785317547302e-6
Amillepora01198,3.355215614769512e-5
Amillepora01200,2.2995456561537887e-5
Amillepora01206,1.0062250878012124e-4
Amillepora01207,1.197997539364178e-4
Amillepora01208,9.660236137842585e-5
Amillepora01210,8.885671335028962e-6
Amillepora01212,2.577960720407998e-6
Amillepora01205,8.299454449650149e-6
Amillepora01211,1.4974575620875837e-5
Amillepora01209,3.4227319215628995e-6
Amillepora01204,9.630683806781566e-7
Amillepora01213,4.122981328271181e-7
Amillepora01217,6.420212371658314e-6
Amillepora01214,1.207534535516308e-5
Amillepora01216,1.2435140949535101e-5
Amillepora01215,1.585525603013136e-4
Amillepora01226,7.961979461566012e-5
Amillepora01224,8.340387545272125e-8
Amillepora01227,1.263038243162258e-6
Amillepora01230,1.3734635823199304e-8
Amillepora01228,1.375247704376905e-4
Amillepora01221,2.5035871751794064e-10
Amillepora01231,2.4965792508371972e-5
Amillepora01225,5.110834963523709e-7
Amillepora01229,1.4887654120131702e-5
Amillepora01220,8.805538758062158e-6
Amillepora01244,6.282282628556287e-5
Amillepora01232,4.736970641703227e-5
Amillepora01235,1.706633996632259e-6
Amillepora01241,1.0096639943926599e-4
Amillepora01255,9.17921228357957e-6
Amillepora01243,1.537521930676719e-5
Amillepora01237,5.3066288399253856e-5
Amillepora01240,1.5018619335086696e-5
Amillepora01253,2.386979352039555e-6
Amillepora01246,2.01339912162362e-6
Amillepora01242,5.241930993881319e-5
Amillepora01249,8.507195184011531e-5
Amillepora01245,1.1038119278988447e-5
Amillepora01239,3.463787616801391e-5
Amillepora01266,8.073422687355187e-6
Amillepora01261,1.7566346537915892e-6
Amillepora01258,1.158957489148903e-4
Amillepora01257,2.4420665451448604e-5
Amillepora01260,5.024188488583065e-5
Amillepora01259,7.4201268678935466e-6
Amillepora01263,5.469903995005035e-6
Amillepora01267,2.8279348806409762e-5
Amillepora01268,3.458378987634771e-7
Amillepora01273,4.843713287502399e-6
Amillepora01272,1.4599291443933367e-5
