gene,contribution
Amillepora11121,2.8946435342991315e-5
Amillepora11118,8.584012257064766e-7
Amillepora11120,1.0372938769394935e-5
Amillepora11126,2.3262118178511765e-6
Amillepora11124,2.2920779640839204e-6
Amillepora11123,1.2488400357314308e-4
Amillepora11125,7.000843156603534e-8
Amillepora11129,7.92278736362854e-5
Amillepora11127,1.9365841266579797e-5
Amillepora11128,4.99005122704899e-5
Amillepora11134,2.13621845543502e-6
Amillepora11131,8.500526294903625e-5
Amillepora11133,3.254832058051234e-5
Amillepora11130,2.7872388624607737e-9
Amillepora11132,5.292338935128403e-5
Amillepora11136,3.29419711127987e-5
Amillepora11137,2.7614121725061907e-6
Amillepora11139,3.4126259325638056e-5
Amillepora11142,6.670638389748789e-5
Amillepora11145,1.451360803685683e-6
Amillepora11141,4.022587537187924e-5
Amillepora11152,8.53832054762904e-5
Amillepora11150,5.746873539147647e-5
Amillepora11149,3.160028474410821e-5
Amillepora11154,3.1022661810007957e-6
Amillepora11159,1.0731605034669722e-4
Amillepora11173,4.583599541095626e-6
Amillepora11176,8.865564722971283e-6
Amillepora11175,2.0139863336106945e-5
Amillepora11181,1.466841565885819e-4
Amillepora11184,1.347814777598675e-4
Amillepora11186,4.81948346933038e-6
Amillepora11187,4.2778389952260345e-5
Amillepora11188,3.614168355078978e-6
Amillepora11185,1.5826185067524827e-4
Amillepora11194,2.5091191531252624e-6
Amillepora11191,3.61010470420203e-5
Amillepora11195,4.302447881750876e-5
Amillepora11201,5.451522956244259e-5
Amillepora11204,1.579898817784683e-5
Amillepora11206,3.4334085339107844e-5
Amillepora11216,1.4817961380858102e-4
Amillepora11221,1.237216745816948e-4
Amillepora11218,2.453564764001066e-5
Amillepora11209,4.646349789810331e-6
Amillepora11217,6.168791259452082e-5
Amillepora11214,1.9015071334920375e-4
Amillepora11211,3.5102591143119905e-5
Amillepora11215,7.714441342758271e-6
Amillepora11212,2.011227662427778e-7
Amillepora11229,1.7053015394218575e-4
Amillepora11227,6.614938893278533e-4
Amillepora11231,8.079691298930585e-7
Amillepora11228,8.219240175785581e-5
Amillepora11223,5.330449244192144e-5
Amillepora11232,4.082083520535372e-5
Amillepora11230,4.2589052926231713e-7
Amillepora11225,2.2264755983965434e-4
Amillepora11233,6.345258127825876e-5
Amillepora11239,5.240094420215848e-5
Amillepora11238,6.372158640483668e-5
Amillepora11235,4.972075802146612e-4
Amillepora11237,3.627211934628469e-5
Amillepora11241,1.8193097399771507e-6
Amillepora11240,1.8120285408672545e-6
Amillepora11242,1.6142578644870493e-5
Amillepora11245,2.81762011604873e-7
Amillepora11244,8.473736096705142e-6
Amillepora11246,1.1983821323890743e-5
Amillepora11250,2.177174689838627e-4
Amillepora11252,6.659769156454196e-5
Amillepora11256,5.355548675467289e-7
Amillepora11254,9.025135260438987e-6
Amillepora11257,2.7509817757856592e-5
Amillepora11255,8.092672271307393e-5
Amillepora11258,8.298696810438254e-6
Amillepora11259,1.0649660547959118e-4
Amillepora11262,4.442967822516514e-6
Amillepora11267,7.548856732601401e-4
Amillepora11264,3.885681618993923e-10
Amillepora11265,6.927525924607394e-5
Amillepora11260,9.922549730275303e-7
Amillepora11266,3.4760383423415494e-5
Amillepora11281,5.8462897299307754e-6
Amillepora11271,3.364578922135484e-5
Amillepora11278,8.367951219969297e-7
Amillepora11276,8.921153420356475e-5
Amillepora11273,1.5204564313954052e-4
Amillepora11275,3.2384908120699306e-5
Amillepora11272,1.4344954941401518e-5
Amillepora11277,2.920480464242826e-5
Amillepora11268,3.1643435271758234e-5
Amillepora11282,1.1657709306593595e-5
Amillepora11283,2.4549536904194865e-5
Amillepora11289,1.0813898830025064e-5
Amillepora11287,6.56131408597982e-5
Amillepora11284,7.904705673068627e-6
Amillepora11291,5.781830065637895e-5
Amillepora11295,2.1564928402663472e-5
Amillepora11293,3.099933485893436e-5
Amillepora11308,1.5335112336988443e-4
Amillepora11296,6.129870608088649e-6
Amillepora11299,7.811773193919298e-6
Amillepora11305,1.8153249379035928e-4
Amillepora11309,1.3683215664289362e-4
Amillepora11311,1.1851484058967943e-6
Amillepora11297,7.807006351719795e-5
Amillepora11298,6.007523870716586e-5
Amillepora11318,1.8941472413800523e-5
Amillepora11314,1.686209024520626e-4
Amillepora11315,1.264711638011805e-5
Amillepora11312,7.6480996438222e-6
Amillepora11319,1.8852298075937917e-5
Amillepora11317,4.753150748160814e-6
Amillepora11321,6.2345659049201585e-6
Amillepora11320,3.307329700487459e-6
Amillepora11324,1.8194768975618857e-6
Amillepora11327,6.365013182726335e-5
Amillepora11323,3.742242049389917e-5
Amillepora11333,3.534223671645774e-9
Amillepora11335,9.057973579654045e-5
Amillepora11334,2.2126723590434483e-5
Amillepora11328,6.941523949162736e-5
Amillepora11338,3.745725421986752e-5
Amillepora11346,4.9889497656025536e-5
Amillepora11337,6.746217216314894e-5
Amillepora11336,1.1016957870987238e-6
Amillepora11347,5.273614209040243e-6
Amillepora11353,1.2301340779691447e-5
Amillepora11349,2.7222825401238257e-10
Amillepora11356,4.11386070482282e-5
Amillepora11354,1.4948014077473047e-7
Amillepora11352,1.5205939023801178e-5
Amillepora11348,4.880526763082143e-6
Amillepora11357,2.9995317036039016e-5
Amillepora11366,1.710678103702993e-5
Amillepora11363,1.4735789989680335e-4
Amillepora11359,1.0458625887706052e-6
Amillepora11362,2.241010811589614e-6
Amillepora11368,2.836687118534833e-5
Amillepora11367,1.3277934636196222e-4
Amillepora11370,1.3155204284844983e-5
Amillepora11383,4.5212200750472276e-5
Amillepora11374,1.4163637502082063e-4
Amillepora11384,1.45697765317038e-5
Amillepora11377,1.5746855135639696e-5
Amillepora11381,1.564337877630938e-5
Amillepora11385,1.0136711946020942e-4
Amillepora11387,1.6978719050191377e-5
Amillepora11389,4.9797655326313394e-8
Amillepora11390,6.726517222395965e-6
Amillepora11399,9.237154947344613e-5
Amillepora11401,3.756401469313336e-6
Amillepora11392,1.8135456799178438e-5
Amillepora11394,2.3725265830045e-5
Amillepora11402,4.482679264495432e-5
Amillepora11408,2.2280269697348356e-4
Amillepora11415,2.7849854656421403e-5
Amillepora11414,2.796397535363365e-5
Amillepora11426,2.0613157834742723e-5
Amillepora11417,3.1510609946373368e-6
Amillepora11425,9.306667208623168e-6
Amillepora11424,5.8554817633551646e-5
Amillepora11434,5.351509480682575e-5
Amillepora11431,1.1273512798021154e-6
Amillepora11433,1.7391128171393168e-6
Amillepora11430,4.1888961114192305e-5
Amillepora11441,1.97036122928378e-4
Amillepora11443,2.9440869143384375e-5
Amillepora11450,1.1391425883502167e-5
Amillepora11459,1.1451370746831209e-4
Amillepora11456,3.499778603115188e-4
Amillepora11461,4.485273276397375e-5
Amillepora11457,5.652449108400649e-5
Amillepora11455,1.0341498279894882e-7
Amillepora11465,9.223909402401617e-6
Amillepora11483,1.3918065027270911e-5
Amillepora11489,8.513278325287897e-8
Amillepora11487,3.389911109993523e-6
Amillepora11495,2.8502187651328937e-5
Amillepora11505,1.4942050251592318e-6
Amillepora11510,1.1942603128906692e-4
Amillepora11506,3.657152896186511e-5
Amillepora11516,2.080893982889503e-9
Amillepora11526,5.533575089968677e-5
Amillepora11588,4.7399493727031276e-5
Amillepora11586,1.1428058137630675e-5
Amillepora11587,1.258315056111832e-4
Amillepora11589,9.225178491257447e-5
Amillepora11585,8.129876841918507e-6
Amillepora11597,6.893651405031775e-5
Amillepora11596,2.691070656857891e-4
Amillepora11593,3.102938017393827e-6
Amillepora11590,1.7114732873977904e-6
Amillepora11598,8.094853904204368e-5
Amillepora11599,7.456429426146629e-8
Amillepora11601,4.1299200097601756e-5
Amillepora11602,1.5732284113071168e-4
Amillepora11609,1.4636078407655364e-6
Amillepora11611,4.045373850914701e-5
Amillepora11616,9.076409402270476e-6
Amillepora11630,3.6798602364686264e-6
Amillepora11638,5.499360275758691e-6
Amillepora11653,3.643628946798098e-8
Amillepora11661,7.064482834243471e-6
Amillepora11662,6.59406607628137e-6
Amillepora11663,6.423524090975522e-6
Amillepora11669,3.8880624097962776e-5
Amillepora11672,5.122502439785997e-8
Amillepora11670,1.432381040177412e-5
Amillepora11671,1.5984692030623698e-6
Amillepora11676,4.7622868411868526e-7
Amillepora11684,1.0159598086778229e-4
Amillepora11682,2.3437452208715127e-8
Amillepora11679,4.098465188922403e-7
Amillepora11688,8.559692948234042e-5
Amillepora11699,2.8128878672094183e-5
Amillepora11700,8.816395999087786e-6
Amillepora11709,7.019450114351984e-5
Amillepora11707,1.0235374526037604e-4
Amillepora11720,5.710963618131501e-4
Amillepora11717,1.8447380347866492e-4
Amillepora11723,2.0053952860149827e-6
Amillepora11721,2.3504522683794096e-6
Amillepora11722,2.845112938916895e-7
Amillepora11731,5.315871692883231e-5
Amillepora11724,2.8149686121250697e-6
Amillepora11725,3.0447987440232623e-4
Amillepora11732,5.069248849967925e-5
Amillepora11727,1.5189000573356565e-4
Amillepora11728,5.232559267921085e-6
Amillepora11726,6.685327742580018e-5
Amillepora11733,8.829801626346023e-6
Amillepora11729,9.150510090559914e-7
Amillepora11749,8.716088629782499e-7
Amillepora11737,2.6575932236639608e-5
Amillepora11739,9.945191600527411e-6
Amillepora11740,7.318378112426901e-5
Amillepora11747,5.5919707710626355e-6
Amillepora11741,3.84763523275555e-6
Amillepora11742,2.3541095619278578e-5
Amillepora11746,1.0678099163342975e-4
Amillepora11748,2.802404185861057e-5
Amillepora11750,6.881055033153827e-8
Amillepora11762,9.274449215750004e-6
Amillepora11788,5.110998194718355e-6
Amillepora11789,6.275824608879545e-14
Amillepora11779,1.9899407957178536e-4
Amillepora11784,1.3952878997104136e-6
Amillepora11793,1.724392390705707e-6
Amillepora11792,6.675383447105183e-5
Amillepora11801,3.090611031321579e-9
Amillepora11800,2.56141412760126e-4
Amillepora11810,1.5998579629322073e-4
Amillepora11818,1.4915062367949645e-5
Amillepora11812,1.5331876461798964e-5
Amillepora11813,7.395459311933989e-5
Amillepora11832,1.1149191511593675e-5
Amillepora11830,2.07326624425753e-9
Amillepora11829,0.00010608142152546079
Amillepora11835,1.963603480951238e-5
Amillepora11836,1.6539138651552158e-4
Amillepora11837,5.960576153575113e-5
Amillepora11845,7.959245469204883e-5
Amillepora11844,1.541521459228704e-5
Amillepora11849,4.660830871101646e-6
Amillepora11850,1.394230114144116e-6
Amillepora11841,1.496112312214443e-4
Amillepora11851,1.2321872221935708e-5
Amillepora11852,6.76860994582417e-6
Amillepora11865,3.7056494016305e-5
Amillepora11872,8.145948276299809e-6
Amillepora11895,2.03369242630725e-4
Amillepora11897,2.6111521451842824e-5
Amillepora11898,2.409433418220677e-4
Amillepora11899,3.166578794302018e-5
Amillepora11904,3.22626646028686e-5
Amillepora11906,8.494921134287744e-6
Amillepora11903,2.4053097542089233e-4
Amillepora11908,8.237013960420436e-5
Amillepora11907,8.507213174346794e-5
Amillepora11926,1.4442274208210012e-5
Amillepora11930,7.879101786568626e-5
Amillepora11942,1.6650634940156316e-8
Amillepora11931,9.090732290380331e-7
Amillepora11946,2.5141317952682486e-6
Amillepora11944,2.6108477182246802e-5
Amillepora11943,3.9595457265544946e-7
Amillepora11948,2.78809550431062e-7
Amillepora11945,2.052329217767595e-5
Amillepora11949,4.604068631713261e-5
Amillepora11950,2.2464206311279157e-5
Amillepora11954,2.776879584906029e-4
Amillepora11956,2.2852745217676687e-6
Amillepora11951,5.701567380617833e-5
Amillepora11958,2.543155229208615e-4
Amillepora11963,3.204112204378867e-5
Amillepora11959,8.676492087686982e-7
Amillepora11962,2.29861823220328e-5
Amillepora11968,3.6678653926515676e-5
Amillepora11969,7.500574318820805e-6
Amillepora11975,1.4479798137105137e-4
Amillepora11970,1.6847490696411234e-6
Amillepora11972,3.822204402506349e-5
Amillepora11973,8.603655206360415e-8
Amillepora11971,7.452753443802289e-5
Amillepora11974,8.507437209266e-6
Amillepora11976,1.3211045558045754e-5
Amillepora11979,8.996115772808159e-5
Amillepora11978,2.4358884533596646e-5
Amillepora11977,1.3139982275970892e-5
Amillepora11997,1.6196370596218256e-5
Amillepora12008,1.7614648818527704e-5
Amillepora12000,3.399826178400296e-5
Amillepora12009,3.3715250352872315e-5
Amillepora12017,3.816872933890145e-5
Amillepora12016,3.356208781357033e-6
Amillepora12014,1.4704957429466584e-4
Amillepora12015,7.324225967528604e-5
Amillepora12011,1.5602762363938636e-6
Amillepora12023,6.18101629462721e-5
Amillepora12031,6.839299585381382e-8
Amillepora12024,2.3667718570904828e-5
Amillepora12018,8.875221973887436e-7
Amillepora12020,3.774351545508834e-5
Amillepora12021,3.698143341762504e-6
Amillepora12019,5.871137124934389e-5
Amillepora12030,1.4948798762892294e-7
Amillepora12025,1.4625059425780785e-5
Amillepora12028,1.068061354824361e-5
Amillepora12034,1.419998578323131e-6
Amillepora12033,4.916006848449711e-5
Amillepora12036,4.3340079581406225e-6
Amillepora12032,6.328109140603142e-6
Amillepora12039,8.61522884647934e-7
Amillepora12044,8.306488143284813e-5
Amillepora12048,2.985277562935664e-5
Amillepora12058,7.183865310501925e-9
Amillepora12056,1.1065164130809944e-5
Amillepora12065,1.2998505411067371e-5
Amillepora12062,8.683893451540698e-9
Amillepora12068,6.980248015964132e-9
Amillepora12088,4.953261154796281e-4
Amillepora12085,8.63866835796409e-6
Amillepora12086,3.0011613752850295e-6
Amillepora12084,3.327910114455531e-5
Amillepora12101,1.7747630932613608e-4
Amillepora12100,1.8654287869785193e-6
Amillepora12115,3.796753062473605e-5
Amillepora12116,1.1569946887667171e-5
Amillepora12122,1.615002790593643e-5
Amillepora12137,3.3894265266310645e-6
Amillepora12139,7.163872200704213e-5
Amillepora12138,2.4453185863942314e-5
Amillepora12124,3.2267195864727126e-6
Amillepora12123,6.613599798748022e-5
Amillepora12144,1.531976707467856e-6
Amillepora12166,8.726470294055145e-6
Amillepora12184,9.965997777656114e-5
Amillepora12183,9.689846788425965e-5
Amillepora12176,4.907050626972398e-6
Amillepora12185,7.546211713771767e-5
Amillepora12190,2.514596086032753e-7
Amillepora12193,4.5639084769268213e-7
Amillepora12191,1.1429212007104245e-4
Amillepora12192,6.247975177250956e-5
Amillepora12194,1.0309303558340005e-5
Amillepora12203,1.6982796033889915e-5
Amillepora12199,8.772661600582907e-6
Amillepora12195,5.2573419189773564e-5
Amillepora12198,5.352647342917908e-6
Amillepora12202,2.2179011441160833e-5
Amillepora12204,8.9088804190403e-5
Amillepora12206,1.5745917851847175e-4
Amillepora12212,4.269688428152705e-5
Amillepora12208,2.1087353681630153e-5
Amillepora12215,8.602413286121133e-6
Amillepora12218,1.5232185147220998e-4
Amillepora12217,3.570398854718545e-8
Amillepora12214,8.751223743558755e-6
Amillepora12213,9.148249076870614e-5
Amillepora12224,2.230317147487688e-6
Amillepora12227,2.859251901493054e-5
Amillepora12220,1.0985181403644855e-7
Amillepora12221,1.0563759683170219e-5
Amillepora12222,3.766387424515333e-4
Amillepora12237,1.3767142946736135e-4
Amillepora12235,4.7646700644913985e-5
Amillepora12228,1.676791100435528e-5
Amillepora12236,4.71934899693161e-7
Amillepora12226,4.112242826828992e-5
Amillepora12234,1.2857381942825354e-4
Amillepora12230,3.5511721924006455e-5
Amillepora12229,8.967907608960228e-5
Amillepora12232,5.059345803112779e-5
Amillepora12231,5.252562904625564e-5
Amillepora12244,9.442027582919875e-8
Amillepora12241,2.4087083476663564e-6
Amillepora12240,3.401363988705382e-5
Amillepora12238,5.914947882552802e-5
Amillepora12253,6.244598235250681e-7
Amillepora12245,1.6980090843088762e-4
Amillepora12252,4.992313065721468e-5
Amillepora12248,4.659404888024611e-5
Amillepora12254,1.433140987997936e-4
Amillepora12256,1.083584440635001e-5
Amillepora12266,4.6963299577046796e-7
Amillepora12261,3.424101642756061e-5
Amillepora12263,1.2133633299617885e-5
Amillepora12257,6.885589559442923e-5
Amillepora12259,1.1595906974215306e-4
Amillepora12273,8.45651363062396e-6
Amillepora12284,1.1238511238779981e-5
Amillepora12275,2.378373902037887e-5
Amillepora12277,1.6855992082742525e-4
Amillepora12285,2.947074395914508e-6
Amillepora12271,1.3346903113945365e-5
Amillepora12269,5.327413133928859e-5
Amillepora12295,7.2182736459586516e-6
Amillepora12293,1.9171469421530381e-4
Amillepora12288,1.7106708364988707e-4
Amillepora12296,1.1753756682342324e-4
Amillepora12297,6.813259964545093e-5
Amillepora12302,1.0575673519917562e-5
Amillepora12299,6.036006713498721e-5
Amillepora12300,8.497436400504294e-6
Amillepora12301,1.3994987580691032e-5
Amillepora12298,2.7056724644817744e-6
Amillepora12304,1.1883435917385549e-4
Amillepora12303,1.809197890380865e-5
Amillepora12306,3.05336471379678e-7
Amillepora12305,1.380485572905398e-4
Amillepora12308,1.8486162316628294e-6
Amillepora12307,2.659155982824092e-5
Amillepora12316,1.03033173283701e-6
Amillepora12310,2.5615808570221033e-5
Amillepora12311,2.362739763518035e-6
Amillepora12318,1.019985181058902e-6
Amillepora12320,5.050857091503703e-4
Amillepora12313,7.288719650283203e-12
Amillepora12312,3.837882582816696e-5
Amillepora12314,5.830171212819661e-5
Amillepora12315,5.778208218405358e-5
Amillepora12326,7.753321787608919e-6
Amillepora12321,1.1742096836829715e-5
Amillepora12323,8.502026229762817e-6
Amillepora12324,9.517717148284881e-5
Amillepora12325,1.7353144984324527e-4
Amillepora12337,1.9746389845702275e-4
Amillepora12334,8.38609068824641e-6
Amillepora12335,6.77119671901614e-6
Amillepora12339,2.1964784410068894e-6
Amillepora12332,1.9747013788768273e-5
Amillepora12333,4.1784292418435776e-4
Amillepora12330,2.030792199215156e-5
Amillepora12331,1.2856792980509453e-5
Amillepora12327,1.186179346550715e-5
Amillepora12336,8.11229049193889e-7
Amillepora12341,2.224854415813562e-6
Amillepora12340,2.073033070227295e-5
Amillepora12350,6.33686883424461e-7
Amillepora12346,1.7075577357728976e-5
Amillepora12349,5.317833336337631e-5
Amillepora12348,1.5849946854827644e-5
Amillepora12345,6.030295666955095e-7
Amillepora12347,4.9359049796672854e-5
Amillepora12342,9.92614935170668e-7
Amillepora12344,1.2177983014396532e-6
Amillepora12343,4.731752791970647e-6
Amillepora12352,5.074809568314801e-5
Amillepora12354,1.913908043948744e-4
Amillepora12355,5.303679247955822e-6
Amillepora12351,5.663017402402783e-5
Amillepora12356,1.0351095611288455e-5
Amillepora12365,1.4272582334668293e-5
Amillepora12361,3.11524662460662e-5
Amillepora12357,7.374499055035934e-6
Amillepora12364,8.381281242866422e-6
Amillepora12363,3.508678886849035e-5
Amillepora12358,1.6689809195410814e-6
Amillepora12366,1.1919459847156869e-4
Amillepora12367,2.585842142422158e-5
Amillepora12370,2.9945419334917734e-5
Amillepora12381,1.6931500752970309e-4
Amillepora12388,9.854096877033562e-6
Amillepora12384,4.145039591431055e-6
Amillepora12380,1.1591339308478866e-6
Amillepora12386,1.109135520952e-4
Amillepora12385,1.1525565210904998e-4
Amillepora12383,8.303459465907959e-5
Amillepora12387,5.099864003618319e-6
Amillepora12378,1.460322789678057e-5
Amillepora12382,1.9817416378920407e-5
Amillepora12392,3.9201050483775376e-7
Amillepora12394,9.034009639538945e-5
Amillepora12389,4.270868170385754e-6
Amillepora12396,3.3502775558610624e-5
Amillepora12397,9.875645221108124e-5
Amillepora12400,5.09297593714894e-6
Amillepora12395,1.5218554523582905e-4
Amillepora12401,9.270307801351106e-6
Amillepora12399,3.788731471956772e-4
Amillepora12398,7.49611903672002e-6
Amillepora12410,1.2098527939731203e-7
Amillepora12411,3.641351518618953e-6
Amillepora12405,9.891009315417609e-6
Amillepora12412,6.693129300832749e-6
Amillepora12404,4.417347022402572e-5
Amillepora12403,8.936880459191395e-6
Amillepora12408,2.1583515163367947e-7
Amillepora12407,4.566725009129983e-8
Amillepora12423,1.4954475621457643e-6
Amillepora12422,1.6352855422194703e-5
Amillepora12413,4.276937213128213e-5
Amillepora12418,7.586380165357157e-5
Amillepora12421,3.0622146779066044e-7
Amillepora12416,5.254932880448234e-6
Amillepora12417,2.748135226794918e-4
Amillepora12425,7.463940291521131e-6
Amillepora12439,9.450534069427762e-6
Amillepora12432,1.1153002521918733e-5
Amillepora12438,4.929980554298067e-5
Amillepora12431,2.0353496064146777e-4
Amillepora12430,1.1584933434269506e-5
Amillepora12424,4.0594161677933836e-5
Amillepora12436,1.731172319582274e-4
Amillepora12437,6.9715250694120005e-6
Amillepora12429,1.5016772676388159e-7
Amillepora12426,2.967624029640222e-5
Amillepora12441,1.2662216033523076e-5
Amillepora12444,6.147217091894589e-7
Amillepora12440,5.13533039144896e-5
Amillepora12445,1.1812636661261884e-6
Amillepora12447,1.0605734312224106e-4
Amillepora12446,1.1548796860335831e-7
Amillepora12443,6.799823560497418e-7
Amillepora12442,1.2202393302517437e-5
Amillepora12450,2.2447977112860475e-5
Amillepora12452,1.1590398270580001e-4
Amillepora12453,3.112653690913956e-5
Amillepora12451,1.0235790614335983e-4
Amillepora12448,1.627789238580106e-5
Amillepora12454,2.2858425171262403e-6
Amillepora12455,4.435453216146732e-6
Amillepora12457,1.6210730143910883e-5
Amillepora12456,4.6831660971596066e-5
Amillepora12449,4.0141165491182235e-5
Amillepora12458,9.978736207974409e-5
Amillepora12460,4.5552029718681853e-7
Amillepora12459,4.166580884928861e-5
Amillepora12470,1.4541367147819628e-6
Amillepora12468,1.2477461543805284e-4
Amillepora12471,1.7846178125015834e-5
Amillepora12473,2.0837492957049015e-6
Amillepora12478,1.0038483574675954e-6
Amillepora12477,9.474466430059992e-7
Amillepora12472,9.281603187689095e-5
Amillepora12481,6.19870961102603e-6
Amillepora12482,2.054112507094794e-6
Amillepora12483,5.057274779851202e-6
Amillepora12479,9.870812398929683e-5
Amillepora12480,2.380033153951849e-5
Amillepora12489,9.674572648917936e-5
Amillepora12488,1.0747032760118983e-5
Amillepora12486,1.0665427279343302e-6
Amillepora12484,5.3976945562396305e-5
Amillepora12487,2.5321855832339483e-4
Amillepora12490,1.2168498638904657e-4
Amillepora12500,1.4031317936481162e-5
Amillepora12492,2.1171489487468545e-4
Amillepora12491,1.891229551719196e-4
Amillepora12493,5.481484819030421e-6
Amillepora12494,3.8096141447781115e-4
Amillepora12495,5.43405777749626e-6
Amillepora12502,1.9255483923446123e-5
Amillepora12499,3.3787355957141203e-6
Amillepora12501,2.9275686335851555e-5
Amillepora12503,9.870710954888975e-6
Amillepora12506,3.2958029713126705e-6
Amillepora12508,6.023833960510279e-5
Amillepora12510,1.3216908863656706e-5
Amillepora12512,8.948938492094494e-5
Amillepora12504,4.641033834105254e-5
Amillepora12507,1.1002119879603602e-7
Amillepora12505,2.105355009708782e-5
Amillepora12516,2.622271940257681e-6
Amillepora12509,7.652715823846621e-6
Amillepora12517,3.6424380316357165e-5
Amillepora12518,1.676051768248602e-6
Amillepora12526,2.45094584056921e-4
Amillepora12524,2.1846348751253884e-4
Amillepora12521,7.314168681116949e-6
Amillepora12522,1.4853586967082372e-6
Amillepora12527,1.249921019231255e-4
Amillepora12525,2.334068452277274e-4
Amillepora12523,2.5975105606470654e-7
Amillepora12529,1.1143858890695865e-5
Amillepora12530,6.049656599573519e-5
Amillepora12536,1.8286876748409134e-5
Amillepora12533,1.8211378531659547e-6
Amillepora12535,5.942682173984558e-4
Amillepora12542,2.090319515722405e-5
Amillepora12537,2.3593536984631656e-7
Amillepora12538,2.5849397384906634e-5
Amillepora12544,4.172732317946437e-5
Amillepora12548,9.11217757050979e-6
Amillepora12539,5.256942256632849e-6
Amillepora12541,1.2044578442941392e-5
Amillepora12540,3.786239654117355e-5
Amillepora12543,2.5203097045965938e-5
Amillepora12547,2.0731087087843012e-5
Amillepora12545,6.303282786592517e-5
Amillepora12559,4.7644666650228564e-5
Amillepora12556,1.6451406462738004e-6
Amillepora12551,2.6288080872059827e-6
Amillepora12553,1.3670384934434912e-4
Amillepora12560,1.2322373662939274e-5
Amillepora12554,5.6947661524827405e-5
Amillepora12557,1.3495095870173063e-4
Amillepora12550,3.244082292923185e-7
Amillepora12552,7.580559535214838e-5
Amillepora12563,6.901935022340697e-5
Amillepora12566,1.6910820851380204e-5
Amillepora12561,7.982287698134102e-5
Amillepora12565,1.909614432084872e-4
Amillepora12562,4.066599004581722e-4
Amillepora12564,2.738697558824708e-6
Amillepora12579,1.384328656247782e-4
Amillepora12581,4.6609540090649755e-5
Amillepora12567,1.9059345072331256e-5
Amillepora12574,4.7399862178750597e-7
Amillepora12576,2.6761352634353077e-5
Amillepora12572,2.4427854461611418e-8
Amillepora12577,2.7617690752458145e-5
Amillepora12578,1.7084481740737194e-5
Amillepora12570,5.457264116515701e-5
Amillepora12590,2.452181369206665e-5
Amillepora12584,7.931054784418083e-6
Amillepora12585,3.562783527461185e-4
Amillepora12588,4.025802893715931e-5
Amillepora12586,3.216505740687443e-5
Amillepora12587,2.9469634655187935e-6
Amillepora12582,1.9921609672958882e-7
Amillepora12591,1.1516103231616678e-5
Amillepora12593,7.13361384126096e-5
Amillepora12592,1.232447558050745e-4
Amillepora12598,1.9882484886739187e-7
Amillepora12597,1.4232804889060502e-5
Amillepora12599,2.216152956867559e-5
Amillepora12595,2.3417139331694e-5
Amillepora12607,1.0215028695872618e-5
Amillepora12601,4.2327976976855473e-7
Amillepora12603,3.928412132748316e-7
Amillepora12602,1.9132945433218815e-4
Amillepora12605,1.3556458020453206e-4
Amillepora12604,2.3487320889117213e-5
Amillepora12612,0.0021830530291353104
Amillepora12610,9.605373414191041e-6
Amillepora12608,2.2873685651427143e-4
Amillepora12611,1.9231986269690782e-4
Amillepora12613,0.0013734857754152021
Amillepora12615,1.6760029507311282e-4
Amillepora12616,6.153643900077213e-6
Amillepora12614,4.987109232409856e-4
Amillepora12617,3.094863830173785e-7
Amillepora12621,4.7446485636093896e-8
Amillepora12622,8.304411180058016e-5
Amillepora12618,3.2007573982850616e-5
Amillepora12627,2.0859797680899825e-4
Amillepora12625,3.64986324076164e-5
Amillepora12626,3.722447391178966e-5
Amillepora12628,2.5566065181902606e-5
Amillepora12619,4.716132590442e-6
Amillepora12620,4.9102687921371834e-6
Amillepora12632,5.714848308098519e-5
Amillepora12639,7.77270838332964e-5
Amillepora12630,1.3377215762522865e-5
Amillepora12629,1.258393483906881e-6
Amillepora12638,8.415994927342116e-5
Amillepora12637,9.744338589590852e-6
Amillepora12640,1.1606920406695752e-4
Amillepora12631,1.2901103901193033e-4
Amillepora12641,3.9038926223841847e-4
Amillepora12645,4.340281058902294e-6
Amillepora12647,1.3945886601345816e-5
Amillepora12646,1.7737121159827236e-4
Amillepora12643,7.90778626751609e-5
Amillepora12661,2.742833683612742e-5
Amillepora12654,9.231501104946842e-6
Amillepora12658,2.1315252141801617e-4
Amillepora12663,4.0809081524535907e-7
Amillepora12662,3.298577362159276e-5
Amillepora12653,7.113135649467136e-5
Amillepora12656,4.947615220036815e-6
Amillepora12667,3.1489228425959013e-6
Amillepora12671,2.9899689515255127e-6
Amillepora12666,4.7994733814997185e-5
Amillepora12665,1.9871223248922487e-4
Amillepora12674,8.385249513136738e-5
Amillepora12675,2.5356387596203703e-6
Amillepora12672,2.4448734717989824e-5
Amillepora12682,1.6553073826809191e-6
Amillepora12681,1.9204314482954768e-5
Amillepora12678,9.897601126836636e-5
Amillepora12677,7.0954477273870894e-9
Amillepora12679,2.0145650842374172e-4
Amillepora12684,9.702605608317092e-5
Amillepora12688,5.4858037799562724e-5
Amillepora12687,1.0159167650485436e-4
Amillepora12683,4.653364335684492e-6
Amillepora12685,3.482719399425135e-7
Amillepora12691,2.6238464470058324e-7
Amillepora12692,5.7161395334474165e-5
Amillepora12694,1.7119706054346355e-6
Amillepora12693,1.003810490961107e-6
Amillepora12689,2.609743750705666e-5
Amillepora12690,4.503328096473287e-5
Amillepora12703,2.9005379480341703e-5
Amillepora12697,6.25646704249595e-5
Amillepora12702,1.1917090627999649e-5
