gene,logp
Amillepora16770,0.052682143217138815
Amillepora16769,1.9341984194252584
Amillepora16771,0.3321117327377664
Amillepora16777,143.43806489786212
Amillepora16779,17.05464754143267
Amillepora16787,17.035900391579084
Amillepora16794,1.7937980461815939
Amillepora16792,42.470712077349354
Amillepora16785,0.20202520489562534
Amillepora16796,1.1242421923039918
Amillepora16798,3.645347390941798
Amillepora16797,14.205360827969402
Amillepora16812,3.5400944933781986
Amillepora16815,10.315253719949174
Amillepora16814,3.783103102652041
Amillepora16811,2.940267677505596
Amillepora16805,1.813902494421509
Amillepora16809,5.244690390820651
Amillepora16810,26.583434510326775
Amillepora16818,4.168238725314055
Amillepora16816,6.4691721293258775
Amillepora16821,0.22151769373168845
Amillepora16819,1.9736502369674853
Amillepora16820,2.3505218792953504
Amillepora16826,35.7166925616203
Amillepora16846,28.113985669209704
Amillepora16852,0.27951252457301873
Amillepora16847,1.6326824025384539
Amillepora16850,1.8246277922194079
Amillepora16851,11.752377164598798
Amillepora16858,0.5063176245528823
Amillepora16856,31.231111747837744
Amillepora16854,5.680623468501889
Amillepora16857,25.580243491356534
Amillepora16862,9.092511716587907
Amillepora16864,15.248028512453095
Amillepora16877,1.6423262694023293
Amillepora16875,6.893109824524539
Amillepora16876,4.715317262214315
Amillepora16874,0.48426545515154595
Amillepora16901,123.56797304440128
Amillepora16903,7.277198550967734
Amillepora16905,39.55116546364282
Amillepora16904,38.84388719504167
Amillepora16914,0.3287557863379804
Amillepora16908,0.9694066087413591
Amillepora16907,0.4649597749669744
Amillepora16928,26.069343379882973
Amillepora16926,0.8247218201635818
Amillepora16929,16.304050294761296
Amillepora16930,4.433118670388401
Amillepora16937,2.4709450382364606
Amillepora16946,1.715999678783787
Amillepora16936,1.7681339703601646
Amillepora16944,2.231736676718261
Amillepora16943,25.295972962141825
Amillepora16945,0.928239160557979
Amillepora16952,6.959202167730245
Amillepora16964,0.03293725564971545
Amillepora16977,0.5051871618895305
Amillepora16974,16.096440108797424
Amillepora16979,0.5514732543087195
Amillepora16978,4.63967505251482
Amillepora16984,6.407757596480724
