my_title,Run,my_stage,Organism,projType,treat,treatDescription,special,geneCounted,rawCounts,bleached,stress,LibraryLayout
S_rachel_immune_PRJNA319662,SRR3622613,adult,Acropora millepora,immune,control,NC272,laneDups removed with sum_lane_dups.R,126257,473868,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622616,adult,Acropora millepora,immune,control,NC273,laneDups removed with sum_lane_dups.R,142857,514598,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622619,adult,Acropora millepora,immune,control,NC301,laneDups removed with sum_lane_dups.R,212596,1075468,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622622,adult,Acropora millepora,immune,control,NC302,laneDups removed with sum_lane_dups.R,144698,623262,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622626,adult,Acropora millepora,immune,control,NC303,laneDups removed with sum_lane_dups.R,248724,1231831,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622629,adult,Acropora millepora,immune,control,NC41,laneDups removed with sum_lane_dups.R,192887,832307,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622632,adult,Acropora millepora,immune,control,NC42,laneDups removed with sum_lane_dups.R,243523,1027344,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622636,adult,Acropora millepora,immune,control,NC43,laneDups removed with sum_lane_dups.R,131647,491336,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622639,adult,Acropora millepora,immune,control,NC51,laneDups removed with sum_lane_dups.R,200165,913039,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622642,adult,Acropora millepora,immune,control,NC52,laneDups removed with sum_lane_dups.R,173850,750856,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622645,adult,Acropora millepora,immune,control,AC302,laneDups removed with sum_lane_dups.R,119022,504899,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622646,adult,Acropora millepora,immune,control,NC53,laneDups removed with sum_lane_dups.R,175361,808700,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622649,adult,Acropora millepora,immune,control,NC71,laneDups removed with sum_lane_dups.R,105545,422842,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622652,adult,Acropora millepora,immune,control,NC72,laneDups removed with sum_lane_dups.R,277557,1387808,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622655,adult,Acropora millepora,immune,control,NC73,laneDups removed with sum_lane_dups.R,265687,1209847,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622659,adult,Acropora millepora,immune,control,NC91,laneDups removed with sum_lane_dups.R,197678,870980,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622662,adult,Acropora millepora,immune,control,NC92,laneDups removed with sum_lane_dups.R,124767,467984,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622666,adult,Acropora millepora,immune,control,NC93,laneDups removed with sum_lane_dups.R,177626,740275,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622669,adult,Acropora millepora,immune,challenge,ND261,laneDups removed with sum_lane_dups.R,131129,528676,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622672,adult,Acropora millepora,immune,challenge,ND262,laneDups removed with sum_lane_dups.R,14726,1002646,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622676,adult,Acropora millepora,immune,challenge,ND271,laneDups removed with sum_lane_dups.R,117384,731778,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622678,adult,Acropora millepora,immune,control,AC303,laneDups removed with sum_lane_dups.R,118796,469706,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622680,adult,Acropora millepora,immune,challenge,ND273,laneDups removed with sum_lane_dups.R,113371,427968,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622682,adult,Acropora millepora,immune,challenge,ND301,laneDups removed with sum_lane_dups.R,155703,662554,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622685,adult,Acropora millepora,immune,challenge,ND302,laneDups removed with sum_lane_dups.R,175857,728902,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622688,adult,Acropora millepora,immune,challenge,ND303,laneDups removed with sum_lane_dups.R,197236,773298,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622692,adult,Acropora millepora,immune,challenge,ND41,laneDups removed with sum_lane_dups.R,189340,848619,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622695,adult,Acropora millepora,immune,challenge,ND42,laneDups removed with sum_lane_dups.R,9688,250611,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622698,adult,Acropora millepora,immune,challenge,ND51,laneDups removed with sum_lane_dups.R,30625,232926,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622702,adult,Acropora millepora,immune,challenge,ND52,laneDups removed with sum_lane_dups.R,111138,430878,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622705,adult,Acropora millepora,immune,challenge,ND53,laneDups removed with sum_lane_dups.R,119026,521044,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622708,adult,Acropora millepora,immune,challenge,ND71,laneDups removed with sum_lane_dups.R,110936,423884,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622711,adult,Acropora millepora,immune,control,AC222,laneDups removed with sum_lane_dups.R,139113,516953,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622712,adult,Acropora millepora,immune,control,AC41,laneDups removed with sum_lane_dups.R,163270,673403,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622713,adult,Acropora millepora,immune,challenge,ND73,laneDups removed with sum_lane_dups.R,180752,841540,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622717,adult,Acropora millepora,immune,challenge,ND91,laneDups removed with sum_lane_dups.R,124369,619668,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622719,adult,Acropora millepora,immune,challenge,ND93,laneDups removed with sum_lane_dups.R,18071,280972,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622722,adult,Acropora millepora,immune,challenge,NO221,laneDups removed with sum_lane_dups.R,156230,596453,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622726,adult,Acropora millepora,immune,challenge,NO222,laneDups removed with sum_lane_dups.R,97056,352126,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622729,adult,Acropora millepora,immune,challenge,NO261,laneDups removed with sum_lane_dups.R,279996,1224531,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622732,adult,Acropora millepora,immune,challenge,NO262,laneDups removed with sum_lane_dups.R,153182,559289,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622736,adult,Acropora millepora,immune,challenge,NO263,laneDups removed with sum_lane_dups.R,47918,164109,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622739,adult,Acropora millepora,immune,challenge,NO271,laneDups removed with sum_lane_dups.R,134090,586347,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622742,adult,Acropora millepora,immune,challenge,NO273,laneDups removed with sum_lane_dups.R,327875,1474061,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622745,adult,Acropora millepora,immune,control,AC42,laneDups removed with sum_lane_dups.R,251440,1161396,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622746,adult,Acropora millepora,immune,challenge,NO301,laneDups removed with sum_lane_dups.R,240890,1015003,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622749,adult,Acropora millepora,immune,challenge,NO302,laneDups removed with sum_lane_dups.R,122834,531856,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622752,adult,Acropora millepora,immune,challenge,NO303,laneDups removed with sum_lane_dups.R,132383,530226,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622755,adult,Acropora millepora,immune,challenge,NO41,laneDups removed with sum_lane_dups.R,176108,745414,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622771,adult,Acropora millepora,immune,challenge,NO42,laneDups removed with sum_lane_dups.R,270095,1383393,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622774,adult,Acropora millepora,immune,challenge,NO43,laneDups removed with sum_lane_dups.R,124704,490844,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622777,adult,Acropora millepora,immune,challenge,NO52,laneDups removed with sum_lane_dups.R,266078,1226868,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622781,adult,Acropora millepora,immune,challenge,NO53,laneDups removed with sum_lane_dups.R,199145,1105572,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622784,adult,Acropora millepora,immune,challenge,NO71,laneDups removed with sum_lane_dups.R,257265,1241282,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622787,adult,Acropora millepora,immune,challenge,NO72,laneDups removed with sum_lane_dups.R,18051,1037666,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622790,adult,Acropora millepora,immune,control,AC51,laneDups removed with sum_lane_dups.R,180035,765319,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622791,adult,Acropora millepora,immune,challenge,NO73,laneDups removed with sum_lane_dups.R,142939,509692,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622794,adult,Acropora millepora,immune,challenge,NO91,laneDups removed with sum_lane_dups.R,146089,633740,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622797,adult,Acropora millepora,immune,challenge,NO92,laneDups removed with sum_lane_dups.R,232215,1157137,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622800,adult,Acropora millepora,immune,challenge,NO93,laneDups removed with sum_lane_dups.R,24203,223300,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622841,adult,Acropora millepora,immune,control,AC53,laneDups removed with sum_lane_dups.R,232810,1060783,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622851,adult,Acropora millepora,immune,control,AC71,laneDups removed with sum_lane_dups.R,249168,1130828,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622854,adult,Acropora millepora,immune,control,AC72,laneDups removed with sum_lane_dups.R,324244,1517731,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622857,adult,Acropora millepora,immune,control,AC73,laneDups removed with sum_lane_dups.R,94016,358719,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622861,adult,Acropora millepora,immune,control,AC91,laneDups removed with sum_lane_dups.R,67483,252943,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622864,adult,Acropora millepora,immune,control,AC92,laneDups removed with sum_lane_dups.R,10436,706008,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622867,adult,Acropora millepora,immune,control,AC93,laneDups removed with sum_lane_dups.R,15405,1184492,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622870,adult,Acropora millepora,immune,control,AC223,laneDups removed with sum_lane_dups.R,141394,528157,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622872,adult,Acropora millepora,immune,challenge,AD221,laneDups removed with sum_lane_dups.R,110100,480387,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622874,adult,Acropora millepora,immune,challenge,AD222,laneDups removed with sum_lane_dups.R,98225,435951,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622877,adult,Acropora millepora,immune,challenge,AD223,laneDups removed with sum_lane_dups.R,95717,381213,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622880,adult,Acropora millepora,immune,challenge,AD261,laneDups removed with sum_lane_dups.R,143625,579946,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622884,adult,Acropora millepora,immune,challenge,AD262,laneDups removed with sum_lane_dups.R,67399,460544,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622887,adult,Acropora millepora,immune,challenge,AD271,laneDups removed with sum_lane_dups.R,141460,672800,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622890,adult,Acropora millepora,immune,challenge,AD301,laneDups removed with sum_lane_dups.R,36477,130956,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622894,adult,Acropora millepora,immune,challenge,AD302,laneDups removed with sum_lane_dups.R,115913,496714,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622897,adult,Acropora millepora,immune,challenge,AD303,laneDups removed with sum_lane_dups.R,84860,369494,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622900,adult,Acropora millepora,immune,challenge,AD51,laneDups removed with sum_lane_dups.R,124136,487393,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622904,adult,Acropora millepora,immune,challenge,AD71,laneDups removed with sum_lane_dups.R,55227,194294,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622907,adult,Acropora millepora,immune,challenge,AD72,laneDups removed with sum_lane_dups.R,77919,328784,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622910,adult,Acropora millepora,immune,challenge,AD73,laneDups removed with sum_lane_dups.R,15104,702180,no,stressed,SINGLE
T_yasuoka_brachyury_PRJDB4579,DRR055155,embryo,Acropora digitifera,development,not done yet,Adi_bra morphants,none,25613406,38622180,NA,not_a_stress_experiment,PAIRED
T_yasuoka_brachyury_PRJDB4579,DRR055156,embryo,Acropora digitifera,development,not done yet,uninjected controls of control morphants,none,23033107,34443522,NA,not_a_stress_experiment,PAIRED
T_yasuoka_brachyury_PRJDB4579,DRR055157,embryo,Acropora digitifera,development,not done yet,control morphants,none,25317742,38073709,NA,not_a_stress_experiment,PAIRED
T_yasuoka_brachyury_PRJDB4579,DRR055154,embryo,Acropora digitifera,development,not done yet,uninjected controls of Adi_bra morphants,none,29287346,44862257,NA,not_a_stress_experiment,PAIRED
U_standford_natEnvChange_PRJNA338455,SRR4029951,adult,Acropora hyacinthus,natural_variation,none,AH06,none,3193951,13126076,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029952,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2497635,9338409,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029953,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2677898,9732684,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029954,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2667616,10225778,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029955,adult,Acropora hyacinthus,natural_variation,none,AH06,none,3795971,14181496,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029956,adult,Acropora hyacinthus,natural_variation,none,AH06,none,1565544,5296466,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029957,adult,Acropora hyacinthus,natural_variation,none,AH06,none,3025907,10694966,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029958,adult,Acropora hyacinthus,natural_variation,none,AH06,none,3101012,11558640,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029959,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2927251,10456264,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029960,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2313716,9749920,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029961,adult,Acropora hyacinthus,natural_variation,none,AH75,none,1734919,8268562,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029962,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2618088,9184161,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029963,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2563711,8330820,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029964,adult,Acropora hyacinthus,natural_variation,none,AH75,none,3458395,12852344,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029965,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2908339,11223453,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029966,adult,Acropora hyacinthus,natural_variation,none,AH75,none,3128807,10091992,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029967,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2728644,11800172,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029968,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2839098,11696646,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029969,adult,Acropora hyacinthus,natural_variation,none,AH75,none,3005046,11133750,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029970,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2722302,9690375,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029971,adult,Acropora hyacinthus,natural_variation,none,AH75,none,3163299,12910014,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029972,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2733350,11659544,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029973,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2900465,11509070,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029974,adult,Acropora hyacinthus,natural_variation,none,AH06,none,1797861,7483857,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029976,adult,Acropora hyacinthus,natural_variation,none,AH75,none,3718729,13861221,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029977,adult,Acropora hyacinthus,natural_variation,none,AH75,none,2871994,10973268,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029978,adult,Acropora hyacinthus,natural_variation,none,AH75,none,3473139,15745292,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029979,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2181397,10992469,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029980,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2298510,9871028,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029981,adult,Acropora hyacinthus,natural_variation,none,AH88,none,3027607,11430244,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029982,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2625319,9554245,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029983,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2279321,9819601,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029984,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2349510,9522495,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029985,adult,Acropora hyacinthus,natural_variation,none,AH06,none,3149310,13341121,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029986,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2312272,10425654,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029987,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2813132,10300750,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029988,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2726638,10219207,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029989,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2584004,11028183,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029990,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2563716,11822979,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029991,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2755795,11653533,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029992,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2513062,9384698,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029993,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2230732,9251507,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029994,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2512563,9577656,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029995,adult,Acropora hyacinthus,natural_variation,none,AH88,none,2336942,9631784,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029996,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2711733,9006152,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029997,adult,Acropora hyacinthus,natural_variation,none,AH88,none,1668960,8963392,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029998,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2278096,8918793,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029999,adult,Acropora hyacinthus,natural_variation,none,AH06,none,2336669,9206749,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4030000,adult,Acropora hyacinthus,natural_variation,none,AH06,none,3331017,13188821,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4030001,adult,Acropora hyacinthus,natural_variation,none,AH06,none,3216200,11158934,NA,not_a_stress_experiment,SINGLE
U_standford_natEnvChange_PRJNA338455,SRR4029975,adult,Acropora hyacinthus,natural_variation,none,AH75,none,3304025,14855831,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190737,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_9,none,999849,6853451,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190738,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_8,none,1138985,9139400,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190739,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_7,none,745546,4444051,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190740,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_6,none,642576,4280645,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190741,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_5,none,843274,7351955,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190742,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_4,none,671610,4635358,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190743,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_3,none,705908,4608835,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190744,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_2,none,643837,4264547,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190745,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_1,none,670634,4558623,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190746,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_15,none,739224,5251870,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190747,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_14,none,808073,5197700,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190748,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_13,none,751419,4823582,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190749,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_12,none,496907,3071076,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190750,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_11,none,610214,3930604,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190751,adult,Acropora millepora,pH_resilience,control,Upa-Upasina_control_10,none,1457037,10502877,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190752,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_9,none,524996,3384028,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190753,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_8,none,523640,3620171,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190754,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_7,none,473177,3129897,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190755,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_6,none,999917,6936311,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190756,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_5,none,539352,3374188,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190757,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_4,none,696963,4559258,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190758,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_3,none,612220,4048456,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190759,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_2,none,552450,3407707,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190760,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_1,none,802706,5681274,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190761,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_15,none,1311768,8289665,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190762,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_14,none,923551,6221652,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190763,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_13,none,858973,6513859,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190764,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_12,none,739391,4810125,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190765,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_11,none,814584,4854789,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190766,adult,Acropora millepora,pH_resilience,low_pH,Upa-Upasina_seep_10,none,417882,2505197,NA,not_a_stress_experiment,SINGLE
V_kenkel_co2seep_PRJNA362652,SRR5190767,adult,Acropora millepora,pH_resilience,control,Dobu_control_9,none,744970,4883136,NA,not_a_stress_experiment,SINGLE
