my_title,Run,my_stage,Organism,projType,treat,treatDescription,special,geneCounted,rawCounts,bleached,stress,LibraryLayout
K_strader_redDiapause_PRJNA292574,SRR2912593,larval,Acropora millepora,light,not done yet,M1g1,none,175085,594818,NA,not_a_stress_experiment,SINGLE
K_strader_redDiapause_PRJNA292574,SRR2912592,larval,Acropora millepora,light,not done yet,g1g1,none,154621,588019,NA,not_a_stress_experiment,SINGLE
K_strader_redDiapause_PRJNA292574,SRR2912591,larval,Acropora millepora,light,not done yet,M1d1,none,165033,587123,NA,not_a_stress_experiment,SINGLE
K_strader_redDiapause_PRJNA292574,SRR2912590,larval,Acropora millepora,light,not done yet,g1d1,none,142198,481860,NA,not_a_stress_experiment,SINGLE
K_strader_redDiapause_PRJNA292574,SRR2912602,larval,Acropora millepora,light,not done yet,R1d1,none,86306,313262,NA,not_a_stress_experiment,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629090,adult,Acropora hyacinthus,temp,heat,01_h_HV,none,763126,19577661,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629091,adult,Acropora hyacinthus,temp,control,02_c_HV,none,1637079,18872907,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629092,adult,Acropora hyacinthus,temp,heat,02_h_HV,none,1074790,9457678,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629093,adult,Acropora hyacinthus,temp,control,03_c_HV,none,734261,13328694,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629094,adult,Acropora hyacinthus,temp,control,06_c_HV,none,993593,9146242,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629096,adult,Acropora hyacinthus,temp,control,09_c_HV,none,1145901,10464369,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629126,adult,Acropora hyacinthus,temp,heat,09_h_HV,none,622661,26399718,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629130,adult,Acropora hyacinthus,temp,heat,31_h_MV,none,757801,13561442,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629131,adult,Acropora hyacinthus,temp,control,40_c_MV,none,1299265,9235183,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629132,adult,Acropora hyacinthus,temp,heat,40_h_MV,none,963561,10573276,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629135,adult,Acropora hyacinthus,temp,control,45_c_MV,none,299455,5551198,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629150,adult,Acropora hyacinthus,temp,control,55_c_MV,none,1539927,17722284,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629151,adult,Acropora hyacinthus,temp,heat,55_h_MV,none,858555,17905764,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629155,adult,Acropora hyacinthus,temp,heat,65_h_MV,none,904566,18368411,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629089,adult,Acropora hyacinthus,temp,control,01_c_HV,none,303262,18753443,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629095,adult,Acropora hyacinthus,temp,heat,06_h_HV,none,735115,8011684,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629127,adult,Acropora hyacinthus,temp,control,75_c_HV,none,579219,6256079,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629128,adult,Acropora hyacinthus,temp,heat,75_h_HV,none,218116,2440360,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629129,adult,Acropora hyacinthus,temp,control,31_c_MV,none,1973269,15613291,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629133,adult,Acropora hyacinthus,temp,control,44_c_MV,none,1189820,16743882,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629134,adult,Acropora hyacinthus,temp,heat,44_h_MV,none,922340,16198613,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629136,adult,Acropora hyacinthus,temp,heat,45_h_MV,none,107096,2083128,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629152,adult,Acropora hyacinthus,temp,control,61_c_MV,none,1125991,8838378,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629153,adult,Acropora hyacinthus,temp,heat,61_h_MV,none,2534487,15748515,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629154,adult,Acropora hyacinthus,temp,control,65_c_MV,none,1231305,9584976,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629156,adult,Acropora hyacinthus,temp,control,68_c_MV,none,126549,18566614,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629157,adult,Acropora hyacinthus,temp,heat,68_h_MV,none,903510,6584461,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629158,adult,Acropora hyacinthus,temp,control,70_c_MV,none,1006237,16299011,yes,control,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629159,adult,Acropora hyacinthus,temp,heat,70_h_MV,none,536474,8193882,yes,stressed,SINGLE
L_Barshis_bleachResillience_PRJNA177515,SRR629160,adult,Acropora hyacinthus,temp,control,71_c_MV,none,877861,19108917,yes,control,PAIRED
L_Barshis_bleachResillience_PRJNA177515,SRR629161,adult,Acropora hyacinthus,temp,heat,71_h_MV,none,910248,18492498,yes,stressed,PAIRED
M_moya_juvenilePh_PRJNA260269,SRR1566164,recruit,Acropora millepora,pH,control,380 ppm CO2,none,5249447,12269208,no,control,SINGLE
M_moya_juvenilePh_PRJNA260269,SRR1566165,recruit,Acropora millepora,pH,control,380 ppm CO2,none,5595785,12534784,no,control,SINGLE
M_moya_juvenilePh_PRJNA260269,SRR1566166,recruit,Acropora millepora,pH,control,380 ppm CO2,none,5537109,12898069,no,control,SINGLE
M_moya_juvenilePh_PRJNA260269,SRR1566168,recruit,Acropora millepora,pH,low_pH,750 ppm CO2,none,5628308,12631481,no,stressed,SINGLE
M_moya_juvenilePh_PRJNA260269,SRR1566167,recruit,Acropora millepora,pH,low_pH,750 ppm CO2,none,5431536,12501088,no,stressed,SINGLE
M_moya_juvenilePh_PRJNA260269,SRR1566169,recruit,Acropora millepora,pH,low_pH,750 ppm CO2,none,4817192,12467897,no,stressed,SINGLE
N_Hainan_U_heat_PRJNA308355,SRR3095777,adult,Acropora aculeus,temp,control,Aa_Control,none,11041872,30435303,NA,control,PAIRED
N_Hainan_U_heat_PRJNA308355,SRR3095778,adult,Acropora aculeus,temp,control,Aa_Control,none,11301549,29084044,NA,control,PAIRED
N_Hainan_U_heat_PRJNA308355,SRR3095779,adult,Acropora aculeus,temp,heat,Aa_Heat,none,11508072,30648486,NA,stressed,PAIRED
N_Hainan_U_heat_PRJNA308355,SRR3095780,adult,Acropora aculeus,temp,heat,Aa_Heat,none,10359256,30151918,NA,stressed,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106399,larval,Acropora digitifera,zoox,infected,infected_48h_rep3,none,12439792,24533716,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106398,larval,Acropora digitifera,zoox,infected,infected_48h_rep2,none,9624529,20055461,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106397,larval,Acropora digitifera,zoox,infected,infected_48h_rep1,none,8063173,18805803,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106396,larval,Acropora digitifera,zoox,control,control_48h_rep3,none,13153286,24849108,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106395,larval,Acropora digitifera,zoox,control,control_48h_rep2,none,7726564,15729866,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106394,larval,Acropora digitifera,zoox,control,control_48h_rep1,none,11024258,21477166,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106393,larval,Acropora digitifera,zoox,infected,infected_12h_rep3,none,11690716,23520684,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106392,larval,Acropora digitifera,zoox,infected,infected_12h_rep2,none,13279881,22705829,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106391,larval,Acropora digitifera,zoox,control,control_12h_rep3,none,12980877,25197830,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106390,larval,Acropora digitifera,zoox,control,control_12h_rep2,none,13411384,24035359,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106389,larval,Acropora digitifera,zoox,infected,infected_4h_rep3,none,10839707,20333953,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106388,larval,Acropora digitifera,zoox,infected,infected_4h_rep2,none,12830094,22040532,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106387,larval,Acropora digitifera,zoox,infected,infected_4h_rep1,none,14050670,26154672,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106386,larval,Acropora digitifera,zoox,control,control_4h_rep3,none,10446839,20912751,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106385,larval,Acropora digitifera,zoox,control,control_4h_rep2,none,9803535,19542091,NA,not_a_stress_experiment,PAIRED
O_Mohamed_zoox_PRJNA309168,SRR3106384,larval,Acropora digitifera,zoox,control,control_4h_rep1,none,11025349,22430563,NA,not_a_stress_experiment,PAIRED
P_Vize_timeKeeping_PRJNA293100,SRR3169421,adult,Acropora gemmifera,circadian.moon,night,field_night_FM,none,568629,5957248,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169422,adult,Acropora gemmifera,circadian.moon,day,field_day_3Q,none,1076200,7695125,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169423,adult,Acropora gemmifera,circadian.moon,day,field_day_NM,none,855048,6374620,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169425,adult,Acropora gemmifera,circadian.moon,day,field_day_FM,none,1552968,13378891,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169426,adult,Acropora gemmifera,circadian.moon,night,field_night_3Q,none,1266294,11417796,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169518,adult,Acropora gemmifera,circadian.moon,night,field_night_NM,none,1222895,9614658,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169527,adult,Acropora gemmifera,circadian.moon,night,field_night_1Q,none,1049829,8050468,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169529,adult,Acropora gemmifera,circadian.moon,day,field_day_3Q,none,578988,4827662,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169530,adult,Acropora gemmifera,circadian.moon,day,field_day_NM,none,1014176,8373673,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169531,adult,Acropora gemmifera,circadian.moon,day,field_day_FM,none,953895,7972791,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169532,adult,Acropora gemmifera,circadian.moon,night,field_night_3Q,none,918525,8300636,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169533,adult,Acropora gemmifera,circadian.moon,night,field_night_NM,none,935971,7551107,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169534,adult,Acropora gemmifera,circadian.moon,night,field_night_1Q,none,1111496,7708320,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169535,adult,Acropora gemmifera,circadian.moon,night,field_night_FM,none,828532,7805419,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169536,adult,Acropora gemmifera,circadian.moon,day,field_day_3Q,none,111278,5247080,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169537,adult,Acropora gemmifera,circadian.moon,day,field_day_NM,none,998181,8893168,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169538,adult,Acropora gemmifera,circadian.moon,day,field_day_FM,none,683818,5443026,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169539,adult,Acropora gemmifera,circadian.moon,night,field_night_3Q,none,611870,6395105,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169540,adult,Acropora gemmifera,circadian.moon,night,field_night_NM,none,746132,5858257,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169541,adult,Acropora gemmifera,circadian.moon,night,field_night_1Q,none,655998,4886830,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3169528,adult,Acropora gemmifera,circadian.moon,night,field_night_FM,none,1357364,11530812,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182557,adult,Acropora gemmifera,circadian.moon,day,tank_day_3Q,none,674937,9125561,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182684,adult,Acropora gemmifera,circadian.moon,day,tank_day_NM,none,1111198,9995101,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182685,adult,Acropora gemmifera,circadian.moon,day,tank_day_FM,none,236348,1232300,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182686,adult,Acropora gemmifera,circadian.moon,night,tank_night_3Q,none,902920,10457274,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182775,adult,Acropora gemmifera,circadian.moon,night,tank_night_1Q,none,1246952,15985544,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182776,adult,Acropora gemmifera,circadian.moon,night,tank_night_FM,none,358072,8287929,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182777,adult,Acropora gemmifera,circadian.moon,day,tank_day_3Q,none,236797,33920441,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182778,adult,Acropora gemmifera,circadian.moon,day,tank_day_NM,none,602881,9737226,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182779,adult,Acropora gemmifera,circadian.moon,day,tank_day_1Q,none,695404,5345938,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182780,adult,Acropora gemmifera,circadian.moon,day,tank_day_FM,none,358450,6206720,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182781,adult,Acropora gemmifera,circadian.moon,night,tank_night_3Q,none,488086,7255412,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182784,adult,Acropora gemmifera,circadian.moon,night,tank_night_NM,none,626760,11211400,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182785,adult,Acropora gemmifera,circadian.moon,night,tank_night_1Q,none,756298,11461998,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182786,adult,Acropora gemmifera,circadian.moon,night,tank_night_FM,none,171484,4030938,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182787,adult,Acropora gemmifera,circadian.moon,day,tank_day_3Q,none,1017060,10121565,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182788,adult,Acropora gemmifera,circadian.moon,day,tank_day_NM,none,1434085,13592383,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182790,adult,Acropora gemmifera,circadian.moon,day,tank_day_FM,none,484259,5309832,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182791,adult,Acropora gemmifera,circadian.moon,night,tank_night_3Q,none,1356365,14688850,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182793,adult,Acropora gemmifera,circadian.moon,night,tank_night_1Q,none,1102087,13125154,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182792,adult,Acropora gemmifera,circadian.moon,night,tank_night_NM,none,1050818,9822337,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182794,adult,Acropora gemmifera,circadian.moon,night,tank_night_FM,none,599416,9708428,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182410,adult,Acropora gemmifera,circadian.moon,night,tank_night_NM,none,697879,8248214,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182448,adult,Acropora gemmifera,circadian.moon,day,tank_day_1Q,none,842156,6135657,NA,not_a_stress_experiment,SINGLE
P_Vize_timeKeeping_PRJNA293100,SRR3182789,adult,Acropora gemmifera,circadian.moon,day,tank_day_1Q,none,699835,3363995,NA,not_a_stress_experiment,SINGLE
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316340,adult,Acropora digitifera,moon.spawn,not done yet,Full_Moon_22:15,none,11287329,21260799,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316339,adult,Acropora digitifera,moon.spawn,not done yet,Full_Moon_11:45,none,10395737,20232871,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316338,gamete,Acropora digitifera,moon.spawn,not done yet,Bundles,none,10792163,15930577,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316337,adult,Acropora digitifera,moon.spawn,not done yet,Post_Spawning,none,11989983,22435750,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316336,adult,Acropora digitifera,moon.spawn,not done yet,Spawning,none,10473276,20842714,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316334,adult,Acropora digitifera,moon.spawn,not done yet,Super_Moon_11:45,none,9051636,17944465,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316333,adult,Acropora digitifera,moon.spawn,not done yet,Setting,none,9415556,19381094,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316332,adult,Acropora digitifera,moon.spawn,not done yet,Pre_Spawning,none,8459442,17124578,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316343,adult,Acropora digitifera,moon.spawn,not done yet,New_Moon_21:00,none,9854776,19598949,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316342,adult,Acropora digitifera,moon.spawn,not done yet,New_Moon_11:45,none,10188007,19948352,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316341,adult,Acropora digitifera,moon.spawn,not done yet,Full_Moon_00:15,none,10525492,19745912,NA,not_a_stress_experiment,PAIRED
Q_bar_ilanU_lightSpawn_PRJNA316795,SRR3316335,adult,Acropora digitifera,moon.spawn,not done yet,Super_Moon_21:15,none,9628812,19746230,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024466,adult,Acropora digitifera,development,adult,Adult 1,none,969208,2179043,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024468,adult,Acropora digitifera,development,adult,Adult 3,none,936066,2243159,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024467,adult,Acropora digitifera,development,adult,Adult 2,none,1041536,2382031,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024469,embryo,Acropora digitifera,development,blastular,Blastula 1,none,2590733,4317125,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024471,embryo,Acropora digitifera,development,blastular,Blastula 3,none,3460314,5981879,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024470,embryo,Acropora digitifera,development,blastular,Blastula 2,none,2575535,4448367,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024472,embryo,Acropora digitifera,development,gastrula,Gastrula 1,none,974784,2578794,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024473,embryo,Acropora digitifera,development,gastrula,Gastrula 2,none,777523,1966700,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024474,embryo,Acropora digitifera,development,gastrula,Gastrula 3,none,1271105,2850019,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024475,larval,Acropora digitifera,development,planula,Planula 1,none,1518873,2486014,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024476,larval,Acropora digitifera,development,planula,Planula 2,none,2578664,4492585,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024477,larval,Acropora digitifera,development,planula,Planula 3,none,2342635,3716303,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024479,embryo,Acropora digitifera,development,sphere,Sphere 2,none,1045877,2316467,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024480,embryo,Acropora digitifera,development,sphere,Sphere 3,none,1033780,2099214,NA,not_a_stress_experiment,PAIRED
R_oist_devoStage_PRJDB3244,DRR024478,embryo,Acropora digitifera,development,sphere,Sphere 1,none,906637,1898377,NA,not_a_stress_experiment,PAIRED
S_rachel_immune_PRJNA319662,SRR3622488,adult,Acropora millepora,immune,control,AC221,laneDups removed with sum_lane_dups.R,64836,247228,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622490,adult,Acropora millepora,immune,control,AC261,laneDups removed with sum_lane_dups.R,104724,385341,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622491,adult,Acropora millepora,immune,challenge,AD91,laneDups removed with sum_lane_dups.R,20120,522502,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622493,adult,Acropora millepora,immune,challenge,AD92,laneDups removed with sum_lane_dups.R,115557,530609,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622496,adult,Acropora millepora,immune,challenge,AD93,laneDups removed with sum_lane_dups.R,17782,1347483,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622499,adult,Acropora millepora,immune,challenge,AO221,laneDups removed with sum_lane_dups.R,75681,262250,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622503,adult,Acropora millepora,immune,challenge,AO222,laneDups removed with sum_lane_dups.R,75440,262612,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622506,adult,Acropora millepora,immune,challenge,AO223,laneDups removed with sum_lane_dups.R,104131,367955,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622509,adult,Acropora millepora,immune,challenge,AO262,laneDups removed with sum_lane_dups.R,121623,510419,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622512,adult,Acropora millepora,immune,control,AC262,laneDups removed with sum_lane_dups.R,171086,699399,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622513,adult,Acropora millepora,immune,challenge,AO263,laneDups removed with sum_lane_dups.R,117430,473595,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622516,adult,Acropora millepora,immune,challenge,AO273,laneDups removed with sum_lane_dups.R,162282,770792,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622519,adult,Acropora millepora,immune,challenge,AO301,laneDups removed with sum_lane_dups.R,187856,820147,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622522,adult,Acropora millepora,immune,challenge,AO302,laneDups removed with sum_lane_dups.R,141283,719120,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622526,adult,Acropora millepora,immune,challenge,AO303,laneDups removed with sum_lane_dups.R,68641,228095,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622529,adult,Acropora millepora,immune,challenge,AO41,laneDups removed with sum_lane_dups.R,133668,506120,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622532,adult,Acropora millepora,immune,challenge,AO42,laneDups removed with sum_lane_dups.R,70500,301869,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622536,adult,Acropora millepora,immune,challenge,AO43,laneDups removed with sum_lane_dups.R,163669,657922,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622539,adult,Acropora millepora,immune,challenge,AO52,laneDups removed with sum_lane_dups.R,152668,600871,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622542,adult,Acropora millepora,immune,challenge,AO53,laneDups removed with sum_lane_dups.R,51326,212925,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622546,adult,Acropora millepora,immune,challenge,AO71,laneDups removed with sum_lane_dups.R,117121,448075,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622545,adult,Acropora millepora,immune,control,AC272,laneDups removed with sum_lane_dups.R,99740,390063,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622549,adult,Acropora millepora,immune,challenge,AO72,laneDups removed with sum_lane_dups.R,132461,610706,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622553,adult,Acropora millepora,immune,challenge,AO73,laneDups removed with sum_lane_dups.R,64937,230686,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622555,adult,Acropora millepora,immune,challenge,AO91,laneDups removed with sum_lane_dups.R,16029,168383,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622559,adult,Acropora millepora,immune,challenge,AO93,laneDups removed with sum_lane_dups.R,10964,442299,no,stressed,SINGLE
S_rachel_immune_PRJNA319662,SRR3622578,adult,Acropora millepora,immune,control,AC273,laneDups removed with sum_lane_dups.R,175927,768531,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622588,adult,Acropora millepora,immune,control,NC221,laneDups removed with sum_lane_dups.R,94691,344541,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622592,adult,Acropora millepora,immune,control,NC222,laneDups removed with sum_lane_dups.R,103845,417044,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622595,adult,Acropora millepora,immune,control,NC223,laneDups removed with sum_lane_dups.R,124901,478894,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622598,adult,Acropora millepora,immune,control,NC261,laneDups removed with sum_lane_dups.R,172692,782597,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622603,adult,Acropora millepora,immune,control,NC262,laneDups removed with sum_lane_dups.R,185478,804944,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622606,adult,Acropora millepora,immune,control,NC263,laneDups removed with sum_lane_dups.R,185461,876498,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622609,adult,Acropora millepora,immune,control,NC271,laneDups removed with sum_lane_dups.R,141042,535132,no,control,SINGLE
S_rachel_immune_PRJNA319662,SRR3622612,adult,Acropora millepora,immune,control,AC301,laneDups removed with sum_lane_dups.R,192081,807518,no,control,SINGLE
