sample_name,sample_title,organism,isolate,breed,isolation_source,collection_date,geo_loc_name,tissue,age,description,method,fileName
CtH.N1.T.tp2.2,s152_S186,Acropora millepora,CtH_N1_T_tp2_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=N1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=N1;treatment=;replicate=2;timepoint=2,s152_S186.fastq.gz
CtH.N1.T.tp2.3,s153_S187,Acropora millepora,CtH_N1_T_tp2_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=N1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=N1;treatment=;replicate=3;timepoint=2,s153_S187.fastq.gz
Tw.L1.C.tp2.1,s154_S188,Acropora millepora,Tw_L1_C_tp2_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=L1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=three_way;colony=L1;treatment=;replicate=1;timepoint=2,s154_S188.fastq.gz
Tw.L1.C.tp2.2,s155_S189,Acropora millepora,Tw_L1_C_tp2_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=L1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=three_way;colony=L1;treatment=;replicate=2;timepoint=2,s155_S189.fastq.gz
Tw.L1.C.tp2.3,s156_S190,Acropora millepora,Tw_L1_C_tp2_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=L1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=three_way;colony=L1;treatment=;replicate=3;timepoint=2,s156_S190.fastq.gz
CtH.N2.T.tp2.1,s157_S191,Acropora millepora,CtH_N2_T_tp2_1,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=N2;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=N2;treatment=;replicate=1;timepoint=2,s157_S191.fastq.gz
CtH.N2.T.tp2.2,s158_S192,Acropora millepora,CtH_N2_T_tp2_2,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=N2;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=N2;treatment=;replicate=2;timepoint=2,s158_S192.fastq.gz
CtH.N2.T.tp2.3,s159_S193,Acropora millepora,CtH_N2_T_tp2_3,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=N2;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=N2;treatment=;replicate=3;timepoint=2,s159_S193.fastq.gz
Tw.N2.C.tp2.1,s160_S194,Acropora millepora,Tw_N2_C_tp2_1,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=N2;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=three_way;colony=N2;treatment=;replicate=1;timepoint=2,s160_S194.fastq.gz
Tw.N2.C.tp2.2,s161_S195,Acropora millepora,Tw_N2_C_tp2_2,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=N2;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=three_way;colony=N2;treatment=;replicate=2;timepoint=2,s161_S195.fastq.gz
Tw.N2.C.tp2.3,s162_S196,Acropora millepora,Tw_N2_C_tp2_3,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=N2;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=three_way;colony=N2;treatment=;replicate=3;timepoint=2,s162_S196.fastq.gz
Tw.N1.C.tp2.1,s163_S197,Acropora millepora,Tw_N1_C_tp2_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=N1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=three_way;colony=N1;treatment=;replicate=1;timepoint=2,s163_S197.fastq.gz
Tw.N1.C.tp2.2,s164_S198,Acropora millepora,Tw_N1_C_tp2_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=N1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=three_way;colony=N1;treatment=;replicate=2;timepoint=2,s164_S198.fastq.gz
Tw.N1.C.tp2.3,s165_S199,Acropora millepora,Tw_N1_C_tp2_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=three_way;colony=N1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=three_way;colony=N1;treatment=;replicate=3;timepoint=2,s165_S199.fastq.gz
CtH.L1.T.tp2.1,s166_S200,Acropora millepora,CtH_L1_T_tp2_1,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=L1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=L1;treatment=;replicate=1;timepoint=2,s166_S200.fastq.gz
CtH.L1.T.tp2.2,s167_S201,Acropora millepora,CtH_L1_T_tp2_2,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=L1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=L1;treatment=;replicate=2;timepoint=2,s167_S201.fastq.gz
CtH.L1.T.tp2.3,s168_S202,Acropora millepora,CtH_L1_T_tp2_3,L1,Little Pioneer Bay near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=cold_to_hot;colony=L1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=cold_to_hot;colony=L1;treatment=;replicate=3;timepoint=2,s168_S202.fastq.gz
HtC.N2.T.tp1.1,s169_S203,Acropora millepora,HtC_N2_T_tp1_1,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=hot_to_cold;colony=N2;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=hot_to_cold;colony=N2;treatment=;replicate=1;timepoint=1,s169_S203.fastq.gz
HtC.N2.T.tp1.2,s170_S204,Acropora millepora,HtC_N2_T_tp1_2,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=hot_to_cold;colony=N2;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=hot_to_cold;colony=N2;treatment=;replicate=2;timepoint=1,s170_S204.fastq.gz
HtC.N2.T.tp1.3,s171_S205,Acropora millepora,HtC_N2_T_tp1_3,N2,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=hot_to_cold;colony=N2;treatment=;replicate=3;timepoint=1,Method=Tagseq;experiment=hot_to_cold;colony=N2;treatment=;replicate=3;timepoint=1,s171_S205.fastq.gz
HtC.N1.T.tp1.1,s172_S206,Acropora millepora,HtC_N1_T_tp1_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=hot_to_cold;colony=N1;treatment=;replicate=1;timepoint=1,Method=Tagseq;experiment=hot_to_cold;colony=N1;treatment=;replicate=1;timepoint=1,s172_S206.fastq.gz
HtC.N1.T.tp1.2,s173_S207,Acropora millepora,HtC_N1_T_tp1_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=hot_to_cold;colony=N1;treatment=;replicate=2;timepoint=1,Method=Tagseq;experiment=hot_to_cold;colony=N1;treatment=;replicate=2;timepoint=1,s173_S207.fastq.gz
Ht1.N10.T.tp2.2,s176_S208,Acropora millepora,Ht1_N10_T_tp2_2,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=2,s176_S208.fastq.gz
Ht1.N10.T.tp2.3,s177_S209,Acropora millepora,Ht1_N10_T_tp2_3,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=2,s177_S209.fastq.gz
Ht1.N1.C.tp2.1,s181_S210,Acropora millepora,Ht1_N1_C_tp2_1,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=1;timepoint=2,s181_S210.fastq.gz
Ht1.N1.C.tp2.2,s182_S211,Acropora millepora,Ht1_N1_C_tp2_2,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=2;timepoint=2,s182_S211.fastq.gz
Ht1.N1.C.tp2.3,s183_S212,Acropora millepora,Ht1_N1_C_tp2_3,N1,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N1;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=heat1;colony=N1;treatment=;replicate=3;timepoint=2,s183_S212.fastq.gz
Ht1.N10.C.tp2.1,s190_S213,Acropora millepora,Ht1_N10_C_tp2_1,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=1;timepoint=2,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=1;timepoint=2,s190_S213.fastq.gz
Ht1.N10.C.tp2.2,s191_S214,Acropora millepora,Ht1_N10_C_tp2_2,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=2,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=2;timepoint=2,s191_S214.fastq.gz
Ht1.N10.C.tp2.3,s192_S215,Acropora millepora,Ht1_N10_C_tp2_3,N10,North East Orpheus near Orpheus Island Research Station,11/25/18,Australia,nubbin,adult,experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=2,Method=Tagseq;experiment=heat1;colony=N10;treatment=;replicate=3;timepoint=2,s192_S215.fastq.gz
