"Date Time, GMT+10:00","Temp, °C (LGR S/N: 20494110, SEN S/N: 20494110, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20494110, SEN S/N: 20494110, LBL: light)"
12/10/18 23:42,27.468,0
12/10/18 23:47,27.468,0
12/10/18 23:52,27.468,0
12/10/18 23:57,27.468,0
12/11/18 0:02,27.468,1
12/11/18 0:07,27.468,1
12/11/18 0:12,27.468,1
12/11/18 0:17,27.567,1
12/11/18 0:22,27.567,6
12/11/18 0:27,27.468,1
12/11/18 0:32,27.37,0
12/11/18 0:37,27.272,0
12/11/18 0:42,27.37,0
12/11/18 0:47,27.37,0
12/11/18 0:52,27.37,0
12/11/18 0:57,27.468,0
12/11/18 1:02,27.468,0
12/11/18 1:07,27.468,0
12/11/18 1:12,27.468,0
12/11/18 1:17,27.468,0
12/11/18 1:22,27.468,0
12/11/18 1:27,27.468,0
12/11/18 1:32,27.468,0
12/11/18 1:37,27.468,0
12/11/18 1:42,27.468,0
12/11/18 1:47,27.468,0
12/11/18 1:52,27.468,0
12/11/18 1:57,27.468,0
12/11/18 2:02,27.468,0
12/11/18 2:07,27.468,0
12/11/18 2:12,27.468,0
12/11/18 2:17,27.468,0
12/11/18 2:22,27.468,0
12/11/18 2:27,27.468,0
12/11/18 2:32,27.468,0
12/11/18 2:37,27.468,0
12/11/18 2:42,27.468,0
12/11/18 2:47,27.468,0
12/11/18 2:52,27.468,0
12/11/18 2:57,27.468,0
12/11/18 3:02,27.468,0
12/11/18 3:07,27.468,0
12/11/18 3:12,27.468,0
12/11/18 3:17,27.468,0
12/11/18 3:22,27.468,0
12/11/18 3:27,27.468,0
12/11/18 3:32,27.468,0
12/11/18 3:37,27.468,0
12/11/18 3:42,27.468,0
12/11/18 3:47,27.468,0
12/11/18 3:52,27.468,0
12/11/18 3:57,27.468,0
12/11/18 4:02,27.468,0
12/11/18 4:07,27.468,0
12/11/18 4:12,27.468,0
12/11/18 4:17,27.37,0
12/11/18 4:22,27.37,0
12/11/18 4:27,27.37,0
12/11/18 4:32,27.37,0
12/11/18 4:37,27.37,0
12/11/18 4:42,27.37,0
12/11/18 4:47,27.37,0
12/11/18 4:52,27.37,0
12/11/18 4:57,27.37,0
12/11/18 5:02,27.37,0
12/11/18 5:07,27.37,0
12/11/18 5:12,27.37,0
12/11/18 5:17,27.37,0
12/11/18 5:22,27.468,0
12/11/18 5:27,27.37,0
12/11/18 5:32,27.37,0
12/11/18 5:37,27.37,2
12/11/18 5:42,27.37,3
12/11/18 5:47,27.37,1
12/11/18 5:52,27.37,3
12/11/18 5:57,27.37,8
12/11/18 6:02,27.37,8
12/11/18 6:07,27.37,6
12/11/18 6:12,27.37,15
12/11/18 6:17,27.37,26
12/11/18 6:22,27.37,24
12/11/18 6:27,27.37,22
12/11/18 6:32,27.37,11
12/11/18 6:37,27.37,18
12/11/18 6:42,27.37,25
12/11/18 6:47,27.37,64
12/11/18 6:52,27.37,61
12/11/18 6:57,27.37,27
12/11/18 7:02,27.37,30
12/11/18 7:07,27.37,24
12/11/18 7:12,27.37,24
12/11/18 7:17,27.37,36
12/11/18 7:22,27.37,59
12/11/18 7:27,27.468,56
12/11/18 7:32,27.468,51
12/11/18 7:37,27.468,38
12/11/18 7:42,27.468,63
12/11/18 7:47,27.468,64
12/11/18 7:52,27.468,43
12/11/18 7:57,27.468,46
12/11/18 8:02,27.468,57
12/11/18 8:07,27.468,32
12/11/18 8:12,27.37,15
12/11/18 8:17,27.37,29
12/11/18 8:22,27.37,30
12/11/18 8:27,27.37,34
12/11/18 8:32,27.37,32
12/11/18 8:37,27.37,35
12/11/18 8:42,27.37,32
12/11/18 8:47,27.37,28
12/11/18 8:52,27.37,29
12/11/18 8:57,27.37,34
12/11/18 9:02,27.37,28
12/11/18 9:07,27.37,35
12/11/18 9:12,27.37,32
12/11/18 9:17,27.37,35
12/11/18 9:22,27.37,34
12/11/18 9:27,27.37,22
12/11/18 9:32,27.37,27
12/11/18 9:37,27.37,29
12/11/18 9:42,27.37,35
12/11/18 9:47,27.37,35
12/11/18 9:52,27.37,48
12/11/18 9:57,27.37,49
12/11/18 10:02,27.37,64
12/11/18 10:07,27.468,76
12/11/18 10:12,27.468,63
12/11/18 10:17,27.468,100
12/11/18 10:22,27.468,56
12/11/18 10:27,27.468,76
12/11/18 10:32,27.468,75
12/11/18 10:37,27.468,32
12/11/18 10:42,27.37,1
12/11/18 10:47,27.37,1
12/11/18 10:52,27.37,0
12/11/18 10:57,27.37,3
12/11/18 11:02,27.37,1
12/11/18 11:07,27.272,5
12/11/18 11:12,27.173,3
12/11/18 11:17,27.173,3
12/11/18 11:22,27.37,109
12/11/18 11:27,26.879,136
12/11/18 11:32,26.781,136
12/11/18 11:37,26.781,70
12/11/18 11:42,26.781,74
12/11/18 11:47,26.879,57
12/11/18 11:52,26.879,88
12/11/18 11:57,26.977,98
12/11/18 12:02,26.977,74
12/11/18 12:07,27.075,58
12/11/18 12:12,27.075,114
12/11/18 12:17,27.173,102
12/11/18 12:22,27.272,94
12/11/18 12:27,27.272,96
12/11/18 12:32,27.272,87
12/11/18 12:37,27.272,86
12/11/18 12:42,27.272,84
12/11/18 12:47,27.272,82
12/11/18 12:52,27.272,55
12/11/18 12:57,27.173,39
12/11/18 13:02,27.173,28
12/11/18 13:07,27.075,32
12/11/18 13:12,27.075,47
12/11/18 13:17,27.075,71
12/11/18 13:22,27.173,63
12/11/18 13:27,27.173,88
12/11/18 13:32,27.173,74
12/11/18 13:37,27.272,93
12/11/18 13:42,27.272,68
12/11/18 13:47,27.272,76
12/11/18 13:52,27.37,61
12/11/18 13:57,27.37,54
12/11/18 14:02,27.272,27
12/11/18 14:07,27.272,27
12/11/18 14:12,27.272,16
12/11/18 14:17,27.272,17
12/11/18 14:22,27.173,42
12/11/18 14:27,27.173,35
12/11/18 14:32,27.173,48
12/11/18 14:37,27.272,29
12/11/18 14:42,27.272,29
12/11/18 14:47,27.272,29
12/11/18 14:52,27.272,30
12/11/18 14:57,27.272,30
12/11/18 15:02,27.272,49
12/11/18 15:07,27.173,48
12/11/18 15:12,27.173,44
12/11/18 15:17,27.075,44
12/11/18 15:22,27.075,41
12/11/18 15:27,27.075,42
12/11/18 15:32,27.173,41
12/11/18 15:37,27.075,47
12/11/18 15:42,27.173,59
12/11/18 15:47,27.173,101
12/11/18 15:52,27.37,176
12/11/18 15:57,27.665,136
12/11/18 16:02,27.961,168
12/11/18 16:07,28.159,176
12/11/18 16:12,28.456,240
12/11/18 16:17,28.754,232
12/11/18 16:22,28.953,168
12/11/18 16:27,29.053,152
12/11/18 16:32,29.152,160
12/11/18 16:37,29.152,92
12/11/18 16:42,29.053,80
12/11/18 16:47,28.853,67
12/11/18 16:52,28.754,51
12/11/18 16:57,28.655,45
12/11/18 17:02,28.456,42
12/11/18 17:07,28.357,35
12/11/18 17:12,28.258,24
12/11/18 17:17,28.159,30
12/11/18 17:22,28.159,24
12/11/18 17:27,28.06,19
12/11/18 17:32,28.06,20
12/11/18 17:37,27.961,20
12/11/18 17:42,27.862,28
12/11/18 17:47,27.862,42
12/11/18 17:52,27.862,20
12/11/18 17:57,27.862,18
12/11/18 18:02,27.764,18
12/11/18 18:07,27.764,20
12/11/18 18:12,27.764,19
12/11/18 18:17,27.665,16
12/11/18 18:22,27.665,6
12/11/18 18:27,27.567,4
12/11/18 18:32,27.567,2
12/11/18 18:37,27.468,1
12/11/18 18:42,27.468,0
12/11/18 18:47,27.37,0
12/11/18 18:52,27.37,0
12/11/18 18:57,27.37,0
12/11/18 19:02,27.37,0
12/11/18 19:07,27.272,0
12/11/18 19:12,27.272,0
12/11/18 19:17,27.173,0
12/11/18 19:22,27.173,0
12/11/18 19:27,27.173,0
12/11/18 19:32,27.173,0
12/11/18 19:37,27.075,0
12/11/18 19:42,27.075,0
12/11/18 19:47,27.075,0
12/11/18 19:52,27.075,0
12/11/18 19:57,27.075,0
12/11/18 20:02,27.075,0
12/11/18 20:07,27.075,0
12/11/18 20:12,27.075,0
12/11/18 20:17,27.075,0
12/11/18 20:22,27.075,0
12/11/18 20:27,27.075,0
12/11/18 20:32,27.075,0
12/11/18 20:37,27.075,0
12/11/18 20:42,27.075,0
12/11/18 20:47,27.075,0
12/11/18 20:52,26.977,0
12/11/18 20:57,26.977,0
12/11/18 21:02,26.977,0
12/11/18 21:07,26.977,0
12/11/18 21:12,26.879,0
12/11/18 21:17,26.879,0
12/11/18 21:22,26.879,0
12/11/18 21:27,26.879,0
12/11/18 21:32,26.781,0
12/11/18 21:37,26.781,0
12/11/18 21:42,26.781,0
12/11/18 21:47,26.781,0
12/11/18 21:52,26.683,0
12/11/18 21:57,26.683,0
12/11/18 22:02,26.781,0
12/11/18 22:07,26.683,0
12/11/18 22:12,26.683,0
12/11/18 22:17,26.683,0
12/11/18 22:22,26.683,0
12/11/18 22:27,26.683,0
12/11/18 22:32,26.585,0
12/11/18 22:37,26.585,0
12/11/18 22:42,26.585,0
12/11/18 22:47,26.585,0
12/11/18 22:52,26.585,0
12/11/18 22:57,26.585,0
12/11/18 23:02,26.585,0
12/11/18 23:07,26.488,0
12/11/18 23:12,26.488,0
12/11/18 23:17,26.488,0
12/11/18 23:22,26.488,0
12/11/18 23:27,26.488,0
12/11/18 23:32,26.488,0
12/11/18 23:37,26.488,0
12/11/18 23:42,26.585,0
12/11/18 23:47,26.585,0
12/11/18 23:52,26.585,0
12/11/18 23:57,26.585,0
12/12/18 0:02,26.585,0
12/12/18 0:07,26.585,0
12/12/18 0:12,26.585,0
12/12/18 0:17,26.585,0
12/12/18 0:22,26.585,0
12/12/18 0:27,26.585,0
12/12/18 0:32,26.585,0
12/12/18 0:37,26.585,0
12/12/18 0:42,26.585,0
12/12/18 0:47,26.585,0
12/12/18 0:52,26.683,0
12/12/18 0:57,26.683,0
12/12/18 1:02,26.683,0
12/12/18 1:07,26.683,0
12/12/18 1:12,26.683,0
12/12/18 1:17,26.683,0
12/12/18 1:22,26.683,0
12/12/18 1:27,26.683,0
12/12/18 1:32,26.683,0
12/12/18 1:37,26.683,0
12/12/18 1:42,26.683,0
12/12/18 1:47,26.683,0
12/12/18 1:52,26.585,0
12/12/18 1:57,26.585,0
12/12/18 2:02,26.585,0
12/12/18 2:07,26.585,0
12/12/18 2:12,26.585,0
12/12/18 2:17,26.585,0
12/12/18 2:22,26.585,0
12/12/18 2:27,26.585,0
12/12/18 2:32,26.585,0
12/12/18 2:37,26.585,0
12/12/18 2:42,26.585,0
12/12/18 2:47,26.585,0
12/12/18 2:52,26.585,0
12/12/18 2:57,26.585,0
12/12/18 3:02,26.585,0
12/12/18 3:07,26.585,0
12/12/18 3:12,26.585,0
12/12/18 3:17,26.585,0
12/12/18 3:22,26.585,0
12/12/18 3:27,26.488,0
12/12/18 3:32,26.488,0
12/12/18 3:37,26.488,0
12/12/18 3:42,26.488,0
12/12/18 3:47,26.488,0
12/12/18 3:52,26.488,0
12/12/18 3:57,26.488,0
12/12/18 4:02,26.585,0
12/12/18 4:07,26.488,0
12/12/18 4:12,26.488,0
12/12/18 4:17,26.39,0
12/12/18 4:22,26.39,0
12/12/18 4:27,26.488,0
12/12/18 4:32,26.39,0
12/12/18 4:37,26.292,0
12/12/18 4:42,26.292,0
12/12/18 4:47,26.292,0
12/12/18 4:52,26.292,0
12/12/18 4:57,26.292,0
12/12/18 5:02,26.292,0
12/12/18 5:07,26.292,0
12/12/18 5:12,26.292,0
12/12/18 5:17,26.292,0
12/12/18 5:22,26.292,0
12/12/18 5:27,26.292,1
12/12/18 5:32,26.292,0
12/12/18 5:37,26.292,1
12/12/18 5:42,26.292,3
12/12/18 5:47,26.292,8
12/12/18 5:52,26.292,9
12/12/18 5:57,26.292,11
12/12/18 6:02,26.292,16
12/12/18 6:07,26.292,31
12/12/18 6:12,26.39,72
12/12/18 6:17,26.488,86
12/12/18 6:22,26.488,90
12/12/18 6:27,26.585,80
12/12/18 6:32,26.585,98
12/12/18 6:37,26.683,102
12/12/18 6:42,26.781,110
12/12/18 6:47,26.781,77
12/12/18 6:52,26.781,51
12/12/18 6:57,26.879,68
12/12/18 7:02,26.879,120
12/12/18 7:07,26.977,109
12/12/18 7:12,27.075,113
12/12/18 7:17,27.173,118
12/12/18 7:22,27.272,192
12/12/18 7:27,27.37,136
12/12/18 7:32,27.468,176
12/12/18 7:37,27.764,416
12/12/18 7:42,28.06,464
12/12/18 7:47,28.258,256
12/12/18 7:52,28.456,480
12/12/18 7:57,28.754,384
12/12/18 8:02,28.853,704
12/12/18 8:07,29.053,400
12/12/18 8:12,29.252,576
12/12/18 8:17,29.652,1152
12/12/18 8:22,30.154,1152
12/12/18 8:27,30.356,576
12/12/18 8:32,30.76,992
12/12/18 8:37,30.963,608
12/12/18 8:42,31.064,608
12/12/18 8:47,31.166,672
12/12/18 8:52,31.574,1792
12/12/18 8:57,32.086,1472
12/12/18 9:02,32.497,768
12/12/18 9:07,32.807,704
12/12/18 9:12,32.807,480
12/12/18 9:17,32.6,960
12/12/18 9:22,32.704,496
12/12/18 9:27,32.497,320
12/12/18 9:32,32.291,704
12/12/18 9:37,32.6,320
12/12/18 9:42,32.291,208
12/12/18 9:47,31.983,128
12/12/18 9:52,31.88,384
12/12/18 9:57,32.188,2048
12/12/18 10:02,33.118,576
12/12/18 10:07,33.326,768
12/12/18 10:12,33.848,1792
12/12/18 10:17,34.585,1728
12/12/18 10:21,,
12/12/18 10:21,,
12/12/18 10:21,,
