gene	MMblack	MMred	MMgrey60	MMwhite	MMdarkred	MMgreenyellow	MMbrown	MMtan	MMlightgreen	MMgreen4	MMorange	assignment
Amillepora37412	0.016516757647430415	-0.10693181022027062	0.19528713614222887	0.00821356424284157	0.1590664072811395	-0.004749865870761431	0.12337382162435298	-0.09341676033484175	0.2420737782252771	0.19959739796844006	0.43133018337496226	green4
Amillepora08040	0.03219948698303619	-0.0780974259465792	0.10045477342766358	0.030247067366893587	0.10376989029196237	-0.03138927139394383	0.13367953696986362	-0.04350753116434525	0.050493533011481864	0.17518058690096797	0.2748051581838263	green4
Amillepora17884	-0.045008845126050696	0.16298615076973846	0.34066127250441863	0.1359425767357091	0.09610296016004705	0.07417066534059566	-0.036584390969966664	-0.20915644927405402	0.24487930040207956	0.0058211868315060575	0.3276773204510579	orange
Amillepora28246	0.026903974114069123	0.07695282348039005	0.0884698753609563	0.073670478864254485	0.1620920976767996	0.16719316935503703	0.12053405309967988	0.15950573907457288	0.13191404235884352	0.09630047600032274	0.06360041028979768	green4
Amillepora17156	0.022082475084421082	-4.0601598049413296e-4	0.008230511137706271	-0.0012838688235920787	0.12551730313882875	0.1446236705209478	0.0806781332143766	0.12158174946145373	0.062351765141946285	0.13752792357167593	0.06252027158462398	green4
Amillepora17883	0.06240420490132928	0.18675648721477967	0.3229969527966876	0.09481433920089141	0.08399514258668755	0.05789577386918374	-0.050932983059175194	-0.23301544285374098	0.25594826815709526	-0.03373443239036998	0.3417468828836803	orange
Amillepora35865	-0.007652707699718847	-0.006525739652677387	0.057893965847774745	0.03726264955318072	0.2566571912570543	0.17801895386088312	0.2035774809357223	0.18105091574694326	0.11488852821592885	0.22186994513923106	0.1263790565815159	green4
Amillepora18145	0.057726324925521794	0.4067765298211503	0.07433842642425167	-0.0407875291204061	0.03616075579189784	0.3391006151321554	-0.16937613622367467	0.03583896744117911	0.24371535907653386	-0.24216230025471364	-0.164826101523389	red
Amillepora15443	-0.040373034121373226	-0.07707767300613616	0.10407940736275896	0.033022870188302605	0.09907384603729186	0.009657585949156527	0.11497266299197946	-0.02084551853244064	0.15670946399957114	0.21894464224651328	0.2683411110283612	green4
Amillepora12613	0.07173938976906777	-0.455052678881931	0.07783101930235349	-0.11126615138738707	0.030639104133599125	-0.3560478476306148	0.20711793536736955	-0.23784581293925922	0.1296531601739672	0.3874600649226329	0.6045977603605044	orange
Amillepora30505	0.08053118506535567	-0.1963966876705063	-0.01594015695081787	-0.054763151384105604	-0.051509783159408205	-0.17985916268183158	0.14506627687523013	-0.06835563677070491	-0.028328611121027664	0.19824028884343003	0.2398779670801889	green4
Amillepora06896	0.12433065763734438	-0.3320679755494106	0.17246228607206449	-0.0362080428011171	0.0879062312379974	-0.2856344044673226	0.1827194599785889	-0.2894161344156917	0.15675915527735154	0.37095882521234114	0.7078776168174141	orange
Amillepora15459	-0.03550944464099194	0.7094512435236231	0.5005209578363213	0.48525241816687037	-0.08589646024187904	0.2737290636773984	-0.14531877935758325	-0.16350160703242744	0.12199279922966202	-0.3435244139531674	-0.08618810032054607	red
Amillepora06876	0.12697789310779956	-0.20064746689394067	0.003351520704989161	-0.09953454322125839	0.172301914859536	-0.015570904710775779	0.19926694254350324	0.037207621278469924	0.17023422340084712	0.21546876655502928	0.33437511307807743	green4
Amillepora08895	0.0754414444972365	0.48070439148061683	-0.10035136051648029	-0.013641301065210831	-0.03942674557179548	0.3935502798975987	-0.24293491899864475	0.17171154861676316	0.06879441639332691	-0.25420610490712614	-0.4455215955346384	red
Amillepora02835	0.013382070995012263	0.4426972729516088	0.07953555684599267	0.0468903002002549	-0.11684539826696419	0.21577674741466774	-0.28647160628624846	-0.07148000488159689	0.08961660129534765	-0.30937170748015236	-0.24450862024437786	red
Amillepora14539	0.024209596809072434	-0.027824176171974288	0.20629646749234223	0.0125842808479322	0.028641164444622943	-0.029016935344277985	0.04277478038953225	-0.15233762962253242	0.27226635577454833	0.09292202264880815	0.355377080113141	green4
Amillepora36389	0.04806157478975477	-0.19610008411883229	0.07798533435137217	-0.04762660554296625	0.13141444429006932	-0.1120886634109144	0.09156237360398525	-0.1022106497589118	0.12996664023680451	0.2551422974726575	0.408330023268834	green4
Amillepora15460	-0.08956432418567124	0.6899014985031191	0.47883557579986963	0.5132063169335243	-0.097027605752633	0.2515151539500974	-0.15075536721109167	-0.1502031715537257	0.05974581433344469	-0.3528159213981358	-0.13646951400152918	red
Amillepora32673	0.012558367849011917	-0.19132924620396013	0.22356167322607712	-0.04681819458058412	0.10891364630093803	-0.12435667806856437	0.08232786552544963	-0.18429145048573978	0.16475852623523682	0.2912792905361591	0.5329477868482669	green4
Amillepora06894	0.13023869935931207	-0.33787067386274006	0.15183412257436105	-0.04494823222373387	0.10488757594960432	-0.2842567040024158	0.18877971622710535	-0.2734448690623394	0.15538648766701968	0.37830713270367106	0.7041949628777912	orange
Amillepora14023	-0.07866653951776034	0.779076597929462	0.26896265751100473	0.47038119988092386	-0.07872325327130011	0.4509685944112391	-0.1026559553902894	0.16639457076489983	0.012117430835484257	-0.3931151490603464	-0.45786578583778437	red
Amillepora22682	0.013339212470168026	0.054676545547666114	0.20741256271790626	0.025511513643935158	0.0339962419167622	-0.03757658833594212	0.021195578066519782	-0.18380184060337115	0.10298259943830582	0.006284745135489954	0.29527886782905455	green4
Amillepora12612	-0.03307792092320605	-0.4000691575914981	0.06587419526581623	-0.0838550272147374	0.037610841887326864	-0.25393854208929306	0.28070700820633593	-0.1960546632056195	0.1238445343901905	0.3704138167821594	0.5401622632444333	orange
Amillepora35233	0.013092494915638613	0.08396677856495476	-0.035956475197308393	0.0010074791657615568	0.006176231386099301	0.11561855274311617	0.014326534552402336	0.10554668723371312	0.013481817404286651	-0.013431601861700327	-0.11410499470574072	green4
Amillepora19312	0.010797343127671881	0.3163384055113471	-0.04796883919290778	-0.03981210485360103	-0.13642298565056246	0.2140353217101997	-0.24395274590234417	-0.014632925232126698	0.09014366606092555	-0.2398364014781516	-0.3051743629816441	red
Amillepora05278	-0.04390764351709553	0.2899504700512241	0.37309170437603173	0.26092974761866095	0.04575535497232851	0.1708491298715442	-0.0017715870274689488	-0.09285603162642726	0.16872344677560644	0.008001895428721928	0.18412686647940898	red
Amillepora31481	-0.017722792408446236	-0.17097874925926104	-0.3047046478389416	-0.0547496808142233	0.1650466563684838	0.20476950191088406	0.3399590204494145	0.47732786471105265	-0.10860988486484793	0.2524185728056922	-0.2085154724306528	green4
Amillepora13360	0.11798840149844722	-0.35623045323550495	0.16406536257399187	-0.10639512933947164	0.1771817024805299	-0.20127247171589838	0.25206876755279584	-0.2390636760746011	0.315678362937828	0.41482718206502833	0.7599159503890968	orange
Amillepora12736	0.14003121864845897	0.7095688820612548	0.37228389681799096	0.29702693472618447	-0.10299450279578411	0.20536966345591434	-0.1809498146019788	-0.17592794628624642	0.0703895687195064	-0.4161882816308556	-0.0684679033629712	red
Amillepora21090	0.01779426390498442	-0.17278173689577664	0.07069067180504136	-0.15681410226101186	0.03916756517060682	-0.12377118955134142	-0.00419008796102365	-0.156124471326707	0.19869482332177274	0.18375443730094346	0.38338456651492847	green4
Amillepora25295	-0.02971558732139218	0.7672795924687359	0.2275587436671458	0.30515404085221776	-0.08332208471676862	0.3822757360186629	-0.23867592165118706	-0.00883792673227686	0.11917982784732091	-0.39726329617242373	-0.29774253124025774	red
Amillepora26951	0.07991922167123264	-0.20493199102541892	0.1815274723435215	-0.1080243505314672	0.10346506952605636	-0.15894591890675405	0.05994482159859494	-0.23555557403206992	0.20435432307462792	0.22104048980332838	0.5550113767640492	orange
Amillepora26852	-0.003069692889209133	0.12289584223808321	0.032947113284106315	0.09367779447443877	-0.006484753006371065	0.03513321419100374	0.010919190648147352	-0.011122330616818197	-0.0023994652930302077	-0.03086033551459993	-0.014653756275720551	green4
Amillepora33122	-0.09231245849984189	0.5536965787808539	0.2870035469325426	0.26324639696824104	-0.1126249142116889	0.28038811419924525	-0.17738218925823307	-0.0701665991216922	0.11616269464302163	-0.3260228438085288	-0.18478839378205486	red
Amillepora21623	-0.027973696700240535	0.0916150888579575	0.10541664050576385	0.13489902446982655	0.1614741886287878	0.16525646570110034	0.06469890639580793	0.06498298532806533	0.1300783649160426	0.14384376458161496	0.09405053553725176	green4
Amillepora10225	-5.683611836500291e-4	-0.015905122772368434	0.11928301375337805	0.046238135110778955	0.08278511748893289	0.03286142823642364	0.13000262378903865	-0.013782634016803037	0.11478570918704818	0.10050200849153292	0.23225955469225437	green4
Amillepora04414	0.12356484242815181	-0.27436016683283293	0.16073574449761985	-0.14126513453573025	0.08830877487970241	-0.1625996242159713	0.20064790496046647	-0.20201233699723492	0.28279013514366846	0.2283565801242797	0.6334995732186939	orange
Amillepora28043	0.015933317674007092	-0.029124861837589486	0.17211758430368668	0.055016644968849227	0.05491790934545342	-0.04011105521649368	-0.052179895353211346	-0.10672453710519887	0.06213649817006962	0.16568126799100785	0.2579338750371347	green4
Amillepora04869	0.01696998007603958	-0.4305275110860358	0.017363190771191146	-0.10249577410580389	-0.028368134838666598	-0.4073573176868259	0.19748958409479223	-0.2287770141856739	-0.0487990448691229	0.2639852624992291	0.4571917738046254	orange
Amillepora04293	0.07286474501761736	-0.33465070489255266	0.16950989347566747	-0.004604656593861695	0.3107118481682331	-0.12655372355497752	0.2679494494164916	-0.13771711919755314	0.2456161772003535	0.527982026040032	0.7299520865867801	orange
Amillepora13318	-0.05677738000573647	-0.010287194225977292	0.05686464320225079	0.11051085307050497	0.09260250441595039	0.10605167060389026	0.12945061824804954	0.09218046766953089	0.1416867183978361	0.21232382656375443	0.12554952971008404	green4
Amillepora01162	-0.020115372281886645	-0.17169487141424822	0.0673222738151343	0.030339303495199116	0.13591296452241236	-0.04902114773369043	0.17263194803931092	-0.010078327678110652	0.046550349308867436	0.31790665536203155	0.32273005868413684	green4
Amillepora25300	-0.06894070076746144	-0.07845314868340383	0.11881712559651145	-0.014404377966732447	0.04309809750142268	-0.021752518233435256	0.07650537192819179	-0.04840347801850538	0.08415883866596005	0.1438464596767366	0.2500030377206426	green4
Amillepora04415	0.12162586235589912	-0.24035172539813554	0.09651458324781156	-0.10960997830628462	0.13246295241771341	-0.11098666549746511	0.18860580101328525	-0.11431857113582615	0.1928765590003342	0.23739414265599543	0.515674449077421	orange
Amillepora21603	0.06419725830772646	-0.11623898169625821	0.31087667647756284	0.027008550324488238	0.09586687989136851	-0.13030256420803832	0.12615578113258594	-0.30366381847610524	0.26131707783904623	0.26187454629088275	0.6479910259294303	orange
Amillepora07197	0.12578691485641946	-0.11876846935471365	-0.13815580808708977	-0.041582120580155306	-0.010112105200108024	-0.07524512183551549	-0.015066241489485498	0.1626992980649331	0.04190816360588507	0.2156387251124153	-0.06840418977118899	green4
Amillepora13332	0.03887577000964982	-0.2545585319190074	-0.031027881891567383	-0.14900748270086495	0.24959098587778594	0.03595014734584021	0.1837463102546034	0.1457487365613995	0.28601157894400886	0.339232967354716	0.29135157545602636	green4
Amillepora36407	-0.01456960238101715	0.004745080875880662	0.37090488958385354	0.12630106333146485	0.24298473115084318	0.0817129163290147	0.1396356479603725	-0.13812800928704005	0.2791798135151581	0.2766853485871835	0.5483005624110155	orange
Amillepora30922	-0.12091668733557831	0.10685938110638489	0.13370049924862953	0.17365467104940474	0.2303890871405997	0.21276281553756832	0.15401737756680986	0.16037813562644926	0.10188643661846197	0.1315499052185517	0.05607944792995605	green4
Amillepora14129	0.06024687306615603	-0.1379906933826957	-0.23141010879320956	-0.006565141812674306	0.05500657652722871	0.03070995907601859	0.2846375759323292	0.24023379685788335	-0.1319503184389789	0.23476804400903137	-0.077850759011797	green4
Amillepora09832	0.024901739000062442	-0.0771864831326094	0.065819761885359	0.06505115761117095	0.24194886002813973	0.05621692511995518	0.21314290296813598	0.12589679689240257	0.010605181643902464	0.19850524358886257	0.15829638323044753	green4
Amillepora06637	0.16673980335797933	-0.134834996662334	0.045511793475494236	-0.1203939325857582	0.04498482625231364	-0.06448090887053406	0.12476236406479128	-0.03976011873687699	0.21220078371321768	0.1381177362587808	0.3145314693618485	green4
Amillepora19702	0.019825178998420595	0.6198995230084325	0.4980435641911392	0.5301782934011601	-0.028205726249159596	0.17652053888593913	-0.0399436178938874	-0.11941618799348358	0.007890992273491416	-0.2523541676294777	0.02624065437915442	red
Amillepora16172	0.10882543673088396	0.5557274473300259	0.1533299256675033	0.13577341931578302	-0.10624639083609036	0.2733968576870856	-0.2493513722024105	-0.07326999109263377	0.15794989356623357	-0.28754083659104024	-0.18523493767679095	red
Amillepora05804	0.008352621931501679	0.026203769221230466	0.26573193010166657	0.06382201894306891	0.08971335290617687	0.04117294891640241	0.09896588313465365	-0.06547590055671072	0.2754295463378955	0.15623190219161315	0.3978172814837474	green4
Amillepora05036	-0.1004671070339128	0.18425769690496818	0.24083406406489025	0.3058985453998455	0.11842892948464215	0.12123949285022166	0.093943564754069675	-0.08592005395311589	0.03273708503874111	-0.023561756183022864	0.1355188648013964	white
Amillepora03261	0.017742483156506422	-0.46897531669673115	-0.1729212154638833	-0.14542337358544674	2.972316287509144e-4	-0.3316891959888121	0.18242531168861553	-0.08709956057626701	0.0032982679419340764	0.4964337895000215	0.3650670212054725	green4
Amillepora13082	0.08633977168017337	-0.4780774474588509	-0.2595704818316693	-0.19305222262929658	0.0868260213692103	-0.17497477420451193	0.3466457002514188	0.2594366972589595	-0.0523244351311886	0.40374721761054583	0.17703905199790684	green4
Amillepora09936	-0.013222454491353168	-0.10621149152240278	-0.11977284771747297	0.0030510857706249547	0.10120810004410367	0.03188938114819511	0.1697526821549887	0.1567214191838301	0.09613029205245965	0.23472599286023366	0.08065730104574198	green4
Amillepora26644	0.20073459387330866	-0.19045067481533695	0.06063268090107557	-0.11581191677621369	-0.015017741148073884	-0.1858609805265446	0.15212975075768304	-0.23445316477126732	0.05735606486041473	0.13168292332424247	0.38623784720764665	green4
Amillepora22657	-0.019568839069128256	0.02713208813923178	0.04140371937628272	0.06323009033628087	0.10676512675133562	0.13082663341235862	0.07619139136777778	0.0793314378770603	0.07632876625173798	0.15773756996631827	0.09915639716131505	green4
Amillepora32586	1.8662865143639906e-5	0.5288562678957623	0.0038586886117808403	0.06926651586601384	0.0038039465086164292	0.44958478925138257	-0.20819999447224344	0.18238582826196423	0.2505042208935173	-0.2952302753022863	-0.3778935867742378	red
Amillepora32748	0.17114481682059163	-0.1283567144038471	-0.025684787412805832	-0.061343186670452535	0.15346618155483277	-8.902023704848751e-4	0.31989368751514924	0.0015812152080772971	0.034548779126075325	0.1539267125495259	0.2456157601383263	green4
Amillepora23389	0.10004886510011927	-0.03253181219487484	-0.07805136380154662	0.021234402242968135	-0.019584547808790202	0.01847409087050239	0.017635236519004546	0.03246871164327356	0.10029561351394596	0.190797328492055	0.03159254252277862	green4
Amillepora17064	0.11068945083208223	-0.16718763188429278	0.05865476680032662	-0.006634009946371547	0.22028136942695348	-0.020520925130527307	0.21948994989350668	-0.12367553302536287	0.06774595693343373	0.3516943263915367	0.40423382484255266	green4
Amillepora00723	0.0038843933163616035	0.716502250542791	0.4912483029911406	0.472788847280898	-0.08318119986984585	0.23936468211593231	-0.2018271970319891	-0.14219796312608643	0.03214382251199891	-0.4274536241927408	-0.15727491366235022	red
Amillepora37941	-0.046580853450979814	0.6929246910781125	0.43396578276258524	0.5159253703677206	-0.012062090911216976	0.3815957294517549	-0.14428872385128508	0.06159513941318977	0.0673961455193332	-0.31297798987178144	-0.25608337433380485	red
Amillepora36403	-0.06516965372800193	0.18026315918779673	0.2659775742848506	0.1366685082989498	0.23525584547965062	0.19185611269658337	6.903098758822557e-4	-0.08550569074170153	0.21135143002940382	0.12347168914336948	0.3020206741244795	orange
Amillepora32119	0.15896598428954628	0.7456886735437215	0.3260818075890717	0.19973119138138326	-0.050739495876912066	0.36379362028512063	-0.28588320923862476	-0.12872098840986482	0.2225140644223892	-0.4627595153684425	-0.16013666913440744	red
Amillepora08078	0.026031486773609207	0.15377770933397442	-7.677281695503413e-5	0.10558026442422846	0.22222715596392756	0.32976482455549083	0.3739396482796643	0.3350162338731314	0.0851905920620169	0.06045871864050417	-0.012020954166422543	brown
Amillepora27299	-0.013975806458274814	0.001470314105018005	0.039429655533546826	0.03427028325311596	0.17491653916619251	0.1571585522726514	0.13254078400728891	0.11244619472431677	0.15429823031682707	0.20556331597413025	0.15673530702695315	green4
Amillepora09831	0.015496121616172462	0.006982978928555816	0.09353369105023913	0.11983308603771581	0.2753405050810784	0.1365303803612667	0.2264499652598685	0.17844426635513214	0.017703771875338267	0.19687552849346612	0.12108953934476793	green4
Amillepora29189	-0.04784365591537403	0.23320946496424785	0.31323847397784754	0.28658935991271406	0.07245948677758637	0.1213246109997643	0.010561102550937299	-0.04113026188634686	0.08971369899209954	-5.58910846209959e-4	0.12352983763001575	white
Amillepora15474	0.07105657911387199	-0.6267486748661905	-0.29350130856731055	-0.3218443073129868	0.2713900365551902	-0.05907934406634455	0.4116942098540655	0.24722485978255943	0.15769727648632975	0.6469004003819565	0.3897075299269982	green4
Amillepora06695	-0.14068990821426094	0.2965942048139686	-0.015290893845713669	0.15827225941530404	0.08740312190261268	0.40051991832544603	0.13850353498167872	0.3518264949864514	0.011075249977814393	-0.17654828398334674	-0.3693330548232019	greenyellow
Amillepora19313	-0.03748983079210326	-0.4048803361797971	0.15149576415630972	-0.09367128156772533	0.02219208281500046	-0.2811533425161989	0.2252026494171288	-0.29325668008695815	0.18300756431165355	0.3819309607706941	0.6781959897853872	orange
Amillepora24851	-0.0707752162048716	0.036885123398742226	-0.0112545470810122	0.06766309715766966	0.16075839434549022	0.18595971138639572	0.11729370239274596	0.1560470666146813	-0.03067599240021136	0.17533906280264538	-0.005076007066558221	green4
Amillepora22339	-0.004932965081325527	-0.281314726702837	0.21192336511854654	-0.052376326663981336	0.04345260938753663	-0.2572582600204717	0.15538328594612005	-0.31709336819811507	0.2312140643934516	0.3780124597300558	0.6840783692328576	orange
Amillepora19701	-0.021968764032009425	0.6081368073779075	0.5194398632498405	0.554695306127913	0.003562387275699422	0.1793338097547018	-0.03649483206235972	-0.12243071827167729	-0.002441746771573973	-0.24393299817758993	0.02683224101342635	red
Amillepora03728	0.006170453829433001	-0.505547482775499	-0.05943342751001097	-0.19941643564928363	0.1556266179959199	-0.13192979936261373	0.3734408574859003	0.03262170743351786	0.2891023678325379	0.5688423520378658	0.5632908753503257	green4
Amillepora33123	-0.08610294601251044	0.5651002363338486	0.24248743494341807	0.22507096330120235	-0.07395392319253688	0.35545567300799114	-0.11531650504308685	0.03474536342703713	0.14724319577337242	-0.36764599130056297	-0.2540038371115825	red
Amillepora25829	0.10226129401226075	0.1406862810265983	-0.013073243765258162	-0.054014160710200196	0.1830132077314479	0.22748614065347075	-0.0592804780278862	0.11672049459300704	0.11277467280534861	0.09488053952324363	0.02328740986812286	green4
Amillepora19494	0.15725178932010472	-0.3812625006952014	0.14540750002817202	-0.1187330004330027	-0.021657678219378487	-0.3592553795718351	0.20936333660221634	-0.2695943694599697	0.09745348794684074	0.2325719548291545	0.6117171581187888	orange
Amillepora18761	-0.11782097115170638	0.02436998254480721	0.2478206543637341	0.08894960742247882	0.05739998770178079	0.04117073774705562	0.021436289403642	-0.13872642515535127	0.3560893161035274	0.1332978879965096	0.34477126168988276	green4
Amillepora14184	0.03343048978602319	-0.026957690064893583	0.07512706184272919	0.07372956870063115	0.13542779733033147	0.05898696545205359	0.08878462545926208	0.051379317250001735	0.017613643529573543	0.16940956113462174	0.13388631431993592	green4
Amillepora21890	0.0016313327210093764	-0.21208599002015452	0.1728351995767278	-0.01769226534388299	0.0918914870619543	-0.15065687881031367	0.1368466844760141	-0.27777214957374513	0.25560693497100223	0.34640385422751474	0.6125080121268524	orange
Amillepora10467	0.0015370527503834087	0.16040625101264178	0.2631910280472939	0.27219154778561816	0.1411620432391838	0.09578886270944562	0.01859218614385111	-0.1413861537364648	0.11717252423339239	0.0556912737457815	0.2313603835060012	white
Amillepora11267	0.06553404795459755	0.4678964879176784	0.16269104883194854	0.20424878270749694	-0.15590669599006435	0.12646283341952452	-0.28343610415493425	-0.06417656714491668	0.09025207967905138	-0.12082479442554217	-0.17030463564293724	red
Amillepora04585	-0.007209701244831987	-0.3303637484588916	0.19665118952562133	-0.10326052366993146	0.12868843054212897	-0.20362484993738422	0.19854643175801234	-0.2952527206070143	0.32038580105666137	0.33787930207457834	0.7414444905655058	orange
Amillepora26653	0.15347918017159845	-0.13467486538043763	0.12862921112710937	-0.07317811114602782	0.13189248058279263	-0.04948787171158632	0.22607124421125474	-0.13411482276005282	0.15891247799275154	0.19973367929103186	0.45062186565079954	green4
Amillepora37317	0.007350826238392164	-0.08505235168088733	-0.3026680711415401	-0.04766439715950363	0.05107827189429605	0.19142550080518414	0.31194180275823147	0.4553011620296063	-0.12309502330580727	0.08957053563512754	-0.3299808168341645	green4
Amillepora20058	-0.05397620882942932	-0.06498605022643586	0.14305557567837224	0.06127568722289281	0.1656413474912741	-0.02245149478219527	0.02883022986101114	-0.0899511902524888	0.04432908587493241	0.21368329303042377	0.28644535061095094	green4
Amillepora28542	0.08838579058081239	-0.26421742189736797	0.20531122312075395	-0.06865934127494186	0.2931934992252629	-0.029612541940037374	0.23926281372265523	-0.02977350634527879	0.31267538878510803	0.38000120074812677	0.6100413300459987	orange
Amillepora19424	0.030646222655569988	-0.19624097682705022	0.1547876934567786	-0.01245284750874974	0.19844300698476075	-0.004073362322758643	0.1730128645612341	-0.11355911454490801	0.3587681477819703	0.42781288209763335	0.5626471572533004	orange
Amillepora33913	-0.015732979242806408	-0.5108905918929827	-0.1711984286421058	-0.284131530058151	0.09194790668967737	-0.1870417104085702	0.21299211192213346	-0.0765245885784712	0.14733467044652382	0.5625571309064212	0.46651525341571165	green4
Amillepora08799	0.04240525885025163	0.0381897766669931	0.21955708840644333	0.09753855068638828	0.13431374588741019	0.046947032192927986	0.10286808130515468	-0.05978732532646853	0.12062422204111121	0.14115904920514138	0.3121034288793903	orange
Amillepora36060	0.26507156545049926	-0.04313559035344869	-0.09194385968005969	0.05290809585644456	0.226874286158386	0.09627038056864337	0.13216262967440728	0.2913236301308386	0.009690174330379232	0.19458557405577395	-0.0388979781220642	green4
Amillepora03482	0.05024471413848382	0.17741608722675462	0.1658021558434089	-0.0514458813072169	0.04749109132393144	0.023371107234368055	-0.14759344588886594	-0.3038178721442985	0.15176671401282119	0.034395725249500124	0.3398081979769728	orange
Amillepora10092	0.1429829695048347	0.05517503137265283	0.1954810494626138	-0.009880687315445492	0.08213541409935697	0.023063701001513046	-0.04780341189956025	-0.1256560297003499	0.2808790002810815	0.01782906264779102	0.2779203398395643	orange
Amillepora25830	0.1765127825846975	0.21202580387132497	0.1728997959062579	0.013868381386728116	0.18291508781516416	0.2126662679658075	-0.06445757417036743	0.02011418383877906	0.2635720010128127	0.13324753872485395	0.22588888338407231	green4
Amillepora02982	0.021624361845883212	0.11762504117409801	0.24079268043294277	0.05287118508071448	0.08033601961962658	0.06165902614716148	-0.030740812393363893	-0.15805273079057786	0.1889031726782412	0.11531926224984279	0.3364851496288629	green4
Amillepora32745	0.11795493732924833	-0.1312885284172004	-0.03918959668315313	-0.058853750166376395	0.1374424385633169	-0.011700234290493758	0.32761081961987426	-0.008612922255658505	0.0058765811569452325	0.14848627644587659	0.23093023782531627	green4
Amillepora21014	-0.045963714511164634	0.44158206676756284	-0.07404221166854458	0.14766770310645794	0.028126508828982193	0.4576608411412097	-0.010939649098120053	0.3651932011107892	0.08157283462561252	-0.15829354266461543	-0.42687668700959946	red
Amillepora11328	-0.03803596928289521	0.445471734607082	0.22734136275993846	0.13104784348877502	0.007428266786209475	0.26525318010614585	-0.24286554447057787	-0.03864222535465254	0.12280160484535123	-0.15197184756262908	-0.05885970658063585	green4
Amillepora12222	0.008337549280733237	0.03337872751841508	0.3131754920832968	-0.05021421365251995	0.08016878072932684	0.04115487427850756	-0.11801342957643153	-0.2866382306211253	0.3404978913280325	0.06420276631837106	0.48234144145855995	orange
Amillepora19206	-0.0746612969316453	0.019996297009366178	-0.031149855293621874	0.044881129982905305	0.12114225026386125	0.16748081900127215	0.08731504612599851	0.19213364237509423	-0.011616279895066986	0.16626981247908798	-0.018720081846444178	green4
Amillepora26915	0.05803082108244681	-0.18774979198963332	0.17293968734416337	0.004602528872117713	0.1186564186212534	-0.11897828204581024	0.19945016869936966	-0.17504794561839349	0.13348101119343386	0.32396460300693064	0.5325000329594305	orange
Amillepora34298	0.027854020699891572	-0.06708690667797396	-0.0642868176447179	-0.03201356928924551	-0.05435149106521364	-0.0060065607459023965	0.1416198534650742	0.04825439809638232	0.04630046129090456	0.07810422772603615	0.037507455445879974	green4
Amillepora21799	-0.01287586801634412	0.011892334834059989	0.14335057627118358	0.15862533569462076	0.27449169719794764	0.23969380229264162	0.2422454498095984	0.19787624683690702	0.1657552690065833	0.26969491172403204	0.15627329790753067	green4
Amillepora08340	0.016042635120347322	0.11989749574049571	0.28183257419865126	-0.018890212747195982	0.1271745548315852	0.12452897924860964	-0.04300201452587561	-0.13022577647321376	0.3985303016909313	0.06696115625520839	0.3638856770559038	orange
