gene	LD1	PCA.pa.1	coef	MeanDecreaseAccuracy	MeanDecreaseGini
Amillepora13288	5.390352453396152e-5	0.006267774835230767	0	0	0
Amillepora13289	2.5031176905198594e-5	0.004274752666205655	0	0	0
Amillepora13290	7.201769204271576e-5	0.005090516235405173	0	0	0
Amillepora13293	1.5575366833954163e-5	-0.0021507167214163555	0	9.523809523809523e-5	0.017042630160306372
Amillepora13294	1.9254790355361125e-6	-0.0020520040787933387	0	0	0
Amillepora13295	6.333038676635174e-5	0.005059232994057279	0	3.2e-5	0.007432407911457687
Amillepora13296	2.460630928670759e-6	-1.1315338517900606e-4	0	0	0
Amillepora13298	6.096333842278185e-6	0.00628337784588364	0	0	0
Amillepora13299	5.178795097797178e-8	0.011153330719167657	0	0	0
Amillepora13300	3.3776481280311584e-7	0.0011974979800596273	0	0	0
Amillepora13303	1.6796562346915163e-6	0.006958838655530708	0	0	0
Amillepora13304	6.210600430658823e-5	0.010104026538863987	0	0	0
Amillepora13305	9.525472848446925e-6	0.00804134028868658	0	0	0
Amillepora13308	1.704480501373346e-4	0.009038617755043804	0	0	0
Amillepora13309	4.0830818870737916e-7	0.009190083745700107	0	0	0
Amillepora13310	5.683763691622791e-7	0.010890076935771403	0	0	0
Amillepora13311	2.0660108553114152e-5	0.003826357344331179	0	0	0
Amillepora13312	1.0523927916585326e-4	-0.0015873426884193459	0	1.3236614891784344e-4	0.08337936301830229
Amillepora13313	1.0688807863401902e-8	-0.002064004443451489	0	1.4705882352941177e-5	0.017010173176983643
Amillepora13314	4.271758169940219e-6	0.006607924720827861	0	1.4388489208633095e-5	0.0037777777777777788
Amillepora13315	7.104119064964401e-8	-0.0035066107596478983	0	1.276595744680851e-4	0.031024881185350864
Amillepora13316	1.6852600963612374e-5	0.003794877092802562	0	2.7777777777777776e-5	0.003962264150943384
Amillepora13318	1.967781001618131e-6	0.00735401981099866	0	0	0
Amillepora13319	4.1143156905096374e-5	0.008118873064346232	0	0	0
Amillepora13321	4.356386891787697e-6	0.0015267003071608844	0	1.4814814814814815e-5	0.007157894736842106
Amillepora13322	2.6403598954295156e-6	0.004881872425833863	0	0	0
Amillepora13324	7.788002403573845e-6	0.005696145260670048	0	0	0
Amillepora13326	3.48850478230529e-5	0.0149532663657565	0	1.4814814814814815e-5	0.014072396180325256
Amillepora13327	3.698814545186846e-5	0.006673188293814665	0	-1.45985401459854e-5	0.003
Amillepora13328	3.0978449661626205e-8	0.002303819322986505	0	-1.3605442176870747e-5	0.009080337804272745
Amillepora13331	5.8692382702937035e-5	0.012490415869582456	0	-2.7586206896551723e-5	0.003970588235303183
Amillepora13332	2.3738043944096878e-4	0.015327651974569239	0	0	0
Amillepora13333	2.5197180532513204e-5	0.010889282852918677	0	3.076923076923077e-5	0.0039718309859225085
Amillepora13334	1.1401518604835668e-4	0.007814817425645664	0	0.0016902913382536436	0.9351978640232346
Amillepora13335	2.2000739151242257e-6	0.005725011535806679	0	0	0
Amillepora13339	1.2239050277285438e-7	-0.0024522423705289516	0	0	0
Amillepora13340	3.660852852302923e-5	0.008521141531579025	0	0	0
Amillepora13341	3.918417757954502e-7	-0.0027391398451849015	0	0	0
Amillepora13343	4.009349417663314e-5	0.005097091211840202	0	4.545454545454546e-5	0.023937431419702365
Amillepora13344	2.006642818709413e-5	0.004482422042439208	0	0	0
Amillepora13346	2.1329316687824135e-4	0.007989783747573517	0	0	0
Amillepora13348	4.32850827077465e-6	0.003871316828769556	0	0	0
Amillepora13349	6.735941892519753e-7	0.003232572049922595	0	0	0
Amillepora13351	8.2022987372437075e-05	-6.7621921403052e-5	0	0	0
Amillepora13352	2.1725631407976147e-4	0.002228690615771686	0	0	0.010363636363636367
Amillepora13353	6.62305798073736e-5	-8.970738230153548e-4	0	0	0
Amillepora13354	2.462788920825274e-4	0.013998664638723736	0	3.125e-5	0.0039019103102614565
Amillepora13355	2.2659716743628653e-7	0.0076274006595541425	0	0	0
Amillepora13357	1.7009477917530395e-4	0.00968901794831954	0	2.8985507246376814e-5	0.01454820824881682
Amillepora13358	6.303431553468319e-5	0.0026582501468960665	0	0	0
Amillepora13360	8.398889150327645e-4	0.021267518958505236	0	0.002389987446542607	1.1025019351338188
Amillepora13361	3.5345600775121495e-6	0.0033315837345959088	0	-2.857142857142857e-5	0.0051053875564824125
Amillepora13362	7.844197089261171e-6	0.003623653233207309	0	0	0
Amillepora13363	1.620983810605182e-4	0.001659400886987034	0	0	0
Amillepora13364	1.6178698749883363e-4	0.00659291407192146	0	1.3605442176870747e-5	0.020778467908902806
Amillepora13365	3.100378884001037e-5	0.006751749779164881	0	1.5267175572519083e-5	0.0032
Amillepora13367	1.0235736665153359e-7	0.008909827623770695	0	0	0
Amillepora13368	2.4581339256771615e-5	-0.0036425838361870597	0	0	0
Amillepora13369	2.0690493199438813e-6	0.006799763090704104	0	0	0
Amillepora13371	9.72313642562109e-6	0.006231350861008162	0	-1.4492753623188407e-5	0.003904761904761898
Amillepora13372	6.304442650431803e-5	0.008140207187224427	0	0	0
Amillepora13373	1.0181733393703362e-5	0.0036965560980853087	0	0	0
Amillepora13374	5.061315589477916e-7	0.009601966350335597	0	0	0
Amillepora13445	9.515548329009457e-5	0.007755842518837243	0	0	0
Amillepora13446	1.2969953044027835e-5	-6.35424685531181e-4	0	0	0
Amillepora13447	1.2723693744299581e-4	-0.009701255112226009	0	8.529143317471662e-4	0.549183708566195
Amillepora13448	8.076314920384211e-5	-0.01665547728437416	0	2.931549252899216e-4	0.058304960507751386
Amillepora13449	8.415062701299151e-5	0.005669490561061133	0	0	0
Amillepora13451	1.570217277060609e-5	0.012928886182086471	0	0	0
Amillepora13452	2.8427331496288702e-5	0.008128615011536887	0	0	0
Amillepora13453	3.599821593381298e-6	-6.043832580524362e-4	0	0	0
Amillepora13455	2.390936406447885e-6	0.0013720874447893472	0	0	0
Amillepora13456	4.623403820507968e-9	0.003986634865708368	0	0	0
Amillepora13457	2.5869674840415925e-5	0.007080723003562156	0	0	0
Amillepora13458	3.308510117273396e-8	0.004806276212151857	0	0	0
Amillepora13459	1.4426603184026005e-5	0.008532671407313574	0	0	0
Amillepora13460	1.3929661355269947e-4	0.00602814942144872	0	0	0
Amillepora13462	2.7009913381332724e-5	0.007920028482870422	0	0	0
Amillepora13463	2.1914263205484954e-6	0.003400028719724126	0	0	0
Amillepora13464	9.063037125041496e-6	0.009892426078697556	0	0	0
Amillepora13466	1.706392633923491e-5	0.004096090182593606	0	0	0
Amillepora13470	6.4257916214826245e-6	0.0026393309963739175	0	0	0
Amillepora13471	2.5903205221855736e-7	0.008455680008145441	0	0	0
Amillepora13472	1.951372263967543e-6	0.009411687726781357	0	1.4705882352941177e-5	0.011025863051156421
Amillepora13473	2.2950084725054088e-6	0.009733246436457002	0	0	0
Amillepora13474	8.85423489894135e-5	0.009541726860854562	0	5.571665285832643e-5	0.06730409428837485
Amillepora13475	2.4881633248954067e-6	0.008658345429069184	0	0	0
Amillepora13476	1.2629449450844002e-5	0.0038135409090305013	0	0	0
Amillepora13479	3.86658920644175e-5	0.0052687828379953845	0	0	0
Amillepora13481	2.532423245743759e-5	0.010022544516851872	0	2.9850746268656717e-5	0.0105
Amillepora13482	3.4954975386476046e-5	-0.005707992381758199	0	0	0
Amillepora13483	3.40797999567209e-6	-0.00438362860308997	0	-2.9589371980676327e-5	0.01090762600650113
Amillepora13484	2.812299602077645e-5	0.005427980716151361	0	0	0
Amillepora13485	1.5610382029048547e-5	0.00610919288838983	0	0	0
Amillepora13486	2.312780077257927e-5	0.007934817276200294	0	0	0
Amillepora13488	1.363194218163529e-4	0.007410050820346549	0	4.511278195488722e-5	0.0073929403929403744
Amillepora13489	1.5983983974633987e-4	0.009637926155225464	0	0	0
Amillepora13490	1.4008476685319124e-5	0.004442779730041306	0	0	0
Amillepora13491	9.923853626864881e-6	0.011024837434211131	0	0	0
Amillepora13493	2.094091504771959e-10	0.010466173964872233	0	0	0
Amillepora13494	3.466480953335804e-5	0.010087931893491067	0	-3.1007751937984497e-5	0.02854194309302672
Amillepora13496	5.396581238458318e-6	0.008282443754878875	0	-2.9411764705882354e-5	0.003428571428571443
Amillepora13497	5.496456402425559e-5	0.011151882458903646	0	0	0
Amillepora13498	1.980033704642639e-4	0.004680646018928338	0	0	0
Amillepora13499	8.531433010498465e-8	0.01760834931627317	0	0	0
Amillepora13500	2.927604311680068e-5	0.0039189328748137206	0	9.79020979020979e-5	0.01840488311688313
Amillepora13501	1.875827531175562e-5	-0.010133112297260308	0	0	0
Amillepora13502	4.291219209365048e-6	0.0149483316607874	0	0	0
Amillepora13514	1.9224026584954203e-5	0.0024744456356510813	0	5.714285714285714e-5	0.017111111111111108
Amillepora13524	6.21624944209575e-5	0.009147336026779007	0	0	0
Amillepora13525	1.6339950595264702e-5	0.003415391791004395	0	0	0.007111111111111111
Amillepora13526	1.2150257464354968e-4	-0.011678262006365165	0	0	0
Amillepora13527	1.269097458677985e-4	-0.001367120808863426	0	0	0.011483674092157458
Amillepora13528	1.3323875971552986e-6	0.007644062547511714	0	0	0
Amillepora13529	6.093449310481957e-7	0.006073255422529927	0	0	0
Amillepora13531	1.2941465741526485e-5	5.686802702107113e-4	0	0	0.021834625322997417
Amillepora13533	1.4096850189974194e-7	0.014263530438869252	0	2.1089324618736382e-4	0.02590151917048535
Amillepora13534	2.9946464741803417e-6	0.007422137572140623	0	7.8125e-5	0.035829631726913475
Amillepora13535	4.360996371075649e-5	0.0073408898516088995	0	1.45985401459854e-5	0.010199999999999999
Amillepora13542	3.5276439255148324e-6	0.003928304848018263	0	0	0
Amillepora13543	5.608549598888642e-5	-0.0038534244836503757	0	0	0
Amillepora13544	1.4758673823219815e-5	-0.0030243519789790183	0	0	0
Amillepora13545	3.433679975521307e-5	0.008677184816684376	0	0	0
Amillepora13546	6.595248403660886e-5	0.017616307050996916	0	4.4939815962844067e-4	0.10412067995368082
Amillepora13547	3.832833749193519e-5	0.01778523961528885	0	5.5172413793103446e-5	0.027142717283266848
Amillepora13548	1.500016469403597e-4	0.0076297298167362325	0	0	0
Amillepora13549	2.185552268178005e-4	0.0165275437567505	0	4.411764705882353e-5	0.05981566177026384
Amillepora13551	8.83291876416606e-6	0.004676967698240786	0	1.3888888888888888e-5	0.0038620689655172384
Amillepora13554	1.5859655521686996e-10	-0.001995860552883755	0	0	0
Amillepora13555	2.8465034598628535e-6	0.00932477130919546	0	0	0
Amillepora13556	2.2101598520076674e-5	0.003056341274859946	0	0	0
Amillepora13558	8.404330978145027e-5	-3.7542071076629846e-5	0	0	0
Amillepora13559	2.5769964636114464e-6	0.004110782959208883	0	1.3513513513513515e-5	0.003965517241379303
Amillepora13561	3.19288056244197e-4	0.0041940567180813685	0	0	0
Amillepora13562	2.4763831164666025e-4	0.004833809914205436	0	0	0
Amillepora13568	8.068895351248976e-6	0.0034056133085588044	0	0	0
Amillepora13569	5.261531832788945e-6	0.005619161660228812	0	7.518796992481203e-5	0.007589743589743587
Amillepora13570	1.673245238441708e-5	0.01145352984381357	0	0	0
Amillepora13572	3.274954310072172e-7	0.00876337652047944	0	0	0
Amillepora13577	4.151713097181578e-5	-1.6883366129723785e-4	0	0	0
Amillepora13578	1.4058862050327236e-4	0.0015248042121409427	0	0	0
Amillepora13590	2.7716863890931772e-5	0.0033207828529703888	0	0	0
Amillepora13595	7.74031473736288e-5	-0.013753614676188831	0	0	0
Amillepora13605	1.299090680642863e-5	0.006163014608120184	0	0	0
Amillepora13608	9.825850646347879e-5	0.004069998523050859	0	0	0
Amillepora13612	1.1460101680440975e-5	0.002791648442484932	0	0	0
Amillepora13614	1.4473359249796743e-4	0.005614613140827071	0	0	0
Amillepora13617	6.282495570573961e-5	0.0023070837996170194	0	0	0
Amillepora13620	2.459536287557168e-4	0.003181509601912282	0	0	0
Amillepora13622	3.1784303254711855e-5	0.009250880720253207	0	0	0
Amillepora13624	3.6230756289896415e-5	0.009950079549351896	0	0	0
Amillepora13626	3.802402092289543e-5	0.007189362020076171	0	0	0
Amillepora13629	9.004050679199388e-6	-0.002772381824955315	0	0	0
Amillepora13631	1.2039640727335566e-4	0.0022389058698009325	0	0	0
Amillepora13633	7.220575068324064e-9	0.002102690864533392	0	1.5748031496062993e-5	0.015251008064517265
Amillepora13634	3.6519136626371707e-6	0.0015975855544278583	0	0	0
Amillepora13635	6.594941298900182e-6	0.005143993080177528	0	0	0
Amillepora13643	3.741340828711597e-6	0.004796331558577081	0	1.5151515151515151e-5	0.0033333333333333375
Amillepora13645	4.4975815589699575e-4	0.008725398852437827	0	3.0303030303030302e-5	0.02447588018427467
Amillepora13647	1.5640335895511657e-5	0.01693565740264078	0	0	0
Amillepora13649	2.7627905482384993e-5	0.0032029172884274126	0	1.5267175572519083e-5	0.01110000000000005
Amillepora13652	2.9844371290977924e-5	0.00976727336833804	0	0	0
Amillepora13662	2.120373226149518e-6	0.002291949358667967	0	1.4084507042253522e-5	0.031780018625225524
Amillepora13668	5.81224382676437e-6	0.00449858546926332	0	0	0
Amillepora13686	6.0986874737036327e-05	-0.002693858700726227	0	0	0
Amillepora13695	5.091715363485913e-8	0.005081423698320941	0	0	0.0036000000000000016
Amillepora13704	3.0770813044827936e-4	0.005785623161340977	0	0	0
Amillepora13707	1.0591443987442603e-4	0.0010369669890209013	0	0	0
Amillepora13708	1.3036807197446413e-4	-0.001143572948884508	0	0	0
Amillepora13710	7.041995893074296e-7	0.007759031064132567	0	0	0
Amillepora13712	6.081791482927953e-5	0.007810869581585177	0	0	0
Amillepora13713	5.0749999464984155e-6	-0.0025587720212510057	0	0	0
Amillepora13715	1.1909694542966242e-6	-0.015039199752949099	0	4.358252528412053e-5	0.017339444523572126
Amillepora13716	1.572913491126183e-5	-9.157457670699867e-4	0	0	0
Amillepora13717	8.290876026704364e-6	-0.0032789776154345304	0	0	0
Amillepora13721	1.4949856597293335e-6	0.011326512516469175	0	0	0
Amillepora13722	2.4160925586473826e-6	4.5382869349925794e-4	0	0	0
Amillepora13723	5.4268381540717283e-5	0.009753083605391837	0	0	0.005214814814814815
Amillepora13724	1.5992259955896953e-5	0.01393367206568085	0	0	0
Amillepora13727	3.091291870132385e-5	0.004615754700270279	0	0	0
Amillepora13729	9.032511673593197e-5	0.008188106664014429	0	0	0.003924211884228839
Amillepora13732	2.411090861924365e-6	0.008801258212787669	0	0	0
Amillepora13733	1.1211291090953867e-5	-0.005133232873553058	0	0	0
Amillepora13735	1.0236562967928693e-4	0.008305399250377661	0	0	0
Amillepora13738	8.846615923060182e-7	0.005490096467519814	0	0	0
Amillepora13741	6.524693409582551e-5	0.007204699089426229	0	4.225352112676056e-5	0.0038959572845209322
Amillepora13743	5.865510828717778e-6	0.004175834597173112	0	0	0
Amillepora13744	5.6315846743194396e-9	0.004973441463168243	0	0	0
Amillepora13747	1.6389261965901325e-5	0.004826815950401743	0	0	0
Amillepora13749	2.3033792680408517e-5	-0.00453312969177	0	0	0
Amillepora13750	3.90669368257889e-5	0.005041787558360171	0	0	0
Amillepora13751	9.859347165298277e-5	0.003925568979432934	0	4.379562043795621e-5	0.03110807321333637
Amillepora13752	6.521478777250083e-5	0.006933754656701793	0	0	0
Amillepora13753	2.742274605224889e-5	0.011110844015418734	0	0	0
Amillepora13755	3.387240191874618e-5	0.003741629594433618	0	-3.0534351145038166e-5	0.006545454545454547
Amillepora13758	1.0787218288076011e-4	-0.008337592336291758	0	7.281323877068558e-5	0.017781069920077983
Amillepora13759	7.542861844274873e-6	-0.002612602821088848	0	0	0
Amillepora13760	4.703133916770828e-5	0.001749361269416092	0	2.7777777777777776e-5	0.006545454545454545
Amillepora13762	3.800231743355222e-5	0.013518008394325518	0	0	0
Amillepora13763	7.396634572922603e-5	0.007825674536192257	0	-1.5151515151515151e-5	0.003333333333333334
Amillepora13764	3.8729149240822406e-4	0.006683295601339722	0	0	0
Amillepora13765	1.9520577035217236e-5	0.005437840115715835	0	0	0
Amillepora13766	1.8885156008696236e-6	-0.00115950923707779	0	0	0
Amillepora13767	1.1834489920574885e-4	0.0065697354520638015	0	0	0
Amillepora13768	3.813166475163202e-5	0.00864896797165744	0	5.634920634920634e-5	0.028748670170409284
Amillepora13769	1.4920346315953204e-5	0.006741980564526755	0	0	0
Amillepora13770	1.2708027155822763e-4	0.0069787056398795625	0	1.5037593984962406e-5	0.018641135767120034
Amillepora13772	1.5488461686099407e-6	-5.426262456994642e-4	0	0	0
Amillepora13773	6.79013734112244e-5	0.004489318567430807	0	0	0
Amillepora13774	8.809913660704275e-5	0.003462072563682515	0	0	0
Amillepora13775	5.6547801732694454e-5	-5.848756306554822e-4	0	0	0
Amillepora13776	9.298982750045805e-5	0.0035310741396901266	0	-2.877697841726619e-5	0.007
Amillepora13777	2.3653257602894925e-6	-5.59099503156116e-4	0	-1.4492753623188407e-5	0.007617102556574821
Amillepora13779	1.302744613384213e-6	0.009121915611667933	0	0	0
Amillepora13781	1.3327188468065263e-6	0.0067130230876582715	0	0	0
Amillepora13782	7.639032747595323e-5	0.008458189906013481	0	0	0
Amillepora13783	1.7826571601749916e-5	0.006939946228036578	0	0	0
Amillepora13784	2.9856806214342922e-5	-0.0025257169151052658	0	0	0
Amillepora13785	7.993548328254705e-6	0.005633087615677935	0	0	0
Amillepora13786	3.500330552859505e-5	0.006434484216068363	0	0	0
Amillepora13787	2.5324004334421456e-4	0.009677788109522955	0	0	0
Amillepora13788	5.042715516612073e-5	0.012396625892233632	0	0	0
Amillepora13789	8.711187720024778e-6	-0.0018813770542648002	0	-2.91970802919708e-5	0.008744680851063833
Amillepora13790	1.5455028702760857e-4	-0.009670502477114316	0	7.2992700729927e-5	0.026947980892742463
Amillepora13791	1.4668784164575686e-4	0.005209338903140824	0	3.3235581622678394e-5	0.05794712346477055
Amillepora13794	2.4181353608401543e-5	0.007718404619398571	0	0	0
Amillepora13795	1.3164941884795664e-5	0.004245615670438401	0	-1.4388489208633095e-5	0.002666666666666667
Amillepora13796	2.709532370520422e-5	0.004151969420243804	0	0	0
Amillepora13797	6.776066041879639e-7	-0.0037878559979216474	0	0	0
Amillepora13811	5.70272928149001e-4	-3.0971722285463567e-4	0	0	0
Amillepora13815	2.3218895497081335e-7	0.0045824808182316	0	0	0.017341935483870932
Amillepora13819	5.03636588080289e-5	0.0016181195933492993	0	0	0
Amillepora13820	4.3604496644453575e-7	0.002773592599298578	0	1.1272609819121447e-4	0.031373931743805525
Amillepora13821	1.9852765694927053e-4	0.009248311787481815	0	0	0
Amillepora13826	2.3211485050539547e-05	0.004188785913684273	0	0	0
Amillepora13831	1.2835800776965655e-4	0.012008805359867652	0	0	0
Amillepora13832	3.709862659395947e-5	0.005435128467323004	0	0	0
Amillepora13835	1.1718415517425093e-4	0.008155193564868993	0	0	0
Amillepora13836	3.726076388860475e-8	0.012296571700972378	0	0	0
Amillepora13838	1.89228504023123e-5	0.00555218287749263	0	0	0
Amillepora13842	1.97681173661366e-4	0.005393303570127707	0	0	0.013333333333333322
Amillepora13846	9.014775373191521e-5	0.0061137816991122165	0	1.4925373134328359e-5	0.033694196870667596
Amillepora13851	8.20080086846357e-5	5.606379240439278e-4	0	0	0
Amillepora13855	4.2486955429509596e-5	0.004206332604320702	0	0	0
Amillepora13864	7.402747564976656e-5	0.0035914738420573422	0	-4.3478260869565214e-5	0.01523312044817925
Amillepora13866	6.25644555105811e-6	0.003250396572391448	0	0	0
Amillepora13874	1.8927455445661277e-8	0.00672256085847919	0	0	0
Amillepora13876	1.3070902695220424e-6	0.004368677130900893	0	-2.8368794326241135e-5	0.007653878942885342
Amillepora13880	3.861259100331497e-5	0.0038513714325414477	0	0	0
Amillepora13883	2.3268703217077764e-5	0.0024480978005309	0	-3.125e-5	0.003428571428571429
Amillepora13887	7.027185743863128e-6	0.0038072157844732443	0	0	0
Amillepora13891	5.024774379710991e-6	0.0029562279890141883	0	0	0.017404657269528268
Amillepora13894	3.0669165907842408e-6	0.004279973407093646	0	2.7777777777777776e-5	0.003333333333333334
Amillepora13896	2.3827090124900345e-6	0.0031775339703367144	0	0	0
Amillepora13898	4.4011416720531986e-5	0.004864799652816846	0	4.5924225028702753e-7	0.028228179432962415
Amillepora13903	4.815334632823596e-6	0.0046387338402052855	0	0	0
Amillepora13914	1.0136211374167273e-4	0.004488875908171091	0	0	0
Amillepora13916	1.4894517022862686e-5	0.004427725638703631	0	0	0
Amillepora13922	6.600241497582736e-5	0.0015088960887145793	0	0	0
Amillepora13929	7.380572852304441e-5	0.009747273317978334	0	0	0
Amillepora13932	2.1713040647699554e-4	0.0014289715112048328	0	0	0
Amillepora13933	4.2996824136780114e-5	0.00439579680097513	0	-1.5267175572519083e-5	0.012952380952380953
Amillepora13934	5.188559327256956e-6	0.00596458938731149	0	0	0
Amillepora13936	5.634268195164287e-6	0.0016797816524353494	0	0	0
Amillepora13938	2.956239817152441e-4	-9.93682992599994e-4	0	0	0
Amillepora13940	1.544076461279295e-5	0.00209011237696238	0	0	0
Amillepora13941	3.262585625777239e-6	2.935065356961742e-4	0	0	0
Amillepora13942	2.4463792822164893e-6	0.004507669418273875	0	0	0
Amillepora13943	1.3382625883881123e-4	0.00418071241617077	0	1.476510067114094e-4	0.04474220558402317
Amillepora13953	7.960568906434387e-5	0.003541957375721864	0	0	0
Amillepora13954	4.572995841401055e-9	0.00798351182317703	0	0	0
Amillepora13955	5.949137007374309e-5	0.01425950329204457	0	1.421316306055739e-4	0.11489138932686904
Amillepora13956	1.6278876456326386e-4	0.010567932129091505	0	0	0
Amillepora13958	6.572387780517953e-9	0.006013897670123607	0	0	0
Amillepora13960	9.955147649214985e-8	0.008301302238897749	0	0	0
Amillepora13962	3.7583649077316955e-5	0.0029657629764146282	0	1.5503875968992248e-5	0.007364835867236821
Amillepora13963	7.4688263311197165e-6	0.014473361955785132	0	-6.0606060606060605e-5	0.005714285714285715
Amillepora13965	2.4968760404682423e-4	0.010708237711895337	0	0	0
Amillepora13966	1.8272587717612472e-5	0.005622754637858876	0	0	0
Amillepora13967	9.031527416357825e-5	-2.7141474750897447e-4	0	-7.941234862021054e-7	0.008706093189964157
Amillepora13974	6.433074659573201e-6	2.683996317643626e-4	0	0	0
Amillepora13975	9.867464239443993e-5	0.002743726335753364	0	0	0
Amillepora13979	4.613524705970784e-5	0.002945613457591732	0	0	0
Amillepora13983	9.297606310736997e-7	-0.0047826129923333426	0	-2.9850746268656717e-5	0.006666666666666668
Amillepora13984	1.516844094041481e-5	0.004305505042547755	0	0	0
Amillepora13985	2.007061259586914e-6	1.9077530055727234e-4	0	0	0
Amillepora13986	3.47849468878492e-5	0.0017881084288277136	0	0	0
Amillepora13987	7.105060782531443e-5	-0.0020852567730502585	0	3.0303030303030302e-5	0.031255329044260205
Amillepora13989	3.172631472013708e-5	0.004007365599637102	0	0	0
Amillepora13990	3.753672797766042e-4	0.007517490275297425	0	0	0
Amillepora13991	8.367479111868924e-6	-0.017180424537868916	0	0	0
Amillepora13992	1.3966113535703547e-4	0.00688029378462312	0	0	0
Amillepora13994	2.4986416502487997e-5	0.0023364558341968066	0	1.1484657092786657e-4	0.06836862795021653
Amillepora13995	2.8789522265469405e-5	0.00444964346276867	0	0	0
Amillepora13997	5.30934286775843e-6	0.013166881942890583	0	0	0
Amillepora14003	1.0793439996032879e-4	0.004658096880389807	0	0	0
Amillepora14004	2.983576109120411e-7	0.003520229101797205	0	0	0
Amillepora14005	1.7702673706757157e-6	0.009451775327056365	0	0	0
Amillepora14006	1.1491775407121114e-4	0.002778308939737002	0	0	0
Amillepora14007	3.1627676599387256e-5	0.001132481485598389	0	0	0.015594992084892838
Amillepora14009	2.946068173739387e-5	0.005814714709047411	0	-2.73972602739726e-5	0.010430075187969956
Amillepora14015	1.4387494810169681e-5	8.245471936803136e-4	0	0	0
Amillepora14016	2.8097904343302793e-6	0.011571117266408195	0	-1.5037593984962406e-5	0.0033333333333333357
Amillepora14017	2.8968149306717154e-5	0.004159857783504264	0	0	0.003967479674801723
Amillepora14018	1.8701909404623705e-4	0.006678728065153906	0	0	0
Amillepora14022	1.478109313012939e-7	0.0011220287714215102	0	0	0
Amillepora14023	1.3683658656551343e-4	-0.026450517207263324	0	-4.477611940298507e-5	0.022857142857142854
Amillepora14024	1.1774395904870671e-5	-0.001629778994318363	0	0	0
Amillepora14025	3.0222198774139827e-5	0.004671937492489131	0	0	0
Amillepora14026	9.693690152917876e-5	0.008511209754268452	0	0	0
Amillepora14027	7.341584580702633e-6	0.0030624185763995777	0	0	0
Amillepora14028	6.394123214239129e-6	0.017917597258777996	0	0	0
Amillepora14029	3.6500625906421384e-5	0.002950126328462907	0	2.9850746268656717e-5	0.003866666666666667
Amillepora14031	2.0773113960455516e-5	0.008438063441256593	0	0	0
Amillepora14032	4.022609130638699e-6	-2.8340428382372837e-4	0	0	0
Amillepora14035	8.067373091407512e-5	-0.0026774595617189523	0	1.4492753623188407e-5	0.03232217389179416
Amillepora14036	1.2383197403695308e-5	0.003529209737727018	0	0	0
Amillepora14037	9.204457275936114e-5	0.005601756842995044	0	0	0
Amillepora14038	9.141820270981011e-7	0.005006566434658826	0	0	0
Amillepora14039	7.43588544723714e-5	0.009937497896531816	0	0	0.003799999999999997
Amillepora14040	1.3771311449412783e-6	0.003843994881229423	0	-8.053691275167784e-5	0.023441526745573
Amillepora14041	1.9254943522485114e-4	0.0052812398211485876	0	0	0
Amillepora14042	1.0584192692864983e-5	-0.007641509349473666	0	0	0
Amillepora14043	1.1311329484936786e-4	0.0027081867348846865	0	-9.722222222222223e-5	0.010971428571428568
Amillepora14044	7.134361381404035e-6	0.008849972965199708	0	0	0.012992481203007533
Amillepora14045	1.176575584669507e-6	0.006004317104567128	0	2.73972602739726e-5	0.003
Amillepora14047	5.821136097072092e-7	0.0055326995785130026	0	0	0
Amillepora14050	1.1549505011780928e-4	0.009402270632985545	0	0	0
Amillepora14052	1.2944788481849907e-5	0.007320343638934334	0	0	0
Amillepora14053	1.3222356457199977e-6	0.004908713246624002	0	0	0
Amillepora14054	5.1768345979055426e-5	0.00998690116153402	0	0	0
Amillepora14056	1.3296252117385416e-4	0.004862428885233988	0	4.2857142857142856e-5	0.0035555555555555553
Amillepora14057	7.6360176444953e-6	0.002126780987370755	0	0	0
Amillepora14058	8.839734892233771e-7	0.0051791270596086725	0	0	0
Amillepora14059	4.2528962471122864e-5	0.014533485018396675	0	0	0
Amillepora14060	4.3248784615551876e-4	-0.008541785109289133	0	1.8817966903073285e-4	0.04057149885683745
Amillepora14061	5.625186581871642e-4	-0.005731534789815596	0	-4.477611940298507e-5	0.03796745228739232
Amillepora14062	1.2728327713857564e-5	0.009842510397098424	0	0	0
Amillepora14064	2.2889144144523788e-5	0.009946307707301457	0	0	0
Amillepora14065	1.3713076247311439e-5	0.0067234133559783554	0	-1.4925373134328359e-5	0.029590003377237408
Amillepora14068	4.831707778682659e-6	0.00638383705165811	0	0	0
Amillepora14070	6.053815230300446e-4	0.0094616443899688	0	0	0
Amillepora14071	1.0572272883032416e-5	0.010087162059178659	0	0	0
Amillepora14072	4.92859658477888e-5	0.007833161465429178	0	0	0
Amillepora14074	1.4172364456507685e-5	0.004889468506454926	0	0	0
Amillepora14076	2.7376341323405697e-5	0.00660766677513824	0	0	0
Amillepora14078	2.4681076374361805e-7	0.004022683738337793	0	0	0
Amillepora14080	1.4641473684921212e-7	0.006462395094920581	0	0	0
Amillepora14081	1.3753058169218881e-6	0.0033812281856653286	0	0	0
Amillepora14083	3.779509096050665e-7	-0.005881599654583229	0	2.91970802919708e-5	0.011346749999999985
Amillepora14084	5.3185105107703804e-5	-4.015921304505754e-4	0	0	0
Amillepora14085	1.0120126665871507e-6	0.005168698807567397	0	1.45985401459854e-5	0.02793900854700854
