gene	lassoCoef	MeanDecreaseAccuracy	MeanDecreaseGini
Amillepora25614	0	8.888888888888889e-5	0.011280000000000002
Amillepora25617	0	2.962962962962963e-5	0.017664069264069267
Amillepora25615	0	0	0
Amillepora25616	0	1.4814814814814815e-5	0.014533303769401358
Amillepora25634	0	0	0.011434669151910555
Amillepora25639	0	1.5873015873015872e-5	0.027436636636636647
Amillepora25650	0	0	0
Amillepora25645	0	0	0
Amillepora25646	0	0	0.007121807967321161
Amillepora25654	0	1.353874883286648e-5	0.039064321867925994
Amillepora25649	0	0	0
Amillepora25656	0	0	0
Amillepora25655	0	0	0
Amillepora25653	0	0	0
Amillepora25647	0	-1.4814814814814815e-5	0.003428571428571429
Amillepora25661	0	0	0
Amillepora25658	0	-4.9248953459738984e-5	0.022123559218215447
Amillepora25660	0	0	0.014781147621660181
Amillepora25665	0	0	0
Amillepora25670	0	0	0.0039710144927621515
Amillepora25671	0	0	0
Amillepora25664	0	0	0
Amillepora25677	0	-1.4814814814814815e-5	0.01714285714285706
Amillepora25679	0	-1.4388489208633095e-5	0.012000000000000007
Amillepora25672	0	0	0
Amillepora25674	0	0	0
Amillepora25678	0	0	0
Amillepora25682	0	0	0
Amillepora25683	0	-2.9411764705882354e-5	0.003
Amillepora25681	0	0	0
Amillepora25699	0	0	0
Amillepora25700	0	-3.0534351145038166e-5	0.003969696969696997
Amillepora25685	0	0	0
Amillepora25698	0	0	0
Amillepora25690	0	-1.4184397163120568e-5	0.0038724565756903077
Amillepora25684	0	6.996501749125441e-7	0.02240312365492221
Amillepora25687	0	0	0
Amillepora25686	0	0	0
Amillepora25693	0	0	0.0038699690402476676
Amillepora25688	0	1.6447590158409167e-4	0.07655819357714437
Amillepora25704	0	0	0.003764705882352942
Amillepora25701	0	4.1379310344827587e-5	0.03252975052070957
Amillepora25710	0	0	0
Amillepora25713	0	0	0
Amillepora25714	0	0	0
Amillepora25725	0	0	0
Amillepora25721	0	0	0
Amillepora25718	0	0	0
Amillepora25722	0	0	0
Amillepora25717	0	0	0
Amillepora25719	0	0	0
Amillepora25727	0	0	0
Amillepora25733	0	0	0
Amillepora25731	0	0	0
Amillepora25729	0	0	0
Amillepora25735	0	0	0.003333333333333334
Amillepora25739	0	0	0
Amillepora25742	0	0	0
Amillepora25743	0	1.4492753623188407e-5	0.011345454545454544
Amillepora25737	0	7.407407407407407e-5	0.017307641061290666
Amillepora25732	0	0	0
Amillepora25734	0	0	0
Amillepora25744	0	1.4388489208633095e-5	0.023538461538461546
Amillepora25736	0	0	0
Amillepora25738	0	-1.4705882352941177e-5	0.007570899666793764
Amillepora25730	0	0	0
Amillepora25740	0	-1.4814814814814815e-5	0.009600000000000004
Amillepora25741	0	1.3043478260869564e-4	0.008131689497718753
Amillepora25746	0	1.5267175572519083e-5	0.01745354565242296
Amillepora25749	0	-1.4925373134328359e-5	0.002666666666666667
Amillepora25754	0	0	0
Amillepora25747	0	0	0.0037815647958875046
Amillepora25745	0	0	0
Amillepora25753	0	0	0
Amillepora25755	0	0	0
Amillepora25759	0	0	0
Amillepora25756	0	0	0
Amillepora25760	0	-2.7162977867203215e-5	0.01579070417287656
Amillepora25766	0	0	0
Amillepora25762	0	0	0
Amillepora25768	0	0	0
Amillepora25763	0	2.7777777777777776e-5	0.03047619047619049
Amillepora25767	0	0	0
Amillepora25764	0	0	0
Amillepora25773	0	1.5748031496062993e-5	0.00388235294117662
Amillepora25770	0	4.6875e-5	0.0225
Amillepora25772	0	0	0.01492904640116916
Amillepora25775	0	0	0
Amillepora25781	0	0	0
Amillepora25789	0	0	0
Amillepora25787	0	0	0
Amillepora25793	0	0	0
Amillepora25795	0	2.877697841726619e-5	0.022400000000000007
Amillepora25791	0	0	0
Amillepora25802	0	0	0
Amillepora25808	0	0	0
Amillepora25800	0	2.962962962962963e-5	0.016103490576558487
Amillepora25803	0	0	0.003921568627452018
Amillepora25815	0	0	0
Amillepora25811	0	3.007518796992481e-5	0.0032
Amillepora25820	0	0	0
Amillepora25816	0.2501293691400441	1.4388489208633095e-5	0.006857142857142858
Amillepora25828	0	0	0
Amillepora25829	0	-1.3888888888888888e-5	0.00396428571429081
Amillepora25827	0	0	0
Amillepora25826	0	-1.4705882352941177e-5	0.021725801139092827
Amillepora25830	0	1.45985401459854e-5	0.009
Amillepora25838	0	0	0
Amillepora25837	0	0	0
Amillepora25839	0	0	0
Amillepora25845	0	2.8368794326241135e-5	0.0039689922480620225
Amillepora25848	0	0	0
Amillepora25850	0	4.1379310344827587e-5	0.007695582494349708
Amillepora25849	0	0	0
Amillepora25862	0	3.007518796992481e-5	0.003974025974034248
Amillepora25863	0	0	0
Amillepora25867	0	0	0
Amillepora25865	0	0	0
Amillepora25870	0	0	0
Amillepora25874	0	0	0.003
Amillepora25886	0	0	0
Amillepora25888	0	0	0
Amillepora25892	0	-1.5037593984962406e-5	0.0038857142857144566
Amillepora25893	0	0	0.0026666666666666666
Amillepora25889	0	0	0
Amillepora25894	0	0	0
Amillepora25897	0	0	0
Amillepora25902	0	0	0
Amillepora25905	0	0	0
Amillepora25910	0	0	0
Amillepora25926	0	0	0
Amillepora25924	0	0	0
Amillepora25923	0	0	0
Amillepora25928	0	0	0
Amillepora25925	0	0	0
Amillepora25929	0	0	0.0032
Amillepora25936	0	-4.615384615384616e-5	0.022080086580086585
Amillepora25933	0	0	0
Amillepora25932	0	0	0
Amillepora25931	0	0	0
Amillepora25935	0	0	0.008784595358979956
Amillepora25930	0	0	0
Amillepora25937	0	0	0
Amillepora25940	0	1.2936596811176878e-4	0.09303667626625704
Amillepora25945	0	1.4388489208633095e-5	0.010000000000000014
Amillepora25942	0	-1.639344262295082e-5	0.007500000000000003
Amillepora25941	0	0	0
Amillepora25952	0	0	0
Amillepora25954	0	0	0
Amillepora25960	0	0	0
Amillepora25963	0	0	0
Amillepora25962	0	0	0
Amillepora25967	0	5.47945205479452e-5	0.004552380952380952
Amillepora25968	0	0	0
Amillepora25984	0	-1.4925373134328359e-5	0.007501982934743409
Amillepora25993	0	0	0
Amillepora25994	0	0	0
Amillepora25992	0	1.317230273752013e-4	0.03581998716234483
Amillepora25991	0	0	0
Amillepora25989	0	0	0
Amillepora25999	0	-4.883110541414881e-7	0.03780628256859159
Amillepora25996	0	0	0
Amillepora26001	0	0	0
Amillepora26005	0	0	0
Amillepora26002	0	0	0
Amillepora26012	-0.038385796550237675	0	0.003904761904762495
Amillepora26010	0	0	0
Amillepora26007	-0.22374506449156353	3.007518796992481e-5	0.011329655172415073
Amillepora26003	0	0	0
Amillepora26011	0	0	0
Amillepora26008	0	0	0
Amillepora26018	0	5.714285714285714e-5	0.006222222222222224
Amillepora26016	0	0	0
Amillepora26017	0	0	0
Amillepora26015	0	0	0
Amillepora26013	0	0	0
Amillepora26027	0	0	0
Amillepora26020	0	2.7586206896551723e-5	0.013888888888888893
Amillepora26026	0	0	0
Amillepora26019	0	0	0
Amillepora26021	0	0	0
Amillepora26023	0	0	0
Amillepora26034	0	1.5503875968992248e-5	0.003963636363636368
Amillepora26035	0	0	0
Amillepora26031	0	0	0
Amillepora26033	0	0	0
Amillepora26041	0	0	0
Amillepora26038	0	0	0
Amillepora26044	0	0	0
Amillepora26037	0	0	0
Amillepora26039	0	0	0
Amillepora26043	0	0	0
Amillepora26040	0	-1.5267175572519083e-5	0.037301282051282046
Amillepora26036	0	0	0
Amillepora26051	0	-1.5384615384615384e-5	0.003428571428571429
Amillepora26050	0	0	0
Amillepora26048	0	0	0
Amillepora26047	0	1.0144927536231884e-4	0.003966386554621834
Amillepora26046	0	0	0
Amillepora26049	0	0	0
Amillepora26052	0	3.5478921697213437e-4	0.17771713610342788
Amillepora26055	0	0	0
Amillepora26053	0	0	0
Amillepora26056	0	-1.2982095526586217e-6	0.022890255942889848
Amillepora26054	0	0	0
Amillepora26057	0	0	0
Amillepora26059	0	0	0.003764705882352942
Amillepora26060	0	0	0
Amillepora26061	0	0	0
Amillepora26064	0	0	0.007246422066094198
Amillepora26062	0	0	0
Amillepora26063	0	0	0
Amillepora26068	0	0	0
Amillepora26069	0	0	0
Amillepora26067	0	0	0
Amillepora26065	0	4.425958513304538e-5	0.03234650635023738
Amillepora26066	0	2.6845637583892618e-5	0.018541609195402316
Amillepora26070	0	0	0
Amillepora26076	0	0	0
Amillepora26074	0	0	0
Amillepora26072	0	0	0
Amillepora26081	0	0	0
Amillepora26077	0	3.060151741774756e-4	0.06888114257512602
Amillepora26083	0	0	0
Amillepora26084	0	0	0
Amillepora26087	0	0	0
Amillepora26086	0	0	0
Amillepora26092	0	0	0
Amillepora26094	0	0	0
Amillepora26090	0	-2.9850746268656717e-5	0.013570048309178758
Amillepora26091	0	0	0
Amillepora26088	0	2.7586206896551723e-5	0.012235294117647058
Amillepora26096	0	0	0
Amillepora26095	0	0	0
Amillepora26100	0	-1.5267175572519083e-5	0.003966386554627207
Amillepora26101	0	0	0
Amillepora26099	0	0	0
Amillepora26098	0	0	0
Amillepora26097	0	-1.5151515151515151e-5	0.013338203463203463
Amillepora26108	0	0	0
Amillepora26110	0	0	0
Amillepora26102	0	0	0
Amillepora26105	0	1.3986013986013986e-5	0.006666666666666675
Amillepora26103	0	2.8985507246376814e-5	0.016774193548387096
Amillepora26112	0	0	0.003
Amillepora26107	0	0	0
Amillepora26106	0	0	0
Amillepora26109	0	0	0.02757353280488263
Amillepora26118	0	0	0
Amillepora26117	0	0	0
Amillepora26119	0	0	0
Amillepora26114	0	0	0
Amillepora26113	0	0	0
Amillepora26120	0	0	0
Amillepora26127	0	0	0
Amillepora26122	0	2.7777777777777776e-5	0.003428571428571429
Amillepora26125	0	-1.3793103448275862e-5	0.008028768983829253
Amillepora26124	0	0	0
Amillepora26123	0	0	0
Amillepora26126	0	0	0
Amillepora26121	0	1.3986013986013986e-5	0.015833333333333335
Amillepora26129	0	0	0
Amillepora26136	0	-8.108108108108109e-5	0.02577330637007078
Amillepora26133	0	0	0
Amillepora26134	0	7.545359359119619e-5	0.022944652467936394
Amillepora26130	0	0	0
Amillepora26132	0	0	0
Amillepora26131	0	1.5384615384615384e-5	0.020142857142857122
Amillepora26135	0	0	0
Amillepora26139	0	7.950356876531372e-5	0.045770240028584305
Amillepora26140	0	0	0
Amillepora26137	0	0	0
Amillepora26138	0	0	0
Amillepora26145	0	1.0218978102189781e-4	0.04216333938294014
Amillepora26149	0	0	0.0038400000000000036
Amillepora26146	0	0	0
Amillepora26148	0	9.068294889190412e-5	0.042775525770949174
Amillepora26150	0	0	0
Amillepora26147	0	1.1475409836065574e-4	0.007472432432432469
Amillepora26142	0	1.5503875968992248e-5	0.014612589868832657
Amillepora26161	0	1.3422818791946309e-5	0.0026666666666666666
Amillepora26159	0	0	0
Amillepora26165	0	0	0
Amillepora26155	0	3.0534351145038166e-5	0.015772210840007447
Amillepora26153	0	0	0
Amillepora26151	0	0	0
Amillepora26152	0	0	0
Amillepora26162	0	0	0
Amillepora26154	0	0	0
Amillepora26157	0	0	0
Amillepora26160	0	0	0
Amillepora26164	0	0	0
Amillepora26156	0	0	0
Amillepora26169	0	0	0
Amillepora26166	0	8.759124087591242e-5	0.029830615073019942
Amillepora26170	0	0	0
Amillepora26167	0	0	0
Amillepora26168	0	1.4492753623188407e-5	0.003972972972972969
Amillepora26171	0	0	0
Amillepora26172	0	0	0
Amillepora26173	0	0	0
Amillepora26174	0	1.040004526679115e-4	0.054541485616973646
Amillepora26177	0	0	0
Amillepora26176	0	0	0
Amillepora26175	0	4.3028695442488547e-4	0.17053493574421677
Amillepora26182	0	-2.8985507246376814e-5	0.025813969773956075
Amillepora26178	0	4.838709677419355e-5	0.019100529100529087
Amillepora26180	0	0	0
Amillepora26184	0	0	0.011578072753066862
Amillepora26181	0	0	0
Amillepora26183	0	0	0.0064
Amillepora26188	0	0	0
Amillepora26187	0	9.859154929577464e-5	0.011092789598108766
Amillepora26190	0	1.5873015873015872e-5	0.00475862068965516
Amillepora26189	0	1.044776119402985e-4	0.018718518518519515
Amillepora26185	0	0	0
Amillepora26186	0	0	0
Amillepora26194	0	1.0072522159548756e-6	0.0296558311223024
Amillepora26195	0	-5.5944055944055945e-5	0.003915692737996267
Amillepora26192	0	2.8169014084507043e-5	0.01524444444444444
Amillepora26193	0	0	0
Amillepora26198	0	0	0
Amillepora26199	0	0	0
Amillepora26197	0	0	0
Amillepora26196	0	1.867421583766163e-4	0.06302830424619169
Amillepora26206	0	0	0
Amillepora26203	0	0	0
Amillepora26210	0	0	0
Amillepora26201	0	0	0
Amillepora26202	0	0	0
Amillepora26207	0	0	0
Amillepora26209	0	0	0
Amillepora26204	0	0	0
Amillepora26200	0	1.1750198061953678e-4	0.05875008643260812
Amillepora26213	0	0	0
Amillepora26212	0	0	0
Amillepora26211	0	0	0
Amillepora26215	0	0	0
Amillepora26221	0	0	0
Amillepora26219	0	0	0
Amillepora26214	0	4.1666666666666665e-5	0.007868852459016381
Amillepora26222	0	0	0
Amillepora26217	0	0	0
Amillepora26218	0	0	0
Amillepora26232	0	0	0
Amillepora26225	0	0	0
Amillepora26227	0	0	0.0035000000000000035
Amillepora26228	0	0	0
Amillepora26224	0	5.8198938194931385e-5	0.03796221198156683
Amillepora26229	0	0	0
Amillepora26230	0	0	0
Amillepora26234	0	0	0
Amillepora26238	0	0	0
Amillepora26237	0	1.2162162162162163e-4	0.008694915254237287
Amillepora26233	0	0	0
Amillepora26236	0	5.965294795627246e-4	0.19471056511322565
Amillepora26239	0	0	0
Amillepora26235	0	0	0
Amillepora26242	0	1.1895718457396379e-4	0.04781203386325171
Amillepora26247	0	0	0
Amillepora26252	0	0	0
Amillepora26253	0	0	0
Amillepora26245	0	0	0
Amillepora26243	0	-2.7984344422700584e-5	0.007088888888888886
Amillepora26257	0	0	0
Amillepora26249	0	-1.5151515151515151e-5	0.03515833722365731
Amillepora26251	0	0	0
Amillepora26250	0	0	0
Amillepora26244	0	-1.5267175572519083e-5	0.003333333333333334
Amillepora26246	0	0	0
Amillepora26248	0	0	0
Amillepora26256	0	-2.9850746268656717e-5	0.007599999999999994
Amillepora00001	0	4.2857142857142856e-5	0.025973775017253273
Amillepora00003	0	0	0
Amillepora00004	0	0	0
Amillepora00005	0	0	0
Amillepora00006	0	0	0
Amillepora00009	0	0	0
Amillepora00011	0	-2.8890279516061744e-5	0.027353374512674427
Amillepora00008	0	0	0
Amillepora00013	0	1.229599821149117e-5	0.00446330585214217
Amillepora00015	0	0	0
Amillepora00014	0	0	0
Amillepora00017	0	0	0
Amillepora00019	0	0	0
Amillepora00032	0	0	0
Amillepora00034	0	0	0
Amillepora00035	0	2.7972027972027973e-5	0.0037777777777777788
Amillepora00029	0	0	0.00923076923076923
Amillepora00036	0	0	0
Amillepora00022	0	0	0.007280215464033218
Amillepora00027	0	0	0
Amillepora00020	0	0	0
Amillepora00024	0	0	0
Amillepora00025	0	0	0
Amillepora00033	0	1.0294117647058823e-4	0.015487882950742061
Amillepora00043	0	1.5384615384615384e-5	0.007373127694564175
Amillepora00037	0	0	0
Amillepora00044	0	0	0
Amillepora00038	0	0	0
Amillepora00039	0	0	0
Amillepora00046	0	0	0
Amillepora00045	0	0	0
Amillepora00048	0	0	0
Amillepora00047	0	0	0
Amillepora00052	0	0	0
Amillepora00055	0	1.45985401459854e-5	0.003750000000000014
Amillepora00049	0	0	0
Amillepora00051	0	0	0
Amillepora00066	0	1.4388489208633095e-5	0.003333333333333334
Amillepora00059	0	0	0
Amillepora00056	0	0	0
Amillepora00067	0	-2.8985507246376814e-5	0.0067692307692307704
Amillepora00060	0	2.73972602739726e-5	0.027284188034188035
Amillepora00057	0	5.882352941176471e-5	0.008185256410256386
Amillepora00064	0	0	0
Amillepora00065	0	0	0
Amillepora00058	0	0	0
Amillepora00063	0	0	0
Amillepora00076	0	0	0.003971428571428589
Amillepora00074	0	-1.5267175572519083e-5	0.0026666666666666666
Amillepora00069	0	0	0
Amillepora00071	0	0	0
Amillepora00070	0	0	0
Amillepora00075	0	-3.0534351145038166e-5	0.0039722222222222285
Amillepora00072	0	0	0
Amillepora00087	0	2.132007732670533e-4	0.045037673969960036
Amillepora00079	0	-1.4705882352941177e-5	0.007850467289719632
Amillepora00086	0	0	0
Amillepora00077	0	9.513791491351098e-5	0.06445832449323555
Amillepora00083	0	0.006846952428829707	3.322083630400861
Amillepora00090	0	0	0
Amillepora00092	0	-1.3986013986013986e-5	0.0067692307692307704
Amillepora00088	0	-4.0540540540540545e-5	0.017568627450980392
Amillepora00098	0	0	0
Amillepora00094	0	1.45985401459854e-5	0.016153846153846154
Amillepora00096	0	0	0
Amillepora00091	0	0	0
Amillepora00095	0	0	0
Amillepora00097	0	8.759124087591242e-5	0.0039689922480620225
Amillepora00093	0	0	0
Amillepora00099	0	-4.1666666666666665e-5	0.010158730158730308
Amillepora00100	0	0	0
Amillepora00109	0	0	0
Amillepora00110	0	0	0
Amillepora00104	0	0	0
Amillepora00105	0	0	0
Amillepora00108	0	0	0
Amillepora00111	0	0	0
Amillepora00119	0	0	0
Amillepora00116	0	0	0
Amillepora00114	0	0	0.003925925925926705
Amillepora00113	0	0	0
Amillepora00118	0	1.3422818791946309e-5	0.003855918755958783
Amillepora00115	0	5.5944055944055945e-5	0.015781710914454267
Amillepora00120	0	0	0
Amillepora00124	0	0	0
Amillepora00126	0	0	0
Amillepora00122	0	0	0
Amillepora00129	0	1.4814814814814815e-5	0.03571690110757481
Amillepora00128	0	0.001914595996755704	0.7970938329055525
Amillepora00127	0	1.3986013986013986e-5	0.010181818181818186
Amillepora00136	0	0	0
Amillepora00138	0	0	0.01207142857142857
Amillepora00135	0	0	0
Amillepora00132	0	0	0.003971428571436434
Amillepora00131	0	0	0
Amillepora00134	0	0	0
Amillepora00137	0	0	0
Amillepora00146	0	0	0
Amillepora00144	0	-1.5037593984962406e-5	0.010909090909090913
Amillepora00141	0	1.1940298507462687e-4	0.022771466819659567
Amillepora00140	0	1.1851851851851852e-4	0.01881310663800406
Amillepora00145	0	0	0
Amillepora00143	0	0	0
Amillepora00148	0	-2.8985507246376814e-5	0.012444444444444461
Amillepora00155	0	0	0
Amillepora00150	0	1.1594202898550725e-4	0.032011035116960726
Amillepora00160	0	0	0
Amillepora00154	0	0	0
Amillepora00151	0	4.1501976284584975e-5	0.09114836120520343
Amillepora00147	0	0	0
Amillepora00153	0	0	0
Amillepora00156	0	1.09375e-4	0.009290863974734975
Amillepora00152	0	1.45985401459854e-5	0.020509677419354846
Amillepora00165	0	-2.8985507246376814e-5	0.010971428571428575
Amillepora00164	0	0	0
Amillepora00161	0	-1.5267175572519083e-5	0.01090909090909091
Amillepora00162	0	1.5873015873015872e-5	0.007500000000000003
Amillepora00166	0	0	0
Amillepora00163	0	0	0
Amillepora00173	0	0	0
Amillepora00169	0	0	0
Amillepora00167	0	0	0
Amillepora00172	0	5.534471853257432e-5	0.030631868131868138
Amillepora00168	0	0	0
Amillepora00171	0	0	0
Amillepora00170	0	0	0
Amillepora00177	0	4.2553191489361704e-5	0.003818181818181813
Amillepora00176	0	0	0
Amillepora00179	0	1.4492753623188407e-5	0.0048000000000000004
Amillepora00174	0	0	0
Amillepora00178	0	0	0
Amillepora00175	0	0	0.006769230769230791
Amillepora00184	0	0	0
Amillepora00180	0	0	0
Amillepora00189	0	0	0.005333333333333334
Amillepora00192	0	0	0
Amillepora00190	0	0	0
Amillepora00193	0	0	0.0066666666666666645
Amillepora00196	0	1.3793103448275862e-5	0.010909090909090913
Amillepora00226	0	0	0
Amillepora00224	0	1.5288556507262225e-4	0.04776533358953011
Amillepora00197	0	0	0
Amillepora00225	0	0	0
Amillepora00198	0	0	0
Amillepora00199	0	0	0
Amillepora00230	0	0	0
Amillepora00231	0	0	0
Amillepora00227	0	0	0
Amillepora00232	0	0	0
Amillepora00237	0	0	0
Amillepora00235	0	0	0
Amillepora00243	0	2.997305792546026e-5	0.007715580882446204
Amillepora00247	0	0	0
Amillepora00263	0	0	0
Amillepora00256	0	0	0.0038823529411764783
Amillepora00271	0	0	0.003428571428571429
Amillepora00269	0	0	0
Amillepora00266	0	0	0
Amillepora00273	0	0	0
Amillepora00265	0	4.3478260869565214e-5	0.01171875
Amillepora00264	0	1.5267175572519083e-5	0.014822134387352576
Amillepora00262	0	0	0
Amillepora00272	0	0	0
Amillepora00270	0	0	0
Amillepora00260	0	0	0
Amillepora00258	0	0	0
Amillepora00274	0	0	0
Amillepora00275	0	0	0
Amillepora00276	0	0	0
Amillepora00259	0	0	0
Amillepora00282	0	0	0
Amillepora00284	0	0	0
Amillepora00283	0	0	0
Amillepora00277	0	0	0
Amillepora00278	0	0	0
Amillepora00286	0	0	0
Amillepora00290	0	0	0
Amillepora00288	0	0	0.03418758642363297
Amillepora00285	0	0	0
Amillepora00289	0	0	0.003333333333333334
Amillepora00294	0	0	0
Amillepora00297	0	0	0
Amillepora00292	0	0	0
Amillepora00296	0	0	0
Amillepora00300	0	0	0
Amillepora00299	0	0	0
Amillepora00291	0	0	0
Amillepora00302	0	4.511278195488722e-5	0.023899618112384075
Amillepora00301	0	5.462504758279407e-5	0.01973631957704498
Amillepora00308	0	0	0
Amillepora00307	0	0	0
Amillepora00305	0	7.352941176470589e-5	0.029789995428138694
Amillepora00306	0	1.5267175572519083e-5	0.03180341880341876
Amillepora00311	0	0	0
Amillepora00309	0	0	0
Amillepora00312	0	0	0
Amillepora00321	0	0	0.007555555555555543
Amillepora00323	0	0	0
Amillepora00313	0	0	0
Amillepora00318	0	0	0
Amillepora00315	0	7.546607009694259e-5	0.01736730947985973
Amillepora00316	0	1.9047619047619022e-6	0.036458441558441565
Amillepora00314	0	-1.4492753623188407e-5	0.003799999999999997
Amillepora00320	0	0	0
Amillepora00317	0	0	0
Amillepora00327	0	0	0
Amillepora00329	0	0	0
Amillepora00324	0	0	0
Amillepora00330	0	0	0
Amillepora00334	0	0	0
Amillepora00338	0	0	0
Amillepora00332	0	-1.324503311258278e-5	0.0038857142857144566
Amillepora00331	0	0	0
Amillepora00337	0	0	0
Amillepora00340	0	-1.4814814814814815e-5	0.03433995285759994
Amillepora00339	0	0	0
Amillepora00341	0	-1.6741247696762306e-5	0.01497159180672999
Amillepora00362	0	0	0
Amillepora00356	0	0	0
Amillepora00355	0	0	0
Amillepora00364	0	7.692307692307693e-5	0.05146983478901401
Amillepora00383	0	4.477611940298507e-5	0.04146351986883552
Amillepora00394	0	5.797101449275363e-5	0.007298459009660519
Amillepora00391	0	0	0
Amillepora00395	0	0	0
Amillepora00399	0	0	0
Amillepora00402	0	0	0
Amillepora00411	0	0	0
Amillepora00406	0	0	0
Amillepora00419	0	0	0
Amillepora00426	0	0	0
Amillepora00422	0	0	0
Amillepora00427	0	0	0
Amillepora00421	0	7.900888265544647e-5	0.009
Amillepora00425	0	0	0
Amillepora00431	0	0	0
Amillepora00428	0	5.83941605839416e-5	0.011733333333333339
Amillepora00434	0	0	0
Amillepora00444	0	0	0
Amillepora00433	0	0	0
Amillepora00436	0	0	0.028934890326520985
Amillepora00435	0	2.8344671201814057e-5	0.022794871794871798
Amillepora00438	0	-1.3986013986013986e-5	0.010980311437265073
Amillepora00445	0	0	0.003962264150948642
Amillepora00441	0	0	0
Amillepora00443	0	0	0
Amillepora00440	0	-6.896551724137931e-5	0.01678108255028343
Amillepora00450	0	0	0
Amillepora00452	0	0	0.0036000000000000016
Amillepora00446	0	2.6143790849673204e-5	0.0052173913043478135
Amillepora00447	0	4.3165467625899284e-5	0.026355889724310688
Amillepora00451	0	0	0
Amillepora00457	0	-2.962962962962963e-5	0.003801849948612528
Amillepora00459	0	-1.4285714285714285e-5	0.0036923076923076935
Amillepora00458	0	0	0
Amillepora00454	0	0	0
Amillepora00461	0	0	0
Amillepora00466	0	0	0
Amillepora00468	0	0	0
Amillepora00471	0	0	0
Amillepora00469	0	0	0
Amillepora00472	0	0	0
Amillepora00490	0	0	0
Amillepora00478	-0.012517012496809485	0	0
Amillepora00480	0	0	0.007870967741935488
Amillepora00475	0	0	0
Amillepora00491	0	0	0
Amillepora00496	0	0	0
Amillepora00498	0	0	0
Amillepora00492	0	0	0
Amillepora00499	0	0	0
Amillepora00502	0	0	0
Amillepora00501	0	0	0
Amillepora00510	0	0	0
Amillepora00512	0	0	0
Amillepora00508	0	1.4184397163120568e-5	0.003962616822435223
Amillepora00511	0	2.9411764705882354e-5	0.0026666666666666666
Amillepora00509	0	-5.882352941176471e-5	0.008357753357753978
Amillepora00507	0	0	0
Amillepora00515	0	0	0
Amillepora00518	0	0	0
Amillepora00521	0	-2.8368794326241135e-5	8.260685569196653e-4
Amillepora00519	0	0	0
Amillepora00516	0	0	0
Amillepora00524	0	0	0
Amillepora00514	0	0	0
Amillepora00527	0	0	0
Amillepora00529	0	2.8368794326241135e-5	0.024445623342175076
Amillepora00528	0	0	0
Amillepora00526	0	0	0
Amillepora00535	0	0	0
Amillepora00533	0	3.1007751937984497e-5	0.013779601748423772
Amillepora00537	0	0	0
Amillepora00551	0	0	0
Amillepora00549	0	0	0
Amillepora00546	0	0	0.007754326923079191
Amillepora00540	0	0	0
Amillepora00542	0	0	0
Amillepora00553	0	5.442176870748299e-5	0.07255408822331555
Amillepora00541	0	0	0.021859798737847498
Amillepora00544	0	0	0
Amillepora00545	0	1.4184397163120568e-5	0.025691954022988503
Amillepora00555	0	1.4285714285714285e-5	0.003
Amillepora00554	0	0	0.010838709677419359
Amillepora00556	0	0	0
Amillepora00561	0	0	0.003975460122714821
Amillepora00560	0	0	0.015155201153310998
Amillepora00562	0	0	0
Amillepora00570	0	0	0
Amillepora00564	0	0	0
Amillepora00576	0	-1.5384615384615384e-5	0.020160000000000004
Amillepora00566	0	0	0
Amillepora00571	0	0	0
Amillepora00569	0	0	0
Amillepora00572	0	2.8368794326241135e-5	0.0075
Amillepora00568	0	0	0
Amillepora00580	0	2.702702702702703e-5	0.007359999999999999
Amillepora00579	0	0	0
Amillepora00582	0	0	0
Amillepora00594	0	0	0.003428571428571429
Amillepora00599	0	0	0
Amillepora00609	0	1.1510791366906476e-4	0.017828787878787892
Amillepora00610	0	1.5384615384615384e-5	0.011099999999999994
Amillepora00611	0	0	0
Amillepora00612	0	0	0
Amillepora00613	0	0	0.003961904761904748
Amillepora00614	0	0	0
Amillepora00615	0	0	0
Amillepora00633	0	0	0
Amillepora00627	0	0	0
Amillepora00617	0	0	0
Amillepora00632	0	1.4388489208633095e-5	0.015365620380837868
Amillepora00626	0	2.8169014084507043e-5	0.03555769230769232
Amillepora00618	0	0	0
Amillepora00645	0	0	0
Amillepora00646	0	0	0
Amillepora00644	0	0	0
Amillepora00647	0	0	0
Amillepora00635	0	0	0
Amillepora00638	0	0	0
Amillepora00642	0	0	0
Amillepora00649	0	0	0
Amillepora00648	0	0	0
Amillepora00650	0	0	0
Amillepora00651	0	4.225352112676056e-5	0.007272727272727323
Amillepora00652	0	0	0
Amillepora00658	0	0	0
Amillepora00660	0	0	0
Amillepora00655	0	0	0
Amillepora00659	0	0	0
Amillepora00657	0	0	0
Amillepora00665	0	1.5151515151515151e-5	0.010199999999999999
Amillepora00664	0	0	0.002666666666666667
Amillepora00662	0	0	0
Amillepora00663	0	0	0
Amillepora00669	0	0	0
Amillepora00671	0	0	0
Amillepora00667	0	0	0
Amillepora00672	0	0	0
Amillepora00670	0	-1.4814814814814815e-5	0.021287276516673354
Amillepora00666	0	0	0
Amillepora00668	0	0	0
Amillepora00673	0	0	0
Amillepora00675	0	0	0
Amillepora00676	0	0	0
Amillepora00680	0	0	0
Amillepora00684	0	0	0
Amillepora00681	0	0	0
Amillepora00689	0	0	0
Amillepora00688	0	0	0
Amillepora00691	0	0	0
Amillepora00704	0	0	0
Amillepora00700	0	0	0
