gene	lassoCoef	MeanDecreaseAccuracy	MeanDecreaseGini
Amillepora09985	0	0	0
Amillepora09984	0	0	0
Amillepora09991	0	0	0
Amillepora09998	0	0	0
Amillepora09995	0	0	0
Amillepora09997	0	0	0
Amillepora10003	0	0	0
Amillepora10005	0	1.36986301369863e-5	0.0016758669497530718
Amillepora10010	0	0	0
Amillepora10009	0	0	0
Amillepora10007	0	0	0.015454545454545453
Amillepora10011	0	0	0
Amillepora10017	0	0	0
Amillepora10012	0	0	0
Amillepora10013	0	1.4184397163120568e-5	0.015238095238095238
Amillepora10014	0	-2.6845637583892618e-5	0.011748688413967898
Amillepora10019	0	0	0
Amillepora10018	0	0	0
Amillepora10021	0	0	0
Amillepora10022	0	0	0
Amillepora10020	0	0	0
Amillepora10024	0	0	0
Amillepora10025	0	0	0
Amillepora10023	0	0	0
Amillepora10038	0	1.4366585795157224e-5	0.007655971054072218
Amillepora10034	0	0	0
Amillepora10037	0	0	0
Amillepora10036	0	0	0
Amillepora10033	0	0	0
Amillepora10032	0	0	0.0038977306218685613
Amillepora10026	0	0	0
Amillepora10031	0	0	0
Amillepora10045	0	0	0
Amillepora10049	0	2.857142857142857e-5	0.003428571428571429
Amillepora10046	0	0	0
Amillepora10042	0	0	0.028022536643226317
Amillepora10039	0	1.9681767507854464e-4	0.10194361127908019
Amillepora10047	0	0	0
Amillepora10040	0	5.797101449275363e-5	5.411255411255524e-4
Amillepora10048	0	0	0
Amillepora10041	0	0	0
Amillepora10058	0	0	0
Amillepora10061	0	0	0
Amillepora10059	0	0	0
Amillepora10052	0	0	0
Amillepora10057	0	0	0
Amillepora10056	0	0	0
Amillepora10054	0	0	0
Amillepora10055	0	0	0
Amillepora10053	0	4.2553191489361704e-5	0.03291426054946422
Amillepora10065	0	2.7972027972027973e-5	0.012121212121212118
Amillepora10066	0	0	0
Amillepora10071	0	0	0
Amillepora10062	0	0	0
Amillepora10063	0	0	0
Amillepora10070	0	0	0
Amillepora10067	0	0	0
Amillepora10069	0	2.7972027972027973e-5	0.03850116353191459
Amillepora10068	0	0	0
Amillepora10072	0	0	0
Amillepora10073	0	0	0
Amillepora10079	0	0	0
Amillepora10082	0	3.0534351145038166e-5	0.003911332227750165
Amillepora10081	0	0	0
Amillepora10080	0	-1.3793103448275862e-5	0.04683853732474423
Amillepora10086	0	0	0
Amillepora10078	0	0	0.0038000000000000043
Amillepora10083	0	0	0
Amillepora10087	0	1.4184397163120568e-5	0.0039002801120448394
Amillepora10085	0	-1.4184397163120568e-5	0.014427272727272736
Amillepora10084	0	0	0
Amillepora10089	0	5.673758865248227e-5	0.034459671302149185
Amillepora10088	0	-2.8368794326241135e-5	0.010105263157894737
Amillepora10094	0	0	0
Amillepora10092	0	0	0.0036923076923076935
Amillepora10093	0	5.555555555555555e-5	0.0052244897959183734
Amillepora10098	0	1.6e-5	0.028534265734265717
Amillepora10096	0	0	0
Amillepora10099	0	0	0.010754281082179375
Amillepora10097	0	0	0
Amillepora10100	0	0	0
Amillepora10102	0	0	0
Amillepora10103	0	0	0
Amillepora10104	0	1.3986013986013986e-5	0.010799999999999997
Amillepora10105	0	0	0
Amillepora10112	0	0	0
Amillepora10113	0	0	0
Amillepora10115	0	0	0
Amillepora10110	0	0	0
Amillepora10111	0	0	0
Amillepora10116	0	0	0
Amillepora10108	0	1.0134957727248858e-4	0.010575369458128049
Amillepora10106	0	4.4444444444444447e-5	0.003747922998986837
Amillepora10107	0	5.47945205479452e-5	0.028309898242368205
Amillepora10125	0	3.1007751937984497e-5	0.011027027027027025
Amillepora10119	0	0	0
Amillepora10123	0	0	0
Amillepora10118	0	0	0
Amillepora10122	0	0	0
Amillepora10124	0	0	0
Amillepora10126	0	-1.45985401459854e-5	0.0035555555555555553
Amillepora10121	0	0	0
Amillepora10120	0	-1.5151515151515151e-5	0.012545454545454549
Amillepora10128	0	0	0
Amillepora10127	0	0	0
Amillepora10135	0	0	0
Amillepora10130	0	0	0
Amillepora10129	0	0	0
Amillepora10131	0	0	0
Amillepora10133	0	0	0
Amillepora10149	0	1.6296296296296298e-4	0.023196576894034735
Amillepora10143	0	0	0
Amillepora10138	0	0	0
Amillepora10139	0	0	0
Amillepora10141	0	0	0
Amillepora10142	0	0	0
Amillepora10152	0	0	0
Amillepora10153	0	0	0
Amillepora10151	0	7.575757575757576e-5	0.020864197530864204
Amillepora10150	0	0	0
Amillepora10158	0	7.142857142857142e-5	0.003961165048543677
Amillepora10159	0	0	0
Amillepora10155	0	0	0
Amillepora10156	0	1.4184397163120568e-5	0.007766855907005379
Amillepora10160	0	0	0.0039672131147592896
Amillepora10161	0	0	0
Amillepora10164	0	0	0
Amillepora10162	0	0	0
Amillepora10163	0	8.458840519909223e-5	0.04841370272224964
Amillepora10165	0	0	0
Amillepora10166	0	0	0
Amillepora10170	0	0	0
Amillepora10171	0	0	0
Amillepora10174	0	0	0
Amillepora10172	0	0	0
Amillepora10169	0	0	0
Amillepora10167	0	0	0
Amillepora10180	0	0	0
Amillepora10177	0	0	0
Amillepora10182	0	0	0
Amillepora10186	0	0	0
Amillepora10184	0	0	0
Amillepora10185	0	0	0.009880701754386113
Amillepora10181	0	0	0
Amillepora10176	0	1.5873015873015872e-5	0.005885714285714286
Amillepora10175	0	4.0246439001132364e-4	0.3025075418234811
Amillepora10179	0	0	0
Amillepora10187	0	0	0.0035000000000000035
Amillepora10188	0	0	0.00375
Amillepora10189	0	4.552875450650119e-4	0.1733939391630841
Amillepora10194	0	-2.8169014084507043e-5	0.015245118750401104
Amillepora10191	0	0	0
Amillepora10192	0	0	0
Amillepora10195	0	0	0
Amillepora10200	0	0	0
Amillepora10201	0	0	0
Amillepora10196	0	0	0
Amillepora10197	0	7.751937984496124e-5	0.03160731640731641
Amillepora10198	0	0	0
Amillepora10208	0	0	0
Amillepora10207	0	0	0
Amillepora10204	0	0	0
Amillepora10202	0	0	0
Amillepora10213	0	0	0
Amillepora10205	0	0	0
Amillepora10203	0	0	0
Amillepora10209	0	0	0
Amillepora10211	0	0	0
Amillepora10210	0	0	0
Amillepora10212	0	0	0.008727272727272728
Amillepora10223	0	0	0
Amillepora10215	0	0	0
Amillepora10214	0	0	0
Amillepora10216	0	0	0
Amillepora10222	0	0	0
Amillepora10218	0	0	0
Amillepora10219	0	0	0
Amillepora10220	0	0	0
Amillepora10228	0	0	0
Amillepora10229	0	0	0
Amillepora10225	0	0	0
Amillepora10226	0	0	0
Amillepora10230	0	1.5037593984962406e-5	0.0035555555555555553
Amillepora10224	0	0	0.022518518518518518
Amillepora10233	0	2.490274329406135e-4	0.12896478211359935
Amillepora10234	0	0	0
Amillepora10236	0	0	0
Amillepora10237	0	8.955223880597014e-5	0.010909090909090906
Amillepora10238	0	0	0
Amillepora10242	0	0	0
Amillepora10241	0	0	0
Amillepora10245	0	0	0
Amillepora10243	0	0	0.0033333333333333357
Amillepora10244	0	0	0
Amillepora10246	0	0	0.007111111111111111
Amillepora10240	0	0	0
Amillepora10251	0	0	0
Amillepora10252	0	0	0
Amillepora10253	0	0	0
Amillepora10258	0	0	0
Amillepora10255	0	0	0
Amillepora10257	0	4.0540540540540545e-5	0.003
Amillepora10256	0	0	0
Amillepora10254	0	0	0
Amillepora10263	0	0	0.012514758300292356
Amillepora10265	0	0	0
Amillepora10262	0	-2.877697841726619e-5	0.006933333333333341
Amillepora10267	0	0	0
Amillepora10261	0	0	0
Amillepora10260	0	0	0
Amillepora10264	0	0	0
Amillepora10259	0	0	0
Amillepora10270	0	0	0
Amillepora10268	0	-1.5267175572519083e-5	0.003910002278431307
Amillepora10306	0	0	0
Amillepora10307	0	0	0
Amillepora10304	0	-1.4388489208633095e-5	0.030450413783747122
Amillepora10305	0	0	0
Amillepora10329	0	0	0
Amillepora10312	0	0	0
Amillepora10313	0	0	0
Amillepora10309	0	0	0
Amillepora10311	0	4.3165467625899284e-5	0.00397484276729557
Amillepora10333	0	1.0606060606060606e-4	0.02442992011619461
Amillepora10334	0	0	0
Amillepora10330	0	1.3184258293747345e-4	0.04061590177026155
Amillepora10339	0	0	0
Amillepora10337	0	0	0
Amillepora10336	0	0	0
Amillepora10340	0	0	0
Amillepora10335	0	0	0
Amillepora10350	0	0	0
Amillepora10346	0	0	0
Amillepora10348	0	0	0
Amillepora10347	0	-8.869294682128521e-7	0.042159162335058356
Amillepora10349	0	0	0
Amillepora10343	0	4.411764705882353e-5	0.027588741302972813
Amillepora10353	0	0	0
Amillepora10354	0	2.702702702702703e-5	0.034193366093366095
Amillepora10355	0	1.5037593984962406e-5	0.006857142857142858
Amillepora10352	0	0	0
Amillepora10357	0	4.477611940298507e-5	0.003862835249042121
Amillepora10358	0	0	0
Amillepora10360	0	0	0
Amillepora10362	0	0	0
Amillepora10361	0	0	0
Amillepora10359	0	0	0
Amillepora10364	0	0	0
Amillepora10366	0	0	0
Amillepora10365	0	0	0
Amillepora10369	0	1.4285714285714285e-5	0.027995717787369985
Amillepora10370	0	-1.5503875968992248e-5	0.007658799171845886
Amillepora10380	0	0	0
Amillepora10377	0	0	0
Amillepora10375	-0.16556332132790186	2.7509375870031613e-4	0.055854625196451936
Amillepora10378	0	0	0
Amillepora10379	0	9.534534534534534e-5	0.09311270610416304
Amillepora10381	0	4.411764705882353e-5	0.01889285714285714
Amillepora10371	0	0	0
Amillepora10372	0	0	0
Amillepora10387	0	1.9402985074626867e-4	0.03673189779020226
Amillepora10385	0	1.4705882352941177e-5	0.003428571428571429
Amillepora10382	0	7.518796992481203e-5	0.007858407079646013
Amillepora10386	0	0	0
Amillepora10383	0	0	0
Amillepora10391	0	0	0
Amillepora10396	0	5.819659466641945e-5	0.01518474792234774
Amillepora10389	0	0	0
Amillepora10393	0	0	0
Amillepora10398	0	0	0
Amillepora10392	0	0	0
Amillepora10388	0	0	0
Amillepora10395	0	0	0
Amillepora10399	0	0	0
Amillepora10400	0	4.3478260869565214e-5	0.0038691181596453815
Amillepora10401	0	0	0.007568003753225412
Amillepora10402	0	0	0.010472993159839633
Amillepora10407	0	0	0.0033333333333333322
Amillepora10405	0	0	0
Amillepora10406	0	0	0
Amillepora10411	0	0	0
Amillepora10408	0	0	0.022235294117647044
Amillepora10410	0	0	0
Amillepora10412	0	0	0
Amillepora10414	0	0	0
Amillepora10409	0	0	0
Amillepora10413	0	0	0
Amillepora10422	0	0	0
Amillepora10424	0	0	0
Amillepora10419	0	0	0
Amillepora10420	0	0	0
Amillepora10423	0	1.4925373134328359e-5	0.003816158940397372
Amillepora10421	0	0	0
Amillepora10415	0	0	0
Amillepora10439	0	8.064516129032258e-5	0.020788380525782545
Amillepora10437	0	1.0294117647058823e-4	0.02030934065934065
Amillepora10435	0	0	0
Amillepora10429	0	1.7647058823529413e-4	0.02416849401009773
Amillepora10427	0	0	0
Amillepora10433	0	0	0
Amillepora10428	0	0	0
Amillepora10432	0	0	0
Amillepora10442	0	1.3286713286713288e-4	0.08996122655574311
Amillepora10448	0	2.512674424219014e-4	0.04565173749701364
Amillepora10443	0	0	0
Amillepora10440	0	0	0
Amillepora10441	0	0	0
Amillepora10445	0	4.677151516846173e-4	0.4431103111676988
Amillepora10447	0	0	0
Amillepora10446	0	0	0
Amillepora10444	0	0	0
Amillepora10451	0	1.3986013986013986e-5	0.007359999999999999
Amillepora10449	0	0	0.003966942148765099
Amillepora10450	0	0	0
Amillepora10454	0	0	0
Amillepora10456	0	0	0
Amillepora10453	0	0	0
Amillepora10452	0	1.196860693263571e-4	0.03971324552936394
Amillepora10461	0	0	0
Amillepora10466	0.2956707405077128	0	0
Amillepora10465	0	2.7972027972027973e-5	0.0013049645390070736
Amillepora10463	0	0	0
Amillepora10467	0	0	0
Amillepora10459	0	0	0.00975000000000002
Amillepora10462	0	0	0
Amillepora10469	0	0	0
Amillepora10475	0	0	0
Amillepora10473	0	0	0
Amillepora10472	0	0	0
Amillepora10476	0	0	0
Amillepora10474	0	0	0
Amillepora10468	0	0	0
Amillepora10480	0	0	0
Amillepora10479	0	0	0
Amillepora10478	0	0	0
Amillepora10477	0	0	0
Amillepora10482	0	0	0
Amillepora10485	0	0	0
Amillepora10486	0	0	0
Amillepora10490	0	0	0
Amillepora10484	0	0	0
Amillepora10483	0	0	0
Amillepora10495	-0.043810208251784305	0	0.011111111111111115
Amillepora10491	0	7.194244604316547e-5	0.03573383458646617
Amillepora10493	0	0	0.018343398827452374
Amillepora10492	0	0	0
Amillepora10498	0	0	0
Amillepora10503	0	0	0
Amillepora10501	0	0	0
Amillepora10497	0	0	0
Amillepora10496	0	-2.962962962962963e-5	0.02426258893649019
Amillepora10499	0	1.449395816720849e-4	0.034764838542296714
Amillepora10500	0	3.2258064516129034e-5	0.003
Amillepora10507	0	1.45985401459854e-5	0.022153846153846163
Amillepora10515	0	0	0
Amillepora10509	0	4.4444444444444447e-5	0.02578775510204089
Amillepora10510	0	0	0
Amillepora10506	0	0	0
Amillepora10505	0	0	0
Amillepora10522	0	0	0
Amillepora10516	0	0	0
Amillepora10520	0	4.2553191489361704e-5	0.002666666666666667
Amillepora10511	0	0	0
Amillepora10523	0	0	0
Amillepora10521	0	1.4388489208633095e-5	0.0037777777777777857
Amillepora10519	0	1.5625e-5	0.0072380952380952405
Amillepora10514	0	1.3605442176870747e-5	0.009428571428571427
Amillepora10513	0	0	0
Amillepora10518	0	0	0
Amillepora10524	0	0	0
Amillepora10525	0	4.651162790697674e-5	0.003816632860044422
Amillepora10534	0	0	0
Amillepora10538	0	0	0.0038875192604171504
Amillepora10540	0	2.9411764705882354e-5	0.027848150905932016
Amillepora10527	0	0	0
Amillepora10531	0	0	0.014736842105263165
Amillepora10539	0	3.1007751937984497e-5	0.007515151515151522
Amillepora10543	0	0	0
Amillepora10541	0	-3.0096552809077145e-5	0.031707287601753766
Amillepora10547	0	0	0
Amillepora10548	0	0	0
Amillepora10562	0	0	0
Amillepora10564	0	0	0
Amillepora10563	0	0	0
Amillepora10560	0	0	0
Amillepora10556	0	1.1914654688377316e-4	0.04020846678284681
Amillepora10561	0	0	0
Amillepora10558	0	0	0.0026666666666666666
Amillepora10565	0	0	0
Amillepora10573	0	0	0
Amillepora10566	0	0	0
Amillepora10571	0	0	0
Amillepora10568	0	-1.3793103448275862e-5	0.003967741935483872
Amillepora10569	0	0	0
Amillepora10576	0	0	0
Amillepora10577	0	0	0
Amillepora10579	0	0	0.0037894736842105274
Amillepora10581	0	0	0
Amillepora10585	0	7.092198581560284e-5	0.04750600315955768
Amillepora10580	0	0	0
Amillepora10591	0	0	0.0067692307692307704
Amillepora10596	0	0	0
Amillepora10590	0	-5.648050579557429e-5	0.011199395104759457
Amillepora10592	0	2.7777777777777776e-5	0.020571428571428574
Amillepora10593	0	0	0
Amillepora10594	0	0	0
Amillepora10588	0	0	0
Amillepora10595	0	0	0
Amillepora10600	0	0	0
Amillepora10597	0	0	0
Amillepora10606	0	0	0
Amillepora10601	0	0	0
Amillepora10604	0	0	0
Amillepora10607	0	0	0
Amillepora10605	0	0	0
Amillepora10608	0	1.45985401459854e-5	0.0039722222222303575
Amillepora10614	0	0	0
Amillepora10609	0	0	0
Amillepora10611	0	0	0
Amillepora10613	0	0	0
Amillepora10610	0	0	0
Amillepora10612	0	0	0
Amillepora10624	0	0	0
Amillepora10625	0	3.075291622481442e-5	0.016487394957983192
Amillepora10629	0	0	0
Amillepora10622	0	0	0
Amillepora10621	0	0	0
Amillepora10634	0	0	0
Amillepora10632	0	0	0
Amillepora10630	0	1.3447927199191102e-4	0.017304136253041363
Amillepora10633	0	0	0
Amillepora10637	0	0	0
Amillepora10644	0	0	0
Amillepora10640	0	0	0
Amillepora10639	0	0	0
Amillepora10641	0	3.3812173792164944e-4	0.18207049458787988
Amillepora10636	0	0	0
Amillepora10650	0	0	0
Amillepora10646	0	4.501065191042267e-5	0.02848210180623974
Amillepora10649	0	0	0
Amillepora10648	0	0	0
Amillepora10647	0	-1.4594039054470713e-5	0.02453474389058067
Amillepora10642	0	0	0
Amillepora10645	0	0	0.025875140821604845
Amillepora10652	0	0	0.03483622518478822
Amillepora10651	0	0	0.002666666666666667
Amillepora10653	0	0	0.03289438691979528
Amillepora10654	0	0	0
Amillepora10656	0	6.015037593984962e-5	0.024747131896236736
Amillepora10660	0	0	0
Amillepora10661	0	1.4814814814814815e-5	0.007333333333333336
Amillepora10668	0	0	0
Amillepora10666	0	5.83941605839416e-5	0.0037894736842105274
Amillepora10664	0	0	0
Amillepora10674	0	0	0
Amillepora10669	0	0	0
Amillepora10673	0	0	0
Amillepora10671	0	3.2e-5	0.01694117647058823
Amillepora10670	0	0	0
Amillepora10679	0	6.711409395973154e-5	0.003181729024737763
Amillepora10675	0	0	0
Amillepora10678	0	0	0
Amillepora10682	0	0	0
Amillepora10680	0	0	0.005714285714285713
Amillepora10681	0	0	0
Amillepora10694	0	0	0
Amillepora10693	0	0	0
Amillepora10688	0	0	0
Amillepora10692	0	0	0
Amillepora10690	0	0	0
Amillepora10695	0	0	0
Amillepora10689	0	0	0
Amillepora10702	0	0	0
Amillepora10696	0	0	0
Amillepora10698	0	2.963087060925895e-4	0.10161564998251886
Amillepora10697	0	0	0.003963636363636368
Amillepora10699	0	0	0
Amillepora10704	0	-1.3986013986013986e-5	0.012307692307692306
Amillepora10701	0	0	0
Amillepora10700	0	0	0
Amillepora10710	0	0	0
Amillepora10706	0	0	0
Amillepora10712	0	0	0
Amillepora10708	0	0	0.017403508771929834
Amillepora10705	0	0	0
Amillepora10711	0	0	0
Amillepora10709	0	0	0
Amillepora10707	0	0	0
Amillepora10713	0	0	0
Amillepora10715	0	0	0
Amillepora10714	0	1.2030075187969925e-4	0.0338675497587557
Amillepora10717	0	0	0
Amillepora10716	0	0	0
Amillepora10723	0	0	0
Amillepora10724	0	0	0.007778169014084483
Amillepora10718	0	0	0
Amillepora10720	0	0	0
Amillepora10722	0	0	0
Amillepora10719	0	0	0
Amillepora10725	0	-1.4705882352941177e-5	0.017674418604651167
Amillepora10728	0	2.0687695368002275e-4	0.057788486644224465
Amillepora10729	0	1.6123321123321123e-4	0.04115329802778615
Amillepora10727	0	2.542707053093923e-4	0.20479760051546753
Amillepora10726	0	0	0
Amillepora10735	0	0	0
Amillepora10732	0	-2.9850746268656717e-5	0.011855353195075054
Amillepora10731	0	0	0.007222222222222258
Amillepora10734	0	-1.3793103448275862e-5	0.0038709677419354804
Amillepora10740	0	1.3422818791946309e-5	0.0075522617428602674
Amillepora10743	0	0	0
Amillepora10739	0	0	0
Amillepora10741	0	1.870503597122302e-4	0.019697966401414704
Amillepora10737	0	0	0
Amillepora10744	-0.04492618613061145	5.048844344753602e-4	0.1738905516865773
Amillepora10745	0	0	0
Amillepora10754	0	-1.3888888888888888e-5	0.0035000000000000035
Amillepora10752	0	0	0
Amillepora10753	0	0	0
Amillepora10751	0	0	0
Amillepora10748	0	0	0
Amillepora10750	0	0	0
Amillepora10747	0	0	0
Amillepora10755	0	6.201550387596899e-5	0.0222857142857143
Amillepora10764	0	0	0
Amillepora10756	0	0	0
Amillepora10762	0	0	0
Amillepora10757	0	0	0
Amillepora10766	0	0	0
Amillepora10761	0	0	0
Amillepora10760	0	0	0
Amillepora10758	0	0	0
Amillepora10763	0	0	0
Amillepora10759	0	9.655172413793103e-5	0.03774098035787176
Amillepora10770	0	0	0
Amillepora10772	0	0	0
Amillepora10767	0	5.797101449275363e-5	0.023212747631352285
Amillepora10773	0	0	0
Amillepora10775	0	0	0
Amillepora10776	0	1.5267175572519083e-5	0.0020000000000000005
Amillepora10781	0	0	0
Amillepora10782	0	0	0
Amillepora10786	0	0	0
Amillepora10783	0	0	0
Amillepora10797	0	0	0
Amillepora10790	0	0	0
Amillepora10789	0	0	0
Amillepora10793	0	1.5503875968992248e-5	0.00764622667780796
Amillepora10791	0	0	0
Amillepora10785	0	0	0
Amillepora10796	0	0	0
Amillepora10787	0	0	0
Amillepora10792	0	0	0.012923076923076928
Amillepora10804	0	1.3888888888888888e-5	0.003636363636363637
Amillepora10800	0	0	0.0032
Amillepora10802	0	0	0
Amillepora10805	0	9.722222222222223e-5	0.04532367632367635
Amillepora10807	0	0	0
Amillepora10801	0	1.3986013986013986e-5	0.010371014492753631
Amillepora10803	0	2.702702702702703e-5	0.003333333333333334
Amillepora10799	0	0	0
Amillepora10821	0	0	0
Amillepora10822	0	0	0
Amillepora10823	0.07656845027065054	-1.3986013986013986e-5	0.01171199999999999
Amillepora10819	0	0	0
Amillepora10820	0	0	0
Amillepora10809	0	1.4814814814814815e-5	0.007703113402867302
Amillepora10813	0	0	0
Amillepora10824	0	0	0
Amillepora10825	0	0	0
Amillepora10832	0	0	0
Amillepora10834	0	-5.83941605839416e-5	0.02225454545454545
Amillepora10836	0	0	0
Amillepora10833	0	0	0
Amillepora10837	0	0	0
Amillepora10847	0	0	0
Amillepora10841	0	0	0
Amillepora10839	0	2.91970802919708e-5	0.030595704948646132
Amillepora10838	0	0	0
Amillepora10840	0	0	0
Amillepora10849	0	0	0
Amillepora10854	0	0	0
Amillepora10855	0	0	0
Amillepora10853	0	1.3888888888888888e-5	0.0038881482892267056
Amillepora10848	0	0	0
Amillepora10852	0	0	0.0026666666666666666
Amillepora10842	0	1.207977207977208e-4	0.05901098493425226
Amillepora10845	0	0	0
Amillepora10851	0	0	0
Amillepora10865	0	0	0
Amillepora10869	0	0	0
Amillepora10866	0	0	0.015319210524607798
Amillepora10873	0	3.1007751937984497e-5	0.020751033912324232
Amillepora10884	0	0	0.0038620689655172384
Amillepora10883	0	-1.4705882352941177e-5	0.006666666666666668
Amillepora10882	0	0	0
Amillepora10886	0	0	0
Amillepora10879	0	0	0
Amillepora10912	0	3.076923076923077e-5	0.007009919697685416
Amillepora10913	0	0	0
Amillepora10914	0	0	0
Amillepora10909	0	0	0
Amillepora10908	0	-1.4492753623188407e-5	0.0038620689655172453
Amillepora06146	0	0	0
Amillepora06150	0	0	0
Amillepora06148	0	0	0.003
Amillepora06154	0	0	0
Amillepora06160	0	0	0
Amillepora06162	0	0	0.0038333333333333357
Amillepora06167	0	0	0
Amillepora06147	0	6.19644723092999e-5	0.028915980781665206
Amillepora06155	0	0	0
Amillepora06158	0	0	0
Amillepora06152	0	0	0.0032
Amillepora06149	0	0	0
Amillepora06153	0	0	0
Amillepora06165	0	0	0
Amillepora06169	0	0	0
Amillepora06161	0	0	0
Amillepora06159	0	0	0
Amillepora06157	0	0	0
Amillepora06182	0	0	0
Amillepora06178	0	0	0
Amillepora06175	0	0	0
Amillepora06179	0	0	0
Amillepora06172	0	0	0
Amillepora06181	0	1.5267175572519083e-5	0.009687908496732007
Amillepora06173	0	0	0
Amillepora06177	0	0	0
Amillepora06176	0	0	0
Amillepora06183	0	-5.298013245033112e-5	0.017133751276253634
Amillepora06189	0	0	0
Amillepora06192	0	0	0
Amillepora06190	0	-2.877697841726619e-5	0.028659151193633953
Amillepora06184	0	0	0
Amillepora06191	0	0	0
Amillepora06186	0	0	0
Amillepora06185	0	0	0
Amillepora06188	0	0	0.003967741935483872
Amillepora06195	0	0	0
Amillepora06198	0	0	0
Amillepora06194	0	0	0
Amillepora06197	0	0	0
Amillepora06193	0	1.2059283807419681e-5	0.03590307664800802
Amillepora06196	0	1.9707883153261306e-4	0.053640562153153666
Amillepora06204	0	1.4184397163120568e-5	0.003966666666666669
Amillepora06215	0	0	0
Amillepora06207	0	1.5037593984962406e-5	0.00987500299437056
Amillepora06199	0	0	0
Amillepora06208	0	0	0
Amillepora06214	0	0	0.01244444444444445
Amillepora06211	0	0	0
Amillepora06203	0	-1.5267175572519083e-5	0.003925925925926606
Amillepora06209	0	0	0
Amillepora06205	0	0	0.007552917505030166
Amillepora06210	0	0	0
Amillepora06222	0	1.4814814814814815e-4	0.01650021978021978
Amillepora06216	0	1.4285714285714285e-5	0.019090909090909075
Amillepora06218	0	0	0
Amillepora06219	0	-3.0534351145038166e-5	0.0039111111111112965
Amillepora06223	0	4.3556353839245625e-5	0.0527697945404808
Amillepora06221	0	0	0
Amillepora06226	0	1.4388489208633095e-5	0.014538705738705743
Amillepora06230	0	0	0
Amillepora06227	0	0	0
Amillepora06224	0	0	0
Amillepora06234	0	0	0
Amillepora06232	0	0	0
Amillepora06229	0	8.633093525179857e-5	0.007835051546391754
Amillepora06233	0	0	0
Amillepora06237	0	0	0
Amillepora06235	0	1.5087913099512103e-4	0.17444160703233066
Amillepora06238	0	0	0
Amillepora06236	0	0	0
Amillepora06241	0	0	0
Amillepora06245	0	0	0
Amillepora06240	0	-8.450704225352113e-5	0.020628571428571434
Amillepora06242	0	-1.4492753623188407e-5	0.007609756097560975
Amillepora06246	0	0	0
Amillepora06243	0	4.081632653061224e-5	0.025782493368700265
Amillepora06253	0	1.4925373134328359e-5	0.003963302752293572
Amillepora06255	0	6.25e-5	9.729729729729684e-4
Amillepora06252	0	8e-5	0.01692257644762539
Amillepora06248	0	1.0665753111796278e-4	0.011824355295239798
Amillepora06251	0	0	0
Amillepora06254	0	6.881025791611609e-5	0.07184375610072755
Amillepora06256	0	0	0
Amillepora06249	0	0	0
Amillepora06257	0	1.6632662974837268e-4	0.07678898558185049
Amillepora06261	0	0	0
Amillepora06259	0	-1.4285714285714285e-5	0.003966101694919985
Amillepora06258	0	0	0
Amillepora06260	0	0	0
Amillepora06269	0	6.106870229007633e-5	0.003916280902196377
Amillepora06271	0	0	0
Amillepora06273	0	0	0
Amillepora06268	0	0	0
Amillepora06267	0	0	0
Amillepora06265	0	0	0
Amillepora06263	0	0	0
Amillepora06280	0	0	0
Amillepora06279	0	2.9411764705882354e-5	0.011528321056642114
Amillepora06274	0	0	0
Amillepora06286	0	0	0
Amillepora06276	0	-5.83941605839416e-5	0.010578754578754583
Amillepora06283	0	0	0
Amillepora06277	0	0	0
Amillepora06282	0	0	0
Amillepora06281	0	0	0
Amillepora06285	0	6.168238357557084e-4	0.3374528269248848
Amillepora06275	0	0	0
Amillepora06284	0	0	0.03505251841100898
Amillepora06296	0	0	0
Amillepora06288	0	0	0
Amillepora06295	0	-4.3478260869565214e-5	0.003636363636363637
Amillepora06290	0	0	0
Amillepora06292	0	0	0
Amillepora06287	0	-1.417996037952247e-5	0.034796934865900374
Amillepora06293	0	0	0
Amillepora06294	0	0	0
Amillepora06289	0	0	0
Amillepora06291	0	0	0
Amillepora06305	0	0	0
Amillepora06309	0	0	0
Amillepora06308	0	0	0.020868534973798147
Amillepora06297	0	0	0
Amillepora06303	0	0	0
Amillepora06300	0	0	0
Amillepora06307	0	-1.4388489208633095e-5	0.003973684210533577
Amillepora06306	0	0	0
Amillepora06304	0	0	0.005333333333333333
Amillepora06301	0	0	0.003862835249042121
Amillepora06310	0	0	0
Amillepora06313	0	0	0
Amillepora06319	0	0	0
Amillepora06314	0	0	0
Amillepora06316	0	0	0
Amillepora06320	0	0	0
Amillepora06318	0	0	0
Amillepora06312	0	0	0
Amillepora06311	0	0	0
Amillepora06322	0	1.3986013986013986e-5	0.014358974358974357
Amillepora06321	0	-1.324503311258278e-5	0.007157894736842106
Amillepora06325	0	0	0
Amillepora06324	0	4.580152671755725e-5	7.722222222222399e-4
Amillepora06330	0	0	0
Amillepora06328	0	0	0
Amillepora06332	0	0	0
Amillepora06331	0	0	0
Amillepora06327	0	0	0
Amillepora06326	0	0	0
Amillepora06329	0	0	0
Amillepora06339	0	0	0
Amillepora06336	0	0	0
Amillepora06337	0	0	0
Amillepora06338	0	1.4705882352941177e-5	0.011666666666666665
Amillepora06334	0	-1.5037593984962406e-5	0.008394533163518816
Amillepora06333	0	0	0
Amillepora06335	0	0	0
Amillepora06345	0	-1.3793103448275862e-5	0.003
Amillepora06346	0	0	0
Amillepora06343	0	0	0
Amillepora06344	0	0	0
Amillepora06348	0	2.8985507246376814e-5	0.014736842105263158
