Run,BioProject,Reference,Reference_year,Reference_DOI,Organism,Developmental_stage,Project_type,Treatment,Treat_description,Raw_counts,Gene_counted
s182_S211,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N1.C.tp2.2,1875454,444202
s183_S212,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N1.C.tp2.3,1692380,381703
s190_S213,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N10.C.tp2.1,1621789,408168
s191_S214,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N10.C.tp2.2,1905981,426308
s192_S215,PRJNA559404,NA,NA,NA,Acropora millepora,adult,temp,control,Ht1.N10.C.tp2.3,1555424,294560
SRR1812166,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X12_86_300_c_5h,12778011,2443150
SRR1812167,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X2_6_300_c_5h,15641172,2465168
SRR1812168,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X26_27_300_c_5h,15912475,2335988
SRR1812169,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X30_87_300_c_5h,11729564,2120712
SRR1812170,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X34_83_300_c_5h,16189295,2785202
SRR1812171,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X36_85_300_c_5h,13334847,2332504
SRR1812172,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X56_75_300_c_5h,16600423,3081462
SRR1812173,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X58_4_300_c_5h,14449010,2527473
SRR1812174,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X60_7_300_c_5h,14267316,2379692
SRR1812175,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X62_88_300_c_5h,12562144,1682645
SRR1812176,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X24_86_300_h_5h,12370134,1742912
SRR1812177,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X14_6_300_h_5h,14757896,1798453
SRR1812178,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X38_27_300_h_5h,21495396,2413660
SRR1812179,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X42_87_300_h_5h,11336544,1806112
SRR1812180,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X46_83_300_h_5h,12638368,2146163
SRR1812181,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X48_85_300_h_5h,11774547,1987130
SRR1812182,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X70_75_300_h_5h,20136626,2674373
SRR1812183,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X72_4_300_h_5h,16333244,1459188
SRR1812184,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X74_7_300_h_5h,17522364,2054298
SRR1812185,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X76_88_300_h_5h,13632540,1894217
SRR1812186,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X27_102_400_c_5h,13466085,2393925
SRR1812187,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X3_70_400_c_5h,16319629,3138521
SRR1812188,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X31_28_400_c_5h,11251455,2087342
SRR1812189,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X33_11_400_c_5h,15630171,2800407
SRR1812190,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X49_89_400_c_5h,14536378,3079755
SRR1812191,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X5_65_400_c_5h,13523938,2763017
SRR1812192,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X51_68_400_c_5h,16922482,3110371
SRR1812193,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X53_64_400_c_5h,14541609,2939873
SRR1812194,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X7_40_400_c_5h,13505758,2341131
SRR1812195,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X39_102_400_h_5h,17035885,2201208
SRR1812196,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X15_70_400_h_5h,17512537,2578756
SRR1812197,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X43_28_400_h_5h,11899752,1924101
SRR1812198,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X45_11_400_h_5h,15139306,2818569
SRR1812199,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X63_89_400_h_5h,19930111,2911649
SRR1812200,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X17_65_400_h_5h,14074215,2002301
SRR1812201,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X65_68_400_h_5h,14297611,2039178
SRR1812202,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X67_64_400_h_5h,12461975,2064107
SRR1812203,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X19_40_400_h_5h,11893668,1430558
SRR1812204,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X11_86_400_c_5h,12879008,2493971
SRR1812205,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X1_6_400_c_5h,13088805,2465170
SRR1812206,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X25_27_400_c_5h,11496397,2193833
SRR1812207,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X29_87_400_c_5h,13357979,2375681
SRR1812208,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X9_83_400_c_5h,12451252,2714363
SRR1812209,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X35_85_400_c_5h,14055020,2311693
SRR1812210,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X55_75_400_c_5h,14855986,2964212
SRR1812211,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X57_4_400_c_5h,17749200,3304258
SRR1812212,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X59_7_400_c_5h,14490992,2797847
SRR1812213,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X61_88_400_c_5h,13777174,2907160
SRR1812214,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X23_86_400_h_5h,13554492,1864977
SRR1812215,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X13_6_400_h_5h,12916523,2083814
SRR1812216,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X37_27_400_h_5h,16142154,1947689
SRR1812217,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X41_87_400_h_5h,13252839,1869338
SRR1812218,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X21_83_400_h_5h,14834341,2186042
SRR1812219,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X47_85_400_h_5h,10429404,1849722
SRR1812220,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X69_75_400_h_5h,12899429,2106832
SRR1812221,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X71_4_400_h_5h,13929254,2108196
SRR1812222,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X73_7_400_h_5h,14674810,2026660
SRR1812223,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X75_88_400_h_5h,16124525,2642703
SRR1812224,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X28_102_300_c_5h,13713068,2432264
SRR1812225,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X4_70_300_c_5h,13395971,2228441
SRR1812226,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X32_28_300_c_5h,12902605,2340569
SRR1812227,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X10_11_300_c_5h,12966848,2122179
SRR1812228,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X50_89_300_c_5h,18384678,3354335
SRR1812229,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X6_65_300_c_5h,13287750,2252735
SRR1812230,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X52_61_300_c_5h,15489605,2834119
SRR1812231,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X54_64_300_c_5h,13707939,2181826
SRR1812232,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X8_40_300_c_5h,16969360,2571473
SRR1812233,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X40_102_300_h_5h,15324647,2268455
SRR1812234,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X16_70_300_h_5h,14238843,2018065
SRR1812235,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X44_28_300_h_5h,13567174,2255278
SRR1812236,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X22_11_300_h_5h,16444074,2128329
SRR1812237,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X64_89_300_h_5h,16365761,2179224
SRR1812238,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X18_65_300_h_5h,13478359,2307113
SRR1812239,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X66_61_300_h_5h,14025814,2006420
SRR1812240,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X68_64_300_h_5h,13265666,1785649
SRR1812241,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X20_40_300_h_5h,12821776,1511106
SRR1812242,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X140_86_300_c_20h,16123368,2746461
SRR1812243,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X130_6_300_c_20h,11496678,1881208
SRR1812244,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X78_27_300_c_20h,12887323,2604186
SRR1812245,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X82_87_300_c_20h,15439274,3099306
SRR1812246,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X86_83_300_c_20h,13103995,2762450
SRR1812247,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X88_85_300_c_20h,15465141,2765471
SRR1812248,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X108_75_300_c_20h,10452228,1217877
SRR1812249,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X110_4_300_c_20h,11794924,2259942
SRR1812250,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X112_7_300_c_20h,14239849,2424075
SRR1812251,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X114_88_300_c_20h,17486858,1901613
SRR1812252,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X152_86_300_h_20h,20286338,3264075
SRR1812253,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X142_6_300_h_20h,11023468,2105226
SRR1812254,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X90_27_300_h_20h,16286308,2602604
SRR1812255,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X94_87_300_h_20h,12590060,2226541
SRR1812256,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X98_83_300_h_20h,10797138,2216235
SRR1812257,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X100_85_300_h_20h,12369993,2344802
SRR1812258,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X122_75_300_h_20h,13605831,1987109
SRR1812259,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X124_4_300_h_20h,12964724,1837939
SRR1812260,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X126_7_300_h_20h,22095469,3196120
SRR1812261,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X128_88_300_h_20h,14343877,1688375
SRR1812262,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X79_102_400_c_20h,16829487,3165830
SRR1812263,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X131_70_400_c_20h,11303325,2245031
SRR1812264,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X83_28_400_c_20h,15746314,2835363
SRR1812265,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X85_11_400_c_20h,16950351,2861381
SRR1812266,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X101_89_400_c_20h,14764950,2809460
SRR1812267,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X133_65_400_c_20h,10798191,1887735
SRR1812268,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X103_68_400_c_20h,20314962,3693800
SRR1812269,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X105_64_400_c_20h,14841100,2851818
SRR1812270,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X135_40_400_c_20h,15471461,2118791
SRR1812271,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X91_102_400_h_20h,15679314,2488547
SRR1812272,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X143_70_400_h_20h,11870402,2295079
SRR1812273,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X95_28_400_h_20h,12773093,2324281
SRR1812274,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X97_11_400_h_20h,11528773,2223288
SRR1812275,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X115_89_400_h_20h,14967733,2943416
SRR1812276,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X145_65_400_h_20h,17358612,2527910
SRR1812277,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X117_68_400_h_20h,13295235,2677893
SRR1812278,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X119_64_400_h_20h,12577578,2305092
SRR1812279,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X147_40_400_h_20h,15437462,2701963
SRR1812280,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X139_86_400_c_20h,12438871,2555935
SRR1812281,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X129_6_400_c_20h,12553038,2196343
SRR1812282,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X77_27_400_c_20h,12898207,2492051
SRR1812283,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X81_87_400_c_20h,19350737,3061136
SRR1812284,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X137_83_400_c_20h,11299940,2226316
SRR1812285,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X87_85_400_c_20h,15469702,2650698
SRR1812286,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X107_75_400_c_20h,13559618,2633537
SRR1812287,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X109_4_400_c_20h,11188156,2332327
SRR1812288,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X111_7_400_c_20h,10846985,2024506
SRR1812289,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X113_88_400_c_20h,11279205,2294104
SRR1812290,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X151_86_400_h_20h,3301151,735416
SRR1812291,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X141_6_400_h_20h,12882348,2276744
SRR1812292,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X89_27_400_h_20h,16705168,2568008
SRR1812293,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X93_87_400_h_20h,12286132,2238332
SRR1812294,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X149_83_400_h_20h,11405492,1779213
SRR1812295,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X99_85_400_h_20h,10169343,1854085
SRR1812296,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X121_75_400_h_20h,15059759,2598874
SRR1812297,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X123_4_400_h_20h,16276746,2961936
SRR1812298,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X125_7_400_h_20h,12705075,2277417
SRR1812299,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X127_88_400_h_20h,16566768,2989617
SRR1812300,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X80_102_300_c_20h,13598774,1887900
SRR1812301,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X132_70_300_c_20h,11176275,2117078
SRR1812302,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X84_28_300_c_20h,13130481,2472825
SRR1812303,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X138_11_300_c_20h,11886237,1958582
SRR1812304,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X102_89_300_c_20h,14459379,2519125
SRR1812305,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X134_65_300_c_20h,13086161,2158328
SRR1812306,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X104_61_300_c_20h,12006720,1976851
SRR1812307,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X106_64_300_c_20h,15505953,2766770
SRR1812308,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,control,X136_40_300_c_20h,11317404,2210811
SRR1812309,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X92_102_300_h_20h,14333508,2829541
SRR1812310,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X144_70_300_h_20h,11262780,2098922
SRR1812311,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X96_28_300_h_20h,16110504,2784828
SRR1812312,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X150_11_300_h_20h,15469094,1778661
SRR1812313,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X116_89_300_h_20h,13966652,2434348
SRR1812314,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X146_65_300_h_20h,11549312,1915542
SRR1812315,PRJNA274410,(Seneca and Palumbi 2015),2015,https://doi.org/10.1111/mec.13125,Acropora hyacinthus,adult,temp,heat,X118_61_300_h_20h,11034491,1702798
