gene,MMgreen4
Amillepora21015,0.3693629302583498
Amillepora25968,-0.12702322322506707
Amillepora24153,-0.26291473632678414
Amillepora28303,-0.26502133684082835
Amillepora06280,-0.001416649511414566
Amillepora19775,0.44972415769392576
Amillepora19900,0.40736649050954954
Amillepora16129,0.33726822878371066
Amillepora15360,0.2514477827704693
Amillepora07727,-0.36776316549049926
Amillepora05747,-0.045945542176804154
Amillepora09450,-0.34498525606632346
Amillepora36949,0.29359512125255594
Amillepora04961,0.4783054060048467
Amillepora36587,0.4848889238861667
Amillepora27724,0.2650109645294277
Amillepora24283,0.21838781267688662
Amillepora29524,0.2307984710107407
Amillepora32765,-0.1297687824919008
Amillepora08800,0.13691988689475168
Amillepora02934,-0.1879974285145502
Amillepora04584,0.18672733564221672
Amillepora09464,-0.3658556206803006
Amillepora08578,-0.26064902303540954
Amillepora16791,0.42711877007698534
Amillepora29026,0.1507925328522167
Amillepora19085,0.10402292318032234
Amillepora13084,0.13768607688069742
Amillepora14687,0.3529506801301072
Amillepora16173,-0.3506067464730631
Amillepora24750,0.5472302759908618
Amillepora33362,0.18022281701777842
Amillepora29211,0.3503634615558444
Amillepora26854,-0.19664879458507753
Amillepora27312,-0.3190339754855524
Amillepora34731,0.2623556076069472
Amillepora14172,-0.3863317997041037
Amillepora05305,0.3078513985106137
Amillepora07761,-0.2881495808647617
Amillepora20939,-0.05022272416453513
Amillepora26930,0.21889674211814708
Amillepora00029,0.199071963217202
Amillepora00180,0.17950510004372244
Amillepora33440,0.5062314717538094
Amillepora03081,-0.3346412453107926
Amillepora23548,0.45060682668741464
Amillepora06386,0.21379647316440292
Amillepora08786,0.485323066547728
Amillepora03228,0.4372194597207867
Amillepora11033,0.518397666670078
Amillepora21573,-0.28678045468554353
Amillepora12508,-0.2664803121019247
Amillepora10706,-0.06908345195880486
Amillepora15098,0.15856000551814117
Amillepora21745,0.033624514916612176
Amillepora08722,0.10078199519489947
Amillepora04217,0.34801508261093556
Amillepora16513,-0.40898536592246887
Amillepora37400,0.41199762591235484
Amillepora08771,0.2932600691559832
Amillepora01102,0.3218029746221001
Amillepora15760,0.36183359170023377
Amillepora16208,-0.057012735902129213
Amillepora17857,0.22360990715583476
Amillepora20298,0.5101650938747624
Amillepora08798,0.23352362437642746
Amillepora01735,0.18930692223404777
Amillepora24113,0.03484491449276238
Amillepora20332,0.40487367881709746
Amillepora09062,0.36727071240724574
Amillepora30872,0.18319215217275628
Amillepora20964,0.4199740326321109
Amillepora17856,0.05824230102831515
Amillepora23205,0.39446330249940365
Amillepora25941,0.1329638609622792
Amillepora32572,0.2780399314930694
Amillepora21929,0.2463530294690455
Amillepora15383,-0.01917027728468941
Amillepora26855,-0.17910070540210973
Amillepora13533,0.38345505822878834
Amillepora19923,0.210335560828319
Amillepora12320,0.4802715031216681
Amillepora32594,0.05089624866270003
Amillepora01105,0.33931352518646585
Amillepora26175,0.5876863669342957
Amillepora35516,0.09187756556603689
Amillepora32126,-0.01970461064802447
Amillepora37779,-0.10585378470062669
Amillepora03660,-0.2650080518271111
Amillepora29292,0.15923061295871743
Amillepora11526,0.23073913650720848
Amillepora09525,0.317499896804061
Amillepora26258,0.3635181015447717
Amillepora24807,0.48735827945977717
Amillepora29046,0.2551175816357513
Amillepora35366,0.25340885887551473
Amillepora10020,0.3098400817026967
Amillepora30937,0.3599947915471633
Amillepora11366,0.1718015233335522
Amillepora04070,0.19023287143662565
Amillepora06740,0.08655535718501002
Amillepora30936,0.4892152146851293
Amillepora18727,0.10580064090762252
Amillepora05398,0.31215429822605717
Amillepora33314,0.32709208892651165
Amillepora07821,0.26615824571283336
Amillepora15595,-0.3004036824204689
Amillepora21108,0.24961329965285886
Amillepora17880,0.22339849268250567
Amillepora16455,0.24587381008719328
Amillepora22686,0.04770596422082026
Amillepora26761,-0.08068198722023544
Amillepora19316,0.34835840663658524
Amillepora19050,0.19372152195289513
Amillepora26557,0.17084329955291083
Amillepora15334,-0.14683479121187648
Amillepora20315,0.06621772635704229
Amillepora30897,0.10183138749660807
Amillepora09401,0.06947877003055171
Amillepora17882,0.03086592809383167
Amillepora27575,0.29479274204570616
Amillepora12183,0.1385806909040392
Amillepora09681,0.5550891318925496
Amillepora24284,0.3059270985493281
Amillepora13085,0.005233445897374023
Amillepora02570,0.45699351372224306
Amillepora08341,0.015928507622672592
Amillepora14146,0.27754651359137233
Amillepora27314,0.06815616986753703
Amillepora24631,-0.39518245549818887
Amillepora36863,0.14380447159712823
Amillepora30896,0.2194858605723051
Amillepora12206,0.27397176279515806
Amillepora04927,-0.17437554705305536
Amillepora08383,0.04683732178765499
Amillepora19921,0.27283957235993594
Amillepora04630,0.42619618208538235
Amillepora24282,0.24680509336951006
Amillepora05799,0.4753683912321979
Amillepora06959,0.26509801051054693
Amillepora29212,0.3773187578612239
Amillepora13448,-0.2937650848153048
Amillepora04929,0.07129305826386015
Amillepora34779,0.27000973331405176
Amillepora14070,0.29642741512839577
Amillepora24682,0.14575492176661614
Amillepora22180,0.34344608056862125
Amillepora29480,0.16411054062437053
Amillepora22683,0.09487479926889564
Amillepora00394,0.3471220859062806
Amillepora19122,0.04132344564072579
Amillepora25298,-0.3761006665896764
Amillepora10725,0.03094389864608272
Amillepora16899,0.48775643650198275
Amillepora18805,0.16793566570972762
Amillepora03135,0.4744105235080561
Amillepora18760,0.12525861006909494
Amillepora08899,0.2440174543820483
Amillepora15115,0.5098575410303403
Amillepora08083,-0.21598719243221984
Amillepora09085,0.4908924688322834
Amillepora11333,0.24078891264596092
Amillepora36372,0.2910414667839638
Amillepora29526,0.2006212946147261
Amillepora20117,0.3399928170224892
Amillepora07667,-0.2930890717506255
Amillepora06686,0.2658332892710479
Amillepora33070,0.11325945354504471
Amillepora29626,0.09895034625542037
Amillepora33401,0.504804338475011
Amillepora06696,0.07633782527798222
Amillepora33473,0.29581846983643023
Amillepora00728,0.042140344692045216
Amillepora26870,-0.2771721106719585
Amillepora19193,0.2393805308944001
Amillepora19570,-0.05896511420621587
Amillepora36376,0.24584249930104296
Amillepora05916,0.28524551953526595
Amillepora10018,0.25547652867537696
Amillepora18820,0.6348354257754238
Amillepora20864,-0.11168693601494913
Amillepora09593,-0.15437435465032817
Amillepora19980,0.51204859980753
Amillepora17715,0.14505372565988256
Amillepora18546,-0.25706031010641045
Amillepora01582,-0.11804626060339779
Amillepora13164,-0.029757033502006966
Amillepora26237,0.5467902068743894
Amillepora01478,-0.22716521513753962
Amillepora27953,0.013040912580747872
Amillepora08190,0.31546462208021137
Amillepora26654,0.15275135303907378
Amillepora26802,0.5615653626818852
Amillepora00083,0.5285401878571828
Amillepora20305,0.46737654738415474
Amillepora08014,0.30530044027498193
Amillepora32575,0.14511923148729175
Amillepora26853,-0.28483197064072413
Amillepora02016,0.014075984561448762
Amillepora25795,0.2817932272226881
Amillepora23315,0.6437022632447296
Amillepora33595,0.04118357116495444
Amillepora36083,0.26104527126125593
Amillepora22182,0.2666323303936367
Amillepora00243,0.2467342160085443
Amillepora20125,-0.2825315815209448
Amillepora29180,0.1517514506169463
Amillepora10760,0.3799869219495875
Amillepora15395,0.3054503277692452
Amillepora15381,0.19675296618580462
Amillepora04321,-0.09831457354017266
Amillepora06242,0.26467289207632433
Amillepora25072,0.5364285145701824
Amillepora28371,0.4272063333863927
Amillepora26819,0.24021519342510197
Amillepora02027,0.2739338663275044
Amillepora26868,-0.2822926021009449
Amillepora26728,-0.20017668022800217
Amillepora12614,0.44195027241528717
Amillepora05971,-0.15309473952682862
Amillepora12306,-0.43010579059028575
Amillepora25094,-0.32665087412575267
Amillepora30722,0.04013088160414125
Amillepora21263,0.05303330328424187
Amillepora03881,0.5867734247185761
Amillepora18408,-0.09434186399002226
Amillepora32297,0.4154430329135177
Amillepora08238,0.3038788221006405
Amillepora25608,0.06902454880134669
Amillepora04881,0.29016895554412103
Amillepora05786,0.4537099229977872
Amillepora12585,0.15255218220489397
Amillepora24311,0.19032607721884517
Amillepora16205,0.25301798363597167
Amillepora06025,0.21872646559511855
Amillepora12848,0.11426084452645145
Amillepora12845,-0.09740879690272287
Amillepora24158,0.3668341358183702
Amillepora01103,0.26830613801114406
Amillepora12232,0.1928109596780022
Amillepora22466,-0.3119269819991992
Amillepora07476,0.31425505409839527
Amillepora22400,-0.21897518750529532
Amillepora08723,0.14035187328704946
Amillepora18922,0.211951754214255
Amillepora08012,0.12972714416385372
Amillepora08592,0.32092453052395725
Amillepora33772,0.21265827033577345
Amillepora12044,0.18961765841233857
Amillepora05813,0.5951373388409676
Amillepora02879,0.3871025359488482
Amillepora30976,0.14644640273302426
Amillepora00722,-0.18185177695490368
Amillepora02660,0.012691699168654813
Amillepora15339,-0.18677226518052525
Amillepora22529,0.4108005871405801
Amillepora14877,0.43622674538794537
Amillepora34780,0.3442486072094303
Amillepora24763,0.32236308810044406
Amillepora34142,-0.014684860944509194
Amillepora01741,0.20585011461499536
Amillepora18326,0.27491944955747283
Amillepora15499,0.5102799692230812
Amillepora10500,-0.15209242627045483
Amillepora16184,-0.3231028290146357
Amillepora27206,0.016006045156804448
Amillepora20118,0.3321371418904733
Amillepora03652,0.36174113674325037
Amillepora13091,0.33760227901224993
Amillepora18952,0.5272076906783159
Amillepora19488,0.2196914255023629
Amillepora25892,0.24525025553941127
Amillepora19297,0.26488283014859093
Amillepora36371,0.2609044967001353
Amillepora03173,0.35715258920542403
Amillepora12535,0.21474685540906935
Amillepora21371,0.048966290109463066
Amillepora13357,0.32570749028734775
Amillepora36979,0.37295399094381154
Amillepora10160,0.32260964010857035
Amillepora01310,-0.2575766836561383
Amillepora26608,-0.04610902007754829
Amillepora20147,0.39951832621506167
Amillepora09814,0.2547975579010257
Amillepora31209,0.21632102070488607
Amillepora01744,0.12386624947732904
Amillepora36373,0.14228508019597888
Amillepora29995,-0.3335498492601668
Amillepora26642,0.2872420044580066
Amillepora22049,0.3724689426878303
Amillepora03082,-0.16815404056298192
Amillepora33773,0.25472419270904123
Amillepora16103,0.2404974746951734
Amillepora05015,0.1709997939003372
Amillepora36398,0.32629897185605955
Amillepora36937,0.3573237155543913
Amillepora20126,-0.27890190633929024
Amillepora04273,0.3138552633295277
Amillepora05426,0.3601403921634999
Amillepora13018,0.46475696070110706
Amillepora12034,-0.11834434203246628
Amillepora34392,0.21997299949159216
Amillepora04721,0.6378700053181733
Amillepora33628,0.236420616347059
Amillepora09943,0.2826491368179155
Amillepora10452,-0.13341652084537636
Amillepora26869,-0.11652396794793686
Amillepora27623,0.1915374388605129
Amillepora18845,0.21618782524100297
Amillepora04172,-0.015078461004249484
Amillepora28041,0.27402170436554085
Amillepora10633,0.0044585966467299565
Amillepora23547,-0.24798321499424145
Amillepora35719,0.2600576806361083
Amillepora27625,0.05292018183122333
Amillepora15772,0.3159119249336134
Amillepora20525,0.25868384652695403
Amillepora15448,0.2770536171963737
Amillepora16207,0.09611577756803724
Amillepora01550,0.17519593475568193
Amillepora06192,0.43754781262653353
Amillepora10946,0.526954161868447
Amillepora02641,0.09485052341390099
Amillepora23439,0.07236649852818296
Amillepora16646,0.11642058126847772
Amillepora22554,0.21880473681889412
Amillepora19099,0.15856576026063152
Amillepora06681,0.20137277540386292
Amillepora29188,0.07532160956086341
Amillepora12886,-0.2193836498227273
Amillepora10189,0.5076870852408354
Amillepora04445,0.051707746069694055
Amillepora21204,0.31178697372719294
Amillepora19283,0.33829975052472344
Amillepora11720,0.5349647417641701
Amillepora04166,-0.16179615714999057
Amillepora23660,-0.1463760141927237
Amillepora03520,0.059019104619821044
Amillepora28858,0.14739016489526097
Amillepora15342,-0.13719523726246874
Amillepora23659,-0.27107199031728474
Amillepora21110,0.13147325640682234
Amillepora18782,0.43848146267073024
Amillepora05887,0.17036095521886954
Amillepora25288,0.15379123233979103
Amillepora31647,-0.10289567030584226
Amillepora15102,0.38954362476271565
Amillepora23403,-0.021808621704640874
Amillepora29804,0.24233557508950515
Amillepora05890,-0.09225323731476139
Amillepora35350,-0.1268184383456141
Amillepora07477,0.408071067218386
Amillepora23102,0.2434174923771696
Amillepora19289,0.2029081414106148
Amillepora11129,-0.4430411908414953
Amillepora02569,0.45842198786596583
Amillepora03058,0.63660893004519
Amillepora00475,0.42921685991624703
Amillepora10851,0.22213205247317888
Amillepora18319,-0.1448638345597491
Amillepora26932,0.19116244398930027
Amillepora02729,0.45909520609924026
Amillepora10188,0.2823270788022779
Amillepora29822,0.2716400349794785
Amillepora13087,0.23988441266031504
Amillepora09142,0.2571669805929073
Amillepora23531,0.25940751073816987
Amillepora05023,0.1820583193612964
Amillepora06957,0.2607717222629832
Amillepora29570,0.43031988821270417
Amillepora36517,0.3356242501352732
Amillepora06577,-0.060094086193671833
Amillepora13786,0.21775203503279578
Amillepora08200,0.21448316657458388
Amillepora14840,0.4392378338744244
Amillepora00652,0.3411577097151707
Amillepora16893,0.20224837107465046
Amillepora29112,0.29845731845933576
Amillepora02356,0.2319729995337802
Amillepora22668,0.5407128438614444
Amillepora09063,0.1143691897550988
Amillepora09624,0.6625089450236484
Amillepora15382,0.07041080453955136
Amillepora21884,0.4809651974558311
Amillepora25725,0.26171964192682956
Amillepora21018,0.26276424426986145
Amillepora06737,-0.31647445952806036
Amillepora24681,0.41271704545684085
Amillepora01227,0.5507989683987948
Amillepora12645,0.5809359721329507
Amillepora03080,-0.1687125338079312
Amillepora12491,-0.2405487654267569
Amillepora16647,0.05221747495943006
Amillepora15439,0.2477569468721506
Amillepora05751,0.03320944034290868
Amillepora16307,-4.5759910640024576e-4
Amillepora04594,0.3514860053263766
Amillepora36551,0.18356012193620458
Amillepora30186,-0.0941636622664515
Amillepora10759,0.35146575542461767
Amillepora38079,0.190572185406617
Amillepora21375,0.1713617012512359
Amillepora06910,0.19325530781973826
Amillepora12565,0.6538290572532484
Amillepora03924,-0.09997949855022759
Amillepora32571,-0.13464893476970374
Amillepora13473,0.3146942613374861
Amillepora08627,-0.09520513588681032
Amillepora18871,0.47750988445388814
Amillepora20961,0.3993154590522445
Amillepora23729,0.1992894760759174
Amillepora05805,0.2415236510251666
Amillepora23564,0.1792219191531247
Amillepora11723,0.36111709875086145
Amillepora34868,0.39121902610188153
Amillepora08260,0.38744593326995524
Amillepora26674,0.3766137685615938
Amillepora24787,0.5264457930920872
Amillepora05949,0.36914272605468973
Amillepora24610,0.5017063265194741
Amillepora37827,0.24352433561153902
Amillepora06390,0.1135719433455342
Amillepora17950,0.6851758431186443
Amillepora15259,0.3227983270488269
Amillepora12459,0.13088085161833193
Amillepora29190,-0.0640723764860625
Amillepora13354,0.42009150983555543
Amillepora13489,0.2985839305129836
Amillepora14117,0.3702440181126656
Amillepora26987,0.5036004843896494
Amillepora16102,0.2318961030280715
Amillepora31270,0.1726200622120448
Amillepora06936,0.33147360689400357
Amillepora00844,0.2020360966511403
Amillepora10019,0.28249012122034367
Amillepora25304,-0.016670972075210594
Amillepora17933,0.5361546170124831
Amillepora15326,0.5373886620302188
Amillepora33761,0.16037658253720757
Amillepora16066,0.3778130620710656
Amillepora06389,-0.2840480800623332
Amillepora24504,0.11516347856527474
Amillepora08407,-0.28165096123866123
Amillepora34660,0.10424545032029425
Amillepora19307,0.08783458783150855
Amillepora13331,0.4365153870160041
Amillepora06331,-0.1419572971621991
Amillepora23096,-0.30720532744489054
Amillepora09213,0.30411718946684535
Amillepora17088,-0.02266330208097615
Amillepora11970,0.3007050043899958
Amillepora25576,0.42158033871201694
Amillepora07698,0.5121107998840899
Amillepora00008,0.2996489342222483
Amillepora04555,0.021736084317646884
Amillepora03147,0.2824677401243411
Amillepora03047,0.5457519361308822
Amillepora23968,0.2961576160383013
Amillepora33313,0.4335463123567905
Amillepora01747,0.2453167217046764
Amillepora16514,-0.49370373294314296
Amillepora07628,0.4114537854426481
Amillepora33495,0.25217157758864783
Amillepora18418,-0.09405094432686201
Amillepora08188,0.27340729214942094
Amillepora37139,0.17751204469319476
Amillepora26174,0.5466624348228595
Amillepora01446,0.5918449155104911
Amillepora34290,0.3524435732876006
Amillepora35669,0.24658865015436657
Amillepora36588,0.07253790953655079
Amillepora10448,0.5865411565754446
Amillepora03084,-0.08243890244064256
Amillepora19779,0.04454819088365914
Amillepora06296,0.1414868193810036
Amillepora01772,0.06727626447058027
Amillepora06380,0.17437884267782597
Amillepora00726,0.13305471814252215
Amillepora26077,0.512254297482177
Amillepora02567,0.5749172827003983
Amillepora17781,-0.13964699347061188
Amillepora27226,0.3053816392613714
Amillepora04595,0.35529215850930074
Amillepora32825,0.13342245560109697
Amillepora05454,-0.30308512430097884
Amillepora35533,0.554493870900526
Amillepora10465,-0.12039153474851838
Amillepora14752,-0.0652136523411088
Amillepora23016,0.29313852152538034
Amillepora19738,0.1589032617024967
Amillepora12296,0.47961482469767014
Amillepora06071,0.4174729391509555
Amillepora05673,0.3834724262012328
Amillepora17937,0.563767813852015
Amillepora14540,0.0787433732506097
Amillepora03094,0.09165639905893311
Amillepora06248,0.46606925999397875
Amillepora31179,0.17516573835360716
Amillepora32573,0.24538033609905605
Amillepora30328,0.33101999987014974
Amillepora04470,0.17823684882462354
Amillepora20691,0.1958636296024296
Amillepora29490,0.04590253786549746
Amillepora25245,0.37033122085215237
Amillepora09001,0.42225418427814554
Amillepora28533,0.1648284324935257
Amillepora29050,0.23912223324802934
Amillepora14061,-0.019936771893539124
Amillepora16427,0.17418336004272383
Amillepora09951,0.08563887337665133
Amillepora06683,0.22111220116256156
Amillepora32622,-0.054134949993320816
Amillepora33069,0.22297487721345194
Amillepora05096,0.22458520734822135
Amillepora16036,0.5442681930344593
Amillepora20865,-0.14413529671055658
Amillepora22401,0.02983902648047898
Amillepora35718,0.17251982512247496
Amillepora37029,0.012922950445482542
Amillepora01079,0.5446507105907461
Amillepora03541,-0.10338538095619858
Amillepora12755,0.4063085825590399
Amillepora30486,0.30245099435324374
Amillepora26941,-0.20642634029311635
Amillepora01317,0.15108293096710956
Amillepora08909,-0.3620858165438019
Amillepora29323,0.3270662050277852
Amillepora22669,-0.043298478902434115
Amillepora11963,0.3847403332283732
Amillepora25522,0.20436016369614785
Amillepora25299,-0.16767181572011589
Amillepora00109,0.19657516813880332
Amillepora07137,0.28575308258841114
Amillepora19344,0.20745410360427538
Amillepora31857,0.3373652434029915
Amillepora06911,-0.2338193935975959
Amillepora08230,0.2546360344419144
Amillepora19982,0.48377544881011947
Amillepora04018,0.22447408981836475
Amillepora37704,0.18902729653650266
Amillepora09923,-0.2582325954509616
Amillepora29554,0.4873058971550638
Amillepora02878,0.3193783059456613
Amillepora14417,0.3299645048787452
Amillepora34975,0.3610345242296225
Amillepora04422,0.7145382830986537
Amillepora16974,0.006418536615696899
Amillepora29477,0.06857429389328924
Amillepora25741,0.596892504404859
Amillepora02524,0.6558540264445818
Amillepora27725,-0.05682517937027123
Amillepora27728,0.31531608734575267
Amillepora05932,0.46062970835180306
Amillepora16666,0.30081583260657957
Amillepora26777,0.5840345683909371
Amillepora02987,0.516703603736604
Amillepora05667,0.3170805117368189
Amillepora29192,0.055165669877857676
Amillepora29213,0.18192967078836722
Amillepora25386,0.3990294797463441
Amillepora22092,0.3381339958863726
Amillepora12986,0.6120196974473702
Amillepora12421,0.19510934892149787
Amillepora24163,0.321773262763193
Amillepora35670,0.24708189013563786
Amillepora23404,-0.0011599233560482397
Amillepora35621,0.38726615589795177
Amillepora37572,0.23236473311411726
Amillepora16654,0.4517601723639436
Amillepora05665,0.2634471881917613
Amillepora23556,0.3879170196594227
Amillepora23231,0.6816056838284967
Amillepora20960,0.42793296559778876
Amillepora22688,0.06860772558758964
Amillepora18146,-0.09083617568891567
Amillepora08042,0.15665427253023803
Amillepora06598,0.23016291724496069
Amillepora10747,0.0899564765771941
Amillepora03112,0.29557153324832763
Amillepora06392,0.09988580890654944
Amillepora03745,0.27761004920844423
Amillepora19252,0.5156174059192898
Amillepora01480,-0.2089338995952825
Amillepora00971,0.13404362966355582
Amillepora15446,0.2925294633592482
Amillepora01318,0.13759125489185683
Amillepora08721,0.24927388318098123
Amillepora21372,0.34495582226608323
Amillepora26172,0.5024240567007248
Amillepora10593,0.1872196890371384
Amillepora18142,5.940996145258736e-4
Amillepora25046,0.162920423416777
Amillepora06888,0.3898290942073732
Amillepora03132,0.41325355485016546
Amillepora34304,0.31694898717006875
Amillepora24864,0.029741393787304886
Amillepora11907,0.24030884194621513
Amillepora09952,-0.18936883818922157
Amillepora12641,0.36945130412284244
Amillepora10666,0.4384560530835367
Amillepora37213,0.29160370611514275
Amillepora17911,0.18513571958957456
Amillepora11113,0.3038760836074804
Amillepora05759,0.1536278331099547
Amillepora08189,0.30930394675366546
Amillepora12533,0.15250436641808537
Amillepora03494,-0.25248678137894226
Amillepora01742,0.21965729229955933
Amillepora32718,0.22689372897119592
Amillepora01752,0.1693375613178102
Amillepora34665,0.36909534215881334
Amillepora19086,0.3629574517235732
Amillepora18116,0.2492319581593173
Amillepora02969,0.35396198248597754
Amillepora24680,0.3556551166292102
Amillepora06628,0.22941791965164265
Amillepora33370,0.43432879421608395
Amillepora18154,0.37977412759533813
Amillepora03233,0.6232353960249768
Amillepora16388,-0.04452702329980962
Amillepora04336,0.6581162767173541
Amillepora37661,0.22904433662387927
