gene,MMwhite
Amillepora04166,0.2998523212493048
Amillepora23660,0.47164391146687507
Amillepora03520,0.12930898052573372
Amillepora28858,0.2710688540800228
Amillepora15342,0.5587335105062752
Amillepora23659,0.47335073924073157
Amillepora21110,0.07191245676394617
Amillepora18782,0.03382487965511874
Amillepora05887,0.06931757541459932
Amillepora25288,0.07148540685716907
Amillepora31647,0.64766662776923
Amillepora15102,-0.01161201410095717
Amillepora23403,0.42210039353947826
Amillepora29804,0.1070260014259205
Amillepora05890,-0.16312461711371531
Amillepora35350,0.5687045007356164
Amillepora07477,0.08102253983244079
Amillepora23102,0.1676529623133169
Amillepora19289,0.1402733110435169
Amillepora11129,0.16554446428384784
Amillepora02569,-0.10138654894516802
Amillepora03058,-0.1616289545103174
Amillepora00475,0.07876415545020429
Amillepora10851,0.11032363131696316
Amillepora18319,0.5946249648690768
Amillepora26932,-0.1496494758370727
Amillepora02729,0.08347505962433228
Amillepora10188,0.04291346363193035
Amillepora29822,0.14319107669281717
Amillepora13087,-0.06430050364112856
Amillepora09142,-0.001962511567805178
Amillepora23531,0.16827292486190779
Amillepora05023,0.025015515110828175
Amillepora06957,-0.02848995936808859
Amillepora29570,0.1512102162698774
Amillepora36517,0.12856956107417694
Amillepora06577,0.6112683854721114
Amillepora13786,0.09155536476203321
Amillepora08200,0.04618920380636417
Amillepora14840,-0.060376699783062766
Amillepora00652,0.20468664660260064
Amillepora16893,-0.004248854654507445
Amillepora29112,0.12294319861765828
Amillepora02356,0.16014660301281508
Amillepora22668,-0.15285869286488155
Amillepora09063,0.13561809783850964
Amillepora09624,-0.0539860787260001
Amillepora15382,0.026742185165132132
Amillepora21884,-0.30700863273383217
Amillepora25725,0.11981105494059573
Amillepora21018,0.1420586008068857
Amillepora06737,0.4866403457187894
Amillepora24681,-0.06565677670469579
Amillepora01227,-0.14174382342736142
Amillepora12645,0.07692850843282975
Amillepora03080,0.34031746188272954
Amillepora12491,0.45305908939048695
Amillepora16647,0.08588854656404815
Amillepora15439,0.09139385678632628
Amillepora05751,0.29395082699266895
Amillepora16307,0.4566033615984083
Amillepora04594,0.07803664795441834
Amillepora36551,0.04015347482240047
Amillepora30186,0.2654912004199335
Amillepora10759,-0.04360911017361502
Amillepora38079,0.09854306100595468
Amillepora21375,0.08429052681832397
Amillepora06910,0.10646199319506963
Amillepora12565,-0.1524164555149353
Amillepora03924,0.45662012327348706
Amillepora32571,-0.02789796509748204
Amillepora13473,0.08851656808729833
Amillepora08627,0.21039827548277928
Amillepora18871,0.004653525439140355
Amillepora20961,-0.03204600730662562
Amillepora23729,0.06713994161926146
Amillepora05805,0.0921403193729724
Amillepora23564,0.1634070401605011
Amillepora11723,0.08771922327371051
Amillepora34868,-0.11433566674843754
Amillepora08260,0.03471774778383058
Amillepora26674,0.1428318773887664
Amillepora24787,-0.1238333700682705
Amillepora05949,0.2409845586721392
Amillepora24610,0.011868798009065734
Amillepora37827,0.2593984219734029
Amillepora06390,0.07781829284636724
Amillepora17950,-0.2615299921429549
Amillepora15259,0.16361905356987494
Amillepora12459,0.11904433205642133
Amillepora29190,0.4322501883103333
Amillepora13354,0.06263940881881401
Amillepora13489,0.07532293819761168
Amillepora14117,-0.12626615918119777
Amillepora26987,0.026417491051186334
Amillepora16102,0.054721738874158224
Amillepora31270,0.3828644622657318
Amillepora06936,0.0452088018223811
Amillepora00844,0.060307036837262865
Amillepora10019,0.08359731066623731
Amillepora25304,0.42207663159972286
Amillepora17933,-0.1923931867177714
Amillepora15326,-0.1775619690049091
Amillepora33761,0.07536694183196205
Amillepora16066,0.09452914751581401
Amillepora06389,-0.008920671086942361
Amillepora24504,0.2125206028202225
Amillepora08407,0.4678310377583354
Amillepora34660,0.10744155948632464
Amillepora19307,0.08208027006343979
Amillepora13331,-0.05494803931089484
Amillepora06331,0.5228501079773036
Amillepora23096,0.4044849159346129
Amillepora09213,0.14211572419044813
Amillepora17088,0.1923157164064537
Amillepora11970,0.2406593631309673
Amillepora25576,-0.06357634600449875
Amillepora07698,-0.07135052647368743
Amillepora00008,0.12016103455323196
Amillepora04555,0.0890156034729133
Amillepora03147,0.09347569509725595
Amillepora03047,-0.07523378789084915
Amillepora23968,0.10728536287763504
Amillepora33313,0.0025926813580169766
Amillepora01747,0.05164903178412406
Amillepora16514,0.18028183303759202
Amillepora07628,-0.05787370830796609
Amillepora33495,0.16877250558625476
Amillepora18418,0.48642552700368796
Amillepora08188,0.027657781041854235
Amillepora37139,0.18603618287819687
Amillepora26174,-0.15141475670620436
Amillepora01446,-0.2579151767375806
Amillepora34290,-0.0529941293247256
Amillepora35669,0.12591798686940453
Amillepora36588,0.018256012716478243
Amillepora10448,-0.09592035277989891
Amillepora03084,0.21649196775974647
Amillepora19779,-0.030041548133954047
Amillepora06296,0.09925131703332199
Amillepora01772,0.28188370342987457
Amillepora06380,6.525598032919855e-4
Amillepora00726,0.12633740373228808
Amillepora26077,-0.07013882743834902
Amillepora02567,-0.16401013556617136
Amillepora17781,0.2814797823036709
Amillepora27226,0.20142626548471282
Amillepora04595,0.05732355373317213
Amillepora32825,0.14405862334304326
Amillepora05454,0.4953312662878569
Amillepora35533,-0.21590011689718966
Amillepora10465,0.41460273328314134
Amillepora14752,0.6325169298531937
Amillepora23016,0.09284597824261427
Amillepora19738,0.1522694073566588
Amillepora12296,0.03802767482692609
Amillepora06071,-0.10380339315218677
Amillepora05673,0.022401099717174668
Amillepora17937,-0.26791444269561693
Amillepora14540,0.028560926429605702
Amillepora03094,0.14209054051588937
Amillepora06248,-0.0029019737462891992
Amillepora31179,0.21040151352841827
Amillepora32573,-0.0751362538307477
Amillepora30328,0.014739112582002598
Amillepora04470,0.0837402857250004
Amillepora20691,0.0661475923593944
Amillepora29490,0.28757900492826954
Amillepora25245,0.19621527122160917
Amillepora09001,-0.15801213266597786
Amillepora28533,0.031879044608903624
Amillepora29050,0.22381904898645189
Amillepora14061,0.4398407471080421
Amillepora16427,0.055595059402760855
Amillepora09951,0.14075891900560478
Amillepora06683,0.10366623603921837
Amillepora32622,0.03582218984977492
Amillepora33069,0.09896837225941726
Amillepora05096,0.06910106344767827
Amillepora16036,0.020984007224358753
Amillepora20865,0.3654503130231395
Amillepora22401,0.5952216914475533
Amillepora35718,0.044473435954188054
Amillepora37029,0.02424325506640254
Amillepora01079,-0.06616216588222616
Amillepora03541,0.08846434221778962
Amillepora12755,0.08698595786723412
Amillepora30486,0.14549782980241185
Amillepora26941,0.016002247663476184
Amillepora01317,0.11843350505668437
Amillepora08909,0.3402322859877416
Amillepora29323,0.06581811617344936
Amillepora22669,0.16617093889243262
Amillepora11963,0.14373565012114464
Amillepora25522,-0.03595308741098052
Amillepora25299,0.39238963550137235
Amillepora00109,0.14707432547067817
Amillepora07137,0.05907416899599616
Amillepora19344,0.2031687338069078
Amillepora31857,0.06515360434006458
Amillepora06911,0.23424107417865836
Amillepora08230,0.04289818347069586
Amillepora19982,-0.04987052806892284
Amillepora04018,0.20029325864840716
Amillepora37704,0.24907203525345034
Amillepora09923,0.5413916936901737
Amillepora29554,0.007723597302522922
Amillepora02878,0.04313702986204894
Amillepora14417,0.11301235126782405
Amillepora34975,0.03240002847145
Amillepora04422,-0.13938955924203905
Amillepora16974,0.39062709087747943
Amillepora29477,0.3131566532178306
Amillepora25741,-0.054107059527723836
Amillepora02524,-0.060285268634949665
Amillepora27725,0.17634258060136515
Amillepora27728,0.1520045762305495
Amillepora05932,-0.015788885174625553
Amillepora16666,0.020412203068647702
Amillepora26777,-0.23270731278232448
Amillepora02987,-0.24025279279459016
Amillepora05667,0.13914750106925844
Amillepora29192,0.20176114773553766
Amillepora29213,-0.16584265900217732
Amillepora25386,0.03966603858613216
Amillepora22092,0.06308425396981368
Amillepora12986,-0.17029842884928936
Amillepora12421,0.27383778679195453
Amillepora24163,0.2778912624447256
Amillepora35670,0.1477467583043695
Amillepora23404,0.4000835756043179
Amillepora35621,0.07743100311678439
Amillepora37572,0.09700048735198846
Amillepora16654,0.12199560509813154
Amillepora05665,0.045583536010615315
Amillepora23556,0.13839464018829545
Amillepora23231,-0.13094088058810543
Amillepora20960,0.03980677255244315
Amillepora22688,0.04536283618565627
Amillepora18146,0.2794985829468769
Amillepora08042,0.07448019058705728
Amillepora06598,0.049590060678945246
Amillepora10747,0.026434226563505837
Amillepora03112,0.0163136200759506
Amillepora06392,0.10165530234624194
Amillepora03745,0.05326510046920144
Amillepora19252,0.039634217603740786
Amillepora01480,0.5778756908137972
Amillepora00971,0.12043670334879733
Amillepora15446,0.10904105044429357
Amillepora01318,-0.04019798889925093
Amillepora08721,0.03758301813234974
Amillepora21372,0.08554635563927532
Amillepora26172,-0.17483332821938807
Amillepora10593,0.19578095120314795
Amillepora18142,0.15761281513162664
Amillepora25046,0.303649420885877
Amillepora06888,0.23716803561125746
Amillepora03132,0.1322121082321101
Amillepora34304,0.3565411739951498
Amillepora24864,0.1371340775239379
Amillepora11907,0.18847876575175387
Amillepora09952,0.46439256589567685
Amillepora12641,-0.027080955211001956
Amillepora10666,-0.006746641989675312
Amillepora37213,0.1421747510981991
Amillepora17911,0.30577645853701435
Amillepora11113,0.023325568638941224
Amillepora05759,0.41082076507776727
Amillepora08189,0.0597847272915352
Amillepora12533,0.0808877953223965
Amillepora03494,0.6227454735592903
Amillepora01742,0.09654480600944484
Amillepora32718,0.08078134734458238
Amillepora01752,0.0753491857040099
Amillepora34665,0.07443220128224995
Amillepora19086,0.13244711594180647
Amillepora18116,0.22357138856505115
Amillepora02969,0.24135380397255052
Amillepora24680,0.11295109868152228
Amillepora06628,-0.041465283264171336
