gene,MMwhite
Amillepora22266,0.18549481861173384
Amillepora03521,0.12984746422584484
Amillepora28431,0.4213325643855594
Amillepora05277,0.23801934904818633
Amillepora06614,0.021107648423433024
Amillepora28432,0.46607660867806094
Amillepora28430,0.43369906568602035
Amillepora05838,-0.038146565428929816
Amillepora03522,0.11848104647906893
Amillepora28539,-0.0651746607639877
Amillepora37412,0.00821356424284157
Amillepora08040,0.030247067366893587
Amillepora17884,0.1359425767357091
Amillepora28246,0.073670478864254485
Amillepora17156,-0.0012838688235920787
Amillepora17883,0.09481433920089141
Amillepora35865,0.03726264955318072
Amillepora18145,-0.0407875291204061
Amillepora15443,0.033022870188302605
Amillepora12613,-0.11126615138738707
Amillepora30505,-0.054763151384105604
Amillepora06896,-0.0362080428011171
Amillepora15459,0.48525241816687037
Amillepora06876,-0.09953454322125839
Amillepora08895,-0.013641301065210831
Amillepora02835,0.0468903002002549
Amillepora14539,0.0125842808479322
Amillepora36389,-0.04762660554296625
Amillepora15460,0.5132063169335243
Amillepora32673,-0.04681819458058412
Amillepora06894,-0.04494823222373387
Amillepora14023,0.47038119988092386
Amillepora22682,0.025511513643935158
Amillepora12612,-0.0838550272147374
Amillepora35233,0.0010074791657615568
Amillepora19312,-0.03981210485360103
Amillepora05278,0.26092974761866095
Amillepora31481,-0.0547496808142233
Amillepora13360,-0.10639512933947164
Amillepora12736,0.29702693472618447
Amillepora21090,-0.15681410226101186
Amillepora25295,0.30515404085221776
Amillepora26951,-0.1080243505314672
Amillepora26852,0.09367779447443877
Amillepora33122,0.26324639696824104
Amillepora21623,0.13489902446982655
Amillepora10225,0.046238135110778955
Amillepora04414,-0.14126513453573025
Amillepora28043,0.055016644968849227
Amillepora04869,-0.10249577410580389
Amillepora04293,-0.004604656593861695
Amillepora13318,0.11051085307050497
Amillepora01162,0.030339303495199116
Amillepora25300,-0.014404377966732447
Amillepora04415,-0.10960997830628462
Amillepora21603,0.027008550324488238
Amillepora07197,-0.041582120580155306
Amillepora13332,-0.14900748270086495
Amillepora36407,0.12630106333146485
Amillepora30922,0.17365467104940474
Amillepora14129,-0.006565141812674306
Amillepora09832,0.06505115761117095
Amillepora06637,-0.1203939325857582
Amillepora19702,0.5301782934011601
Amillepora16172,0.13577341931578302
Amillepora05804,0.06382201894306891
Amillepora05036,0.3058985453998455
Amillepora03261,-0.14542337358544674
Amillepora13082,-0.19305222262929658
Amillepora09936,0.0030510857706249547
Amillepora26644,-0.11581191677621369
Amillepora22657,0.06323009033628087
Amillepora32586,0.06926651586601384
Amillepora32748,-0.061343186670452535
Amillepora23389,0.021234402242968135
Amillepora17064,-0.006634009946371547
Amillepora00723,0.472788847280898
Amillepora37941,0.5159253703677206
Amillepora36403,0.1366685082989498
Amillepora32119,0.19973119138138326
Amillepora08078,0.10558026442422846
Amillepora27299,0.03427028325311596
Amillepora09831,0.11983308603771581
Amillepora29189,0.28658935991271406
Amillepora15474,-0.3218443073129868
Amillepora06695,0.15827225941530404
Amillepora19313,-0.09367128156772533
Amillepora24851,0.06766309715766966
Amillepora22339,-0.052376326663981336
Amillepora19701,0.554695306127913
Amillepora03728,-0.19941643564928363
Amillepora33123,0.22507096330120235
Amillepora25829,-0.054014160710200196
Amillepora19494,-0.1187330004330027
Amillepora18761,0.08894960742247882
Amillepora14184,0.07372956870063115
Amillepora21890,-0.01769226534388299
Amillepora10467,0.27219154778561816
Amillepora11267,0.20424878270749694
Amillepora04585,-0.10326052366993146
Amillepora26653,-0.07317811114602782
Amillepora37317,-0.04766439715950363
Amillepora20058,0.06127568722289281
Amillepora28542,-0.06865934127494186
Amillepora19424,-0.01245284750874974
Amillepora33913,-0.284131530058151
Amillepora08799,0.09753855068638828
Amillepora36060,0.05290809585644456
Amillepora03482,-0.0514458813072169
Amillepora10092,-0.009880687315445492
Amillepora25830,0.013868381386728116
Amillepora02982,0.05287118508071448
Amillepora32745,-0.058853750166376395
Amillepora21014,0.14766770310645794
Amillepora11328,0.13104784348877502
Amillepora12222,-0.05021421365251995
Amillepora19206,0.044881129982905305
Amillepora26915,0.004602528872117713
Amillepora34298,-0.03201356928924551
Amillepora21799,0.15862533569462076
Amillepora08340,-0.018890212747195982
Amillepora24489,-0.0726220724331528
Amillepora04871,-0.15764914143238873
Amillepora12992,-0.02858550504712729
Amillepora37836,-0.029359494462730916
Amillepora32742,-0.0956520443770564
Amillepora01492,-0.026376301767424865
Amillepora27634,0.048751394346605685
Amillepora16645,0.05742854983884074
Amillepora01490,-0.009448948720639339
Amillepora13991,0.3598311247509467
Amillepora32148,0.16678376370323733
Amillepora03351,0.03170671768649606
Amillepora27311,0.24392349965743948
Amillepora19776,-0.1817364716004039
Amillepora02304,0.32457202520271927
Amillepora24114,0.09281499926351484
Amillepora16819,0.29341623077899154
Amillepora27564,0.087962775368888
Amillepora05952,-0.16579516037425615
Amillepora08299,0.043238116297461035
Amillepora22194,0.09757359146262232
Amillepora05976,-0.004926437592348731
Amillepora01014,0.05574200290715179
Amillepora13178,0.09037921822362818
Amillepora19990,0.02774458532964935
Amillepora24488,-0.01827690236541439
Amillepora26871,0.5455080259072863
Amillepora22361,-0.08538581311916246
Amillepora25035,0.10478025218468147
Amillepora17874,0.15076924137916325
Amillepora34399,0.11594925234060004
Amillepora32751,-0.03380544105631575
Amillepora24448,0.028591365819525035
Amillepora33941,0.11042274030090223
Amillepora06747,0.25085110325979326
Amillepora19983,0.016071079275370728
Amillepora04870,-0.10800545806459459
Amillepora10727,-0.024623992818622147
Amillepora17881,0.20200095058761272
Amillepora26526,0.0675381544146064
Amillepora08356,0.03446184377079757
Amillepora32142,-0.04730315572084211
Amillepora26652,-0.06003474136656307
Amillepora08763,0.06792464518582843
Amillepora13846,0.11189323745018348
Amillepora19113,0.18040797430239336
Amillepora26643,-0.07335406791668542
Amillepora24051,0.15342169830161823
Amillepora23014,0.16811497278765788
Amillepora33902,-0.2667776367441224
Amillepora31029,0.4926387011000718
Amillepora26607,0.33336815423476746
Amillepora08173,0.10961307114871911
Amillepora25036,-0.10402239522903606
Amillepora21383,-0.021895394103959284
Amillepora01078,-0.14286430274769948
Amillepora06721,0.3429634508423495
Amillepora01745,0.13715400421337864
Amillepora07144,-0.2645191745536186
Amillepora05613,-0.029277827123598346
Amillepora05953,0.020618328206937153
Amillepora28060,0.021775703427040858
Amillepora12229,-0.29539536198587535
Amillepora35754,0.09841505684563415
Amillepora25026,-0.20092055708133574
Amillepora14130,0.014614035282757135
Amillepora26562,-0.07923440650122088
Amillepora14158,0.1396304840140373
Amillepora04591,-0.08618636678786587
Amillepora13086,-0.021221054133143284
Amillepora21015,-0.05868001939599969
Amillepora25968,0.3249917246627658
Amillepora24153,0.5507055477581944
Amillepora28303,0.5493317410137742
Amillepora06280,-0.04938790890151836
Amillepora19775,-0.18712534453467927
Amillepora19900,0.02941933538362168
Amillepora16129,0.03287269626842315
Amillepora15360,0.05608792203203031
Amillepora07727,0.21839369188255373
Amillepora05747,0.25193702158318154
Amillepora09450,0.45363121091578185
Amillepora36949,-6.506088991996006e-4
Amillepora04961,-0.039483971441312465
Amillepora36587,-0.07511933115235463
Amillepora27724,-0.11682626201496042
Amillepora24283,-0.05547271897779771
Amillepora29524,0.0621548153193278
Amillepora32765,0.2999530528534834
Amillepora08800,0.13386891389972716
Amillepora02934,0.21915900444379216
Amillepora04584,-0.08050394063311553
Amillepora09464,0.4322323797044531
Amillepora08578,0.6164745597817288
Amillepora16791,-0.0636227213582772
Amillepora29026,-0.04423300938453035
Amillepora19085,0.06661528565425248
Amillepora13084,0.14323519467274576
Amillepora14687,-0.01598224233210499
Amillepora16173,0.27618191551889304
Amillepora24750,-0.04300272934253023
Amillepora33362,0.0578836313818573
Amillepora29211,-0.02791301526562498
Amillepora26854,0.4532519200142559
Amillepora27312,0.21342892214432285
Amillepora34731,0.0651536213887054
Amillepora14172,0.3683700536828909
Amillepora05305,-0.0987270122985629
Amillepora07761,0.5749555766685144
Amillepora20939,-0.20686071267191736
Amillepora26930,-0.07142947859933765
Amillepora00029,0.032704139280414796
Amillepora00180,0.03592487655460439
Amillepora33440,-0.10226229190411842
Amillepora03081,0.27373729993392204
Amillepora23548,-0.16605942480312438
Amillepora06386,-0.11571807468011228
Amillepora08786,-0.13324885995783087
Amillepora03228,0.108565476668561
Amillepora11033,-0.061676507992888395
Amillepora21573,0.206692397052734
Amillepora12508,0.33793290421392147
Amillepora10706,0.34285401241533603
Amillepora15098,-0.03695788679464207
Amillepora21745,0.2722582081647098
Amillepora08722,0.08569648014914706
Amillepora04217,0.0015375218857758624
Amillepora16513,0.18144985353865573
Amillepora37400,0.1073922046553015
Amillepora08771,0.08932846249777625
Amillepora01102,-0.06472390095512086
Amillepora15760,-0.1585041450228514
Amillepora16208,0.24401641719645892
Amillepora17857,0.15204038209283333
Amillepora20298,-0.06469409681406603
Amillepora08798,0.21530984357634197
Amillepora01735,0.07081631659655081
Amillepora24113,0.0259418034231208
Amillepora20332,-0.13586326710337326
Amillepora09062,-0.041901039241078436
Amillepora30872,-0.08200254571235893
Amillepora20964,-0.18059445142235292
Amillepora17856,0.03343643245652449
Amillepora23205,0.004713548835145381
Amillepora25941,0.16607977195192825
Amillepora32572,0.03443539771305912
Amillepora21929,0.11751448722559486
Amillepora15383,0.05985198138181198
Amillepora26855,0.5098366879229733
Amillepora13533,-0.059594899058338244
Amillepora19923,-0.02760379356227835
Amillepora12320,-0.3263432339266011
Amillepora32594,-0.1061723799383108
Amillepora01105,-0.04778362126765417
Amillepora26175,-0.19594578759521158
Amillepora35516,-0.06684323088999572
Amillepora32126,-0.010646446886282294
Amillepora37779,0.10801488005916594
Amillepora03660,0.2417703080035743
Amillepora29292,0.05359191411764867
Amillepora11526,0.11575686490714261
Amillepora09525,-0.015613799364302912
Amillepora26258,-0.09030517283748113
Amillepora24807,0.020178054879729096
Amillepora29046,0.22514561604353128
Amillepora35366,0.12427754223236342
Amillepora10020,0.13201867611921517
Amillepora30937,0.23721058321599642
Amillepora11366,0.024880009511366433
Amillepora04070,0.05795668969723815
Amillepora06740,0.0748864568364222
Amillepora30936,-0.10020115203580038
Amillepora18727,-0.022084984622042624
Amillepora05398,0.030444755495888112
Amillepora33314,-0.06279437561485879
Amillepora07821,0.08048698393215781
Amillepora15595,0.4704784328892032
Amillepora21108,0.09177673057310573
Amillepora17880,0.09857979183387454
Amillepora16455,-0.047430356474341975
Amillepora22686,0.08156320515592988
Amillepora26761,0.6113530635466027
Amillepora19316,0.008954533189363713
Amillepora19050,0.14863249851359442
Amillepora26557,0.076500946327198
Amillepora15334,0.5893114203563533
Amillepora20315,0.0085250817605272
Amillepora30897,-0.13043289162975197
Amillepora09401,-0.18145757968782186
Amillepora17882,0.3212607424924262
Amillepora27575,0.10206903035498978
Amillepora12183,0.36554590648067037
Amillepora09681,-0.24614170365522298
Amillepora24284,-0.03519191660042918
Amillepora13085,0.11899563715988767
Amillepora02570,-0.15919859069071943
Amillepora08341,-0.069890272286932
Amillepora14146,0.05419207761759415
Amillepora27314,0.24827071734704118
Amillepora24631,0.47727889617955566
Amillepora36863,-0.01829413403760996
Amillepora30896,-0.08959087693930964
Amillepora12206,0.046897140594575455
Amillepora04927,-0.01789887725041606
Amillepora08383,-0.024119629502346345
Amillepora19921,0.06469065968701296
Amillepora04630,0.05127622810981066
Amillepora24282,0.005413656002248269
Amillepora05799,-0.032924247204813656
Amillepora06959,-0.007205359596951372
Amillepora29212,-0.007087182469413686
Amillepora13448,0.5070891993987303
Amillepora04929,-0.006080892607032359
Amillepora34779,-0.09916930916395279
Amillepora14070,0.13104856569797285
Amillepora24682,0.18579147452098527
Amillepora22180,-0.1049397652969206
Amillepora29480,0.12998347612373945
Amillepora22683,0.13486172678252806
Amillepora00394,0.03680440639672056
Amillepora19122,0.20812073335117437
Amillepora25298,0.2934797386974901
Amillepora10725,0.13683531697501786
Amillepora16899,0.006363141801836711
Amillepora18805,0.10129204275377864
Amillepora03135,0.08381283094856591
Amillepora18760,0.08367798590131034
Amillepora08899,0.1134383833427234
Amillepora15115,-0.1783290197351004
Amillepora08083,0.2931457765407788
Amillepora09085,-0.1580650292979199
Amillepora11333,0.19751522816791048
Amillepora36372,0.21047556342220722
Amillepora29526,0.09944348799550762
Amillepora20117,0.02381898082583632
Amillepora07667,0.4415126572982206
Amillepora06686,0.04247267764134643
Amillepora33070,-0.14693400472836268
Amillepora29626,0.07331527177474645
Amillepora33401,-0.04743620493455565
Amillepora06696,-0.20604830468987095
Amillepora33473,0.21282715087283421
Amillepora00728,0.06237394602483591
Amillepora26870,0.5690083585200284
Amillepora19193,0.18404020412301408
Amillepora19570,0.5475323933491328
Amillepora36376,0.14960428744586315
Amillepora05916,-0.09952909885918518
Amillepora10018,0.06094909946898545
Amillepora18820,-0.20118752684245395
Amillepora20864,0.3305501629153695
Amillepora09593,0.6441524148031751
Amillepora19980,-0.08261050027407836
Amillepora17715,0.03944129075703958
Amillepora18546,-0.038780761992025195
Amillepora01582,0.5736779728530628
Amillepora13164,0.3940114475092673
Amillepora26237,-0.0630616576323694
Amillepora01478,0.5757491452346073
Amillepora27953,0.14785213831947897
Amillepora08190,0.05546716619735561
Amillepora26654,-0.03344888582225148
Amillepora26802,-0.23927316195157367
Amillepora00083,-0.2306020838931705
Amillepora20305,-0.22112498673785735
Amillepora08014,-0.025068137467070914
Amillepora32575,-0.11586679044707293
Amillepora26853,0.5757110453248833
Amillepora02016,-0.0032080512979879485
Amillepora25795,0.06906324277222162
Amillepora23315,-0.22233998812544986
Amillepora33595,0.028622729793421176
Amillepora36083,0.0406355752865772
Amillepora22182,-0.13850282419584353
Amillepora00243,0.029578304193990684
Amillepora20125,0.5057964117288842
Amillepora29180,0.07293548837323578
Amillepora10760,-0.050555673853512895
Amillepora15395,0.08957179412152273
Amillepora15381,0.16691771631545355
Amillepora04321,0.37931260053027327
Amillepora06242,0.21755312810578548
Amillepora25072,-0.0757596660854188
Amillepora28371,-0.07610647795825136
Amillepora26819,0.17824500643913382
Amillepora02027,-0.04706473278930089
Amillepora26868,0.5756028262560502
Amillepora26728,0.5258012502882276
Amillepora12614,4.3558673435668827e-4
Amillepora05971,0.3696867890252288
Amillepora12306,0.41311990882936733
Amillepora25094,0.492075235184649
Amillepora30722,0.4154730903028002
Amillepora21263,0.1721113152034264
Amillepora03881,-0.34113204727599683
Amillepora18408,0.15613781414571334
Amillepora32297,-8.87385511604416e-4
Amillepora08238,0.06396523491618597
Amillepora25608,0.31363568117213975
Amillepora04881,0.024146122592202716
Amillepora05786,-0.13528039936997416
Amillepora12585,0.12709424602816205
Amillepora24311,0.21800411956920618
Amillepora16205,0.04639340111505343
Amillepora06025,0.22934903867667344
Amillepora12848,0.0975627661462036
Amillepora12845,0.5911014772452956
Amillepora24158,0.25250666734873467
Amillepora01103,0.0071918307440802
Amillepora12232,-0.016556248466487688
Amillepora22466,0.4037596838000753
Amillepora07476,0.16173472738702094
Amillepora22400,0.6629781399365393
Amillepora08723,0.11107234318367123
Amillepora18922,0.24735998797515296
Amillepora08012,-0.1605455049841117
Amillepora08592,0.10530569240472659
Amillepora33772,-0.004877416097397988
Amillepora12044,0.016549396701876346
Amillepora05813,-0.14955239170038048
Amillepora02879,0.07372554597811035
Amillepora30976,0.14859437120237667
Amillepora00722,0.6183097725811186
Amillepora02660,0.08707155252666039
Amillepora15339,0.5221318204965602
Amillepora22529,0.018202942533947414
Amillepora14877,-0.05348744845651632
Amillepora34780,-0.06580987449160597
Amillepora24763,0.15082152628246454
Amillepora34142,-0.029916568996984888
Amillepora01741,0.11212686659094873
Amillepora18326,0.06393838303306547
Amillepora15499,-0.1842502046108821
Amillepora10500,0.0020903314483023613
Amillepora16184,-0.021764990131113188
Amillepora27206,0.3552611462199072
Amillepora20118,0.03189481778980621
Amillepora03652,-0.006438376896713491
Amillepora13091,0.09325068390499451
Amillepora18952,-0.13438326535303374
Amillepora19488,-0.08182518797930831
Amillepora25892,0.10743612912214326
Amillepora19297,0.1317482478694848
Amillepora36371,0.09938818020394595
Amillepora03173,0.075922271576234407
Amillepora12535,0.1072851520196951
Amillepora21371,0.1964721333277185
Amillepora13357,0.1866921686502537
Amillepora36979,-0.08864390628579441
Amillepora10160,0.22431042470521506
Amillepora01310,0.1469864617580341
Amillepora26608,0.24611877673593147
Amillepora20147,-0.08966875948135165
Amillepora09814,0.16698119707763656
Amillepora31209,0.12696595605444574
Amillepora01744,0.09104084999680925
Amillepora36373,-0.06723814566184219
Amillepora29995,0.14034777640363463
Amillepora26642,0.004636874908247546
Amillepora22049,0.055637289025046194
Amillepora03082,0.29996753988051983
Amillepora33773,-0.06336938575615017
Amillepora16103,0.1198303084704199
Amillepora05015,0.014839342601745742
Amillepora36398,0.17711794592189112
Amillepora36937,-0.12341297632764592
Amillepora20126,0.49915961218737986
Amillepora04273,0.022702265563405512
Amillepora05426,-0.11616708836921791
Amillepora13018,0.18683613805847393
Amillepora12034,-0.10488985807519895
Amillepora34392,-0.01061464333709337
Amillepora04721,-0.14994565007259494
Amillepora33628,0.06827123858363718
Amillepora09943,-0.042453198788491166
Amillepora10452,0.37814722117927224
Amillepora26869,0.5359066033083707
Amillepora27623,0.1543037689652596
Amillepora18845,0.09525019681516547
Amillepora04172,0.3424666320435473
Amillepora28041,0.08335112888766325
Amillepora10633,-0.043558591813046166
Amillepora23547,0.47232463178472933
Amillepora35719,0.16564373364411472
Amillepora27625,0.041981790189732304
Amillepora15772,0.08214545015446426
Amillepora20525,0.0875099307785884
Amillepora15448,0.06302958768553388
Amillepora16207,0.24820997222782126
Amillepora01550,0.004757898081219743
Amillepora06192,0.051462711334523806
Amillepora10946,-0.32966050941181896
Amillepora02641,-0.12045312623956894
Amillepora23439,0.08953319221934117
Amillepora16646,0.09383828964435822
Amillepora22554,-0.023443871251601935
Amillepora19099,0.12047373379858704
Amillepora06681,0.03863741247330201
Amillepora29188,0.2632935553030259
Amillepora12886,0.32417201342893787
Amillepora10189,-0.11435429512222586
Amillepora04445,0.06100322757477678
Amillepora21204,-0.006400322441682073
Amillepora19283,-0.27372541216910945
Amillepora11720,-0.21988028543073312
