gene,inMod
Amillepora07547,1
Amillepora02817,0
Amillepora10226,1
Amillepora29181,1
Amillepora06412,1
Amillepora12530,1
Amillepora19970,1
Amillepora10057,1
Amillepora14216,1
Amillepora25766,1
Amillepora32565,0
Amillepora20331,0
Amillepora31390,1
Amillepora18810,1
Amillepora12023,0
Amillepora35204,0
Amillepora16922,1
Amillepora05716,1
Amillepora17947,1
Amillepora24599,0
Amillepora27283,1
Amillepora06938,1
Amillepora23141,0
Amillepora34148,1
Amillepora13212,1
Amillepora04305,1
Amillepora05568,1
Amillepora27837,1
Amillepora11254,0
Amillepora03529,0
Amillepora21614,1
Amillepora23672,0
Amillepora23214,1
Amillepora27948,0
Amillepora31906,0
Amillepora13303,0
Amillepora19447,1
Amillepora32574,1
Amillepora23468,1
Amillepora32860,1
Amillepora10936,1
Amillepora20526,1
Amillepora08850,1
Amillepora08845,0
Amillepora27804,1
Amillepora24957,1
Amillepora10998,1
Amillepora13304,0
Amillepora27420,0
Amillepora00998,1
Amillepora05117,0
Amillepora22145,0
Amillepora23426,1
Amillepora07080,1
Amillepora00943,0
Amillepora28066,1
Amillepora01037,1
Amillepora30440,0
Amillepora15304,1
Amillepora14813,0
Amillepora20295,0
Amillepora18735,1
Amillepora17878,0
Amillepora16673,1
Amillepora06462,1
Amillepora23973,1
Amillepora32884,0
Amillepora10519,1
Amillepora30874,1
Amillepora10711,0
Amillepora04876,0
Amillepora16592,1
Amillepora22071,1
Amillepora04571,1
Amillepora15249,1
Amillepora19132,0
Amillepora22919,1
Amillepora07724,0
Amillepora30298,1
Amillepora23585,1
Amillepora17994,1
Amillepora13484,1
Amillepora06219,1
Amillepora18868,0
Amillepora01491,1
Amillepora26817,1
Amillepora18034,1
Amillepora01181,1
Amillepora09830,0
Amillepora11235,1
Amillepora00732,0
Amillepora02716,0
Amillepora22272,0
Amillepora01898,1
Amillepora30898,1
Amillepora18466,1
Amillepora37274,1
Amillepora25287,1
Amillepora26052,0
Amillepora04679,0
Amillepora07787,1
Amillepora29092,0
Amillepora13647,1
Amillepora21935,1
Amillepora13252,0
Amillepora10330,0
Amillepora03556,1
Amillepora02912,1
Amillepora08886,0
Amillepora13491,1
Amillepora01405,0
Amillepora36730,1
Amillepora29230,1
Amillepora33505,1
Amillepora20375,0
Amillepora13198,1
Amillepora23340,1
Amillepora20154,1
Amillepora14044,1
Amillepora27465,1
Amillepora04838,1
Amillepora27861,0
Amillepora08191,1
Amillepora03278,1
Amillepora14194,1
Amillepora31039,1
Amillepora31905,1
Amillepora13028,1
Amillepora11131,1
Amillepora13080,0
Amillepora14638,1
Amillepora26980,0
Amillepora32132,0
Amillepora32890,0
Amillepora29424,1
Amillepora20875,1
Amillepora07326,1
Amillepora03174,0
Amillepora06774,1
Amillepora12709,1
Amillepora29603,0
Amillepora08319,1
Amillepora18253,1
Amillepora36760,1
Amillepora18056,1
Amillepora03208,1
Amillepora32124,1
Amillepora06505,1
Amillepora08987,1
Amillepora08829,1
Amillepora05791,1
Amillepora02919,1
Amillepora15286,0
Amillepora19762,0
Amillepora13280,0
Amillepora09577,0
Amillepora24607,1
Amillepora09172,1
Amillepora20043,0
Amillepora03524,0
Amillepora08355,1
Amillepora24420,1
Amillepora12768,0
Amillepora31665,0
Amillepora22243,0
Amillepora16701,0
Amillepora12526,1
Amillepora21629,1
Amillepora05711,1
Amillepora21996,1
Amillepora19805,1
Amillepora15354,0
Amillepora05350,1
Amillepora04874,0
Amillepora01408,0
Amillepora08716,1
Amillepora12640,1
Amillepora29602,0
Amillepora10174,1
Amillepora32120,1
Amillepora22081,1
Amillepora25362,1
Amillepora17061,1
Amillepora07236,1
Amillepora08272,1
Amillepora14045,1
Amillepora13309,0
Amillepora05396,1
Amillepora07317,1
Amillepora03013,1
Amillepora24223,0
Amillepora06999,1
Amillepora06493,0
Amillepora13117,1
Amillepora16367,1
Amillepora12603,1
Amillepora28550,1
Amillepora12273,1
Amillepora04928,1
Amillepora08119,0
Amillepora02704,0
Amillepora04732,1
Amillepora33710,1
Amillepora07904,1
Amillepora06436,0
Amillepora01363,1
Amillepora14186,1
Amillepora22690,1
Amillepora35339,0
Amillepora26249,0
Amillepora27806,1
Amillepora15852,1
Amillepora24412,1
Amillepora05810,1
Amillepora30787,0
Amillepora36555,1
Amillepora09627,0
Amillepora38188,1
Amillepora13034,0
Amillepora10355,1
Amillepora05475,0
Amillepora01728,1
Amillepora14618,0
Amillepora07640,1
Amillepora31666,0
Amillepora16495,1
Amillepora03463,1
Amillepora09031,1
Amillepora33538,0
Amillepora05845,1
Amillepora25005,1
Amillepora20490,0
Amillepora20029,1
Amillepora04493,0
Amillepora24808,0
Amillepora32892,0
Amillepora29043,1
Amillepora24154,1
Amillepora15775,1
Amillepora13314,0
Amillepora10482,1
Amillepora01813,1
Amillepora08486,0
Amillepora07435,1
Amillepora32133,0
Amillepora23416,0
Amillepora21045,0
Amillepora33708,1
Amillepora29433,1
Amillepora00156,1
Amillepora19672,1
Amillepora27780,1
Amillepora20770,1
Amillepora14552,1
Amillepora09054,0
Amillepora25591,0
Amillepora16191,1
Amillepora25770,1
Amillepora33996,1
Amillepora10412,1
Amillepora14109,1
Amillepora25102,1
Amillepora06742,0
Amillepora32285,1
Amillepora26293,1
Amillepora16808,1
Amillepora13962,0
Amillepora02931,1
Amillepora23653,0
Amillepora25993,0
Amillepora12643,1
Amillepora24975,0
Amillepora04767,1
Amillepora10099,0
Amillepora35658,0
Amillepora16206,1
Amillepora04668,0
Amillepora05906,1
Amillepora30438,0
Amillepora31884,0
Amillepora12512,0
Amillepora25717,1
Amillepora03978,0
Amillepora05770,1
Amillepora21419,1
Amillepora21981,0
Amillepora26933,1
Amillepora10234,0
Amillepora18288,1
Amillepora21431,1
Amillepora05133,0
Amillepora30416,1
Amillepora20033,1
Amillepora23371,0
Amillepora03555,0
Amillepora23370,0
Amillepora22552,0
Amillepora37088,1
Amillepora30728,1
Amillepora15378,1
Amillepora33749,1
Amillepora05300,0
Amillepora18331,1
Amillepora23368,0
Amillepora03466,0
Amillepora20301,0
Amillepora23470,1
Amillepora23252,0
Amillepora09730,1
Amillepora06755,0
Amillepora02652,1
Amillepora21960,1
Amillepora08883,1
Amillepora05197,0
Amillepora37170,1
Amillepora03144,1
Amillepora27203,1
Amillepora08037,0
Amillepora32066,1
Amillepora04624,0
Amillepora33972,1
Amillepora26996,1
Amillepora28805,0
Amillepora04828,0
Amillepora06725,1
Amillepora11188,1
Amillepora10951,1
Amillepora21301,0
Amillepora37093,0
Amillepora04981,0
Amillepora00767,1
Amillepora11903,1
Amillepora17896,0
Amillepora14100,0
Amillepora24636,1
Amillepora06114,1
Amillepora25573,1
Amillepora22489,1
Amillepora27620,0
Amillepora24809,0
Amillepora31886,1
Amillepora01784,0
Amillepora05134,0
Amillepora06549,1
Amillepora05850,1
Amillepora16202,1
Amillepora11363,1
Amillepora30903,1
Amillepora08061,1
Amillepora02634,1
Amillepora16861,1
Amillepora13013,1
Amillepora24321,1
Amillepora25606,1
Amillepora15104,1
Amillepora21865,1
Amillepora08880,1
Amillepora22211,1
Amillepora00937,0
Amillepora05623,0
Amillepora07254,1
Amillepora11669,1
Amillepora04667,1
Amillepora00147,1
Amillepora30485,1
Amillepora35687,1
Amillepora20363,0
Amillepora10490,0
Amillepora03179,1
Amillepora29649,1
Amillepora20199,0
Amillepora07051,0
Amillepora16542,1
Amillepora25324,1
Amillepora36977,1
Amillepora04385,0
Amillepora16305,1
Amillepora20737,1
Amillepora36257,0
Amillepora07784,1
Amillepora18874,1
Amillepora34054,1
Amillepora21360,0
Amillepora25140,0
Amillepora34299,1
Amillepora20373,0
Amillepora04743,0
Amillepora06041,1
Amillepora23504,1
Amillepora12813,1
Amillepora06059,1
Amillepora06653,0
Amillepora03632,1
Amillepora14616,0
Amillepora05399,0
Amillepora01207,1
Amillepora10357,1
Amillepora09411,0
Amillepora03763,1
Amillepora32341,1
Amillepora07007,1
Amillepora08919,1
Amillepora19555,1
Amillepora12446,0
Amillepora26968,0
Amillepora01018,0
Amillepora05833,0
Amillepora12423,1
Amillepora02858,0
Amillepora17756,1
Amillepora00867,0
Amillepora03917,0
Amillepora35344,1
Amillepora04508,1
Amillepora34442,1
Amillepora00681,1
Amillepora13462,1
Amillepora23554,0
Amillepora20041,0
Amillepora06468,1
Amillepora14262,1
Amillepora13163,0
Amillepora05220,0
Amillepora00321,0
Amillepora30472,1
Amillepora05421,1
Amillepora23479,1
Amillepora02525,1
Amillepora30444,1
Amillepora08708,0
Amillepora26061,1
Amillepora09539,0
Amillepora13784,0
Amillepora03723,0
Amillepora24612,1
Amillepora23375,1
Amillepora04826,1
Amillepora05416,1
Amillepora10734,0
Amillepora25415,1
Amillepora09555,1
Amillepora28679,1
Amillepora18050,1
Amillepora00096,1
Amillepora19782,1
Amillepora05681,1
Amillepora02708,1
Amillepora22042,1
Amillepora06144,1
Amillepora07114,0
Amillepora00519,1
Amillepora07783,1
Amillepora18863,1
Amillepora07480,1
Amillepora03528,1
Amillepora08051,0
Amillepora23476,1
Amillepora19767,0
Amillepora10069,0
Amillepora29695,1
Amillepora27462,1
Amillepora20351,1
Amillepora25037,1
Amillepora20840,1
Amillepora22527,1
Amillepora36897,1
Amillepora05774,1
Amillepora07241,0
Amillepora04849,0
Amillepora08543,1
Amillepora11022,1
Amillepora25791,1
Amillepora14885,0
Amillepora30878,1
Amillepora36374,1
Amillepora14710,0
Amillepora03386,1
Amillepora09101,1
Amillepora09619,1
Amillepora23420,1
Amillepora05048,0
Amillepora13023,0
Amillepora08405,1
Amillepora23491,0
Amillepora10917,1
Amillepora13452,1
Amillepora25321,1
Amillepora04476,0
Amillepora03533,1
Amillepora33552,1
Amillepora19209,1
Amillepora01231,1
Amillepora16252,1
Amillepora29436,1
Amillepora26031,1
Amillepora02809,1
Amillepora15526,1
Amillepora37847,0
Amillepora08695,1
Amillepora30496,1
Amillepora24972,0
Amillepora13459,1
Amillepora03164,1
Amillepora26092,1
Amillepora12344,0
Amillepora23686,1
Amillepora05116,0
Amillepora25485,1
Amillepora26094,1
Amillepora20886,1
Amillepora00276,1
Amillepora31419,0
Amillepora05444,0
Amillepora16702,1
Amillepora14360,0
Amillepora17909,0
Amillepora05717,1
Amillepora31308,1
Amillepora24616,1
Amillepora17771,0
Amillepora02562,1
Amillepora10003,1
Amillepora02690,0
Amillepora09441,1
Amillepora25865,0
Amillepora05778,1
Amillepora23277,1
Amillepora12437,1
Amillepora19083,0
Amillepora31397,0
Amillepora32548,1
Amillepora02589,1
Amillepora18838,1
Amillepora11137,1
Amillepora02867,1
Amillepora08920,0
Amillepora37769,1
Amillepora24605,0
Amillepora10600,0
Amillepora18500,1
Amillepora22019,1
Amillepora00948,0
Amillepora14434,1
Amillepora07914,0
Amillepora00302,1
Amillepora07745,0
Amillepora12983,1
Amillepora17938,1
Amillepora26578,0
Amillepora25733,1
Amillepora33894,0
Amillepora25097,1
Amillepora08352,1
Amillepora22109,1
Amillepora25103,1
Amillepora16319,0
Amillepora37649,1
Amillepora07684,0
Amillepora24155,0
Amillepora25671,1
Amillepora06658,0
Amillepora15198,1
Amillepora18786,0
Amillepora28840,0
Amillepora14332,0
Amillepora01206,1
Amillepora20629,1
Amillepora18199,1
Amillepora05464,1
Amillepora10230,0
Amillepora07807,0
Amillepora26074,1
Amillepora21930,0
Amillepora00025,0
Amillepora01586,0
Amillepora18385,1
Amillepora23738,1
Amillepora11141,1
Amillepora20952,1
Amillepora10837,0
Amillepora06328,0
Amillepora36402,1
Amillepora23578,1
Amillepora03017,1
Amillepora13120,1
Amillepora13264,0
Amillepora23437,0
Amillepora28535,0
Amillepora32401,1
Amillepora14832,1
Amillepora23939,1
Amillepora25450,1
Amillepora06524,1
Amillepora06382,1
Amillepora24224,1
Amillepora31673,1
Amillepora07183,1
Amillepora19722,0
Amillepora25477,1
Amillepora15257,1
Amillepora15096,1
Amillepora03909,0
Amillepora18637,1
Amillepora28831,1
Amillepora29008,0
Amillepora22276,1
Amillepora15024,1
Amillepora03592,1
Amillepora25083,1
Amillepora23122,1
Amillepora18047,1
Amillepora23347,1
Amillepora17087,1
Amillepora23183,1
Amillepora05456,0
Amillepora14690,1
Amillepora04907,0
Amillepora04435,1
Amillepora04825,1
Amillepora04684,0
Amillepora14588,1
Amillepora29583,1
Amillepora15203,1
Amillepora25526,1
Amillepora10941,1
Amillepora28966,1
Amillepora02440,1
Amillepora26140,1
Amillepora03986,1
Amillepora07883,1
Amillepora34980,1
Amillepora21524,1
Amillepora05911,1
Amillepora09115,1
Amillepora16225,1
Amillepora30597,1
Amillepora05632,0
Amillepora27517,1
Amillepora13195,1
Amillepora21009,1
Amillepora21043,1
Amillepora19156,1
Amillepora16366,0
Amillepora07695,1
Amillepora07169,1
Amillepora05718,1
Amillepora03177,1
Amillepora15490,1
Amillepora28204,0
Amillepora20996,1
Amillepora12683,1
Amillepora13501,0
Amillepora08840,1
Amillepora09626,0
Amillepora10151,0
Amillepora05457,0
Amillepora06132,0
Amillepora02812,0
Amillepora06058,1
Amillepora05915,1
Amillepora03732,1
Amillepora02929,1
Amillepora18080,1
Amillepora16936,0
Amillepora01607,1
Amillepora04474,0
Amillepora20877,1
Amillepora21978,0
Amillepora08730,1
Amillepora33436,1
Amillepora06503,1
Amillepora13975,0
Amillepora36701,1
Amillepora00852,0
Amillepora13003,0
Amillepora19423,1
Amillepora21505,0
Amillepora04051,0
Amillepora12479,1
Amillepora34438,1
Amillepora00939,0
Amillepora06179,1
Amillepora14182,1
Amillepora03238,1
Amillepora18885,0
Amillepora20409,1
Amillepora15285,1
Amillepora22223,1
Amillepora25323,1
Amillepora34310,1
Amillepora00646,1
Amillepora15058,1
Amillepora08944,1
Amillepora23774,1
Amillepora23204,0
Amillepora03489,1
Amillepora35665,1
Amillepora09109,1
Amillepora05903,1
Amillepora01353,1
Amillepora20224,0
Amillepora35273,1
Amillepora20182,1
Amillepora25258,1
Amillepora24123,1
Amillepora06181,1
Amillepora15177,1
Amillepora23236,1
Amillepora26148,0
Amillepora03235,1
Amillepora18297,1
Amillepora03979,1
Amillepora01737,0
Amillepora07617,0
Amillepora21118,1
Amillepora00768,1
Amillepora20734,1
Amillepora03181,1
Amillepora23475,1
Amillepora20060,1
Amillepora22881,1
Amillepora07034,1
Amillepora05752,0
Amillepora07086,1
Amillepora26177,0
Amillepora04824,0
Amillepora09370,0
Amillepora14726,0
Amillepora14591,1
Amillepora14042,0
Amillepora10509,0
Amillepora14704,0
Amillepora33591,1
Amillepora05435,0
Amillepora15814,0
Amillepora11086,1
Amillepora09111,1
Amillepora12996,1
Amillepora08211,1
Amillepora12527,1
Amillepora05993,0
Amillepora34440,1
Amillepora01111,1
Amillepora22544,0
Amillepora09051,0
Amillepora10954,0
Amillepora09861,1
Amillepora12240,1
Amillepora13790,0
Amillepora32458,0
Amillepora06420,1
Amillepora02735,1
Amillepora16470,1
Amillepora08416,0
Amillepora37429,1
Amillepora14166,1
Amillepora12202,1
Amillepora10952,1
Amillepora03955,0
Amillepora20412,1
Amillepora21523,1
Amillepora32335,1
Amillepora18942,1
Amillepora01601,1
Amillepora21133,1
Amillepora21507,1
Amillepora22560,1
Amillepora23927,1
Amillepora22410,1
Amillepora01462,1
Amillepora23629,1
Amillepora01369,1
Amillepora03037,0
Amillepora34510,0
Amillepora06758,0
Amillepora06898,0
Amillepora15184,1
Amillepora25234,1
Amillepora26990,1
Amillepora26695,1
Amillepora02932,1
Amillepora11038,0
Amillepora32896,1
Amillepora01099,1
Amillepora04461,0
Amillepora32161,1
Amillepora24853,1
Amillepora14226,1
Amillepora09419,0
Amillepora27400,0
Amillepora27959,0
Amillepora26554,1
Amillepora08608,1
Amillepora23177,0
Amillepora16973,0
Amillepora21331,0
Amillepora27445,1
Amillepora03316,0
Amillepora24666,0
Amillepora24974,1
Amillepora33751,0
Amillepora28038,1
Amillepora33349,1
Amillepora13744,1
Amillepora15502,1
Amillepora06778,1
Amillepora03762,1
Amillepora28080,1
Amillepora02019,1
Amillepora27048,1
Amillepora23440,0
Amillepora12679,0
Amillepora04299,1
Amillepora04778,0
Amillepora03309,1
Amillepora36056,1
Amillepora32121,0
Amillepora04324,1
Amillepora10693,0
Amillepora05284,1
Amillepora00727,0
Amillepora16333,1
Amillepora04704,1
Amillepora29448,1
Amillepora04953,1
Amillepora23190,1
Amillepora19418,1
Amillepora13235,1
Amillepora20887,1
Amillepora15380,1
Amillepora25463,1
Amillepora08262,0
Amillepora09486,1
Amillepora32254,1
Amillepora20819,1
Amillepora24603,0
Amillepora07811,0
Amillepora14115,1
Amillepora27037,0
Amillepora25479,1
Amillepora10873,1
Amillepora12293,0
Amillepora14777,1
Amillepora09420,1
Amillepora04788,0
Amillepora25585,1
Amillepora12957,1
Amillepora17017,1
Amillepora23489,1
Amillepora14787,1
Amillepora13562,1
Amillepora03672,1
Amillepora03925,0
Amillepora08403,1
Amillepora16400,1
Amillepora11293,0
Amillepora18797,1
Amillepora28732,0
Amillepora10919,0
Amillepora32171,1
Amillepora12807,1
Amillepora23427,1
Amillepora30439,0
Amillepora03760,1
Amillepora25250,1
Amillepora11974,0
Amillepora06486,1
Amillepora08192,1
Amillepora01581,1
Amillepora09726,0
Amillepora37089,0
Amillepora00070,0
Amillepora24767,1
Amillepora26019,1
Amillepora05721,1
Amillepora08089,1
Amillepora15118,0
Amillepora27466,1
Amillepora36613,1
Amillepora27255,1
Amillepora12938,1
Amillepora06813,1
Amillepora27195,1
Amillepora16815,0
Amillepora36727,1
Amillepora32669,0
Amillepora26555,0
Amillepora26988,1
Amillepora03464,1
Amillepora15327,1
Amillepora19049,1
Amillepora03026,0
Amillepora20338,1
Amillepora18534,1
Amillepora20403,1
Amillepora27836,1
Amillepora31847,1
Amillepora13353,0
Amillepora31050,1
Amillepora09770,1
Amillepora04747,0
Amillepora20981,1
Amillepora20226,0
Amillepora21545,1
Amillepora02373,1
Amillepora08275,1
Amillepora22099,1
Amillepora16896,1
Amillepora25237,0
Amillepora10883,1
Amillepora06692,1
Amillepora00146,0
Amillepora21026,0
Amillepora21042,1
Amillepora19239,0
Amillepora01989,1
Amillepora12018,0
Amillepora06023,1
Amillepora17870,0
Amillepora38209,1
Amillepora27619,1
Amillepora05449,1
Amillepora33400,1
Amillepora16948,0
Amillepora27781,1
Amillepora09067,1
Amillepora09075,0
Amillepora26613,1
Amillepora27807,1
Amillepora14330,0
Amillepora01605,0
Amillepora06364,0
Amillepora18412,0
Amillepora10945,1
Amillepora21942,1
Amillepora20101,1
Amillepora26560,1
Amillepora15337,1
Amillepora16925,1
Amillepora07494,0
Amillepora35801,1
Amillepora05182,0
Amillepora11245,0
Amillepora12495,1
Amillepora20189,1
Amillepora23598,1
Amillepora17951,0
Amillepora11779,1
Amillepora22647,1
Amillepora33549,1
Amillepora22016,0
Amillepora27200,1
Amillepora09561,1
Amillepora19572,0
Amillepora05687,1
Amillepora24452,1
Amillepora33371,1
Amillepora24812,0
Amillepora21895,1
Amillepora32624,1
Amillepora07101,1
Amillepora34175,0
Amillepora26039,0
Amillepora05814,0
Amillepora36178,1
Amillepora07930,1
Amillepora19916,1
Amillepora23070,1
Amillepora15652,1
Amillepora04069,0
Amillepora28569,1
Amillepora10605,1
Amillepora03496,0
Amillepora36098,1
Amillepora13205,0
Amillepora28830,1
Amillepora08467,1
Amillepora21113,1
Amillepora04341,0
Amillepora02892,1
Amillepora27004,1
Amillepora07445,1
Amillepora37850,0
Amillepora16703,1
Amillepora05051,1
Amillepora03756,1
Amillepora11385,0
Amillepora05877,1
Amillepora36176,0
Amillepora02935,0
Amillepora04220,1
Amillepora20883,1
Amillepora16601,1
Amillepora10402,1
Amillepora19575,1
Amillepora10757,0
Amillepora18570,0
Amillepora24118,0
Amillepora10792,1
Amillepora11125,1
Amillepora17073,1
Amillepora06476,1
Amillepora32912,0
Amillepora23113,0
Amillepora07529,1
Amillepora09733,1
Amillepora16037,1
Amillepora04395,1
Amillepora22055,1
Amillepora05995,0
Amillepora32262,1
Amillepora30483,1
Amillepora22631,1
Amillepora29427,1
Amillepora05942,0
Amillepora24482,1
Amillepora08621,1
Amillepora00447,1
Amillepora09610,0
Amillepora09413,1
Amillepora21908,0
Amillepora14111,1
Amillepora09081,0
Amillepora10763,0
Amillepora19859,1
Amillepora04768,1
Amillepora25678,1
Amillepora09231,0
Amillepora00274,1
Amillepora07008,1
Amillepora31675,1
Amillepora05796,1
Amillepora16739,1
Amillepora16325,1
Amillepora05712,1
Amillepora15791,0
Amillepora13788,1
Amillepora31840,1
Amillepora10776,1
Amillepora00935,0
Amillepora21673,1
Amillepora24708,1
Amillepora21326,1
Amillepora23048,0
Amillepora20942,0
Amillepora37436,1
Amillepora06260,1
Amillepora15265,1
Amillepora18827,0
Amillepora16231,0
Amillepora07136,1
Amillepora22478,1
Amillepora26579,1
Amillepora10562,1
Amillepora21299,0
Amillepora06308,1
Amillepora23530,1
Amillepora00970,0
Amillepora04790,0
Amillepora37924,1
Amillepora25646,1
Amillepora24781,0
Amillepora11969,1
Amillepora25736,1
Amillepora26673,1
Amillepora22209,1
Amillepora35715,1
Amillepora29423,1
Amillepora34422,1
Amillepora09704,1
Amillepora01343,1
Amillepora15693,1
Amillepora12599,1
Amillepora13494,1
Amillepora05119,0
Amillepora10661,0
Amillepora15237,1
Amillepora07486,1
Amillepora24805,0
Amillepora21543,0
Amillepora26851,0
Amillepora18407,1
Amillepora06657,0
Amillepora10388,1
Amillepora36342,1
Amillepora08877,1
Amillepora13175,1
Amillepora32920,1
Amillepora23281,1
Amillepora06820,0
Amillepora11228,0
Amillepora31929,0
Amillepora24227,1
Amillepora12544,0
Amillepora33784,1
Amillepora07038,0
Amillepora06195,1
Amillepora23565,1
Amillepora18390,1
Amillepora16857,0
Amillepora02197,1
Amillepora05337,1
Amillepora00582,1
Amillepora24980,0
Amillepora04901,0
Amillepora10669,0
Amillepora27201,1
Amillepora09078,1
Amillepora27817,1
Amillepora34627,0
Amillepora17112,1
Amillepora06951,1
Amillepora05208,1
Amillepora06227,1
Amillepora24513,1
Amillepora30397,1
Amillepora09110,1
Amillepora25679,1
Amillepora10400,1
Amillepora36553,1
Amillepora05434,0
Amillepora06751,0
Amillepora16914,0
Amillepora21358,0
Amillepora07683,1
Amillepora13132,1
Amillepora03294,1
Amillepora12563,1
Amillepora14866,1
Amillepora02487,1
Amillepora16354,1
Amillepora21497,1
Amillepora30415,1
Amillepora15678,1
Amillepora09471,1
Amillepora27442,1
Amillepora02774,1
Amillepora33564,1
Amillepora16801,1
Amillepora24806,0
Amillepora09480,0
Amillepora09740,1
Amillepora20213,0
Amillepora25905,0
Amillepora22330,1
Amillepora06416,0
Amillepora24511,1
Amillepora26296,1
Amillepora20153,1
Amillepora31676,0
Amillepora09084,1
Amillepora15614,1
Amillepora35592,1
Amillepora12454,0
Amillepora21051,1
Amillepora01211,1
Amillepora06661,0
Amillepora19467,1
Amillepora33942,1
Amillepora20626,0
Amillepora04711,1
Amillepora08419,1
Amillepora13990,1
Amillepora06736,0
Amillepora03483,1
Amillepora25232,1
Amillepora10688,0
Amillepora26102,1
Amillepora16229,1
Amillepora24371,1
Amillepora12436,1
Amillepora28937,1
Amillepora09211,0
Amillepora20807,0
Amillepora09482,1
Amillepora17013,1
Amillepora29623,0
Amillepora19984,1
Amillepora13766,0
Amillepora24485,1
Amillepora01873,1
Amillepora20260,0
Amillepora03523,1
Amillepora06066,1
Amillepora15324,1
Amillepora20017,1
Amillepora29356,0
Amillepora02772,0
Amillepora17755,1
Amillepora14444,1
Amillepora08318,1
Amillepora07049,0
Amillepora22115,1
Amillepora10118,1
Amillepora11185,1
Amillepora07498,1
Amillepora16766,0
Amillepora33222,0
Amillepora18752,1
Amillepora17868,1
Amillepora05188,0
Amillepora26543,1
Amillepora10576,1
Amillepora13724,0
Amillepora02885,1
Amillepora10624,0
Amillepora25025,1
Amillepora21552,0
Amillepora08867,1
Amillepora13155,1
Amillepora18938,0
Amillepora09032,0
Amillepora14714,1
Amillepora20005,1
Amillepora14886,1
Amillepora33551,1
Amillepora03389,1
Amillepora14633,0
Amillepora03767,1
Amillepora09248,1
Amillepora04008,1
Amillepora06735,1
Amillepora05427,1
Amillepora23461,1
Amillepora12297,1
Amillepora06361,1
Amillepora19011,0
Amillepora04733,1
Amillepora10775,1
Amillepora31111,1
Amillepora29067,1
Amillepora04383,1
Amillepora23559,1
Amillepora09049,1
Amillepora10604,1
Amillepora11133,1
Amillepora24000,0
Amillepora04882,1
Amillepora18679,1
Amillepora00275,1
Amillepora27150,1
Amillepora03905,1
Amillepora36339,0
Amillepora03793,1
Amillepora21500,0
Amillepora20471,1
Amillepora21887,1
Amillepora07810,0
Amillepora32625,1
Amillepora13227,1
Amillepora06357,0
Amillepora14551,1
Amillepora10499,0
Amillepora08135,0
Amillepora10523,1
Amillepora27566,1
Amillepora11586,1
Amillepora23280,1
Amillepora35307,1
Amillepora18445,0
Amillepora30381,1
Amillepora25826,0
Amillepora22387,1
Amillepora30754,1
Amillepora04639,1
Amillepora10997,1
Amillepora02869,1
Amillepora04472,1
Amillepora00167,1
Amillepora30964,1
Amillepora15075,1
Amillepora38037,1
Amillepora25579,1
Amillepora12504,1
Amillepora23572,1
Amillepora25004,1
Amillepora15103,0
Amillepora06306,1
Amillepora05402,1
Amillepora20555,1
Amillepora23217,1
Amillepora25994,0
Amillepora09066,1
Amillepora26130,1
Amillepora21897,1
Amillepora12705,1
Amillepora11661,1
Amillepora34648,1
Amillepora06652,0
Amillepora05388,0
Amillepora32543,1
Amillepora07661,1
Amillepora37285,0
Amillepora09222,0
Amillepora00669,1
Amillepora33738,0
Amillepora05922,1
Amillepora06992,1
Amillepora23673,1
Amillepora03448,0
Amillepora20091,1
Amillepora07799,1
Amillepora02773,1
Amillepora16732,1
Amillepora21999,1
Amillepora18139,0
Amillepora30537,1
Amillepora04596,1
Amillepora04401,1
Amillepora09065,1
Amillepora09928,0
Amillepora01366,1
Amillepora15736,1
Amillepora07297,0
Amillepora00469,1
Amillepora13167,0
Amillepora05874,1
Amillepora29010,0
Amillepora19687,0
Amillepora19620,0
Amillepora29795,1
Amillepora26098,1
Amillepora13046,1
Amillepora37444,1
Amillepora31506,1
Amillepora27493,1
Amillepora16907,0
Amillepora27414,0
Amillepora35261,0
Amillepora13490,0
Amillepora02791,1
Amillepora04587,0
Amillepora30729,1
Amillepora12450,0
Amillepora10538,1
Amillepora04750,1
Amillepora01415,1
Amillepora00315,1
Amillepora20460,0
Amillepora13041,1
Amillepora01215,1
Amillepora02604,0
Amillepora23419,0
Amillepora23230,1
Amillepora00760,1
Amillepora06431,1
Amillepora06727,1
Amillepora14181,1
Amillepora28117,0
Amillepora19659,0
Amillepora00356,1
Amillepora27060,0
Amillepora20411,0
Amillepora05008,0
Amillepora18779,1
Amillepora15612,1
Amillepora12540,0
Amillepora03934,0
Amillepora22605,1
Amillepora19697,0
Amillepora33522,1
Amillepora29342,1
Amillepora14849,0
Amillepora22486,0
Amillepora35423,1
Amillepora03571,1
Amillepora09173,0
Amillepora18393,1
Amillepora24971,0
Amillepora35752,0
Amillepora08711,1
Amillepora08661,1
Amillepora22230,1
Amillepora33093,0
Amillepora22283,1
Amillepora03051,1
Amillepora18004,1
Amillepora00262,0
Amillepora34502,1
Amillepora26489,1
Amillepora23592,1
Amillepora05290,1
Amillepora06935,1
Amillepora19179,1
Amillepora35333,1
Amillepora28104,0
Amillepora03888,1
Amillepora10525,1
Amillepora25394,1
Amillepora07687,1
Amillepora19544,1
Amillepora33532,1
Amillepora27029,1
Amillepora01067,1
Amillepora07514,1
Amillepora08846,0
Amillepora15271,1
Amillepora06354,1
Amillepora25867,1
