gene,inMod
Amillepora16899,0
Amillepora18805,0
Amillepora03135,0
Amillepora18760,0
Amillepora08899,0
Amillepora15115,0
Amillepora08083,0
Amillepora09085,0
Amillepora11333,0
Amillepora36372,0
Amillepora29526,0
Amillepora20117,0
Amillepora07667,0
Amillepora06686,0
Amillepora33070,0
Amillepora29626,0
Amillepora33401,0
Amillepora06696,0
Amillepora33473,0
Amillepora00728,0
Amillepora26870,0
Amillepora19193,0
Amillepora19570,0
Amillepora36376,0
Amillepora05916,0
Amillepora10018,0
Amillepora18820,0
Amillepora20864,0
Amillepora09593,0
Amillepora19980,0
Amillepora17715,0
Amillepora18546,0
Amillepora01582,1
Amillepora13164,0
Amillepora26237,0
Amillepora01478,0
Amillepora27953,0
Amillepora08190,0
Amillepora26654,0
Amillepora26802,0
Amillepora00083,0
Amillepora20305,0
Amillepora08014,0
Amillepora32575,0
Amillepora26853,0
Amillepora02016,0
Amillepora25795,0
Amillepora23315,0
Amillepora33595,0
Amillepora36083,0
Amillepora22182,0
Amillepora00243,0
Amillepora20125,0
Amillepora29180,0
Amillepora10760,0
Amillepora15395,0
Amillepora15381,0
Amillepora04321,1
Amillepora06242,0
Amillepora25072,0
Amillepora28371,0
Amillepora26819,0
Amillepora02027,0
Amillepora26868,0
Amillepora26728,0
Amillepora12614,0
Amillepora05971,0
Amillepora12306,0
Amillepora25094,0
Amillepora30722,0
Amillepora21263,0
Amillepora03881,0
Amillepora18408,0
Amillepora32297,0
Amillepora08238,0
Amillepora25608,1
Amillepora04881,0
Amillepora05786,0
Amillepora12585,0
Amillepora24311,0
Amillepora16205,0
Amillepora06025,0
Amillepora12848,0
Amillepora12845,1
Amillepora24158,0
Amillepora01103,0
Amillepora12232,0
Amillepora22466,0
Amillepora07476,0
Amillepora22400,1
Amillepora08723,0
Amillepora18922,0
Amillepora08012,0
Amillepora08592,0
Amillepora33772,0
Amillepora12044,0
Amillepora05813,0
Amillepora02879,0
Amillepora30976,0
Amillepora00722,1
Amillepora02660,0
Amillepora15339,1
Amillepora22529,0
Amillepora14877,0
Amillepora34780,0
Amillepora24763,0
Amillepora34142,0
Amillepora01741,0
Amillepora18326,0
Amillepora15499,0
Amillepora10500,0
Amillepora16184,0
Amillepora27206,0
Amillepora20118,0
Amillepora03652,0
Amillepora13091,0
Amillepora18952,0
Amillepora19488,0
Amillepora25892,0
Amillepora19297,0
Amillepora36371,0
Amillepora03173,0
Amillepora12535,0
Amillepora21371,0
Amillepora13357,0
Amillepora36979,0
Amillepora10160,0
Amillepora01310,0
Amillepora26608,0
Amillepora20147,0
Amillepora09814,0
Amillepora31209,0
Amillepora01744,0
Amillepora36373,0
Amillepora29995,0
Amillepora26642,0
Amillepora22049,0
Amillepora03082,0
Amillepora33773,0
Amillepora16103,0
Amillepora05015,0
Amillepora36398,0
Amillepora36937,0
Amillepora20126,0
Amillepora04273,0
Amillepora05426,0
Amillepora13018,0
Amillepora12034,0
Amillepora34392,0
Amillepora04721,0
Amillepora33628,0
Amillepora09943,0
Amillepora10452,1
Amillepora26869,0
Amillepora27623,0
Amillepora18845,0
Amillepora04172,0
Amillepora28041,0
Amillepora10633,0
Amillepora23547,0
Amillepora35719,0
Amillepora27625,0
Amillepora15772,0
Amillepora20525,0
Amillepora15448,0
Amillepora16207,0
Amillepora01550,0
Amillepora06192,0
Amillepora10946,0
Amillepora02641,0
Amillepora23439,0
Amillepora16646,0
Amillepora22554,0
Amillepora19099,0
Amillepora06681,0
Amillepora29188,1
Amillepora12886,0
Amillepora10189,0
Amillepora04445,0
Amillepora21204,0
Amillepora19283,0
Amillepora11720,0
Amillepora04166,0
Amillepora23660,0
Amillepora03520,0
Amillepora28858,0
Amillepora15342,1
Amillepora23659,0
Amillepora21110,0
Amillepora18782,0
Amillepora05887,0
Amillepora25288,0
Amillepora31647,0
Amillepora15102,0
Amillepora23403,1
Amillepora29804,0
Amillepora05890,0
Amillepora35350,0
Amillepora07477,0
Amillepora23102,0
Amillepora19289,0
Amillepora11129,0
Amillepora02569,0
Amillepora03058,0
Amillepora00475,0
Amillepora10851,0
Amillepora18319,1
Amillepora26932,0
Amillepora02729,0
Amillepora10188,0
Amillepora29822,0
Amillepora13087,0
Amillepora09142,0
Amillepora23531,0
Amillepora05023,0
Amillepora06957,0
Amillepora29570,0
Amillepora36517,0
Amillepora06577,1
Amillepora13786,0
Amillepora08200,0
Amillepora14840,0
Amillepora00652,0
Amillepora16893,0
Amillepora29112,0
Amillepora02356,0
Amillepora22668,0
Amillepora09063,0
Amillepora09624,0
Amillepora15382,0
Amillepora21884,0
Amillepora25725,0
Amillepora21018,0
Amillepora06737,0
Amillepora24681,0
Amillepora01227,0
Amillepora12645,0
Amillepora03080,0
Amillepora12491,0
Amillepora16647,0
Amillepora15439,0
Amillepora05751,0
Amillepora16307,0
Amillepora04594,0
Amillepora36551,0
Amillepora30186,0
Amillepora10759,0
Amillepora38079,0
Amillepora21375,0
Amillepora06910,0
Amillepora12565,0
Amillepora03924,0
Amillepora32571,0
Amillepora13473,0
Amillepora08627,0
Amillepora18871,0
Amillepora20961,0
Amillepora23729,0
Amillepora05805,0
Amillepora23564,0
Amillepora11723,0
Amillepora34868,0
Amillepora08260,0
Amillepora26674,0
Amillepora24787,0
Amillepora05949,0
Amillepora24610,0
Amillepora37827,0
Amillepora06390,0
Amillepora17950,0
Amillepora15259,0
Amillepora12459,0
Amillepora29190,1
Amillepora13354,0
Amillepora13489,0
Amillepora14117,0
Amillepora26987,0
Amillepora16102,0
Amillepora31270,0
Amillepora06936,0
Amillepora00844,0
Amillepora10019,0
Amillepora25304,1
Amillepora17933,0
Amillepora15326,0
Amillepora33761,0
Amillepora16066,0
Amillepora06389,0
Amillepora24504,0
Amillepora08407,0
Amillepora34660,0
Amillepora19307,0
Amillepora13331,0
Amillepora06331,0
Amillepora23096,0
Amillepora09213,0
Amillepora17088,0
Amillepora11970,0
Amillepora25576,0
Amillepora07698,0
Amillepora00008,0
Amillepora04555,0
Amillepora03147,0
Amillepora03047,0
Amillepora23968,0
Amillepora33313,0
Amillepora01747,0
Amillepora16514,0
Amillepora07628,0
Amillepora33495,0
Amillepora18418,1
Amillepora08188,0
Amillepora37139,0
Amillepora26174,0
Amillepora01446,0
Amillepora34290,0
Amillepora35669,0
Amillepora36588,0
Amillepora10448,0
Amillepora03084,0
Amillepora19779,0
Amillepora06296,0
Amillepora01772,0
Amillepora06380,0
Amillepora00726,0
Amillepora26077,0
Amillepora02567,0
Amillepora17781,0
Amillepora27226,0
Amillepora04595,0
Amillepora32825,0
Amillepora05454,0
Amillepora35533,0
Amillepora10465,1
Amillepora14752,1
Amillepora23016,0
Amillepora19738,0
Amillepora12296,0
Amillepora06071,0
Amillepora05673,0
Amillepora17937,0
Amillepora14540,0
Amillepora03094,0
Amillepora06248,0
Amillepora31179,0
Amillepora32573,0
Amillepora30328,0
Amillepora04470,0
Amillepora20691,0
Amillepora29490,0
Amillepora25245,0
Amillepora09001,0
Amillepora28533,0
Amillepora29050,0
Amillepora14061,0
Amillepora16427,0
Amillepora09951,0
Amillepora06683,0
Amillepora32622,0
Amillepora33069,0
Amillepora05096,0
Amillepora16036,0
Amillepora20865,0
Amillepora22401,1
Amillepora35718,0
Amillepora37029,0
Amillepora01079,0
Amillepora03541,0
Amillepora12755,0
Amillepora30486,0
Amillepora26941,0
Amillepora01317,0
Amillepora08909,0
Amillepora29323,0
Amillepora22669,0
Amillepora11963,0
Amillepora25522,0
Amillepora25299,0
Amillepora00109,0
Amillepora07137,0
Amillepora19344,0
Amillepora31857,0
Amillepora06911,0
Amillepora08230,0
Amillepora19982,0
Amillepora04018,0
Amillepora37704,0
Amillepora09923,0
Amillepora29554,0
Amillepora02878,0
Amillepora14417,0
Amillepora34975,0
Amillepora04422,0
Amillepora16974,1
Amillepora29477,0
Amillepora25741,0
Amillepora02524,0
Amillepora27725,0
Amillepora27728,0
Amillepora05932,0
Amillepora16666,0
Amillepora26777,0
Amillepora02987,0
Amillepora05667,0
Amillepora29192,0
Amillepora29213,0
Amillepora25386,0
Amillepora22092,0
Amillepora12986,0
Amillepora12421,0
Amillepora24163,0
Amillepora35670,0
Amillepora23404,1
Amillepora35621,0
Amillepora37572,0
Amillepora16654,0
Amillepora05665,0
Amillepora23556,0
Amillepora23231,0
Amillepora20960,0
Amillepora22688,0
Amillepora18146,0
Amillepora08042,0
Amillepora06598,0
Amillepora10747,0
Amillepora03112,0
Amillepora06392,0
Amillepora03745,0
Amillepora19252,0
Amillepora01480,0
Amillepora00971,0
Amillepora15446,0
Amillepora01318,0
Amillepora08721,0
Amillepora21372,0
Amillepora26172,0
Amillepora10593,0
Amillepora18142,0
Amillepora25046,0
Amillepora06888,0
Amillepora03132,0
Amillepora34304,0
Amillepora24864,0
Amillepora11907,0
Amillepora09952,0
Amillepora12641,0
Amillepora10666,0
Amillepora37213,0
Amillepora17911,0
Amillepora11113,0
Amillepora05759,0
Amillepora08189,0
Amillepora12533,0
Amillepora03494,0
Amillepora01742,0
Amillepora32718,0
Amillepora01752,0
Amillepora34665,0
Amillepora19086,0
Amillepora18116,0
Amillepora02969,0
Amillepora24680,0
Amillepora06628,0
Amillepora33370,0
Amillepora18154,0
Amillepora03233,0
Amillepora16388,0
Amillepora04336,0
Amillepora37661,0
Amillepora25930,0
Amillepora13358,0
Amillepora13526,0
Amillepora02017,0
Amillepora04843,0
Amillepora08085,0
Amillepora01681,0
Amillepora01749,0
Amillepora25462,0
Amillepora36309,0
Amillepora08258,0
Amillepora29210,0
Amillepora04911,0
Amillepora30327,0
Amillepora04789,1
Amillepora08969,0
Amillepora06693,0
Amillepora08048,0
Amillepora29997,0
Amillepora00990,0
Amillepora22045,0
Amillepora33771,0
Amillepora26083,0
Amillepora07898,0
Amillepora24054,0
Amillepora26007,0
Amillepora20297,0
Amillepora19149,0
Amillepora24688,0
Amillepora30497,0
Amillepora32295,0
Amillepora24446,0
Amillepora16650,0
Amillepora06391,0
Amillepora12488,0
Amillepora08802,0
Amillepora29155,0
Amillepora03077,0
Amillepora10131,0
Amillepora26714,0
Amillepora04844,0
Amillepora23822,0
Amillepora38131,0
Amillepora09288,0
Amillepora07134,0
Amillepora23643,0
Amillepora03163,0
Amillepora19262,0
Amillepora19453,0
Amillepora30506,1
Amillepora06489,0
Amillepora18191,0
Amillepora26997,0
Amillepora06684,0
Amillepora29151,0
Amillepora33359,0
Amillepora22147,0
Amillepora36745,0
Amillepora30292,0
Amillepora29227,0
Amillepora36935,0
Amillepora24468,0
Amillepora15783,0
Amillepora31831,0
Amillepora10052,0
Amillepora15202,0
Amillepora04557,0
Amillepora23654,0
Amillepora30633,1
Amillepora17500,0
Amillepora37575,0
Amillepora03727,0
Amillepora07790,0
Amillepora17730,0
Amillepora27191,0
Amillepora18144,0
Amillepora08017,0
Amillepora07036,0
Amillepora13081,0
Amillepora22362,0
Amillepora33763,0
Amillepora02979,0
Amillepora05303,0
Amillepora07471,0
Amillepora15769,0
Amillepora06269,0
Amillepora21886,0
Amillepora13499,0
Amillepora17141,0
Amillepora21373,0
Amillepora18136,0
Amillepora22183,0
Amillepora09021,0
Amillepora25999,0
Amillepora06525,0
Amillepora35436,0
Amillepora10429,0
Amillepora23972,0
Amillepora03089,0
Amillepora10222,0
Amillepora05453,0
Amillepora27389,0
Amillepora00017,0
Amillepora14574,0
Amillepora10735,0
Amillepora18152,0
Amillepora04773,0
Amillepora08720,0
Amillepora26716,0
Amillepora14128,0
Amillepora05825,0
Amillepora19592,0
Amillepora06655,1
Amillepora16649,0
Amillepora29216,0
Amillepora05196,0
Amillepora34517,0
Amillepora10034,0
Amillepora11596,0
Amillepora09483,0
Amillepora18635,0
Amillepora03092,0
Amillepora04779,0
Amillepora34118,0
Amillepora16426,0
Amillepora36121,0
Amillepora07432,0
Amillepora18071,0
Amillepora16642,0
Amillepora08196,0
Amillepora35977,0
Amillepora06532,0
Amillepora16768,0
Amillepora10021,0
Amillepora00651,0
Amillepora19109,0
Amillepora02875,0
Amillepora04004,0
Amillepora07538,0
Amillepora09484,0
Amillepora11725,0
Amillepora14715,0
Amillepora22402,1
Amillepora11367,0
Amillepora09575,0
Amillepora15163,1
Amillepora32821,0
Amillepora03765,0
Amillepora18793,0
Amillepora13343,0
Amillepora10922,0
Amillepora07642,0
Amillepora12522,0
Amillepora25538,0
Amillepora18561,0
Amillepora31071,0
Amillepora06425,0
Amillepora08235,0
Amillepora03259,0
Amillepora11942,0
Amillepora06079,0
Amillepora03699,0
Amillepora36423,0
Amillepora36688,0
Amillepora16314,0
Amillepora25863,0
Amillepora18042,0
Amillepora30873,0
Amillepora04734,0
Amillepora08198,0
Amillepora08664,0
Amillepora25399,0
Amillepora24973,1
Amillepora16668,0
Amillepora19460,0
Amillepora06327,0
Amillepora27563,0
Amillepora16848,0
Amillepora29702,0
Amillepora35040,0
Amillepora05325,0
Amillepora08772,0
Amillepora28451,0
Amillepora06285,0
Amillepora05989,0
Amillepora35354,0
Amillepora14060,0
Amillepora10399,0
Amillepora01447,0
Amillepora31664,0
Amillepora31940,0
Amillepora29214,0
Amillepora33246,0
Amillepora02582,0
Amillepora12346,0
Amillepora19821,0
Amillepora19310,0
Amillepora05418,0
Amillepora34041,0
Amillepora04039,0
Amillepora18872,0
Amillepora04848,0
Amillepora16957,0
Amillepora12323,0
Amillepora11383,0
Amillepora03587,0
Amillepora12417,0
Amillepora20692,0
Amillepora03551,0
Amillepora18528,0
Amillepora01399,0
Amillepora07472,0
Amillepora12767,0
Amillepora09181,0
Amillepora13497,0
Amillepora26049,0
Amillepora13352,1
Amillepora13351,1
Amillepora17116,0
Amillepora33530,0
Amillepora20831,0
Amillepora30005,0
Amillepora21607,0
Amillepora02771,0
Amillepora18048,0
Amillepora06471,0
Amillepora29208,1
Amillepora27059,1
Amillepora04586,0
Amillepora04011,0
Amillepora17212,0
Amillepora18150,0
Amillepora08649,0
Amillepora04661,0
Amillepora06387,0
Amillepora22420,0
Amillepora21115,0
Amillepora29488,0
Amillepora11093,0
Amillepora05754,0
Amillepora00655,0
Amillepora17928,0
Amillepora29296,0
Amillepora15473,0
Amillepora20552,0
Amillepora09574,0
Amillepora08290,0
Amillepora04786,0
Amillepora08202,0
Amillepora16863,0
Amillepora20379,0
Amillepora03992,0
Amillepora07300,0
Amillepora34516,0
Amillepora27207,0
Amillepora01509,0
Amillepora13134,0
Amillepora17074,0
Amillepora21147,0
Amillepora16859,1
Amillepora05970,0
Amillepora27000,0
Amillepora02026,0
Amillepora34777,0
Amillepora07521,0
Amillepora22386,0
Amillepora19969,0
Amillepora24393,0
Amillepora25945,0
Amillepora19943,0
Amillepora28534,0
Amillepora30895,0
Amillepora23671,0
Amillepora09991,0
Amillepora31641,0
Amillepora10195,0
Amillepora16312,0
Amillepora24614,0
Amillepora03795,0
Amillepora09398,0
Amillepora00735,0
Amillepora22281,0
Amillepora21946,0
Amillepora37995,0
Amillepora22913,0
Amillepora32177,0
Amillepora02823,0
Amillepora22282,0
Amillepora31379,0
Amillepora01164,0
Amillepora12088,1
Amillepora07040,0
Amillepora15192,0
Amillepora18545,0
Amillepora27991,0
Amillepora05377,0
Amillepora22464,0
Amillepora06046,0
Amillepora00555,0
Amillepora22469,0
Amillepora02864,0
Amillepora07750,0
Amillepora24407,0
Amillepora17773,0
Amillepora12615,0
Amillepora11056,0
Amillepora05126,0
Amillepora10421,0
Amillepora31021,0
Amillepora06289,0
Amillepora15076,0
Amillepora05918,0
Amillepora27430,0
Amillepora01020,0
Amillepora14424,0
Amillepora17006,0
Amillepora09416,0
Amillepora14383,0
Amillepora29699,1
Amillepora06694,0
Amillepora26121,0
Amillepora26012,0
Amillepora34511,0
Amillepora06378,0
Amillepora24050,0
Amillepora07737,0
Amillepora25549,0
Amillepora05994,0
Amillepora11338,0
Amillepora33596,0
Amillepora00736,0
Amillepora09039,0
Amillepora31415,0
Amillepora18527,0
Amillepora23645,0
Amillepora29087,0
Amillepora35427,0
Amillepora25316,0
Amillepora24007,0
Amillepora03867,0
Amillepora01258,0
Amillepora32214,0
Amillepora34072,0
Amillepora21142,1
Amillepora32689,0
Amillepora21001,0
Amillepora22703,1
Amillepora00511,0
Amillepora10726,0
Amillepora19157,0
Amillepora18864,0
Amillepora06381,0
Amillepora12559,0
Amillepora16555,0
Amillepora32861,0
Amillepora24889,0
Amillepora29479,0
Amillepora00119,0
Amillepora17969,0
Amillepora32046,0
Amillepora08236,0
Amillepora26187,0
Amillepora22091,1
Amillepora12017,0
Amillepora12924,0
Amillepora24042,0
Amillepora22719,0
Amillepora07749,0
Amillepora21407,0
Amillepora29596,0
Amillepora35667,0
Amillepora32272,0
Amillepora08804,0
Amillepora00560,0
Amillepora04771,0
Amillepora24652,0
Amillepora18678,0
Amillepora08822,0
Amillepora18440,0
Amillepora06384,0
Amillepora06562,0
Amillepora23232,0
Amillepora20286,0
Amillepora10984,0
Amillepora20940,0
Amillepora36399,0
Amillepora10981,0
Amillepora11209,0
Amillepora06297,0
Amillepora24877,0
Amillepora24033,0
Amillepora19778,0
Amillepora12407,0
Amillepora32639,0
Amillepora21023,0
Amillepora03356,0
Amillepora25296,0
Amillepora03425,1
Amillepora20406,0
Amillepora28341,0
Amillepora05753,0
Amillepora01963,0
Amillepora34927,0
Amillepora29517,0
Amillepora24394,0
Amillepora09397,0
Amillepora15085,0
Amillepora09183,0
Amillepora19037,0
Amillepora10038,0
Amillepora28792,0
Amillepora05829,0
Amillepora10170,0
Amillepora33434,0
Amillepora14546,0
Amillepora22154,0
Amillepora15132,0
Amillepora10852,0
Amillepora05680,0
Amillepora29489,0
Amillepora33406,0
Amillepora17936,0
Amillepora34876,0
Amillepora16136,0
Amillepora13475,0
Amillepora25099,0
Amillepora12315,0
Amillepora18614,0
Amillepora03401,0
Amillepora09061,0
Amillepora06185,0
Amillepora03692,0
Amillepora20197,1
Amillepora09428,0
Amillepora12537,0
Amillepora22102,0
Amillepora04926,0
Amillepora17904,0
Amillepora10420,0
Amillepora17010,0
Amillepora18409,0
Amillepora00515,0
Amillepora24604,0
Amillepora20733,0
Amillepora15099,0
Amillepora36304,0
Amillepora13534,0
Amillepora35215,0
Amillepora19325,0
Amillepora04553,0
Amillepora10211,0
Amillepora24419,0
Amillepora17886,0
Amillepora08268,0
Amillepora03139,0
Amillepora04610,0
Amillepora17932,0
Amillepora10982,0
Amillepora20649,0
Amillepora24222,0
Amillepora17241,0
Amillepora18001,1
Amillepora17380,0
Amillepora16817,0
Amillepora05755,0
Amillepora29533,0
Amillepora16515,0
Amillepora30933,0
Amillepora07627,0
Amillepora06485,0
Amillepora04248,0
Amillepora17941,0
Amillepora25670,0
Amillepora11968,0
Amillepora03323,0
Amillepora16900,0
Amillepora15348,0
Amillepora12816,0
Amillepora21024,0
Amillepora24028,0
Amillepora31548,0
Amillepora16816,0
Amillepora29478,0
Amillepora21892,0
Amillepora05812,0
Amillepora03251,0
Amillepora23377,0
Amillepora23283,0
Amillepora08386,0
Amillepora06616,0
Amillepora28825,0
Amillepora15485,0
Amillepora12542,0
Amillepora04502,0
Amillepora33107,0
Amillepora27720,0
Amillepora23702,0
Amillepora17930,0
Amillepora06379,0
Amillepora02927,0
Amillepora12646,0
Amillepora21521,0
Amillepora06152,0
Amillepora06584,0
Amillepora10228,1
Amillepora20089,0
Amillepora13308,0
Amillepora16308,0
Amillepora03724,0
Amillepora04302,0
Amillepora12916,0
Amillepora08346,0
Amillepora06958,0
Amillepora02113,0
Amillepora03511,0
Amillepora14093,0
Amillepora16849,0
Amillepora16891,0
Amillepora01479,0
Amillepora26606,0
Amillepora10039,0
Amillepora14369,0
Amillepora22468,0
Amillepora01271,0
Amillepora24869,0
Amillepora27305,0
Amillepora10805,0
Amillepora24459,0
Amillepora25578,0
Amillepora23200,0
Amillepora03249,0
Amillepora25924,0
Amillepora29487,0
Amillepora21152,0
Amillepora07104,0
Amillepora20367,0
Amillepora28656,0
Amillepora06072,0
Amillepora09958,0
Amillepora04781,0
Amillepora25684,0
Amillepora31289,0
Amillepora05013,0
Amillepora22491,0
Amillepora06140,0
Amillepora37574,0
Amillepora09489,0
Amillepora06582,0
Amillepora10229,0
Amillepora01101,0
Amillepora26100,0
Amillepora20585,0
Amillepora22013,1
Amillepora23438,0
Amillepora21647,0
Amillepora20660,0
Amillepora00673,0
Amillepora27310,0
Amillepora29171,0
Amillepora30579,0
Amillepora14996,0
Amillepora03125,0
Amillepora16937,0
Amillepora19912,0
Amillepora14897,0
Amillepora23699,1
Amillepora18143,0
Amillepora34306,0
Amillepora20973,0
Amillepora06547,0
Amillepora19158,0
Amillepora11250,0
Amillepora34855,0
Amillepora24617,0
Amillepora20059,0
Amillepora22422,0
Amillepora10073,0
Amillepora25128,0
Amillepora31341,0
Amillepora33622,1
Amillepora12439,0
Amillepora22522,0
Amillepora22048,0
Amillepora06956,0
Amillepora19906,0
